"player_name","nationality","fbref_url","transfer_url","career_length","retired","retirement_age","age_current","debut_age","debut_year","injury_count_total","days_missed_total","games_missed_total","total_matches_club","seasons_club","foot","position_simple","height","debut_age_num","height_clean","debut_year_num","injuries_per_season","foot_clean","event","debut_band","height_group","inj_band","debut_decade","nationality_clean","region"
"Massadio Haïdara","Mali  France","https://fbref.com/en/players/5167c97e/Massadio-Haidara","https://www.transfermarkt.com/massadio-hadara/profil/spieler/170929",15,"No",NA,33,"17 years","2010",28,1096,222,304,16,"left","Defender","179",17,179,2010,1.75,"left",0,"[15,18)","[165,180]","(9,57]","2010s","Mali France","EU_Major"
"Robert Hall","England","https://fbref.com/en/players/89602ebf/Robert-Hall","https://www.transfermarkt.com/robert-hall/profil/spieler/121236",13,"Yes",31,32,"17 years","2011",3,616,80,250,12,"left","Attack","173",17,173,2011,0.25,"left",1,"[15,18)","[165,180]","[0,3]","2010s","England","UK_Ireland"
"Ian Harte","Ireland","https://fbref.com/en/players/fd4fa092/Ian-Harte","https://www.transfermarkt.com/ian-harte/profil/spieler/3634",19,"Yes",37,48,"17 years","1995",2,222,40,507,20,"left","Defender","175",17,175,1995,0.1,"left",1,"[15,18)","[165,180]","[0,3]","1990s","Ireland","UK_Ireland"
"Eden Hazard","Belgium","https://fbref.com/en/players/a39bb753/Eden-Hazard","https://www.transfermarkt.com/eden-hazard/profil/spieler/50202",16,"Yes",32,34,"16 years","2007",32,731,121,578,16,"right","Attack","173",16,173,2007,2,"right",1,"[15,18)","[165,180]","(9,57]","2000s","Belgium","EU_Major"
"Ángelo Henríquez","Chile","https://fbref.com/en/players/6f3a433e/Angelo-Henriquez","https://www.transfermarkt.com/ngelo-henrquez/profil/spieler/189740",13,"No",NA,31,"18 years","2012",11,227,26,298,15,"right","Attack","175",18,175,2012,0.733333333333333,"right",0,"[18,21)","[165,180]","(9,57]","2010s","Chile","Rest_of_World"
"Pablo Hernández","Spain","https://fbref.com/en/players/c0398aca/Pablo-Hernandez","https://www.transfermarkt.com/pablo-hernndez/profil/spieler/46220",17,"Yes",38,40,"20 years","2005",9,311,51,471,16,"right","Attack","173",20,173,2005,0.5625,"right",1,"[18,21)","[165,180]","(3,9]","2000s","Spain","EU_Major"
"Brett Holman","Australia","https://fbref.com/en/players/4f0d1bbe/Brett-Holman","https://www.transfermarkt.com/brett-holman/profil/spieler/21496",17,"Yes",35,41,"18 years","2002",3,79,13,267,10,"right","Attack","177",18,177,2002,0.3,"right",1,"[18,21)","[165,180]","[0,3]","2000s","Australia","Rest_of_World"
"Lewis Holtby","Germany  England","https://fbref.com/en/players/410ab123/Lewis-Holtby","https://www.transfermarkt.com/lewis-holtby/profil/spieler/55508",18,"No",NA,35,"16 years","2007",36,639,73,508,19,"left","Midfield","176",16,176,2007,1.89473684210526,"left",0,"[15,18)","[165,180]","(9,57]","2000s","Germany England","UK_Ireland"
"Jos Hooiveld","Netherlands","https://fbref.com/en/players/f544a6ab/Jos-Hooiveld","https://www.transfermarkt.com/jos-hooiveld/profil/spieler/4624",18,"Yes",38,42,"20 years","2003",4,75,12,255,15,"left","Defender","193",20,193,2003,0.266666666666667,"left",1,"[18,21)","(185,203]","(3,9]","2000s","Netherlands","EU_Major"
"Noel Hunt","Ireland","https://fbref.com/en/players/6825c1f9/Noel-Hunt","https://www.transfermarkt.com/noel-hunt/profil/spieler/12628",17,"Yes",36,42,"19 years","2002",1,85,16,384,17,"left","Attack","173",19,173,2002,0.0588235294117647,"left",1,"[18,21)","[165,180]","[0,3]","2000s","Ireland","UK_Ireland"
"Jordon Ibe","England  Nigeria","https://fbref.com/en/players/9f736ed2/Jordon-Ibe","https://www.transfermarkt.com/jordon-ibe/profil/spieler/195652",13,"No",NA,30,"15 years","2011",5,458,44,196,11,"right","Attack","176",15,176,2011,0.454545454545455,"right",0,"[15,18)","[165,180]","(3,9]","2010s","England Nigeria","UK_Ireland"
"Shinji Kagawa","Japan","https://fbref.com/en/players/5afafbfe/Shinji-Kagawa","https://www.transfermarkt.com/shinji-kagawa/profil/spieler/81785",18,"No",NA,36,"21 years","2010",21,547,90,400,16,"right","Attack","175",21,175,2010,1.3125,"right",0,"[21,24)","[165,180]","(9,57]","2010s","Japan","Rest_of_World"
"Kei Kamara","Sierra Leone  United States","https://fbref.com/en/players/6e3f3809/Kei-Kamara","https://www.transfermarkt.com/kei-kamara/profil/spieler/39049",20,"No",NA,41,"21 years","Not found",2,28,5,533,21,"right","Attack","188",21,188,NA,0.0952380952380952,"right",0,"[21,24)","(185,203]","[0,3]","NAs","Sierra Leone United States","Rest_of_World"
"Harry Kane","England  Ireland","https://fbref.com/en/players/21a66f6a/Harry-Kane","https://www.transfermarkt.com/harry-kane/profil/spieler/132098",14,"No",NA,32,"17 years","2010",19,480,101,598,17,"right","Attack","188",17,188,2010,1.11764705882353,"right",0,"[15,18)","(185,203]","(9,57]","2010s","England Ireland","UK_Ireland"
"Jem Karacan","Türkiye  England","https://fbref.com/en/players/7027738f/Jem-Karacan","https://www.transfermarkt.com/jem-karacan/profil/spieler/61447",14,"Yes",33,36,"18 years","2007",3,375,48,251,13,"right","Midfield","178",18,178,2007,0.230769230769231,"right",1,"[18,21)","[165,180]","[0,3]","2000s","Türkiye England","UK_Ireland"
"Jimmy Kébé","Mali  France","https://fbref.com/en/players/ea7c7cdf/Jimmy-Kebe","https://www.transfermarkt.com/jimmy-kb/profil/spieler/33822",9,"Yes",31,41,"23 years","2007",2,214,23,190,7,"left","Attack","187",23,187,2007,0.285714285714286,"left",1,"[21,24)","(185,203]","[0,3]","2000s","Mali France","EU_Major"
"Billy Knott","England","https://fbref.com/en/players/49809c96/Billy-Knott","https://www.transfermarkt.com/billy-knott/profil/spieler/133392",13,"No",NA,33,"18 years","2011",0,0,0,211,7,"left","Midfield","173",18,173,2011,0,"left",0,"[18,21)","[165,180]","[0,3]","2010s","England","UK_Ireland"
"Arouna Koné","Cote d'Ivoire","https://fbref.com/en/players/f9a72ca4/Arouna-Kone","https://www.transfermarkt.com/arouna-kon/profil/spieler/8552",21,"Yes",39,42,"19 years","2003",9,795,128,434,18,"right","Attack","182",19,182,2003,0.5,"right",1,"[18,21)","(180,185]","(3,9]","2000s","Cote d'Ivoire","Rest_of_World"
"Adam Lallana","England","https://fbref.com/en/players/99813635/Adam-Lallana","https://www.transfermarkt.com/adam-lallana/profil/spieler/43530",19,"Yes",37,37,"18 years","2006",26,817,141,539,20,"both","Attack","173",18,173,2006,1.3,"both",1,"[18,21)","[165,180]","(9,57]","2000s","England","UK_Ireland"
"Roland Lamah","Belgium  Cote d'Ivoire","https://fbref.com/en/players/336a36fb/Roland-Lamah","https://www.transfermarkt.com/roland-lamah/profil/spieler/35035",17,"Yes",33,37,"18 years","2006",1,6,1,349,14,"left","Attack","180",18,180,2006,0.0714285714285714,"left",1,"[18,21)","[165,180]","[0,3]","2000s","Belgium Cote d'Ivoire","EU_Major"
"Rickie Lambert","England","https://fbref.com/en/players/495de82c/Rickie-Lambert","https://www.transfermarkt.com/rickie-lambert/profil/spieler/49655",6,"Yes",35,43,"20 years","2002",0,0,0,578,15,"right","Attack","187",20,187,2002,0,"right",1,"[18,21)","(185,203]","[0,3]","2000s","England","UK_Ireland"
"Adam le Fondre","England  France","https://fbref.com/en/players/f3a77fec/Adam-le-Fondre","https://www.transfermarkt.com/adam-le-fondre/profil/spieler/46106",15,"No",NA,39,"17 years","2004",3,128,20,642,20,"right","Attack","177",17,177,2004,0.15,"right",0,"[15,18)","[165,180]","[0,3]","2000s","England France","UK_Ireland"
"Mikele Leigertwood","Antigua and Barbuda  England","https://fbref.com/en/players/3cd9228b/Mikele-Leigertwood","https://www.transfermarkt.com/mikele-leigertwood/profil/spieler/14041",12,"Yes",31,43,"19 years","2002",0,0,0,363,12,"both","Midfield","188",19,188,2002,0,"both",1,"[18,21)","(185,203]","[0,3]","2000s","Antigua and Barbuda England","UK_Ireland"
"Hugo Lloris","France","https://fbref.com/en/players/8f62b6ee/Hugo-Lloris","https://www.transfermarkt.com/hugo-lloris/profil/spieler/17965",19,"No",NA,38,"18 years","2005",14,498,80,777,20,"left","Goalkeeper","188",18,188,2005,0.7,"left",0,"[18,21)","(185,203]","(9,57]","2000s","France","EU_Major"
"Matthew Lowton","England","https://fbref.com/en/players/9a9c05db/Matthew-Lowton","https://www.transfermarkt.com/matthew-lowton/profil/spieler/102258",16,"No",NA,36,"20 years","2009",6,283,21,366,14,"right","Defender","180",20,180,2009,0.428571428571429,"right",0,"[18,21)","[165,180]","(3,9]","2000s","England","UK_Ireland"
"Modibo Maïga","Mali","https://fbref.com/en/players/a546477d/Modibo-Maiga","https://www.transfermarkt.com/modibo-maga/profil/spieler/46831",16,"Yes",35,38,"19 years","2007",0,0,0,234,9,"left","Attack","185",19,185,2007,0,"left",1,"[18,21)","(180,185]","[0,3]","2000s","Mali","Rest_of_World"
"Mikael Mandron","France  Scotland","https://fbref.com/en/players/47a26e7c/Mikael-Mandron","https://www.transfermarkt.com/mikael-mandron/profil/spieler/218144",13,"No",NA,31,"17 years","2012",1,64,9,378,14,"left","Attack","191",17,191,2012,0.0714285714285714,"left",0,"[15,18)","(185,203]","[0,3]","2010s","France Scotland","UK_Ireland"
"Kader Mangane","Senegal  France","https://fbref.com/en/players/dbb10755/Kader-Mangane","https://www.transfermarkt.com/kader-mangane/profil/spieler/4796",17,"Yes",35,42,"20 years","2003",2,208,10,330,14,"right","Defender","193",20,193,2003,0.142857142857143,"right",1,"[18,21)","(185,203]","[0,3]","2000s","Senegal France","EU_Major"
"Vito Mannone","Italy","https://fbref.com/en/players/c4173f1a/Vito-Mannone","https://www.transfermarkt.com/vito-mannone/profil/spieler/33781",19,"No",NA,37,"18 years","2006",3,131,18,267,19,"right","Goalkeeper","191",18,191,2006,0.157894736842105,"right",0,"[18,21)","(185,203]","[0,3]","2000s","Italy","EU_Major"
"Stanislav Manolev","Bulgaria","https://fbref.com/en/players/42138efa/Stanislav-Manolev","https://www.transfermarkt.com/stanislav-manolev/profil/spieler/36233",18,"Yes",36,39,"23 years","2009",1,93,11,276,16,"right","Defender","185",23,185,2009,0.0625,"right",1,"[21,24)","(180,185]","[0,3]","2000s","Bulgaria","Rest_of_World"
"Adrian Mariappa","Jamaica  England","https://fbref.com/en/players/8aa5f52c/Adrian-Mariappa","https://www.transfermarkt.com/adrian-mariappa/profil/spieler/38145",20,"No",NA,39,"18 years","2005",1,53,10,528,21,"right","Defender","180",18,180,2005,0.0476190476190476,"right",0,"[18,21)","[165,180]","[0,3]","2000s","Jamaica England","UK_Ireland"
"Marko Marin","Germany  Serbia","https://fbref.com/en/players/a022e78c/Marko-Marin","https://www.transfermarkt.com/marko-marin/profil/spieler/35251",15,"Yes",33,36,"17 years","2006",13,354,45,376,16,"right","Attack","170",17,170,2006,0.8125,"right",1,"[15,18)","[165,180]","(9,57]","2000s","Germany Serbia","EU_Major"
"Emmanuel Mayuka","Zambia","https://fbref.com/en/players/126fd532/Emmanuel-Mayuka","https://www.transfermarkt.com/emmanuel-mayuka/profil/spieler/55709",15,"Yes",32,35,"19 years","2010",1,131,17,117,6,"right","Attack","180",19,180,2010,0.166666666666667,"right",1,"[18,21)","[165,180]","[0,3]","2010s","Zambia","Rest_of_World"
"Stéphane Mbia","Cameroon  France","https://fbref.com/en/players/c39d9657/Stephane-Mbia","https://www.transfermarkt.com/stphane-mbia/profil/spieler/27470",21,"No",NA,39,"18 years","2004",11,662,97,404,19,"right","Midfield","190",18,190,2004,0.578947368421053,"right",0,"[18,21)","(185,203]","(9,57]","2000s","Cameroon France","EU_Major"
"Jobi McAnuff","Jamaica  England","https://fbref.com/en/players/0f602616/Jobi-McAnuff","https://www.transfermarkt.com/jobi-mcanuff/profil/spieler/14047",20,"Yes",39,44,"19 years","2001",0,0,0,704,20,"N/A","Attack","180",19,180,2001,0,"unknown",1,"[18,21)","[165,180]","[0,3]","2000s","Jamaica England","UK_Ireland"
"Alex McCarthy","England","https://fbref.com/en/players/36c2ca73/Alex-McCarthy","https://www.transfermarkt.com/alex-mccarthy/profil/spieler/95976",15,"No",NA,36,"17 years","2007",7,654,105,324,19,"right","Goalkeeper","193",17,193,2007,0.368421052631579,"right",0,"[15,18)","(185,203]","(3,9]","2000s","England","UK_Ireland"
"George McCartney","Northern Ireland","https://fbref.com/en/players/f6c4946d/George-McCartney","https://www.transfermarkt.com/george-mccartney/profil/spieler/3775",14,"Yes",33,44,"19 years","2000",6,323,60,340,14,"left","Defender","183",19,183,2000,0.428571428571429,"left",1,"[18,21)","(180,185]","(3,9]","2000s","Northern Ireland","UK_Ireland"
"Garath McCleary","Jamaica  England","https://fbref.com/en/players/3d383df8/Garath-McCleary","https://www.transfermarkt.com/garath-mccleary/profil/spieler/69653",17,"No",NA,38,"20 years","2007",0,0,0,588,19,"right","Attack","188",20,188,2007,0,"right",0,"[18,21)","(185,203]","[0,3]","2000s","Jamaica England","UK_Ireland"
"Michu","Spain","https://fbref.com/en/players/98429b7b/Michu","https://www.transfermarkt.com/michu/profil/spieler/70789",10,"Yes",31,39,"21 years","2007",5,359,66,226,9,"left","Attack","185",21,185,2007,0.555555555555556,"left",1,"[21,24)","(180,185]","(3,9]","2000s","Spain","EU_Major"
"Kevin Mirallas","Belgium  Spain","https://fbref.com/en/players/aa51343f/Kevin-Mirallas","https://www.transfermarkt.com/kevin-mirallas/profil/spieler/33639",18,"Yes",35,38,"16 years","2004",11,299,43,473,18,"right","Attack","182",16,182,2004,0.611111111111111,"right",1,"[15,18)","(180,185]","(9,57]","2000s","Belgium Spain","EU_Major"
"Nacho Monreal","Spain","https://fbref.com/en/players/d4cb83cc/Nacho-Monreal","https://www.transfermarkt.com/nacho-monreal/profil/spieler/43003",16,"Yes",36,39,"20 years","2006",18,790,139,487,15,"left","Defender","178",20,178,2006,1.2,"left",1,"[18,21)","[165,180]","(9,57]","2000s","Spain","EU_Major"
"Sean Morrison","England  Ireland","https://fbref.com/en/players/09fec029/Sean-Morrison","https://www.transfermarkt.com/sean-morrison/profil/spieler/79723",12,"Yes",33,34,"16 years","2007",2,326,24,441,17,"right","Defender","193",16,193,2007,0.117647058823529,"right",1,"[15,18)","(185,203]","[0,3]","2000s","England Ireland","UK_Ireland"
"Ján Mucha","Slovakia","https://fbref.com/en/players/1fa82e32/Jan-Mucha","https://www.transfermarkt.com/jn-mucha/profil/spieler/33195",15,"Yes",36,43,"23 years","2006",0,0,0,150,10,"right","Goalkeeper","189",23,189,2006,0,"right",1,"[21,24)","(185,203]","[0,3]","2000s","Slovakia","Rest_of_World"
"Alfred N'Diaye","Senegal  France","https://fbref.com/en/players/7789bf63/Alfred-NDiaye","https://www.transfermarkt.com/alfred-ndiaye/profil/spieler/77737",17,"No",NA,35,"18 years","2008",3,75,14,415,15,"right","Midfield","188",18,188,2008,0.2,"right",0,"[18,21)","(185,203]","[0,3]","2000s","Senegal France","EU_Major"
"Steven Naismith","Scotland","https://fbref.com/en/players/5e98c186/Steven-Naismith","https://www.transfermarkt.com/steven-naismith/profil/spieler/12763",17,"Yes",34,39,"16 years","2003",12,988,166,449,18,"right","Attack","178",16,178,2003,0.666666666666667,"right",1,"[15,18)","[165,180]","(9,57]","2000s","Scotland","UK_Ireland"
"Matija Nastasić","Serbia","https://fbref.com/en/players/f35430a4/Matija-Nastasic","https://www.transfermarkt.com/matija-nastasi/profil/spieler/143559",15,"No",NA,32,"18 years","2011",22,885,169,310,14,"left","Defender","187",18,187,2011,1.57142857142857,"left",0,"[18,21)","(185,203]","(9,57]","2010s","Serbia","Rest_of_World"
"Joey O'Brien","Ireland","https://fbref.com/en/players/ce46f501/Joey-OBrien","https://www.transfermarkt.com/joey-obrien/profil/spieler/34672",16,"Yes",35,39,"18 years","2004",7,372,62,219,14,"right","Defender","180",18,180,2004,0.5,"right",1,"[18,21)","[165,180]","(3,9]","2000s","Ireland","UK_Ireland"
"Oscar","Brazil  Italy","https://fbref.com/en/players/57fe98dd/Oscar","https://www.transfermarkt.com/oscar/profil/spieler/85314",17,"No",NA,34,"20 years","2012",10,387,70,367,14,"right","Attack","179",20,179,2012,0.714285714285714,"right",0,"[18,21)","[165,180]","(9,57]","2010s","Brazil Italy","EU_Major"
"Bryan Oviedo","Costa Rica","https://fbref.com/en/players/31faf295/Bryan-Oviedo","https://www.transfermarkt.com/bryan-oviedo/profil/spieler/124983",17,"No",NA,35,"19 years","2009",16,669,123,262,17,"left","Defender","172",19,172,2009,0.941176470588235,"left",0,"[18,21)","[165,180]","(9,57]","2000s","Costa Rica","Rest_of_World"
"Alex Pearce","Ireland  Scotland","https://fbref.com/en/players/66e0514a/Alex-Pearce","https://www.transfermarkt.com/alex-pearce/profil/spieler/47768",18,"No",NA,37,"17 years","2006",2,56,11,455,18,"right","Defender","188",17,188,2006,0.111111111111111,"right",0,"[15,18)","(185,203]","[0,3]","2000s","Ireland Scotland","UK_Ireland"
"Mladen Petrić","Croatia  Switzerland","https://fbref.com/en/players/2cc63c53/Mladen-Petric","https://www.transfermarkt.com/mladen-petri/profil/spieler/2874",18,"Yes",35,44,"22 years","2003",19,394,87,369,15,"N/A","Attack","185",22,185,2003,1.26666666666667,"unknown",1,"[21,24)","(180,185]","(9,57]","2000s","Croatia Switzerland","Rest_of_World"
"Lucas Piazon","Brazil  Italy","https://fbref.com/en/players/f201798c/Lucas-Piazon","https://www.transfermarkt.com/lucas-piazon/profil/spieler/176485",13,"No",NA,31,"18 years","2012",7,264,37,268,13,"right","Midfield","182",18,182,2012,0.538461538461538,"right",0,"[18,21)","(180,185]","(3,9]","2010s","Brazil Italy","EU_Major"
"Lukas Podolski","Germany  Poland","https://fbref.com/en/players/88f0a9a0/Lukas-Podolski","https://www.transfermarkt.com/lukas-podolski/profil/spieler/15185",22,"No",NA,40,"18 years","2003",36,792,136,629,24,"left","Attack","181",18,181,2003,1.5,"left",0,"[18,21)","(180,185]","(9,57]","2000s","Germany Poland","EU_Major"
"Emanuel Pogatetz","Austria","https://fbref.com/en/players/6b08d120/Emanuel-Pogatetz","https://www.transfermarkt.com/emanuel-pogatetz/profil/spieler/1094",19,"Yes",36,42,"20 years","2003",14,393,67,396,19,"left","Defender","190",20,190,2003,0.736842105263158,"left",1,"[18,21)","(185,203]","(9,57]","2000s","Austria","Rest_of_World"
"Goran Popov","North Macedonia","https://fbref.com/en/players/4b7fd1e2/Goran-Popov","https://www.transfermarkt.com/goran-popov/profil/spieler/19721",15,"Yes",34,41,"18 years","2003",4,270,44,202,11,"left","Defender","189",18,189,2003,0.363636363636364,"left",1,"[18,21)","(185,203]","(3,9]","2000s","North Macedonia","Rest_of_World"
"Dan Potts","England","https://fbref.com/en/players/3595affe/Dan-Potts","https://www.transfermarkt.com/dan-potts/profil/spieler/207037",14,"No",NA,31,"17 years","2011",4,403,60,227,14,"left","Defender","173",17,173,2011,0.285714285714286,"left",0,"[15,18)","[165,180]","(3,9]","2010s","England","UK_Ireland"
"Nick Powell","England","https://fbref.com/en/players/05ca4fcb/Nick-Powell","https://www.transfermarkt.com/nick-powell/profil/spieler/134424",13,"No",NA,31,"16 years","2010",4,337,71,373,16,"both","Attack","183",16,183,2010,0.25,"both",0,"[15,18)","(180,185]","(3,9]","2010s","England","UK_Ireland"
"Guly do Prado","Brazil  Italy","https://fbref.com/en/players/3ed6e788/Guly-do-Prado","https://www.transfermarkt.com/guly-do-prado/profil/spieler/22801",18,"Yes",38,43,"20 years","2002",2,110,18,254,12,"right","Attack","190",20,190,2002,0.166666666666667,"right",1,"[18,21)","(185,203]","[0,3]","2000s","Brazil Italy","EU_Major"
"Gastón Ramírez","Uruguay","https://fbref.com/en/players/2c851997/Gaston-Ramirez","https://www.transfermarkt.com/gastn-ramrez/profil/spieler/123742",17,"No",NA,35,"19 years","2010",21,468,81,367,15,"left","Midfield","183",19,183,2010,1.4,"left",0,"[18,21)","(180,185]","(9,57]","2010s","Uruguay","South_America"
"Iván Ramis","Spain","https://fbref.com/en/players/d2be40f2/Ivan-Ramis","https://www.transfermarkt.com/ivn-ramis/profil/spieler/26066",16,"Yes",35,41,"18 years","2003",21,2896,125,352,17,"right","Defender","188",18,188,2003,1.23529411764706,"right",1,"[18,21)","(185,203]","(9,57]","2000s","Spain","EU_Major"
"Ben Reeves","Northern Ireland  England","https://fbref.com/en/players/4db1f85d/Ben-Reeves","https://www.transfermarkt.com/ben-reeves/profil/spieler/171234",14,"No",NA,34,"19 years","2011",2,72,10,317,15,"left","Attack","177",19,177,2011,0.133333333333333,"left",0,"[18,21)","[165,180]","[0,3]","2010s","Northern Ireland England","UK_Ireland"
"Karim Rekik","Netherlands  Tunisia","https://fbref.com/en/players/3376a776/Karim-Rekik","https://www.transfermarkt.com/karim-rekik/profil/spieler/182579",14,"No",NA,31,"16 years","2011",22,540,92,266,12,"left","Defender","186",16,186,2011,1.83333333333333,"left",0,"[15,18)","(185,203]","(9,57]","2010s","Netherlands Tunisia","EU_Major"
"Loïc Rémy","France  Martinique","https://fbref.com/en/players/5c2da10f/Loic-Remy","https://www.transfermarkt.com/loc-rmy/profil/spieler/45121",17,"Yes",36,38,"19 years","2006",24,696,117,396,16,"right","Attack","184",19,184,2006,1.5,"right",1,"[18,21)","(180,185]","(9,57]","2000s","France Martinique","EU_Major"
"Frazer Richardson","England","https://fbref.com/en/players/4b3d3a68/Frazer-Richardson","https://www.transfermarkt.com/frazer-richardson/profil/spieler/4094",14,"Yes",34,43,"19 years","2002",1,77,12,329,15,"right","Defender","181",19,181,2002,0.0666666666666667,"right",1,"[18,21)","(180,185]","[0,3]","2000s","England","UK_Ireland"
"Sascha Riether","Germany","https://fbref.com/en/players/3cb009c5/Sascha-Riether","https://www.transfermarkt.com/sascha-riether/profil/spieler/1662",17,"Yes",36,42,"20 years","2003",6,104,16,399,16,"N/A","Defender","174",20,174,2003,0.375,"unknown",1,"[18,21)","[165,180]","(3,9]","2000s","Germany","EU_Major"
"Joel Robles","Spain","https://fbref.com/en/players/cda0b317/Joel-Robles","https://www.transfermarkt.com/joel-robles/profil/spieler/101118",16,"No",NA,35,"19 years","2009",1,35,4,213,16,"right","Goalkeeper","195",19,195,2009,0.0625,"right",0,"[18,21)","(185,203]","[0,3]","2000s","Spain","EU_Major"
"Hal Robson-Kanu","Wales  England","https://fbref.com/en/players/fb2dec57/Hal-Robson-Kanu","https://www.transfermarkt.com/hal-robson-kanu/profil/spieler/65976",12,"Yes",32,36,"18 years","2007",5,151,27,409,14,"left","Attack","183",18,183,2007,0.357142857142857,"left",1,"[18,21)","(180,185]","(3,9]","2000s","Wales England","UK_Ireland"
"Jay Rodriguez","England  Spain","https://fbref.com/en/players/4ab53cdb/Jay-Rodriguez","https://www.transfermarkt.com/jay-rodriguez/profil/spieler/53360",18,"No",NA,36,"18 years","2007",15,1254,180,525,17,"right","Attack","185",18,185,2007,0.882352941176471,"right",0,"[18,21)","(180,185]","(9,57]","2000s","England Spain","UK_Ireland"
"Markus Rosenberg","Sweden","https://fbref.com/en/players/5faa73aa/Markus-Rosenberg","https://www.transfermarkt.com/markus-rosenberg/profil/spieler/27505",19,"Yes",37,43,"18 years","Not found",4,128,18,522,25,"N/A","Attack","184",18,184,NA,0.16,"unknown",1,"[18,21)","(180,185]","(3,9]","NAs","Sweden","Rest_of_World"
"Nuri Şahin","Türkiye  Germany","https://fbref.com/en/players/f4081572/Nuri-Sahin","https://www.transfermarkt.com/nuri-ahin/profil/spieler/31095",17,"Yes",33,37,"16 years","2005",27,855,149,390,17,"left","Midfield","180",16,180,2005,1.58823529411765,"left",1,"[15,18)","[165,180]","(9,57]","2000s","Türkiye Germany","EU_Major"
"Dominic Samuel","England  Antigua and Barbuda","https://fbref.com/en/players/65829d85/Dominic-Samuel","https://www.transfermarkt.com/dominic-samuel/profil/spieler/203784",13,"No",NA,31,"18 years","2012",2,176,29,231,14,"right","Attack","182",18,182,2012,0.142857142857143,"right",0,"[18,21)","(180,185]","[0,3]","2010s","England Antigua and Barbuda","UK_Ireland"
"Morgan Schneiderlin","France","https://fbref.com/en/players/51b41c5c/Morgan-Schneiderlin","https://www.transfermarkt.com/morgan-schneiderlin/profil/spieler/56818",18,"Yes",34,36,"17 years","2007",16,515,57,447,17,"right","Midfield","181",17,181,2007,0.941176470588235,"right",1,"[15,18)","(180,185]","(9,57]","2000s","France","EU_Major"
"Billy Sharp","England","https://fbref.com/en/players/e8c9f4e9/Billy-Sharp","https://www.transfermarkt.com/billy-sharp/profil/spieler/49542",21,"No",NA,39,"18 years","2004",0,0,0,751,23,"right","Attack","175",18,175,2004,0,"right",0,"[18,21)","[165,180]","[0,3]","2000s","England","UK_Ireland"
"Luke Shaw","England","https://fbref.com/en/players/9c94165b/Luke-Shaw","https://www.transfermarkt.com/luke-shaw/profil/spieler/183288",13,"No",NA,30,"17 years","2012",29,1679,329,364,14,"left","Defender","185",17,185,2012,2.07142857142857,"left",0,"[15,18)","(180,185]","(9,57]","2010s","England","UK_Ireland"
"Brek Shea","United States  Norway","https://fbref.com/en/players/adb6ae24/Brek-Shea","https://www.transfermarkt.com/brek-shea/profil/spieler/71107",15,"Yes",33,35,"17 years","Not found",8,528,75,283,16,"left","Midfield","191",17,191,NA,0.5,"left",1,"[15,18)","(185,203]","(3,9]","NAs","United States Norway","Rest_of_World"
"Itay Shechter","Israel  Romania","https://fbref.com/en/players/adfc4cc1/Itay-Shechter","https://www.transfermarkt.com/itay-shechter/profil/spieler/44760",19,"Yes",37,38,"24 years","2011",6,211,22,84,8,"both","Attack","178",24,178,2011,0.75,"both",1,"[24,30]","[165,180]","(3,9]","2010s","Israel Romania","Rest_of_World"
"Moussa Sissoko","France  Mali","https://fbref.com/en/players/2acd49b9/Moussa-Sissoko","https://www.transfermarkt.com/moussa-sissoko/profil/spieler/46001",19,"No",NA,36,"17 years","2007",8,192,37,694,19,"right","Midfield","187",17,187,2007,0.421052631578947,"right",0,"[15,18)","(185,203]","(3,9]","2000s","France Mali","EU_Major"
"Robert Snodgrass","Scotland","https://fbref.com/en/players/9f4647e9/Robert-Snodgrass","https://www.transfermarkt.com/robert-snodgrass/profil/spieler/22614",19,"Yes",36,38,"16 years","2004",13,667,121,533,18,"left","Attack","182",16,182,2004,0.722222222222222,"left",1,"[15,18)","(180,185]","(9,57]","2000s","Scotland","UK_Ireland"
"Enda Stevens","Ireland","https://fbref.com/en/players/17d4507a/Enda-Stevens","https://www.transfermarkt.com/enda-stevens/profil/spieler/85706",17,"No",NA,35,"22 years","2012",10,434,87,404,14,"left","Defender","183",22,183,2012,0.714285714285714,"left",0,"[21,24)","(180,185]","(9,57]","2010s","Ireland","UK_Ireland"
"Suso","Spain","https://fbref.com/en/players/4e219ad2/Suso","https://www.transfermarkt.com/suso/profil/spieler/111961",14,"No",NA,32,"18 years","2012",14,421,82,408,14,"left","Attack","176",18,176,2012,1,"left",0,"[18,21)","[165,180]","(9,57]","2010s","Spain","EU_Major"
"Yacouba Sylla","Mali  France","https://fbref.com/en/players/f121f4b7/Yacouba-Sylla","https://www.transfermarkt.com/yacouba-sylla/profil/spieler/160080",16,"No",NA,35,"19 years","2010",2,81,12,217,14,"right","Midfield","184",19,184,2010,0.142857142857143,"right",0,"[18,21)","(180,185]","[0,3]","2010s","Mali France","EU_Major"
"Jay Tabb","Ireland  England","https://fbref.com/en/players/69cc718f/Jay-Tabb","https://www.transfermarkt.com/jay-tabb/profil/spieler/42284",10,"Yes",32,41,"18 years","2002",0,0,0,387,14,"left","Midfield","170",18,170,2002,0,"left",1,"[18,21)","[165,180]","[0,3]","2000s","Ireland England","UK_Ireland"
