"player_name","nationality","fbref_url","transfer_url","career_length","retired","retirement_age","age_current","debut_age","debut_year","injury_count_total","days_missed_total","games_missed_total","total_matches_club","seasons_club","foot","position_simple","height","debut_age_num","height_clean","debut_year_num","injuries_per_season","foot_clean","event","debut_band","height_group","inj_band","debut_decade","nationality_clean","region"
"Josh McEachran","England  Scotland","https://fbref.com/en/players/48565585/Josh-McEachran","https://www.transfermarkt.com/josh-mceachran/profil/spieler/128905",15,"No",NA,32,"17 years","2010",5,687,72,351,16,"left","Midfield","178",17,178,2010,0.3125,"left",0,"[15,18)","[165,180]","(3,9]","2010s","England Scotland","UK_Ireland"
"James McFadden","Scotland","https://fbref.com/en/players/2cfdae75/James-McFadden","https://www.transfermarkt.com/james-mcfadden/profil/spieler/9956",17,"Yes",34,42,"17 years","2000",7,427,70,348,18,"left","Attack","178",17,178,2000,0.388888888888889,"left",1,"[15,18)","[165,180]","(3,9]","2000s","Scotland","UK_Ireland"
"Ryan McGivern","Northern Ireland","https://fbref.com/en/players/4c2e7e85/Ryan-McGivern","https://www.transfermarkt.com/ryan-mcgivern/profil/spieler/61632",16,"Yes",35,35,"18 years","2008",3,69,13,209,10,"left","Defender","188",18,188,2008,0.3,"left",1,"[18,21)","(185,203]","[0,3]","2000s","Northern Ireland","UK_Ireland"
"Callum McManaman","England  Ireland","https://fbref.com/en/players/1a5dbcc2/Callum-McManaman","https://www.transfermarkt.com/callum-mcmanaman/profil/spieler/61711",16,"No",NA,34,"17 years","2008",5,151,25,341,16,"right","Attack","174",17,174,2008,0.3125,"right",0,"[15,18)","[165,180]","(3,9]","2000s","England Ireland","UK_Ireland"
"Raul Meireles","Portugal","https://fbref.com/en/players/e767cd27/Raul-Meireles","https://www.transfermarkt.com/raul-meireles/profil/spieler/13168",14,"Yes",33,42,"20 years","2003",16,358,123,372,13,"both","Midfield","180",20,180,2003,1.23076923076923,"both",1,"[18,21)","[165,180]","(9,57]","2000s","Portugal","EU_Major"
"Abdoulaye Méïté","Cote d'Ivoire  France","https://fbref.com/en/players/2b548af1/Abdoulaye-Meite","https://www.transfermarkt.com/abdoulaye-mt/profil/spieler/5315",19,"Yes",37,45,"19 years","2000",2,108,20,351,17,"right","Defender","185",19,185,2000,0.117647058823529,"right",1,"[18,21)","(180,185]","[0,3]","2000s","Cote d'Ivoire France","EU_Major"
"John Mensah","Ghana","https://fbref.com/en/players/142ed694/John-Mensah","https://www.transfermarkt.com/john-mensah/profil/spieler/5917",17,"Yes",34,43,"18 years","2001",7,356,46,184,12,"right","Defender","177",18,177,2001,0.583333333333333,"right",1,"[18,21)","[165,180]","(3,9]","2000s","Ghana","Rest_of_World"
"David Meyler","Ireland","https://fbref.com/en/players/8ea6417a/David-Meyler","https://www.transfermarkt.com/david-meyler/profil/spieler/68183",11,"Yes",30,36,"20 years","2009",2,140,30,210,10,"right","Midfield","189",20,189,2009,0.2,"right",1,"[18,21)","(185,203]","[0,3]","2000s","Ireland","UK_Ireland"
"Simon Mignolet","Belgium","https://fbref.com/en/players/d436eb94/Simon-Mignolet","https://www.transfermarkt.com/simon-mignolet/profil/spieler/50219",18,"No",NA,37,"18 years","2006",8,260,46,532,19,"right","Goalkeeper","193",18,193,2006,0.421052631578947,"right",0,"[18,21)","(185,203]","(3,9]","2000s","Belgium","EU_Major"
"Nenad Milijaš","Serbia","https://fbref.com/en/players/10206347/Nenad-Milijas","https://www.transfermarkt.com/nenad-milija/profil/spieler/36123",15,"Yes",36,42,"25 years","2008",0,0,0,209,12,"left","Midfield","188",25,188,2008,0,"left",1,"[24,30]","(185,203]","[0,3]","2000s","Serbia","Rest_of_World"
"Ishmael Miller","England","https://fbref.com/en/players/58f1973e/Ishmael-Miller","https://www.transfermarkt.com/ishmael-miller/profil/spieler/38776",14,"Yes",33,38,"18 years","2005",1,173,28,250,13,"left","Attack","191",18,191,2005,0.0769230769230769,"left",1,"[18,21)","(185,203]","[0,3]","2000s","England","UK_Ireland"
"James Milner","England","https://fbref.com/en/players/2f90f6b8/James-Milner","https://www.transfermarkt.com/james-milner/profil/spieler/3333",23,"No",NA,39,"16 years","2002",27,814,140,813,25,"right","Midfield","176",16,176,2002,1.08,"right",0,"[15,18)","[165,180]","(9,57]","2000s","England","UK_Ireland"
"Luka Modrić","Croatia","https://fbref.com/en/players/6025fab1/Luka-Modric","https://www.transfermarkt.com/luka-modri/profil/spieler/27992",22,"No",NA,40,"21 years","2007",30,545,116,763,22,"right","Midfield","174",21,174,2007,1.36363636363636,"right",0,"[21,24)","[165,180]","(9,57]","2000s","Croatia","Rest_of_World"
"Josh Morris","England","https://fbref.com/en/players/6449a543/Josh-Morris","https://www.transfermarkt.com/josh-morris/profil/spieler/121391",15,"No",NA,34,"18 years","2010",2,170,31,325,13,"left","Midfield","180",18,180,2010,0.153846153846154,"left",0,"[18,21)","[165,180]","[0,3]","2010s","England","UK_Ireland"
"James Morrison","Scotland  England","https://fbref.com/en/players/21a66e33/James-Morrison","https://www.transfermarkt.com/james-morrison/profil/spieler/27614",16,"Yes",33,39,"17 years","2003",4,399,62,404,16,"right","Midfield","183",17,183,2003,0.25,"right",1,"[15,18)","(180,185]","(3,9]","2000s","Scotland England","UK_Ireland"
"Victor Moses","Nigeria  England","https://fbref.com/en/players/e726e11e/Victor-Moses","https://www.transfermarkt.com/victor-moses/profil/spieler/59866",18,"No",NA,34,"16 years","2007",20,811,139,454,18,"right","Attack","177",16,177,2007,1.11111111111111,"right",0,"[15,18)","[165,180]","(9,57]","2000s","Nigeria England","UK_Ireland"
"Steven Mouyokolo","France  Congo","https://fbref.com/en/players/6d60be73/Steven-Mouyokolo","https://www.transfermarkt.com/steven-mouyokolo/profil/spieler/58188",7,"Yes",27,38,"22 years","2009",3,241,43,31,4,"right","Defender","190",22,190,2009,0.75,"right",1,"[21,24)","(185,203]","[0,3]","2000s","France Congo","EU_Major"
"Fabrice Muamba","England  DR Congo","https://fbref.com/en/players/f5a2bebe/Fabrice-Muamba","https://www.transfermarkt.com/fabrice-muamba/profil/spieler/35586",6,"Yes",24,37,"18 years","2006",0,0,0,201,6,"right","Midfield","188",18,188,2006,0,"right",1,"[18,21)","(185,203]","[0,3]","2000s","England DR Congo","UK_Ireland"
"Geoffrey Mujangi Bia","Belgium  DR Congo","https://fbref.com/en/players/3a90713b/Geoffrey-Mujangi-Bia","https://www.transfermarkt.com/geoffrey-mujangi-bia/profil/spieler/45455",19,"No",NA,36,"16 years","2006",7,243,37,227,14,"right","Attack","175",16,175,2006,0.5,"right",0,"[15,18)","[165,180]","(3,9]","2000s","Belgium DR Congo","EU_Major"
"Youssouf Mulumbu","DR Congo  France","https://fbref.com/en/players/a275b145/Youssouf-Mulumbu","https://www.transfermarkt.com/youssouf-mulumbu/profil/spieler/45272",19,"No",NA,38,"19 years","2006",7,614,23,291,14,"right","Midfield","177",19,177,2006,0.5,"right",0,"[18,21)","[165,180]","(3,9]","2000s","DR Congo France","EU_Major"
"Sulley Muntari","Ghana","https://fbref.com/en/players/e185aa52/Sulley-Muntari","https://www.transfermarkt.com/sulley-muntari/profil/spieler/17129",19,"Yes",37,41,"17 years","2002",12,327,56,376,17,"left","Midfield","179",17,179,2002,0.705882352941177,"left",1,"[15,18)","[165,180]","(9,57]","2000s","Ghana","Rest_of_World"
"Danny Murphy","England","https://fbref.com/en/players/03a97c40/Danny-Murphy","https://www.transfermarkt.com/danny-murphy/profil/spieler/3221",16,"Yes",36,48,"20 years","1997",4,91,22,511,16,"right","Midfield","175",20,175,1997,0.25,"right",1,"[18,21)","[165,180]","(3,9]","1990s","England","UK_Ireland"
"David Murphy","England","https://fbref.com/en/players/b05e73d5/David-Murphy","https://www.transfermarkt.com/david-murphy/profil/spieler/3868",13,"Yes",30,41,"17 years","2001",2,329,38,243,12,"left","Defender","185",17,185,2001,0.166666666666667,"left",1,"[15,18)","(180,185]","[0,3]","2000s","England","UK_Ireland"
"Jordon Mutch","England","https://fbref.com/en/players/37c408cc/Jordon-Mutch","https://www.transfermarkt.com/jordon-mutch/profil/spieler/57207",16,"No",NA,34,"17 years","2009",11,657,114,250,15,"right","Midfield","175",17,175,2009,0.733333333333333,"right",0,"[15,18)","[165,180]","(9,57]","2000s","England","UK_Ireland"
"Boaz Myhill","Wales  United States","https://fbref.com/en/players/7ca2d989/Boaz-Myhill","https://www.transfermarkt.com/boaz-myhill/profil/spieler/3838",16,"Yes",36,43,"19 years","2002",3,130,21,398,17,"right","Goalkeeper","191",19,191,2002,0.176470588235294,"right",1,"[18,21)","(185,203]","[0,3]","2000s","Wales United States","UK_Ireland"
"David N'Gog","France  Cameroon","https://fbref.com/en/players/beec2968/David-NGog","https://www.transfermarkt.com/david-ngog/profil/spieler/41242",17,"Yes",34,36,"17 years","2006",1,216,8,282,14,"right","Attack","189",17,189,2006,0.0714285714285714,"right",1,"[15,18)","(185,203]","[0,3]","2000s","France Cameroon","EU_Major"
"Charles N'Zogbia","France  DR Congo","https://fbref.com/en/players/4e31f3e2/Charles-NZogbia","https://www.transfermarkt.com/charles-nzogbia/profil/spieler/22165",12,"Yes",30,39,"18 years","2004",7,3790,81,295,11,"left","Attack","170",18,170,2004,0.636363636363636,"left",1,"[18,21)","[165,180]","(3,9]","2000s","France DR Congo","EU_Major"
"Nani","Portugal  Cape Verde","https://fbref.com/en/players/15e9c7e6/Nani","https://www.transfermarkt.com/nani/profil/spieler/33706",20,"Yes",38,39,"18 years","2005",27,753,131,545,21,"both","Attack","175",18,175,2005,1.28571428571429,"both",1,"[18,21)","[165,180]","(9,57]","2000s","Portugal Cape Verde","EU_Major"
"Samir Nasri","France  Algeria","https://fbref.com/en/players/165bed61/Samir-Nasri","https://www.transfermarkt.com/samir-nasri/profil/spieler/18935",17,"Yes",34,38,"17 years","2004",30,1148,191,462,16,"right","Attack","175",17,175,2004,1.875,"right",1,"[15,18)","[165,180]","(9,57]","2000s","France Algeria","EU_Major"
"Ryan Nelsen","New Zealand","https://fbref.com/en/players/510f2c7c/Ryan-Nelsen","https://www.transfermarkt.com/ryan-nelsen/profil/spieler/28878",12,"Yes",35,48,"23 years","Not found",6,414,60,282,13,"right","Defender","185",23,185,NA,0.461538461538462,"right",1,"[21,24)","(180,185]","(3,9]","NAs","New Zealand","Rest_of_World"
"Gary Neville","England","https://fbref.com/en/players/1b013e33/Gary-Neville","https://www.transfermarkt.com/gary-neville/profil/spieler/3403",16,"Yes",35,50,"18 years","1993",3,377,79,512,19,"right","Defender","180",18,180,1993,0.157894736842105,"right",1,"[18,21)","[165,180]","[0,3]","1990s","England","UK_Ireland"
"Phil Neville","England","https://fbref.com/en/players/3db5e0ec/Phil-Neville","https://www.transfermarkt.com/phil-neville/profil/spieler/3404",18,"Yes",36,48,"17 years","1994",6,262,49,577,19,"right","Defender","180",17,180,1994,0.315789473684211,"right",1,"[15,18)","[165,180]","(3,9]","1990s","England","UK_Ireland"
"Mark Noble","England  Ireland","https://fbref.com/en/players/ff527768/Mark-Noble","https://www.transfermarkt.com/mark-noble/profil/spieler/31835",18,"Yes",35,38,"17 years","2004",13,283,53,521,18,"right","Midfield","180",17,180,2004,0.722222222222222,"right",1,"[15,18)","[165,180]","(9,57]","2000s","England Ireland","UK_Ireland"
"Kevin Nolan","England","https://fbref.com/en/players/3d307105/Kevin-Nolan","https://www.transfermarkt.com/kevin-nolan/profil/spieler/3950",19,"Yes",36,43,"19 years","2001",3,87,18,517,15,"right","Attack","183",19,183,2001,0.2,"right",1,"[18,21)","(180,185]","[0,3]","2000s","England","UK_Ireland"
"Frank Nouble","England  Cote d'Ivoire","https://fbref.com/en/players/0a8e46da/Frank-Nouble","https://www.transfermarkt.com/frank-nouble/profil/spieler/119123",17,"No",NA,34,"17 years","2009",1,45,7,487,16,"right","Attack","191",17,191,2009,0.0625,"right",0,"[15,18)","(185,203]","[0,3]","2000s","England Cote d'Ivoire","UK_Ireland"
"Steven Nzonzi","France  DR Congo","https://fbref.com/en/players/c7526c18/Steven-Nzonzi","https://www.transfermarkt.com/steven-nzonzi/profil/spieler/73734",17,"No",NA,36,"20 years","2009",5,55,11,499,15,"right","Midfield","197",20,197,2009,0.333333333333333,"right",0,"[18,21)","(185,203]","(3,9]","2000s","France DR Congo","EU_Major"
"Garry O'Connor","Scotland","https://fbref.com/en/players/07fffbc5/Garry-OConnor","https://www.transfermarkt.com/garry-oconnor/profil/spieler/15708",16,"Yes",33,42,"17 years","2000",2,160,29,293,15,"right","Attack","185",17,185,2000,0.133333333333333,"right",1,"[15,18)","(180,185]","[0,3]","2000s","Scotland","UK_Ireland"
"Jamie O'Hara","England","https://fbref.com/en/players/7578d85c/Jamie-OHara","https://www.transfermarkt.com/jamie-ohara/profil/spieler/38090",11,"Yes",32,39,"18 years","2005",4,73,16,227,13,"left","Midfield","180",18,180,2005,0.307692307692308,"left",1,"[18,21)","[165,180]","(3,9]","2000s","England","UK_Ireland"
"Gary O'Neil","England","https://fbref.com/en/players/754d4ac4/Gary-O'Neil","https://www.transfermarkt.com/gary-oneil/profil/spieler/3995",20,"Yes",36,42,"18 years","2001",4,335,50,491,18,"right","Midfield","178",18,178,2001,0.222222222222222,"right",1,"[18,21)","[165,180]","(3,9]","2000s","England","UK_Ireland"
"John O'Shea","Ireland","https://fbref.com/en/players/7c1f4685/John-OShea","https://www.transfermarkt.com/john-oshea/profil/spieler/3540",19,"Yes",38,44,"20 years","2001",6,247,29,579,18,"right","Defender","192",20,192,2001,0.333333333333333,"right",1,"[18,21)","(185,203]","(3,9]","2000s","Ireland","UK_Ireland"
"Gabriel Obertan","France  Guadeloupe","https://fbref.com/en/players/adc264a8/Gabriel-Obertan","https://www.transfermarkt.com/gabriel-obertan/profil/spieler/43261",19,"No",NA,36,"17 years","2006",8,537,104,344,18,"right","Attack","186",17,186,2006,0.444444444444444,"right",0,"[15,18)","(185,203]","(3,9]","2000s","France Guadeloupe","EU_Major"
"John Obi Mikel","Nigeria  England","https://fbref.com/en/players/424d5f72/John-Obi-Mikel","https://www.transfermarkt.com/john-obi-mikel/profil/spieler/30739",17,"Yes",35,38,"17 years","Not found",9,310,49,440,16,"right","Midfield","189",17,189,NA,0.5625,"right",1,"[15,18)","(185,203]","(3,9]","NAs","Nigeria England","UK_Ireland"
"Victor Obinna","Nigeria  Italy","https://fbref.com/en/players/c21b9d9d/Victor-Obinna","https://www.transfermarkt.com/victor-obinna/profil/spieler/35852",12,"Yes",30,38,"18 years","2005",3,145,12,233,12,"N/A","Attack","178",18,178,2005,0.25,"unknown",1,"[18,21)","[165,180]","[0,3]","2000s","Nigeria Italy","EU_Major"
"Peter Odemwingie","Nigeria  Russia","https://fbref.com/en/players/b16150ac/Peter-Odemwingie","https://www.transfermarkt.com/peter-odemwingie/profil/spieler/12516",16,"Yes",37,44,"22 years","2003",3,287,52,354,16,"right","Attack","182",22,182,2003,0.1875,"right",1,"[21,24)","(180,185]","[0,3]","2000s","Nigeria Russia","Rest_of_World"
"Jonas Olsson","Sweden","https://fbref.com/en/players/48844a9b/Jonas-Olsson","https://www.transfermarkt.com/jonas-olsson/profil/spieler/25248",16,"Yes",36,42,"19 years","Not found",7,261,57,448,18,"left","Defender","193",19,193,NA,0.388888888888889,"left",1,"[18,21)","(185,203]","(3,9]","NAs","Sweden","Rest_of_World"
"Martin Olsson","Sweden","https://fbref.com/en/players/2f72f79e/Martin-Olsson","https://www.transfermarkt.com/martin-olsson/profil/spieler/38073",18,"No",NA,37,"19 years","2007",11,577,101,431,22,"left","Defender","178",19,178,2007,0.5,"left",0,"[18,21)","[165,180]","(9,57]","2000s","Sweden","Rest_of_World"
"Nedum Onuoha","England  Nigeria","https://fbref.com/en/players/b28a0b5a/Nedum-Onuoha","https://www.transfermarkt.com/nedum-onuoha/profil/spieler/28810",17,"Yes",34,39,"17 years","2004",7,141,23,393,17,"right","Defender","188",17,188,2004,0.411764705882353,"right",1,"[15,18)","(185,203]","(3,9]","2000s","England Nigeria","UK_Ireland"
"Brett Ormerod","England","https://fbref.com/en/players/fde1ce8d/Brett-Ormerod","https://www.transfermarkt.com/brett-ormerod/profil/spieler/4113",14,"Yes",39,49,"24 years","2001",0,0,0,357,13,"right","Attack","180",24,180,2001,0,"right",1,"[24,30]","[165,180]","[0,3]","2000s","England","UK_Ireland"
"Leon Osman","England","https://fbref.com/en/players/a014c247/Leon-Osman","https://www.transfermarkt.com/leon-osman/profil/spieler/3620",14,"Yes",35,44,"21 years","2002",7,168,41,411,14,"right","Midfield","174",21,174,2002,0.5,"right",1,"[21,24)","[165,180]","(3,9]","2000s","England","UK_Ireland"
"Michael Owen","England","https://fbref.com/en/players/88b3f52c/Michael-Owen","https://www.transfermarkt.com/michael-owen/profil/spieler/1397",16,"Yes",33,45,"16 years","1996",9,877,165,424,17,"both","Attack","172",16,172,1996,0.529411764705882,"both",1,"[15,18)","[165,180]","(3,9]","1990s","England","UK_Ireland"
"Daniel Pacheco","Spain","https://fbref.com/en/players/5b2a4b8d/Daniel-Pacheco","https://www.transfermarkt.com/daniel-pacheco/profil/spieler/28285",16,"No",NA,34,"18 years","2009",6,234,32,320,16,"both","Attack","168",18,168,2009,0.375,"both",0,"[18,21)","[165,180]","(3,9]","2000s","Spain","EU_Major"
"John Paintsil","Ghana","https://fbref.com/en/players/2def72a3/John-Paintsil","https://www.transfermarkt.com/john-paintsil/profil/spieler/35235",14,"Yes",35,44,"25 years","2006",1,94,29,123,9,"right","Defender","178",25,178,2006,0.111111111111111,"right",1,"[24,30]","[165,180]","[0,3]","2000s","Ghana","Rest_of_World"
"Wilson Palacios","Honduras","https://fbref.com/en/players/58df81fc/Wilson-Palacios","https://www.transfermarkt.com/wilson-palacios/profil/spieler/58361",12,"Yes",35,41,"23 years","2007",0,0,0,180,9,"right","Midfield","178",23,178,2007,0,"right",1,"[21,24)","[165,180]","[0,3]","2000s","Honduras","Rest_of_World"
"Scott Parker","England","https://fbref.com/en/players/65faf2a1/Scott-Parker","https://www.transfermarkt.com/scott-parker/profil/spieler/3785",20,"Yes",36,45,"17 years","1998",8,339,71,484,18,"right","Midfield","175",17,175,1998,0.444444444444444,"right",1,"[15,18)","[165,180]","(3,9]","1990s","England","UK_Ireland"
"Stuart Parnaby","England","https://fbref.com/en/players/389cc3d7/Stuart-Parnaby","https://www.transfermarkt.com/stuart-parnaby/profil/spieler/3866",13,"Yes",33,43,"20 years","2002",0,0,0,176,12,"right","Defender","178",20,178,2002,0,"right",1,"[18,21)","[165,180]","[0,3]","2000s","England","UK_Ireland"
"Roman Pavlyuchenko","Russia","https://fbref.com/en/players/fd7afe52/Roman-Pavlyuchenko","https://www.transfermarkt.com/roman-pavlyuchenko/profil/spieler/15072",23,"Yes",40,43,"19 years","Not found",6,132,19,396,20,"right","Attack","188",19,188,NA,0.3,"right",1,"[18,21)","(185,203]","(3,9]","NAs","Russia","Rest_of_World"
"Jermaine Pennant","England  Jamaica","https://fbref.com/en/players/c6043950/Jermaine-Pennant","https://www.transfermarkt.com/jermaine-pennant/profil/spieler/3195",17,"Yes",35,42,"18 years","2001",3,36,8,340,16,"right","Attack","175",18,175,2001,0.1875,"right",1,"[18,21)","[165,180]","[0,3]","2000s","England Jamaica","UK_Ireland"
"James Perch","England  Jamaica","https://fbref.com/en/players/c461de51/James-Perch","https://www.transfermarkt.com/james-perch/profil/spieler/49409",21,"Yes",39,40,"18 years","2004",1,311,51,596,19,"right","Defender","180",18,180,2004,0.0526315789473684,"right",1,"[18,21)","[165,180]","[0,3]","2000s","England Jamaica","UK_Ireland"
"Robin van Persie","Netherlands","https://fbref.com/en/players/3fcab3a8/Robin-van-Persie","https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380",17,"Yes",35,42,"17 years","2001",30,741,150,520,18,"left","Attack","186",17,186,2001,1.66666666666667,"left",1,"[15,18)","(185,203]","(9,57]","2000s","Netherlands","EU_Major"
"Martin Petrov","Bulgaria","https://fbref.com/en/players/011360ce/Martin-Petrov","https://www.transfermarkt.com/martin-petrov/profil/spieler/670",15,"Yes",35,46,"22 years","2001",4,194,39,327,15,"N/A","Attack","179",22,179,2001,0.266666666666667,"unknown",1,"[21,24)","[165,180]","(3,9]","2000s","Bulgaria","Rest_of_World"
"Stiliyan Petrov","Bulgaria","https://fbref.com/en/players/61e5c1a8/Stiliyan-Petrov","https://www.transfermarkt.com/stiliyan-petrov/profil/spieler/3252",17,"Yes",37,46,"21 years","2000",2,1543,5,438,14,"right","Midfield","180",21,180,2000,0.142857142857143,"right",1,"[21,24)","[165,180]","[0,3]","2000s","Bulgaria","Rest_of_World"
"Kevin Phillips","England","https://fbref.com/en/players/23d97ca1/Kevin-Phillips","https://www.transfermarkt.com/kevin-phillips/profil/spieler/3131",18,"Yes",40,52,"26 years","1999",1,32,4,452,15,"right","Attack","170",26,170,1999,0.0666666666666667,"right",1,"[24,30]","[165,180]","[0,3]","1990s","England","UK_Ireland"
"Matt Phillips","Scotland  England","https://fbref.com/en/players/7bb5f40e/Matt-Phillips","https://www.transfermarkt.com/matt-phillips/profil/spieler/77274",15,"No",NA,34,"16 years","2007",7,427,67,561,19,"right","Attack","183",16,183,2007,0.368421052631579,"right",0,"[15,18)","(180,185]","(3,9]","2000s","Scotland England","UK_Ireland"
"Steven Pienaar","South Africa","https://fbref.com/en/players/8056f6e6/Steven-Pienaar","https://www.transfermarkt.com/steven-pienaar/profil/spieler/4321",16,"Yes",35,43,"19 years","2001",10,607,102,389,17,"both","Midfield","170",19,170,2001,0.588235294117647,"both",1,"[18,21)","[165,180]","(9,57]","2000s","South Africa","Rest_of_World"
"Robert Pirès","France  Portugal","https://fbref.com/en/players/59bfafcf/Robert-Pires","https://www.transfermarkt.com/robert-pirs/profil/spieler/3185",22,"Yes",41,52,"21 years","1995",2,420,82,579,16,"right","Midfield","185",21,185,1995,0.125,"right",1,"[21,24)","(180,185]","[0,3]","1990s","France Portugal","EU_Major"
"Mike Pollitt","England","https://fbref.com/en/players/a31d9d81/Mike-Pollitt","https://www.transfermarkt.com/mike-pollitt/profil/spieler/32217",13,"Yes",42,53,"29 years","2001",1,198,22,218,11,"right","Goalkeeper","193",29,193,2001,0.0909090909090909,"right",1,"[24,30]","(185,203]","[0,3]","2000s","England","UK_Ireland"
"Christian Poulsen","Denmark","https://fbref.com/en/players/4b83b362/Christian-Poulsen","https://www.transfermarkt.com/christian-poulsen/profil/spieler/1443",15,"Yes",36,45,"22 years","2002",4,94,21,411,14,"N/A","Midfield","182",22,182,2002,0.285714285714286,"unknown",1,"[21,24)","(180,185]","(3,9]","2000s","Denmark","Rest_of_World"
"Danny Pugh","England","https://fbref.com/en/players/7f60e79c/Danny-Pugh","https://www.transfermarkt.com/danny-pugh/profil/spieler/3546",20,"Yes",39,43,"19 years","2002",0,0,0,377,17,"left","Defender","183",19,183,2002,0,"left",1,"[18,21)","(180,185]","[0,3]","2000s","England","UK_Ireland"
"Jason Puncheon","England  Jamaica","https://fbref.com/en/players/fd3f57ce/Jason-Puncheon","https://www.transfermarkt.com/jason-puncheon/profil/spieler/47995",21,"Yes",38,39,"17 years","2003",2,278,29,436,15,"left","Midfield","173",17,173,2003,0.133333333333333,"left",1,"[15,18)","[165,180]","[0,3]","2000s","England Jamaica","UK_Ireland"
"Paul Rachubka","England  United States","https://fbref.com/en/players/f3229025/Paul-Rachubka","https://www.transfermarkt.com/paul-rachubka/profil/spieler/4098",18,"Yes",37,44,"19 years","2000",1,168,25,328,16,"right","Goalkeeper","185",19,185,2000,0.0625,"right",1,"[18,21)","(180,185]","[0,3]","2000s","England United States","UK_Ireland"
"Ramires","Brazil","https://fbref.com/en/players/4cce2c67/Ramires","https://www.transfermarkt.com/ramires/profil/spieler/54170",13,"Yes",33,38,"22 years","2009",3,75,12,335,11,"right","Midfield","180",22,180,2009,0.272727272727273,"right",1,"[21,24)","[165,180]","[0,3]","2000s","Brazil","South_America"
"Aaron Ramsey","Wales","https://fbref.com/en/players/ef619b0b/Aaron-Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057",18,"No",NA,34,"16 years","2007",35,1369,263,505,19,"right","Midfield","182",16,182,2007,1.84210526315789,"right",0,"[15,18)","(180,185]","(9,57]","2000s","Wales","UK_Ireland"
"Nile Ranger","England  Jamaica","https://fbref.com/en/players/161e95ac/Nile-Ranger","https://www.transfermarkt.com/nile-ranger/profil/spieler/88750",16,"No",NA,34,"18 years","2009",1,76,14,155,11,"right","Attack","188",18,188,2009,0.0909090909090909,"right",0,"[18,21)","(185,203]","[0,3]","2000s","England Jamaica","UK_Ireland"
"Andy Reid","Ireland","https://fbref.com/en/players/8c4c0cf8/Andy-Reid","https://www.transfermarkt.com/andy-reid/profil/spieler/10008",16,"Yes",34,43,"19 years","2001",4,4196,114,395,14,"left","Midfield","175",19,175,2001,0.285714285714286,"left",1,"[18,21)","[165,180]","(3,9]","2000s","Ireland","UK_Ireland"
"Steven Reid","Ireland  England","https://fbref.com/en/players/e26f852b/Steven-Reid","https://www.transfermarkt.com/steven-reid/profil/spieler/7330",14,"Yes",34,44,"20 years","2001",6,519,89,262,14,"right","Defender","185",20,185,2001,0.428571428571429,"right",1,"[18,21)","(180,185]","(3,9]","2000s","Ireland England","UK_Ireland"
"Winston Reid","New Zealand  Denmark","https://fbref.com/en/players/562eed5c/Winston-Reid","https://www.transfermarkt.com/winston-reid/profil/spieler/37526",17,"Yes",34,37,"17 years","2005",15,1071,157,313,16,"right","Defender","190",17,190,2005,0.9375,"right",1,"[15,18)","(185,203]","(9,57]","2000s","New Zealand Denmark","Rest_of_World"
"Pepe Reina","Spain","https://fbref.com/en/players/e358587b/Pepe-Reina","https://www.transfermarkt.com/pepe-reina/profil/spieler/7825",24,"Yes",42,43,"17 years","2000",8,212,45,840,25,"right","Goalkeeper","188",17,188,2000,0.32,"right",1,"[15,18)","(185,203]","(3,9]","2000s","Spain","EU_Major"
"Nigel Reo-Coker","England  Sierra Leone","https://fbref.com/en/players/110d0643/Nigel-Reo-Coker","https://www.transfermarkt.com/nigel-reo-coker/profil/spieler/14060",17,"Yes",34,41,"17 years","2001",3,71,14,414,16,"right","Midfield","172",17,172,2001,0.1875,"right",1,"[15,18)","[165,180]","[0,3]","2000s","England Sierra Leone","UK_Ireland"
"Micah Richards","England  St. Kitts & Nevis","https://fbref.com/en/players/ff87875a/Micah-Richards","https://www.transfermarkt.com/micah-richards/profil/spieler/32617",14,"Yes",31,37,"17 years","2005",13,460,114,255,13,"right","Defender","180",17,180,2005,1,"right",1,"[15,18)","[165,180]","(9,57]","2000s","England St. Kitts & Nevis","UK_Ireland"
"Kieran Richardson","England","https://fbref.com/en/players/d2bf40b4/Kieran-Richardson","https://www.transfermarkt.com/kieran-richardson/profil/spieler/3548",14,"Yes",32,41,"17 years","2002",9,233,41,293,14,"left","Defender","175",17,175,2002,0.642857142857143,"left",1,"[15,18)","[165,180]","(3,9]","2000s","England","UK_Ireland"
"Sam Ricketts","Wales  England","https://fbref.com/en/players/3f8ef948/Sam-Ricketts","https://www.transfermarkt.com/sam-ricketts/profil/spieler/30434",11,"Yes",35,44,"20 years","2002",1,313,44,409,14,"N/A","Defender","185",20,185,2002,0.0714285714285714,"unknown",1,"[18,21)","(180,185]","[0,3]","2000s","Wales England","UK_Ireland"
"Liam Ridgewell","England","https://fbref.com/en/players/7c9e057e/Liam-Ridgewell","https://www.transfermarkt.com/liam-ridgewell/profil/spieler/4070",16,"Yes",35,41,"18 years","2002",9,511,72,432,21,"both","Defender","188",18,188,2002,0.428571428571429,"both",1,"[18,21)","(185,203]","(3,9]","2000s","England","UK_Ireland"
