player_name,player_url,player_id,full_name,position,current_club,status
Stephen Kelly,https://www.transfermarkt.com/stephen-kelly/profil/spieler/12125,12125,Stephen Kelly,Defender - Right-Back,N/A,Success
Andy Keogh,https://www.transfermarkt.com/andy-keogh/profil/spieler/29419,29419,Andy Keogh,Attack - Centre-Forward,Dianella WE,Success
Michael Kightly,https://www.transfermarkt.com/michael-kightly/profil/spieler/25366,25366,Michael Kightly,Attack - Left Winger,N/A,Success
Ledley King,https://www.transfermarkt.com/ledley-king/profil/spieler/3360,3360,Ledley King,Defender - Centre-Back,N/A,Success
Richard Kingson,https://www.transfermarkt.com/richard-kingson/profil/spieler/7125,7125,Richard Kingson,Goalkeeper,N/A,Success
Chris Kirkland,https://www.transfermarkt.com/chris-kirkland/profil/spieler/3219,3219,Chris Kirkland,Goalkeeper,N/A,Success
Ivan Klasnić,https://www.transfermarkt.com/ivan-klasni/profil/spieler/690,690,Ivan Klasnic,Attack - Centre-Forward,N/A,Success
Zat Knight,https://www.transfermarkt.com/zat-knight/profil/spieler/4012,4012,Zat Knight,Defender - Centre-Back,N/A,Success
Aleksandar Kolarov,https://www.transfermarkt.com/aleksandar-kolarov/profil/spieler/46156,46156,Aleksandar Kolarov,Defender - Left-Back,N/A,Success
Vincent Kompany,https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594,9594,Vincent Kompany,Defender - Centre-Back,N/A,Success
Paul Konchesky,https://www.transfermarkt.com/paul-konchesky/profil/spieler/3296,3296,Paul Konchesky,Defender - Left-Back,N/A,Success
Laurent Koscielny,https://www.transfermarkt.com/laurent-koscielny/profil/spieler/76277,76277,Laurent Koscielny,Defender - Centre-Back,N/A,Success
Radoslav Kováč,https://www.transfermarkt.com/radoslav-kov/profil/spieler/9702,9702,Radoslav Kovac,Defender - Centre-Back,N/A,Success
Niko Kranjčar,https://www.transfermarkt.com/niko-kranjar/profil/spieler/16746,16746,Niko Kranjcar,Midfield - Attacking Midfield,N/A,Success
Tim Krul,https://www.transfermarkt.com/tim-krul/profil/spieler/33027,33027,Tim Krul,Goalkeeper,N/A,Success
Shefki Kuqi,https://www.transfermarkt.com/shefki-kuqi/profil/spieler/12398,12398,Shefki Kuqi,Attack - Centre-Forward,N/A,Success
Tomasz Kuszczak,https://www.transfermarkt.com/tomasz-kuszczak/profil/spieler/1320,1320,Tomasz Kuszczak,Goalkeeper,N/A,Success
Dirk Kuyt,https://www.transfermarkt.com/dirk-kuyt/profil/spieler/4010,4010,Dirk Kuyt,Attack - Right Winger,N/A,Success
Louis Laing,https://www.transfermarkt.com/louis-laing/profil/spieler/110865,110865,Louis Laing,Defender - Centre-Back,N/A,Success
Frank Lampard,https://www.transfermarkt.com/frank-lampard/profil/spieler/3163,3163,Frank Lampard,Midfield - Central Midfield,N/A,Success
Sebastian Larsson,https://www.transfermarkt.com/sebastian-larsson/profil/spieler/31720,31720,Sebastian Larsson,Midfield - Central Midfield,N/A,Success
Jens Lehmann,https://www.transfermarkt.com/jens-lehmann/profil/spieler/122,122,Jens Lehmann,Goalkeeper,N/A,Success
Lucas Leiva,https://www.transfermarkt.com/lucas-leiva/profil/spieler/41414,41414,Lucas Leiva,Midfield - Defensive Midfield,N/A,Success
Aaron Lennon,https://www.transfermarkt.com/aaron-lennon/profil/spieler/14221,14221,Aaron Lennon,Attack - Right Winger,N/A,Success
Joleon Lescott,https://www.transfermarkt.com/joleon-lescott/profil/spieler/4241,4241,Joleon Lescott,Defender - Centre-Back,N/A,Success
Eric Lichaj,https://www.transfermarkt.com/eric-lichaj/profil/spieler/61575,61575,Eric Lichaj,Defender - Right-Back,N/A,Success
Amine Linganzi,https://www.transfermarkt.com/amine-linganzi/profil/spieler/88596,88596,Amine Linganzi,Midfield - Central Midfield,N/A,Success
Jason Lowe,https://www.transfermarkt.com/jason-lowe/profil/spieler/117997,117997,Jason Lowe,Midfield - Defensive Midfield,Tranmere,Success
Kazenga LuaLua,https://www.transfermarkt.com/kazenga-lualua/profil/spieler/52576,52576,Kazenga LuaLua,Attack - Left Winger,Rimal Al-Sahra,Success
David Luiz,https://www.transfermarkt.com/david-luiz/profil/spieler/46741,46741,David Luiz,Defender - Centre-Back,Pafos,Success
Craig Lynch,https://www.transfermarkt.com/craig-lynch/profil/spieler/121334,121334,Craig Lynch,Attack - Left Winger,N/A,Success
Peter Løvenkrands,https://www.transfermarkt.com/peter-lvenkrands/profil/spieler/9620,9620,Peter Løvenkrands,Attack - Centre-Forward,N/A,Success
Federico Macheda,https://www.transfermarkt.com/federico-macheda/profil/spieler/61887,61887,Federico Macheda,Attack - Centre-Forward,Asteras Aktor,Success
Jean Makoun,https://www.transfermarkt.com/jean-makoun/profil/spieler/5648,5648,Jean Makoun,Midfield - Defensive Midfield,N/A,Success
Steed Malbranque,https://www.transfermarkt.com/steed-malbranque/profil/spieler/3569,3569,Steed Malbranque,Midfield - Left Midfield,N/A,Success
Florent Malouda,https://www.transfermarkt.com/florent-malouda/profil/spieler/5461,5461,Florent Malouda,Attack - Left Winger,N/A,Success
Michael Mancienne,https://www.transfermarkt.com/michael-mancienne/profil/spieler/38100,38100,Michael Mancienne,Defender - Centre-Back,N/A,Success
Obafemi Martins,https://www.transfermarkt.com/obafemi-martins/profil/spieler/5794,5794,Obafemi Martins,Attack - Centre-Forward,N/A,Success
Javier Mascherano,https://www.transfermarkt.com/javier-mascherano/profil/spieler/19981,19981,Javier Mascherano,Midfield - Defensive Midfield,N/A,Success
James McArthur,https://www.transfermarkt.com/james-mcarthur/profil/spieler/41416,41416,James McArthur,Midfield - Central Midfield,N/A,Success
Benni McCarthy,https://www.transfermarkt.com/benni-mccarthy/profil/spieler/3091,3091,Benni McCarthy,Attack - Centre-Forward,N/A,Success
James McCarthy,https://www.transfermarkt.com/james-mccarthy/profil/spieler/45333,45333,James McCarthy,Midfield - Central Midfield,Without Club,Success
Josh McEachran,https://www.transfermarkt.com/josh-mceachran/profil/spieler/128905,128905,Josh McEachran,Midfield - Central Midfield,Bristol Rovers,Success
James McFadden,https://www.transfermarkt.com/james-mcfadden/profil/spieler/9956,9956,James McFadden,Attack - Second Striker,N/A,Success
Ryan McGivern,https://www.transfermarkt.com/ryan-mcgivern/profil/spieler/61632,61632,Ryan McGivern,Defender - Centre-Back,N/A,Success
Callum McManaman,https://www.transfermarkt.com/callum-mcmanaman/profil/spieler/61711,61711,Callum McManaman,Attack - Right Winger,Wigan,Success
Raul Meireles,https://www.transfermarkt.com/raul-meireles/profil/spieler/13168,13168,Raúl Meireles,Midfield - Central Midfield,N/A,Success
Abdoulaye Méïté,https://www.transfermarkt.com/abdoulaye-mt/profil/spieler/5315,5315,Abdoulaye Méïté,Defender - Centre-Back,N/A,Success
John Mensah,https://www.transfermarkt.com/john-mensah/profil/spieler/5917,5917,John Mensah,Defender - Centre-Back,N/A,Success
David Meyler,https://www.transfermarkt.com/david-meyler/profil/spieler/68183,68183,David Meyler,Midfield - Central Midfield,N/A,Success
Simon Mignolet,https://www.transfermarkt.com/simon-mignolet/profil/spieler/50219,50219,Simon Mignolet,Goalkeeper,Club Brugge,Success
Nenad Milijaš,https://www.transfermarkt.com/nenad-milija/profil/spieler/36123,36123,Nenad Milijas,Midfield - Central Midfield,N/A,Success
Ishmael Miller,https://www.transfermarkt.com/ishmael-miller/profil/spieler/38776,38776,Ishmael Miller,Attack - Centre-Forward,N/A,Success
James Milner,https://www.transfermarkt.com/james-milner/profil/spieler/3333,3333,James Milner,Midfield - Central Midfield,Brighton,Success
Luka Modrić,https://www.transfermarkt.com/luka-modri/profil/spieler/27992,27992,Luka Modrić,Midfield - Central Midfield,AC Milan,Success
Josh Morris,https://www.transfermarkt.com/josh-morris/profil/spieler/121391,121391,Josh Morris,Midfield - Left Midfield,Without Club,Success
James Morrison,https://www.transfermarkt.com/james-morrison/profil/spieler/27614,27614,James Morrison,Midfield - Central Midfield,N/A,Success
Victor Moses,https://www.transfermarkt.com/victor-moses/profil/spieler/59866,59866,Victor Moses,Attack - Right Winger,Kaysar,Success
Steven Mouyokolo,https://www.transfermarkt.com/steven-mouyokolo/profil/spieler/58188,58188,Steven Mouyokolo,Defender - Centre-Back,N/A,Success
Fabrice Muamba,https://www.transfermarkt.com/fabrice-muamba/profil/spieler/35586,35586,Fabrice Muamba,Midfield - Central Midfield,N/A,Success
Geoffrey Mujangi Bia,https://www.transfermarkt.com/geoffrey-mujangi-bia/profil/spieler/45455,45455,Geoffrey Mujangi Bia,Attack - Right Winger,Career break,Success
Youssouf Mulumbu,https://www.transfermarkt.com/youssouf-mulumbu/profil/spieler/45272,45272,Youssouf Mulumbu,Midfield - Defensive Midfield,Without Club,Success
Sulley Muntari,https://www.transfermarkt.com/sulley-muntari/profil/spieler/17129,17129,Sulley Muntari,Midfield - Central Midfield,N/A,Success
Danny Murphy,https://www.transfermarkt.com/danny-murphy/profil/spieler/3221,3221,Danny Murphy,Midfield - Central Midfield,N/A,Success
David Murphy,https://www.transfermarkt.com/david-murphy/profil/spieler/3868,3868,David Murphy,Defender - Left-Back,N/A,Success
Jordon Mutch,https://www.transfermarkt.com/jordon-mutch/profil/spieler/57207,57207,Jordon Mutch,Midfield - Central Midfield,Without Club,Success
Boaz Myhill,https://www.transfermarkt.com/boaz-myhill/profil/spieler/3838,3838,Boaz Myhill,Goalkeeper,N/A,Success
David N'Gog,https://www.transfermarkt.com/david-ngog/profil/spieler/41242,41242,David N'Gog,Attack - Centre-Forward,N/A,Success
Charles N'Zogbia,https://www.transfermarkt.com/charles-nzogbia/profil/spieler/22165,22165,Charles N'Zogbia,Attack - Right Winger,N/A,Success
Nani,https://www.transfermarkt.com/nani/profil/spieler/33706,33706,Nani,Attack - Left Winger,Aktobe,Success
Samir Nasri,https://www.transfermarkt.com/samir-nasri/profil/spieler/18935,18935,Samir Nasri,Midfield - Attacking Midfield,N/A,Success
Ryan Nelsen,https://www.transfermarkt.com/ryan-nelsen/profil/spieler/28878,28878,Ryan Nelsen,Defender - Centre-Back,N/A,Success
Gary Neville,https://www.transfermarkt.com/gary-neville/profil/spieler/3403,3403,Gary Neville,Defender - Right-Back,N/A,Success
Phil Neville,https://www.transfermarkt.com/phil-neville/profil/spieler/3404,3404,Phil Neville,Defender - Right-Back,N/A,Success
Mark Noble,https://www.transfermarkt.com/mark-noble/profil/spieler/31835,31835,Mark Noble,Midfield - Central Midfield,N/A,Success
Ryan Noble,https://www.transfermarkt.com/ryan-noble/profil/spieler/121340,121340,Ryan Noble,Attack - Centre-Forward,N/A,Success
Kevin Nolan,https://www.transfermarkt.com/kevin-nolan/profil/spieler/3950,3950,Kevin Nolan,Midfield - Attacking Midfield,N/A,Success
Frank Nouble,https://www.transfermarkt.com/frank-nouble/profil/spieler/119123,119123,Frank Nouble,Attack - Centre-Forward,Spennymoor Town,Success
Steven Nzonzi,https://www.transfermarkt.com/steven-nzonzi/profil/spieler/73734,73734,Steven Nzonzi,Midfield - Defensive Midfield,Stoke City,Success
Garry O'Connor,https://www.transfermarkt.com/garry-oconnor/profil/spieler/15708,15708,Garry O'Connor,Attack - Centre-Forward,N/A,Success
Jamie O'Hara,https://www.transfermarkt.com/jamie-ohara/profil/spieler/38090,38090,Jamie O'Hara,Midfield - Central Midfield,N/A,Success
Gary O'Neil,https://www.transfermarkt.com/gary-oneil/profil/spieler/3995,3995,Gary O'Neil,Midfield - Central Midfield,N/A,Success
John O'Shea,https://www.transfermarkt.com/john-oshea/profil/spieler/3540,3540,John O'Shea,Defender - Centre-Back,N/A,Success
Gabriel Obertan,https://www.transfermarkt.com/gabriel-obertan/profil/spieler/43261,43261,Gabriel Obertan,Attack - Right Winger,Without Club,Success
John Obi Mikel,https://www.transfermarkt.com/john-obi-mikel/profil/spieler/30739,30739,John Obi Mikel,Midfield - Defensive Midfield,N/A,Success
Victor Obinna,https://www.transfermarkt.com/victor-obinna/profil/spieler/35852,35852,Victor Obinna,Attack - Second Striker,N/A,Success
Peter Odemwingie,https://www.transfermarkt.com/peter-odemwingie/profil/spieler/12516,12516,Peter Odemwingie,Attack - Centre-Forward,N/A,Success
Jonas Olsson,https://www.transfermarkt.com/jonas-olsson/profil/spieler/25248,25248,Jonas Olsson,Defender - Centre-Back,N/A,Success
Martin Olsson,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,38073,Martin Olsson,Defender - Left-Back,Without Club,Success
Nedum Onuoha,https://www.transfermarkt.com/nedum-onuoha/profil/spieler/28810,28810,Nedum Onuoha,Defender - Centre-Back,N/A,Success
Brett Ormerod,https://www.transfermarkt.com/brett-ormerod/profil/spieler/4113,4113,Brett Ormerod,Attack - Centre-Forward,N/A,Success
Leon Osman,https://www.transfermarkt.com/leon-osman/profil/spieler/3620,3620,Leon Osman,Midfield - Central Midfield,N/A,Success
Michael Owen,https://www.transfermarkt.com/michael-owen/profil/spieler/1397,1397,Michael Owen,Attack - Centre-Forward,N/A,Success
Daniel Pacheco,https://www.transfermarkt.com/daniel-pacheco/profil/spieler/28285,28285,Dani Pacheco,Midfield - Attacking Midfield,Wisla Plock,Success
John Paintsil,https://www.transfermarkt.com/john-paintsil/profil/spieler/35235,35235,John Paintsil,Defender - Right-Back,N/A,Success
Wilson Palacios,https://www.transfermarkt.com/wilson-palacios/profil/spieler/58361,58361,Wilson Palacios,Midfield - Defensive Midfield,N/A,Success
Scott Parker,https://www.transfermarkt.com/scott-parker/profil/spieler/3785,3785,Scott Parker,Midfield - Central Midfield,N/A,Success
Stuart Parnaby,https://www.transfermarkt.com/stuart-parnaby/profil/spieler/3866,3866,Stuart Parnaby,Defender - Right-Back,N/A,Success
Roman Pavlyuchenko,https://www.transfermarkt.com/roman-pavlyuchenko/profil/spieler/15072,15072,Roman Pavlyuchenko,Attack - Centre-Forward,N/A,Success
Jermaine Pennant,https://www.transfermarkt.com/jermaine-pennant/profil/spieler/3195,3195,Jermaine Pennant,Attack - Right Winger,N/A,Success
James Perch,https://www.transfermarkt.com/james-perch/profil/spieler/49409,49409,James Perch,Defender - Centre-Back,N/A,Success
Robin van Persie,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380,4380,Robin van Persie,Attack - Centre-Forward,N/A,Success
Martin Petrov,https://www.transfermarkt.com/martin-petrov/profil/spieler/670,670,Martin Petrov,Attack - Left Winger,N/A,Success
Stiliyan Petrov,https://www.transfermarkt.com/stiliyan-petrov/profil/spieler/3252,3252,Stiliyan Petrov,Midfield - Central Midfield,N/A,Success
Kevin Phillips,https://www.transfermarkt.com/kevin-phillips/profil/spieler/3131,3131,Kevin Phillips,Attack - Centre-Forward,N/A,Success
Matt Phillips,https://www.transfermarkt.com/matt-phillips/profil/spieler/77274,77274,Matt Phillips,Attack - Right Winger,Stevenage,Success
Steven Pienaar,https://www.transfermarkt.com/steven-pienaar/profil/spieler/4321,4321,Steven Pienaar,Midfield - Left Midfield,N/A,Success
Robert Pirès,https://www.transfermarkt.com/robert-pirs/profil/spieler/3185,3185,Robert Pirès,Midfield - Left Midfield,N/A,Success
Mike Pollitt,https://www.transfermarkt.com/mike-pollitt/profil/spieler/32217,32217,Mike Pollitt,Goalkeeper,N/A,Success
Christian Poulsen,https://www.transfermarkt.com/christian-poulsen/profil/spieler/1443,1443,Christian Poulsen,Midfield - Defensive Midfield,N/A,Success
Danny Pugh,https://www.transfermarkt.com/danny-pugh/profil/spieler/3546,3546,Danny Pugh,Defender - Left-Back,N/A,Success
Jason Puncheon,https://www.transfermarkt.com/jason-puncheon/profil/spieler/47995,47995,Jason Puncheon,Midfield - Central Midfield,N/A,Success
Paul Rachubka,https://www.transfermarkt.com/paul-rachubka/profil/spieler/4098,4098,Paul Rachubka,Goalkeeper,N/A,Success
Ramires,https://www.transfermarkt.com/ramires/profil/spieler/54170,54170,Ramires,Midfield - Central Midfield,N/A,Success
Aaron Ramsey,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,50057,Aaron Ramsey,Midfield - Central Midfield,Without Club,Success
Nile Ranger,https://www.transfermarkt.com/nile-ranger/profil/spieler/88750,88750,Nile Ranger,Attack - Centre-Forward,Chatham,Success
Andy Reid,https://www.transfermarkt.com/andy-reid/profil/spieler/10008,10008,Andy Reid,Midfield - Left Midfield,N/A,Success
Steven Reid,https://www.transfermarkt.com/steven-reid/profil/spieler/7330,7330,Steven Reid,Defender - Right-Back,N/A,Success
Winston Reid,https://www.transfermarkt.com/winston-reid/profil/spieler/37526,37526,Winston Reid,Defender - Centre-Back,N/A,Success
Pepe Reina,https://www.transfermarkt.com/pepe-reina/profil/spieler/7825,7825,Pepe Reina,Goalkeeper,N/A,Success
Nigel Reo-Coker,https://www.transfermarkt.com/nigel-reo-coker/profil/spieler/14060,14060,Nigel Reo-Coker,Midfield - Central Midfield,N/A,Success
Micah Richards,https://www.transfermarkt.com/micah-richards/profil/spieler/32617,32617,Micah Richards,Defender - Right-Back,N/A,Success
Kieran Richardson,https://www.transfermarkt.com/kieran-richardson/profil/spieler/3548,3548,Kieran Richardson,Defender - Left-Back,N/A,Success
Sam Ricketts,https://www.transfermarkt.com/sam-ricketts/profil/spieler/30434,30434,Sam Ricketts,Defender - Right-Back,N/A,Success
Liam Ridgewell,https://www.transfermarkt.com/liam-ridgewell/profil/spieler/4070,4070,Liam Ridgewell,Defender - Centre-Back,N/A,Success
Cristian Riveros,https://www.transfermarkt.com/cristian-riveros/profil/spieler/37713,37713,Cristian Riveros,Midfield - Defensive Midfield,N/A,Success
Jason Roberts,https://www.transfermarkt.com/jason-roberts/profil/spieler/3666,3666,Jason Roberts,Attack - Centre-Forward,N/A,Success
Paul Robinson,https://www.transfermarkt.com/paul-robinson/profil/spieler/3630,3630,Paul Robinson,Goalkeeper,N/A,Success
Rubén Rochina,https://www.transfermarkt.com/rubn-rochina/profil/spieler/67548,67548,Rubén Rochina,Attack - Right Winger,N/A,Success
Hugo Rodallega,https://www.transfermarkt.com/hugo-rodallega/profil/spieler/37934,37934,Hugo Rodallega,Attack - Centre-Forward,Indep. Santa Fe,Success
Maxi Rodríguez,https://www.transfermarkt.com/maxi-rodrguez/profil/spieler/7895,7895,Maxi Rodríguez,Attack - Left Winger,N/A,Success
Jack Rodwell,https://www.transfermarkt.com/jack-rodwell/profil/spieler/57079,57079,Jack Rodwell,Defender - Centre-Back,N/A,Success
Wayne Rooney,https://www.transfermarkt.com/wayne-rooney/profil/spieler/3332,3332,Wayne Rooney,Attack - Centre-Forward,N/A,Success
Danny Rose,https://www.transfermarkt.com/danny-rose/profil/spieler/50174,50174,Danny Rose,Defender - Left-Back,N/A,Success
Tomáš Rosický,https://www.transfermarkt.com/tom-rosick/profil/spieler/132,132,Tomas Rosicky,Midfield - Attacking Midfield,N/A,Success
Wayne Routledge,https://www.transfermarkt.com/wayne-routledge/profil/spieler/14066,14066,Wayne Routledge,Attack - Left Winger,N/A,Success
Bacary Sagna,https://www.transfermarkt.com/bacary-sagna/profil/spieler/26764,26764,Bacary Sagna,Defender - Right-Back,N/A,Success
Louis Saha,https://www.transfermarkt.com/louis-saha/profil/spieler/4015,4015,Louis Saha,Attack - Centre-Forward,N/A,Success
Carlos Salcido,https://www.transfermarkt.com/carlos-salcido/profil/spieler/31434,31434,Carlos Salcido,Defender - Centre-Back,N/A,Success
Míchel Salgado,https://www.transfermarkt.com/mchel-salgado/profil/spieler/7515,7515,Míchel Salgado,Defender - Right-Back,N/A,Success
Christopher Samba,https://www.transfermarkt.com/christopher-samba/profil/spieler/29016,29016,Christopher Samba,Defender - Centre-Back,N/A,Success
Conor Sammon,https://www.transfermarkt.com/conor-sammon/profil/spieler/68331,68331,Conor Sammon,Attack - Centre-Forward,Alloa Athletic,Success
Tuncay Şanlı,https://www.transfermarkt.com/tuncay-anl/profil/spieler/6934,6934,Tuncay Şanlı,Attack - Left Winger,N/A,Success
Roque Santa Cruz,https://www.transfermarkt.com/roque-santa-cruz/profil/spieler/215,215,Roque Santa Cruz,Attack - Centre-Forward,Nacional,Success
Paul Scharner,https://www.transfermarkt.com/paul-scharner/profil/spieler/2953,2953,Paul Scharner,Midfield - Defensive Midfield,N/A,Success
Paul Scholes,https://www.transfermarkt.com/paul-scholes/profil/spieler/3397,3397,Paul Scholes,Midfield - Central Midfield,N/A,Success
Mark Schwarzer,https://www.transfermarkt.com/mark-schwarzer/profil/spieler/3357,3357,Mark Schwarzer,Goalkeeper,N/A,Success
Freddie Sears,https://www.transfermarkt.com/freddie-sears/profil/spieler/70714,70714,Freddie Sears,Attack - Second Striker,Maldon/Tiptree,Success
Philippe Senderos,https://www.transfermarkt.com/philippe-senderos/profil/spieler/4277,4277,Philippe Senderos,Defender - Centre-Back,N/A,Success
Stéphane Sessègnon,https://www.transfermarkt.com/stphane-sessgnon/profil/spieler/37157,37157,Stéphane Sessègnon,Midfield - Attacking Midfield,N/A,Success
Ryan Shawcross,https://www.transfermarkt.com/ryan-shawcross/profil/spieler/45861,45861,Ryan Shawcross,Defender - Centre-Back,N/A,Success
Jonjo Shelvey,https://www.transfermarkt.com/jonjo-shelvey/profil/spieler/71292,71292,Jonjo Shelvey,Midfield - Central Midfield,Arabian Falcons,Success
Nicky Shorey,https://www.transfermarkt.com/nicky-shorey/profil/spieler/13426,13426,Nicky Shorey,Defender - Left-Back,N/A,Success
Ryan Shotton,https://www.transfermarkt.com/ryan-shotton/profil/spieler/92109,92109,Ryan Shotton,Defender - Centre-Back,Without Club,Success
Mamady Sidibé,https://www.transfermarkt.com/mamady-sidib/profil/spieler/14069,14069,Mamady Sidibé,Attack - Centre-Forward,N/A,Success
Steve Sidwell,https://www.transfermarkt.com/steve-sidwell/profil/spieler/13427,13427,Steve Sidwell,Midfield - Central Midfield,N/A,Success
David Silva,https://www.transfermarkt.com/david-silva/profil/spieler/35518,35518,David Silva,Midfield - Attacking Midfield,N/A,Success
Danny Simpson,https://www.transfermarkt.com/danny-simpson/profil/spieler/37442,37442,Danny Simpson,Defender - Right-Back,N/A,Success
Martin Škrtel,https://www.transfermarkt.com/martin-krtel/profil/spieler/24180,24180,Martin Skrtel,Defender - Centre-Back,Raztocno,Success
Chris Smalling,https://www.transfermarkt.com/chris-smalling/profil/spieler/103427,103427,Chris Smalling,Defender - Centre-Back,Al-Fayha,Success
Keith Southern,https://www.transfermarkt.com/keith-southern/profil/spieler/44986,44986,Keith Southern,Midfield - Central Midfield,N/A,Success
Jay Spearing,https://www.transfermarkt.com/jay-spearing/profil/spieler/52111,52111,Jay Spearing,Midfield - Defensive Midfield,Liverpool U21,Success
Jonathan Spector,https://www.transfermarkt.com/jonathan-spector/profil/spieler/24637,24637,Jonathan Spector,Defender - Centre-Back,N/A,Success
Jordan Spence,https://www.transfermarkt.com/jordan-spence/profil/spieler/61588,61588,Jordan Spence,Defender - Right-Back,N/A,Success
Sébastien Squillaci,https://www.transfermarkt.com/sbastien-squillaci/profil/spieler/5293,5293,Sébastien Squillaci,Defender - Centre-Back,N/A,Success
Ronnie Stam,https://www.transfermarkt.com/ronnie-stam/profil/spieler/24877,24877,Ronnie Stam,Defender - Right-Back,N/A,Success
Junior Stanislas,https://www.transfermarkt.com/junior-stanislas/profil/spieler/87672,87672,Junior Stanislas,Attack - Left Winger,N/A,Success
Richard Stearman,https://www.transfermarkt.com/richard-stearman/profil/spieler/34349,34349,Richard Stearman,Defender - Centre-Back,N/A,Success
Grétar Steinsson,https://www.transfermarkt.com/grtar-steinsson/profil/spieler/30304,30304,Grétar Steinsson,Defender - Right-Back,N/A,Success
David Stockdale,https://www.transfermarkt.com/david-stockdale/profil/spieler/67339,67339,David Stockdale,Goalkeeper,N/A,Success
Daniel Sturridge,https://www.transfermarkt.com/daniel-sturridge/profil/spieler/47082,47082,Daniel Sturridge,Attack - Centre-Forward,N/A,Success
Luis Suárez,https://www.transfermarkt.com/luis-surez/profil/spieler/44352,44352,Luis Suárez,Attack - Centre-Forward,Miami,Success
Ludovic Sylvestre,https://www.transfermarkt.com/ludovic-sylvestre/profil/spieler/43248,43248,Ludovic Sylvestre,Midfield - Central Midfield,N/A,Success
Wojciech Szczęsny,https://www.transfermarkt.com/wojciech-szczsny/profil/spieler/44058,44058,Wojciech Szczęsny,Goalkeeper,Barcelona,Success
Thomas Sørensen,https://www.transfermarkt.com/thomas-srensen/profil/spieler/3473,3473,Thomas Sörensen,Goalkeeper,N/A,Success
Gabriel Tamaș,https://www.transfermarkt.com/gabriel-tama/profil/spieler/6893,6893,Gabriel Tamaș,Defender - Centre-Back,N/A,Success
Matthew Taylor,https://www.transfermarkt.com/matthew-taylor/profil/spieler/9218,9218,Matthew Taylor,Midfield - Left Midfield,N/A,Success
Ryan Taylor,https://www.transfermarkt.com/ryan-taylor/profil/spieler/33785,33785,Ryan Taylor,Defender - Right-Back,N/A,Success
Steven Taylor,https://www.transfermarkt.com/steven-taylor/profil/spieler/17273,17273,Steven Taylor,Defender - Centre-Back,N/A,Success
Gary Taylor-Fletcher,https://www.transfermarkt.com/gary-taylor-fletcher/profil/spieler/49101,49101,Gary Taylor-Fletcher,Attack - Right Winger,N/A,Success
Somen Tchoyi,https://www.transfermarkt.com/somen-tchoyi/profil/spieler/37058,37058,Somen Tchoyi,Midfield - Attacking Midfield,SF Ow./Bf.,Success
John Terry,https://www.transfermarkt.com/john-terry/profil/spieler/3160,3160,John Terry,Defender - Centre-Back,N/A,Success
Carlos Tevez,https://www.transfermarkt.com/carlos-tevez/profil/spieler/4276,4276,Carlos Tevez,Attack - Centre-Forward,N/A,Success
Hendry Thomas,https://www.transfermarkt.com/hendry-thomas/profil/spieler/62275,62275,Hendry Thomas,Midfield - Defensive Midfield,N/A,Success
Jerome Thomas,https://www.transfermarkt.com/jerome-thomas/profil/spieler/3560,3560,Jerome Thomas,Attack - Left Winger,N/A,Success
George Thorne,https://www.transfermarkt.com/george-thorne/profil/spieler/128910,128910,George Thorne,Midfield - Central Midfield,St. Neots Town,Success
Cheick Tioté,https://www.transfermarkt.com/cheick-tiot/profil/spieler/33478,33478,Cheik Tioté,Midfield - Defensive Midfield,N/A,Success
James Tomkins,https://www.transfermarkt.com/james-tomkins/profil/spieler/61592,61592,James Tomkins,Defender - Centre-Back,N/A,Success
Michael Tonge,https://www.transfermarkt.com/michael-tonge/profil/spieler/13544,13544,Michael Tonge,Midfield - Central Midfield,N/A,Success
Fernando Torres,https://www.transfermarkt.com/fernando-torres/profil/spieler/7767,7767,Fernando Torres,Attack - Centre-Forward,N/A,Success
Kolo Touré,https://www.transfermarkt.com/kolo-tour/profil/spieler/3202,3202,Kolo Touré,Defender - Centre-Back,N/A,Success
Yaya Touré,https://www.transfermarkt.com/yaya-tour/profil/spieler/13091,13091,Yaya Touré,Midfield - Central Midfield,N/A,Success
Michael Turner,https://www.transfermarkt.com/michael-turner/profil/spieler/12127,12127,Michael Turner,Defender - Centre-Back,N/A,Success
Antonio Valencia,https://www.transfermarkt.com/antonio-valencia/profil/spieler/33544,33544,Antonio Valencia,Defender - Right-Back,N/A,Success
Jelle Van Damme,https://www.transfermarkt.com/jelle-van-damme/profil/spieler/4323,4323,Jelle Van Damme,Defender - Centre-Back,N/A,Success
Luke Varney,https://www.transfermarkt.com/luke-varney/profil/spieler/14177,14177,Luke Varney,Attack - Centre-Forward,N/A,Success
David Vaughan,https://www.transfermarkt.com/david-vaughan/profil/spieler/14178,14178,David Vaughan,Midfield - Defensive Midfield,N/A,Success
James Vaughan,https://www.transfermarkt.com/james-vaughan/profil/spieler/30471,30471,James Vaughan,Attack - Centre-Forward,N/A,Success
Carlos Vela,https://www.transfermarkt.com/carlos-vela/profil/spieler/35773,35773,Carlos Vela,Attack - Right Winger,N/A,Success
Apostolos Vellios,https://www.transfermarkt.com/apostolos-vellios/profil/spieler/124495,124495,Apostolos Vellios,Attack - Centre-Forward,Niki Volou,Success
