player_name,player_url,season,injury_type,from_date,until_date,days,days_text,games_missed,games_missed_text,club_at_injury
Alex,https://www.transfermarkt.com/alex/profil/spieler/15420,15/16,Back problems,02/04/2016,07/04/2016,6,6 days,1,1,N/A
Alex,https://www.transfermarkt.com/alex/profil/spieler/15420,15/16,Knee problems,23/01/2016,29/01/2016,7,7 days,1,1,N/A
Alex,https://www.transfermarkt.com/alex/profil/spieler/15420,15/16,Knee problems,08/01/2016,12/01/2016,5,5 days,1,1,N/A
Alex,https://www.transfermarkt.com/alex/profil/spieler/15420,15/16,concussion,01/11/2015,16/11/2015,16,16 days,1,1,N/A
Alex,https://www.transfermarkt.com/alex/profil/spieler/15420,14/15,infection,24/05/2015,02/06/2015,10,10 days,1,1,N/A
Alex,https://www.transfermarkt.com/alex/profil/spieler/15420,14/15,Broken nose bone,15/02/2015,22/02/2015,8,8 days,0,-,N/A
Alex,https://www.transfermarkt.com/alex/profil/spieler/15420,14/15,Muscle injury,21/11/2014,18/12/2014,28,28 days,4,4,N/A
Alex,https://www.transfermarkt.com/alex/profil/spieler/15420,14/15,Adductor pain,14/09/2014,03/10/2014,20,20 days,2,2,N/A
Alex,https://www.transfermarkt.com/alex/profil/spieler/15420,10/11,Knee surgery,01/12/2010,19/03/2011,109,109 days,19,19,N/A
Alex,https://www.transfermarkt.com/alex/profil/spieler/15420,10/11,Thigh problems,03/10/2010,24/10/2010,22,22 days,3,3,N/A
Alex,https://www.transfermarkt.com/alex/profil/spieler/15420,10/11,Hip problems,22/07/2010,14/08/2010,24,24 days,2,2,N/A
Alex,https://www.transfermarkt.com/alex/profil/spieler/15420,09/10,Groin problems,22/08/2009,20/09/2009,30,30 days,6,6,N/A
Alex,https://www.transfermarkt.com/alex/profil/spieler/15420,08/09,Torn muscle fiber,28/12/2008,14/01/2009,18,18 days,2,2,N/A
Alex,https://www.transfermarkt.com/alex/profil/spieler/15420,08/09,Thigh problems,12/11/2008,26/11/2008,15,15 days,3,3,N/A
Alex,https://www.transfermarkt.com/alex/profil/spieler/15420,08/09,Back problems,01/10/2008,18/10/2008,18,18 days,3,3,N/A
Anderson,https://www.transfermarkt.com/anderson/profil/spieler/31645,13/14,Calf injury,22/03/2014,01/04/2014,11,11 days,3,3,N/A
Anderson,https://www.transfermarkt.com/anderson/profil/spieler/31645,12/13,Hamstring injury,01/12/2012,13/01/2013,44,44 days,8,8,N/A
Anderson,https://www.transfermarkt.com/anderson/profil/spieler/31645,11/12,Knee injury,25/11/2011,04/03/2012,101,101 days,17,17,N/A
Anderson,https://www.transfermarkt.com/anderson/profil/spieler/31645,10/11,Knee injury,19/02/2011,02/04/2011,43,43 days,8,8,N/A
Anderson,https://www.transfermarkt.com/anderson/profil/spieler/31645,10/11,Virus,02/11/2010,06/11/2010,5,5 days,1,1,N/A
Anderson,https://www.transfermarkt.com/anderson/profil/spieler/31645,09/10,Cruciate ligament tear,23/02/2010,23/08/2010,182,182 days,26,26,N/A
Anderson,https://www.transfermarkt.com/anderson/profil/spieler/31645,08/09,Ankle injury,20/01/2009,21/02/2009,33,33 days,7,7,N/A
Anderson,https://www.transfermarkt.com/anderson/profil/spieler/31645,08/09,Knee problems,13/09/2008,22/09/2008,10,10 days,1,1,N/A
Bebé,https://www.transfermarkt.com/bebe/profil/spieler/153427,19/20,Cruciate ligament tear,27/10/2019,07/10/2020,347,347 days,37,37,N/A
Bebé,https://www.transfermarkt.com/bebe/profil/spieler/153427,16/17,Foot injury,17/04/2017,12/05/2017,26,26 days,3,3,N/A
Bebé,https://www.transfermarkt.com/bebe/profil/spieler/153427,11/12,Cruciate ligament tear,09/08/2011,23/03/2012,228,228 days,52,52,N/A
Lee Chung-yong,https://www.transfermarkt.com/chung-yong-lee/profil/spieler/81801,20/21,Ankle injury,18/09/2021,04/10/2021,17,17 days,3,3,N/A
Lee Chung-yong,https://www.transfermarkt.com/chung-yong-lee/profil/spieler/81801,20/21,Bruised ribs,19/03/2021,14/05/2021,57,57 days,9,9,N/A
Lee Chung-yong,https://www.transfermarkt.com/chung-yong-lee/profil/spieler/81801,20/21,Knee injury,29/09/2020,20/10/2020,22,22 days,2,2,N/A
Lee Chung-yong,https://www.transfermarkt.com/chung-yong-lee/profil/spieler/81801,19/20,Ankle injury,06/06/2020,24/06/2020,19,19 days,3,3,N/A
Lee Chung-yong,https://www.transfermarkt.com/chung-yong-lee/profil/spieler/81801,19/20,Knee injury,06/06/2020,24/06/2020,19,19 days,3,3,N/A
Lee Chung-yong,https://www.transfermarkt.com/chung-yong-lee/profil/spieler/81801,19/20,Knee problems,17/08/2019,24/10/2019,69,69 days,7,7,N/A
Lee Chung-yong,https://www.transfermarkt.com/chung-yong-lee/profil/spieler/81801,17/18,muscular problems,24/10/2017,10/12/2017,48,48 days,10,10,N/A
Lee Chung-yong,https://www.transfermarkt.com/chung-yong-lee/profil/spieler/81801,14/15,Hairline crack in foot,10/01/2015,24/04/2015,105,105 days,23,23,N/A
Lee Chung-yong,https://www.transfermarkt.com/chung-yong-lee/profil/spieler/81801,11/12,Broken leg,30/07/2011,30/04/2012,276,276 days,52,52,N/A
Rory Delap,https://www.transfermarkt.com/rory-delap/profil/spieler/4112,13/14,Hamstring injury,01/10/2013,16/12/2013,77,77 days,13,13,N/A
Denílson,https://www.transfermarkt.com/denilson/profil/spieler/42352,10/11,Toe injury,30/03/2011,09/04/2011,11,11 days,1,1,N/A
Denílson,https://www.transfermarkt.com/denilson/profil/spieler/42352,09/10,Groin problems,29/04/2010,10/05/2010,12,12 days,2,2,N/A
Denílson,https://www.transfermarkt.com/denilson/profil/spieler/42352,09/10,Back problems,28/09/2009,28/11/2009,62,62 days,9,9,N/A
Denílson,https://www.transfermarkt.com/denilson/profil/spieler/42352,07/08,Tendon tear,08/01/2008,08/02/2008,32,32 days,5,5,N/A
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,24/25,Hamstring injury,10/09/2024,03/10/2024,24,24 days,4,4,N/A
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,24/25,Adductor injury,03/07/2024,13/07/2024,11,11 days,3,3,N/A
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,22/23,Knee problems,05/06/2023,10/07/2023,36,36 days,6,6,N/A
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,22/23,Ankle sprain,06/05/2023,16/05/2023,11,11 days,3,3,N/A
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,21/22,Ankle sprain,14/02/2022,19/03/2022,34,34 days,5,5,N/A
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,19/20,Patellar tendon rupture,25/10/2019,01/07/2020,251,251 days,21,21,N/A
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,18/19,Torn thigh muscle,28/07/2018,14/09/2018,49,49 days,4,4,N/A
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,16/17,concussion,02/04/2017,09/04/2017,8,8 days,2,2,N/A
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,12/13,Hamstring injury,15/09/2012,15/11/2012,62,62 days,8,8,N/A
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,11/12,Achilles tendon rupture,30/11/2011,01/01/2012,33,33 days,7,7,N/A
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,08/09,strain,24/01/2009,05/02/2009,13,13 days,1,1,N/A
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,08/09,Shoulder injury,22/09/2008,20/12/2008,90,90 days,21,21,N/A
Vince Grella,https://www.transfermarkt.com/vincenzo-grella/profil/spieler/6021,11/12,Hip injury,21/10/2011,10/05/2012,203,203 days,32,32,N/A
Vince Grella,https://www.transfermarkt.com/vincenzo-grella/profil/spieler/6021,08/09,Knee problems,10/11/2008,26/12/2008,47,47 days,9,9,N/A
Vince Grella,https://www.transfermarkt.com/vincenzo-grella/profil/spieler/6021,08/09,Groin problems,30/08/2008,17/10/2008,49,49 days,8,8,N/A
Vince Grella,https://www.transfermarkt.com/vincenzo-grella/profil/spieler/6021,08/09,Calf problems,30/08/2008,05/10/2008,37,37 days,7,7,N/A
El Hadji Diouf,https://www.transfermarkt.com/el-hadji-diouf/profil/spieler/3604,09/10,Groin strain,22/08/2009,12/09/2009,22,22 days,2,2,N/A
El Hadji Diouf,https://www.transfermarkt.com/el-hadji-diouf/profil/spieler/3604,07/08,Ankle injury,07/11/2007,12/11/2007,6,6 days,2,2,N/A
Park Ji-sung,https://www.transfermarkt.com/ji-sung-park/profil/spieler/4592,13/14,Ankle injury,30/09/2013,05/12/2013,67,67 days,12,12,N/A
Park Ji-sung,https://www.transfermarkt.com/ji-sung-park/profil/spieler/4592,12/13,Knee injury,05/12/2012,30/12/2012,26,26 days,4,4,N/A
Park Ji-sung,https://www.transfermarkt.com/ji-sung-park/profil/spieler/4592,12/13,Knee injury,21/10/2012,04/11/2012,15,15 days,1,1,N/A
Park Ji-sung,https://www.transfermarkt.com/ji-sung-park/profil/spieler/4592,10/11,Thigh problems,12/02/2011,18/03/2011,35,35 days,8,8,N/A
Park Ji-sung,https://www.transfermarkt.com/ji-sung-park/profil/spieler/4592,09/10,Virus,27/09/2009,04/10/2009,8,8 days,2,2,N/A
Park Ji-sung,https://www.transfermarkt.com/ji-sung-park/profil/spieler/4592,07/08,Knee problems,30/06/2007,01/01/2008,186,186 days,34,34,N/A
Park Ji-sung,https://www.transfermarkt.com/ji-sung-park/profil/spieler/4592,03/04,unknown injury,04/10/2004,17/10/2004,14,14 days,2,2,N/A
Sergei Kornilenko,https://www.transfermarkt.com/sergey-kornilenko/profil/spieler/15881,16/17,unknown injury,04/03/2017,01/04/2017,29,29 days,3,3,N/A
Sergei Kornilenko,https://www.transfermarkt.com/sergey-kornilenko/profil/spieler/15881,13/14,Knee surgery,09/11/2013,09/01/2014,62,62 days,5,5,N/A
Sotirios Kyrgiakos,https://www.transfermarkt.com/sotiris-kyrgiakos/profil/spieler/9706,12/13,Appendectomy,18/04/2013,26/11/2013,223,223 days,5,5,N/A
Sotirios Kyrgiakos,https://www.transfermarkt.com/sotiris-kyrgiakos/profil/spieler/9706,12/13,flu,13/03/2013,20/03/2013,8,8 days,1,1,N/A
Sotirios Kyrgiakos,https://www.transfermarkt.com/sotiris-kyrgiakos/profil/spieler/9706,09/10,muscular problems,15/10/2009,29/10/2009,15,15 days,3,3,N/A
Sotirios Kyrgiakos,https://www.transfermarkt.com/sotiris-kyrgiakos/profil/spieler/9706,07/08,Broken nose bone,29/03/2008,28/04/2008,31,31 days,4,4,N/A
Sotirios Kyrgiakos,https://www.transfermarkt.com/sotiris-kyrgiakos/profil/spieler/9706,07/08,Broken nose bone,08/03/2008,21/03/2008,14,14 days,1,1,N/A
Sotirios Kyrgiakos,https://www.transfermarkt.com/sotiris-kyrgiakos/profil/spieler/9706,07/08,strain,16/02/2008,23/02/2008,8,8 days,0,-,N/A
Adrián López,https://www.transfermarkt.com/adrian-lopez/profil/spieler/44966,12/13,Hamstring injury,15/12/2012,24/01/2013,41,41 days,8,8,N/A
Adrián López,https://www.transfermarkt.com/adrian-lopez/profil/spieler/44966,09/10,Broken collarbone,24/04/2010,01/06/2010,39,39 days,4,4,N/A
Andy O'Brien,https://www.transfermarkt.com/andrew-obrien/profil/spieler/3228,07/08,strain,11/04/2008,19/04/2008,9,9 days,0,-,N/A
Rafael,https://www.transfermarkt.com/rafael/profil/spieler/61892,23/24,Knee injury,10/04/2024,07/12/2024,242,242 days,53,53,N/A
Rafael,https://www.transfermarkt.com/rafael/profil/spieler/61892,23/24,Knee injury,03/07/2023,15/03/2024,257,257 days,47,47,N/A
Rafael,https://www.transfermarkt.com/rafael/profil/spieler/61892,22/23,Facial fracture,05/09/2022,23/09/2022,19,19 days,2,2,N/A
Rafael,https://www.transfermarkt.com/rafael/profil/spieler/61892,21/22,Achilles tendon rupture,25/01/2022,11/08/2022,199,199 days,37,37,N/A
Rafael,https://www.transfermarkt.com/rafael/profil/spieler/61892,20/21,unknown injury,21/04/2021,30/04/2021,10,10 days,3,3,N/A
Rafael,https://www.transfermarkt.com/rafael/profil/spieler/61892,20/21,Knee injury,14/03/2021,15/04/2021,33,33 days,4,4,N/A
Rafael,https://www.transfermarkt.com/rafael/profil/spieler/61892,20/21,unknown injury,23/01/2021,10/02/2021,19,19 days,5,5,N/A
Rafael,https://www.transfermarkt.com/rafael/profil/spieler/61892,17/18,unknown injury,14/03/2018,17/03/2018,4,4 days,1,1,N/A
Rafael,https://www.transfermarkt.com/rafael/profil/spieler/61892,17/18,Muscle injury,26/02/2018,07/03/2018,10,10 days,2,2,N/A
Rafael,https://www.transfermarkt.com/rafael/profil/spieler/61892,16/17,minor knock,09/03/2017,13/03/2017,5,5 days,1,1,N/A
Rafael,https://www.transfermarkt.com/rafael/profil/spieler/61892,16/17,Hamstring injury,26/09/2016,10/10/2016,15,15 days,2,2,N/A
Rafael,https://www.transfermarkt.com/rafael/profil/spieler/61892,15/16,Groin problems,01/02/2016,22/02/2016,22,22 days,5,5,N/A
Rafael,https://www.transfermarkt.com/rafael/profil/spieler/61892,15/16,Knee problems,04/01/2016,11/01/2016,8,8 days,1,1,N/A
Rafael,https://www.transfermarkt.com/rafael/profil/spieler/61892,15/16,Knee problems,03/12/2015,07/12/2015,5,5 days,1,1,N/A
Rafael,https://www.transfermarkt.com/rafael/profil/spieler/61892,15/16,Hamstring injury,17/09/2015,12/10/2015,26,26 days,5,5,N/A
Abdul Razak,https://www.transfermarkt.com/abdul-razak/profil/spieler/177321,16/17,Back problems,18/03/2017,30/03/2017,13,13 days,0,-,N/A
Jack Robinson,https://www.transfermarkt.com/jack-robinson/profil/spieler/128909,24/25,Groin injury,20/08/2024,02/10/2024,44,44 days,6,6,N/A
Jack Robinson,https://www.transfermarkt.com/jack-robinson/profil/spieler/128909,22/23,Knee injury,30/07/2022,09/10/2022,72,72 days,14,14,N/A
Jack Robinson,https://www.transfermarkt.com/jack-robinson/profil/spieler/128909,20/21,Knock,30/12/2020,02/05/2021,124,124 days,21,21,N/A
Jack Robinson,https://www.transfermarkt.com/jack-robinson/profil/spieler/128909,14/15,Knee injury,14/03/2015,19/03/2016,372,372 days,49,49,N/A
Jack Robinson,https://www.transfermarkt.com/jack-robinson/profil/spieler/128909,11/12,Ankle injury,16/10/2011,26/04/2012,194,194 days,38,38,N/A
Rodrigo,https://www.transfermarkt.com/rodrigo/profil/spieler/131505,24/25,unknown injury,08/03/2025,14/04/2025,38,38 days,3,3,N/A
Rodrigo,https://www.transfermarkt.com/rodrigo/profil/spieler/131505,24/25,Finger injury,14/09/2024,17/12/2024,95,95 days,15,15,N/A
Rodrigo,https://www.transfermarkt.com/rodrigo/profil/spieler/131505,22/23,Ankle injury,29/01/2023,10/03/2023,41,41 days,7,7,N/A
Rodrigo,https://www.transfermarkt.com/rodrigo/profil/spieler/131505,21/22,Heel problems,09/12/2021,14/01/2022,37,37 days,5,5,N/A
Rodrigo,https://www.transfermarkt.com/rodrigo/profil/spieler/131505,20/21,Groin injury,31/01/2021,05/03/2021,34,34 days,6,6,N/A
Rodrigo,https://www.transfermarkt.com/rodrigo/profil/spieler/131505,20/21,Virus,02/11/2020,21/11/2020,20,20 days,5,5,N/A
Rodrigo,https://www.transfermarkt.com/rodrigo/profil/spieler/131505,19/20,Torn knee ligaments,02/07/2020,02/09/2020,63,63 days,5,5,N/A
Rodrigo,https://www.transfermarkt.com/rodrigo/profil/spieler/131505,19/20,Knee injury,13/02/2020,05/03/2020,22,22 days,4,4,N/A
Rodrigo,https://www.transfermarkt.com/rodrigo/profil/spieler/131505,19/20,Knee injury,05/01/2020,24/01/2020,20,20 days,3,3,N/A
Rodrigo,https://www.transfermarkt.com/rodrigo/profil/spieler/131505,19/20,Back injury,10/11/2019,20/11/2019,11,11 days,2,2,N/A
Rodrigo,https://www.transfermarkt.com/rodrigo/profil/spieler/131505,19/20,muscular problems,17/10/2019,26/10/2019,10,10 days,2,2,N/A
Rodrigo,https://www.transfermarkt.com/rodrigo/profil/spieler/131505,18/19,muscular problems,12/04/2019,19/04/2019,8,8 days,2,2,N/A
Rodrigo,https://www.transfermarkt.com/rodrigo/profil/spieler/131505,18/19,muscular problems,12/02/2019,23/02/2019,12,12 days,3,3,N/A
Rodrigo,https://www.transfermarkt.com/rodrigo/profil/spieler/131505,18/19,Muscle injury,28/11/2018,07/12/2018,10,10 days,2,2,N/A
Rodrigo,https://www.transfermarkt.com/rodrigo/profil/spieler/131505,18/19,muscular problems,28/10/2018,02/11/2018,6,6 days,1,1,N/A
Sandro,https://www.transfermarkt.com/sandro/profil/spieler/74590,21/22,unknown injury,16/07/2021,31/08/2021,47,47 days,5,5,N/A
Sandro,https://www.transfermarkt.com/sandro/profil/spieler/74590,18/19,Muscle injury,03/11/2018,24/11/2018,22,22 days,1,1,N/A
Sandro,https://www.transfermarkt.com/sandro/profil/spieler/74590,18/19,Knee injury,09/07/2018,01/09/2018,55,55 days,2,2,N/A
Sandro,https://www.transfermarkt.com/sandro/profil/spieler/74590,17/18,Muscle injury,02/03/2018,13/03/2018,12,12 days,1,1,N/A
Sandro,https://www.transfermarkt.com/sandro/profil/spieler/74590,17/18,unknown injury,22/11/2017,28/12/2017,37,37 days,8,8,N/A
Sandro,https://www.transfermarkt.com/sandro/profil/spieler/74590,17/18,unknown injury,13/08/2017,02/10/2017,51,51 days,6,6,N/A
Sandro,https://www.transfermarkt.com/sandro/profil/spieler/74590,14/15,Knee injury,22/11/2014,04/03/2015,103,103 days,15,15,N/A
Sandro,https://www.transfermarkt.com/sandro/profil/spieler/74590,12/13,Knee surgery,12/01/2013,19/07/2013,189,189 days,23,23,N/A
Sandro,https://www.transfermarkt.com/sandro/profil/spieler/74590,11/12,Meniscus tear,12/07/2011,25/09/2011,76,76 days,12,12,N/A
Sandro,https://www.transfermarkt.com/sandro/profil/spieler/74590,08/09,muscular problems,25/06/2009,25/07/2009,31,31 days,6,6,N/A
Paulo da Silva,https://www.transfermarkt.com/paulo-da-silva/profil/spieler/38800,11/12,Muscle tear,18/11/2011,18/12/2011,31,31 days,6,6,N/A
Alan Smith,https://www.transfermarkt.com/alan-smith/profil/spieler/3768,08/09,fatigue fracture,23/08/2008,01/01/2009,132,132 days,20,20,N/A
Alan Smith,https://www.transfermarkt.com/alan-smith/profil/spieler/3768,05/06,Broken leg,18/02/2006,13/09/2006,208,208 days,28,28,N/A
Alexandre Song,https://www.transfermarkt.com/alex-song/profil/spieler/27394,19/20,unknown injury,08/11/2019,20/11/2019,13,13 days,1,1,N/A
Alexandre Song,https://www.transfermarkt.com/alex-song/profil/spieler/27394,18/19,unknown injury,08/05/2019,20/05/2019,13,13 days,2,2,N/A
Alexandre Song,https://www.transfermarkt.com/alex-song/profil/spieler/27394,18/19,Ill,28/02/2019,07/03/2019,8,8 days,1,1,N/A
Alexandre Song,https://www.transfermarkt.com/alex-song/profil/spieler/27394,18/19,unknown injury,02/11/2018,29/11/2018,28,28 days,3,3,N/A
Alexandre Song,https://www.transfermarkt.com/alex-song/profil/spieler/27394,15/16,Ankle injury,08/07/2015,07/11/2015,123,123 days,13,13,N/A
Alexandre Song,https://www.transfermarkt.com/alex-song/profil/spieler/27394,10/11,Knee problems,04/04/2011,11/04/2011,8,8 days,1,1,N/A
Alexandre Song,https://www.transfermarkt.com/alex-song/profil/spieler/27394,10/11,Knee injury,27/02/2011,02/04/2011,35,35 days,6,6,N/A
Alexandre Song,https://www.transfermarkt.com/alex-song/profil/spieler/27394,08/09,Thigh problems,26/12/2008,17/01/2009,23,23 days,3,3,N/A
Alexandre Song,https://www.transfermarkt.com/alex-song/profil/spieler/27394,07/08,Inner ligament stretch of the knee,27/02/2008,10/03/2008,13,13 days,2,2,N/A
Matt Upson,https://www.transfermarkt.com/matthew-upson/profil/spieler/3273,14/15,Ankle surgery,15/07/2014,20/11/2014,129,129 days,12,12,N/A
Matt Upson,https://www.transfermarkt.com/matthew-upson/profil/spieler/3273,07/08,Groin problems,07/03/2008,08/04/2008,33,33 days,5,5,N/A
Matt Upson,https://www.transfermarkt.com/matthew-upson/profil/spieler/3273,03/04,unknown injury,03/01/2004,03/02/2004,32,32 days,5,5,N/A
Xisco,https://www.transfermarkt.com/xisco/profil/spieler/34564,20/21,Quarantine,02/10/2020,16/10/2020,15,15 days,2,2,N/A
Xisco,https://www.transfermarkt.com/xisco/profil/spieler/34564,19/20,Muscle injury,25/11/2019,09/12/2019,15,15 days,2,2,N/A
Xisco,https://www.transfermarkt.com/xisco/profil/spieler/34564,17/18,Muscle injury,20/02/2018,13/03/2018,22,22 days,3,3,N/A
Xisco,https://www.transfermarkt.com/xisco/profil/spieler/34564,17/18,Muscle injury,22/01/2018,13/02/2018,23,23 days,3,3,N/A
Xisco,https://www.transfermarkt.com/xisco/profil/spieler/34564,16/17,Knee injury,30/04/2017,30/07/2017,92,92 days,17,17,N/A
Xisco,https://www.transfermarkt.com/xisco/profil/spieler/34564,11/12,muscular problems,11/10/2011,01/11/2011,22,22 days,5,5,N/A
Xisco,https://www.transfermarkt.com/xisco/profil/spieler/34564,10/11,Adductor injury,22/02/2011,01/04/2011,39,39 days,5,5,N/A
Xisco,https://www.transfermarkt.com/xisco/profil/spieler/34564,09/10,Ankle injury,14/09/2009,07/10/2009,24,24 days,1,1,N/A
Xisco,https://www.transfermarkt.com/xisco/profil/spieler/34564,08/09,Groin problems,31/10/2008,06/12/2008,37,37 days,5,5,N/A
Yuri Zhirkov,https://www.transfermarkt.com/yuriy-zhirkov/profil/spieler/16760,21/22,Muscle injury,06/03/2022,03/05/2022,59,59 days,7,7,N/A
Yuri Zhirkov,https://www.transfermarkt.com/yuriy-zhirkov/profil/spieler/16760,20/21,Hip injury,12/06/2021,11/10/2021,122,122 days,0,-,N/A
Yuri Zhirkov,https://www.transfermarkt.com/yuriy-zhirkov/profil/spieler/16760,18/19,Tendon irritation,02/07/2018,06/07/2018,5,5 days,0,-,N/A
Yuri Zhirkov,https://www.transfermarkt.com/yuriy-zhirkov/profil/spieler/16760,18/19,Achilles heel problems,01/07/2018,01/01/2019,185,185 days,35,35,N/A
Yuri Zhirkov,https://www.transfermarkt.com/yuriy-zhirkov/profil/spieler/16760,16/17,minor knock,30/03/2017,13/04/2017,15,15 days,2,2,N/A
Yuri Zhirkov,https://www.transfermarkt.com/yuriy-zhirkov/profil/spieler/16760,15/16,Thigh problems,05/10/2015,22/10/2015,18,18 days,3,3,N/A
Yuri Zhirkov,https://www.transfermarkt.com/yuriy-zhirkov/profil/spieler/16760,13/14,Hamstring strain,10/10/2013,31/10/2013,22,22 days,4,4,N/A
Yuri Zhirkov,https://www.transfermarkt.com/yuriy-zhirkov/profil/spieler/16760,13/14,Hamstring injury,06/06/2013,05/09/2013,92,92 days,8,8,N/A
Yuri Zhirkov,https://www.transfermarkt.com/yuriy-zhirkov/profil/spieler/16760,10/11,Calf problems,18/11/2010,14/02/2011,89,89 days,17,17,N/A
Yuri Zhirkov,https://www.transfermarkt.com/yuriy-zhirkov/profil/spieler/16760,09/10,Knee injury,15/08/2009,21/09/2009,38,38 days,9,9,N/A
Park Chu-young,https://www.transfermarkt.com/chu-young-park/profil/spieler/30982,20/21,unknown injury,05/04/2021,02/05/2021,28,28 days,7,7,N/A
Park Chu-young,https://www.transfermarkt.com/chu-young-park/profil/spieler/30982,18/19,unknown injury,22/07/2018,21/09/2018,62,62 days,11,11,N/A
Park Chu-young,https://www.transfermarkt.com/chu-young-park/profil/spieler/30982,15/16,Hamstring injury,28/09/2015,01/03/2016,156,156 days,8,8,N/A
Ji Dong-won,https://www.transfermarkt.com/dong-won-ji/profil/spieler/164265,25/26,Ankle problems,24/12/2025,,53,53 days,9,9,N/A
Ji Dong-won,https://www.transfermarkt.com/dong-won-ji/profil/spieler/164265,22/23,unknown injury,01/01/2023,15/08/2023,227,227 days,27,27,N/A
Ji Dong-won,https://www.transfermarkt.com/dong-won-ji/profil/spieler/164265,21/22,Thigh problems,08/03/2022,24/10/2022,231,231 days,37,37,N/A
Ji Dong-won,https://www.transfermarkt.com/dong-won-ji/profil/spieler/164265,20/21,Hamstring injury,11/10/2021,31/10/2021,21,21 days,2,2,N/A
Ji Dong-won,https://www.transfermarkt.com/dong-won-ji/profil/spieler/164265,21/22,Muscle injury,22/08/2021,24/09/2021,34,34 days,6,6,N/A
Ji Dong-won,https://www.transfermarkt.com/dong-won-ji/profil/spieler/164265,20/21,muscular problems,02/04/2021,09/04/2021,8,8 days,1,1,N/A
Ji Dong-won,https://www.transfermarkt.com/dong-won-ji/profil/spieler/164265,20/21,Foot injury,20/08/2020,09/10/2020,51,51 days,4,4,N/A
Ji Dong-won,https://www.transfermarkt.com/dong-won-ji/profil/spieler/164265,19/20,Cartilage damage,18/07/2019,18/12/2019,154,154 days,17,17,N/A
Ji Dong-won,https://www.transfermarkt.com/dong-won-ji/profil/spieler/164265,18/19,Knee problems,12/04/2019,23/04/2019,12,12 days,2,2,N/A
Ji Dong-won,https://www.transfermarkt.com/dong-won-ji/profil/spieler/164265,18/19,Knee problems,25/03/2019,27/03/2019,3,3 days,0,-,N/A
Ji Dong-won,https://www.transfermarkt.com/dong-won-ji/profil/spieler/164265,18/19,Inner ligament injury,16/09/2018,21/11/2018,67,67 days,13,13,N/A
Ji Dong-won,https://www.transfermarkt.com/dong-won-ji/profil/spieler/164265,17/18,Knee problems,05/01/2018,23/01/2018,19,19 days,2,2,N/A
Ji Dong-won,https://www.transfermarkt.com/dong-won-ji/profil/spieler/164265,17/18,minor knock,12/10/2017,23/10/2017,12,12 days,2,2,N/A
Ji Dong-won,https://www.transfermarkt.com/dong-won-ji/profil/spieler/164265,17/18,Fitness,17/08/2017,21/08/2017,5,5 days,1,1,N/A
Ji Dong-won,https://www.transfermarkt.com/dong-won-ji/profil/spieler/164265,17/18,Foot injury,31/07/2017,17/08/2017,18,18 days,1,1,N/A
Doni,https://www.transfermarkt.com/doni/profil/spieler/20392,08/09,Knee problems,14/04/2009,30/09/2009,170,170 days,28,28,N/A
Doni,https://www.transfermarkt.com/doni/profil/spieler/20392,08/09,Knee problems,13/01/2009,22/01/2009,10,10 days,3,3,N/A
Doni,https://www.transfermarkt.com/doni/profil/spieler/20392,08/09,Groin problems,14/12/2008,20/12/2008,7,7 days,2,2,N/A
Eggert Jónsson,https://www.transfermarkt.com/eggert-gunnthor-jonsson/profil/spieler/45298,17/18,Head injury,09/07/2017,18/08/2017,41,41 days,5,5,N/A
Eggert Jónsson,https://www.transfermarkt.com/eggert-gunnthor-jonsson/profil/spieler/45298,09/10,Stomach problems,26/08/2009,26/10/2009,62,62 days,12,12,N/A
Eggert Jónsson,https://www.transfermarkt.com/eggert-gunnthor-jonsson/profil/spieler/45298,09/10,Stomach problems,26/08/2009,10/10/2009,46,46 days,10,10,N/A
Chris Martin,https://www.transfermarkt.com/chris-martin/profil/spieler/46154,14/15,Tendon irritation,12/04/2015,30/04/2015,19,19 days,2,2,N/A
Chris Martin,https://www.transfermarkt.com/chris-martin/profil/spieler/46154,14/15,Tendon irritation,11/02/2015,31/03/2015,49,49 days,12,12,N/A
Tommy Smith,https://www.transfermarkt.com/tommy-smith/profil/spieler/12401,14/15,Knee injury,23/08/2014,25/10/2014,64,64 days,9,9,N/A
Javier Garrido,https://www.transfermarkt.com/javier-garrido/profil/spieler/23218,11/12,Muscle strain,14/03/2012,22/03/2012,9,9 days,1,1,N/A
Javier Garrido,https://www.transfermarkt.com/javier-garrido/profil/spieler/23218,11/12,muscular problems,11/11/2011,18/11/2011,8,8 days,0,-,N/A
