player_name,player_url,season,injury_type,from_date,until_date,days,days_text,games_missed,games_missed_text,club_at_injury
Samir Nasri,https://www.transfermarkt.com/samir-nasri/profil/spieler/18935,16/17,Ankle sprain,12/09/2016,19/09/2016,8,8 days,2,2,N/A
Samir Nasri,https://www.transfermarkt.com/samir-nasri/profil/spieler/18935,15/16,Thigh problems,18/04/2016,21/04/2016,4,4 days,1,1,N/A
Ryan Nelsen,https://www.transfermarkt.com/ryan-nelsen/profil/spieler/28878,10/11,Knee injury,15/04/2011,30/06/2011,77,77 days,8,8,N/A
Ryan Nelsen,https://www.transfermarkt.com/ryan-nelsen/profil/spieler/28878,09/10,Knee problems,05/03/2010,03/04/2010,30,30 days,3,3,N/A
Ryan Nelsen,https://www.transfermarkt.com/ryan-nelsen/profil/spieler/28878,08/09,Knee problems,22/08/2009,11/09/2009,21,21 days,2,2,N/A
Ryan Nelsen,https://www.transfermarkt.com/ryan-nelsen/profil/spieler/28878,07/08,strain,01/02/2008,01/04/2008,61,61 days,7,7,N/A
Ryan Nelsen,https://www.transfermarkt.com/ryan-nelsen/profil/spieler/28878,06/07,Thigh problems,20/08/2006,08/01/2007,142,142 days,28,28,N/A
Ryan Nelsen,https://www.transfermarkt.com/ryan-nelsen/profil/spieler/28878,05/06,Broken foot,29/04/2006,20/07/2006,83,83 days,6,6,N/A
Gary Neville,https://www.transfermarkt.com/gary-neville/profil/spieler/3403,08/09,Groin problems,15/11/2008,04/12/2008,20,20 days,5,5,N/A
Gary Neville,https://www.transfermarkt.com/gary-neville/profil/spieler/3403,06/07,Ankle injury,17/03/2007,23/02/2008,344,344 days,65,65,N/A
Gary Neville,https://www.transfermarkt.com/gary-neville/profil/spieler/3403,05/06,Calf injury,13/06/2006,25/06/2006,13,13 days,0,-,N/A
Phil Neville,https://www.transfermarkt.com/phil-neville/profil/spieler/3404,12/13,Knee injury,26/12/2012,01/01/2013,7,7 days,1,1,N/A
Phil Neville,https://www.transfermarkt.com/phil-neville/profil/spieler/3404,12/13,Knee injury,16/11/2012,20/12/2012,35,35 days,6,6,N/A
Phil Neville,https://www.transfermarkt.com/phil-neville/profil/spieler/3404,09/10,Knee surgery,07/05/2010,12/07/2010,67,67 days,1,1,N/A
Phil Neville,https://www.transfermarkt.com/phil-neville/profil/spieler/3404,09/10,Cruciate ligament tear,13/09/2009,15/01/2010,125,125 days,21,21,N/A
Phil Neville,https://www.transfermarkt.com/phil-neville/profil/spieler/3404,08/09,Achilles tendon irritation,05/10/2008,18/10/2008,14,14 days,1,1,N/A
Mark Noble,https://www.transfermarkt.com/mark-noble/profil/spieler/31835,20/21,Chest injury,25/10/2020,21/11/2020,28,28 days,2,2,N/A
Mark Noble,https://www.transfermarkt.com/mark-noble/profil/spieler/31835,20/21,Ankle injury,13/09/2020,26/09/2020,14,14 days,3,3,N/A
Mark Noble,https://www.transfermarkt.com/mark-noble/profil/spieler/31835,19/20,Hamstring injury,01/07/2020,04/07/2020,4,4 days,1,1,N/A
Mark Noble,https://www.transfermarkt.com/mark-noble/profil/spieler/31835,19/20,Ankle injury,02/01/2020,09/01/2020,8,8 days,1,1,N/A
Mark Noble,https://www.transfermarkt.com/mark-noble/profil/spieler/31835,19/20,Ankle injury,10/11/2019,22/11/2019,13,13 days,0,-,N/A
Mark Noble,https://www.transfermarkt.com/mark-noble/profil/spieler/31835,19/20,Muscle strain,08/08/2019,23/08/2019,16,16 days,2,2,N/A
Mark Noble,https://www.transfermarkt.com/mark-noble/profil/spieler/31835,18/19,Back injury,20/08/2018,31/08/2018,12,12 days,2,2,N/A
Mark Noble,https://www.transfermarkt.com/mark-noble/profil/spieler/31835,17/18,Hamstring injury,16/12/2017,31/12/2017,16,16 days,3,3,N/A
Mark Noble,https://www.transfermarkt.com/mark-noble/profil/spieler/31835,16/17,surgery,12/05/2017,30/06/2017,50,50 days,2,2,N/A
Mark Noble,https://www.transfermarkt.com/mark-noble/profil/spieler/31835,14/15,Calf strain,26/09/2014,16/10/2014,21,21 days,2,2,N/A
Mark Noble,https://www.transfermarkt.com/mark-noble/profil/spieler/31835,12/13,Arm injury,24/02/2013,14/04/2013,50,50 days,6,6,N/A
Mark Noble,https://www.transfermarkt.com/mark-noble/profil/spieler/31835,08/09,Calf problems,24/10/2008,01/12/2008,39,39 days,7,7,N/A
Mark Noble,https://www.transfermarkt.com/mark-noble/profil/spieler/31835,07/08,Groin problems,08/04/2008,19/04/2008,12,12 days,2,2,N/A
Kevin Nolan,https://www.transfermarkt.com/kevin-nolan/profil/spieler/3950,14/15,Broken shoulder,21/08/2014,26/09/2014,37,37 days,5,5,N/A
Kevin Nolan,https://www.transfermarkt.com/kevin-nolan/profil/spieler/3950,12/13,Broken toe,25/02/2013,30/03/2013,34,34 days,2,2,N/A
Kevin Nolan,https://www.transfermarkt.com/kevin-nolan/profil/spieler/3950,07/08,Back problems,07/03/2008,22/03/2008,16,16 days,2,2,N/A
Frank Nouble,https://www.transfermarkt.com/frank-nouble/profil/spieler/119123,21/22,Knee injury,29/11/2021,12/01/2022,45,45 days,7,7,N/A
Steven Nzonzi,https://www.transfermarkt.com/steven-nzonzi/profil/spieler/73734,18/19,Knee bruise,12/04/2019,16/04/2019,5,5 days,1,1,N/A
Steven Nzonzi,https://www.transfermarkt.com/steven-nzonzi/profil/spieler/73734,18/19,Foot injury,09/01/2019,18/01/2019,10,10 days,1,1,N/A
Steven Nzonzi,https://www.transfermarkt.com/steven-nzonzi/profil/spieler/73734,18/19,Fitness,16/08/2018,22/08/2018,7,7 days,1,1,N/A
Steven Nzonzi,https://www.transfermarkt.com/steven-nzonzi/profil/spieler/73734,17/18,Ankle sprain,15/10/2017,27/10/2017,13,13 days,3,3,N/A
Steven Nzonzi,https://www.transfermarkt.com/steven-nzonzi/profil/spieler/73734,15/16,Hamstring injury,13/03/2016,01/04/2016,20,20 days,2,2,N/A
Garry O'Connor,https://www.transfermarkt.com/garry-oconnor/profil/spieler/15708,09/10,Thigh problems,24/03/2010,25/04/2010,33,33 days,5,5,N/A
Garry O'Connor,https://www.transfermarkt.com/garry-oconnor/profil/spieler/15708,09/10,Groin problems,09/11/2009,15/03/2010,127,127 days,23,23,N/A
Jamie O'Hara,https://www.transfermarkt.com/jamie-ohara/profil/spieler/38090,11/12,Testicle rupture,22/12/2011,01/02/2012,42,42 days,8,8,N/A
Jamie O'Hara,https://www.transfermarkt.com/jamie-ohara/profil/spieler/38090,08/09,Groin problems,21/01/2009,05/02/2009,16,16 days,3,3,N/A
Jamie O'Hara,https://www.transfermarkt.com/jamie-ohara/profil/spieler/38090,08/09,unknown injury,18/08/2008,23/08/2008,6,6 days,1,1,N/A
Jamie O'Hara,https://www.transfermarkt.com/jamie-ohara/profil/spieler/38090,07/08,unknown injury,11/04/2008,19/04/2008,9,9 days,1,1,N/A
Gary O'Neil,https://www.transfermarkt.com/gary-oneil/profil/spieler/3995,10/11,Ankle injury,16/04/2011,01/11/2011,200,200 days,20,20,N/A
Gary O'Neil,https://www.transfermarkt.com/gary-oneil/profil/spieler/3995,08/09,Thigh problems,05/01/2009,17/01/2009,13,13 days,1,1,N/A
Gary O'Neil,https://www.transfermarkt.com/gary-oneil/profil/spieler/3995,08/09,Knee problems,12/12/2008,26/12/2008,15,15 days,2,2,N/A
Gary O'Neil,https://www.transfermarkt.com/gary-oneil/profil/spieler/3995,07/08,Cruciate ligament tear,17/04/2008,01/08/2008,107,107 days,4,4,N/A
John O'Shea,https://www.transfermarkt.com/john-oshea/profil/spieler/3540,16/17,Hip problems,21/08/2016,09/09/2016,20,20 days,3,3,N/A
John O'Shea,https://www.transfermarkt.com/john-oshea/profil/spieler/3540,14/15,Bruised ribs,02/05/2015,16/05/2015,15,15 days,1,1,N/A
John O'Shea,https://www.transfermarkt.com/john-oshea/profil/spieler/3540,10/11,Thigh problems,15/03/2011,18/04/2011,35,35 days,7,7,N/A
John O'Shea,https://www.transfermarkt.com/john-oshea/profil/spieler/3540,10/11,Calf problems,18/12/2010,17/01/2011,31,31 days,0,-,N/A
John O'Shea,https://www.transfermarkt.com/john-oshea/profil/spieler/3540,09/10,Thigh problems,12/12/2009,01/05/2010,141,141 days,11,11,N/A
John O'Shea,https://www.transfermarkt.com/john-oshea/profil/spieler/3540,00/01,Virus,15/02/2001,19/02/2001,5,5 days,1,1,N/A
Gabriel Obertan,https://www.transfermarkt.com/gabriel-obertan/profil/spieler/43261,20/21,Fitness,04/03/2021,09/03/2021,6,6 days,1,1,N/A
Gabriel Obertan,https://www.transfermarkt.com/gabriel-obertan/profil/spieler/43261,20/21,Calf muscle tear,11/01/2021,04/03/2021,53,53 days,10,10,N/A
Gabriel Obertan,https://www.transfermarkt.com/gabriel-obertan/profil/spieler/43261,18/19,Torn thigh muscle,22/04/2019,27/05/2019,36,36 days,5,5,N/A
Gabriel Obertan,https://www.transfermarkt.com/gabriel-obertan/profil/spieler/43261,16/17,Meniscus injury,25/09/2016,25/10/2016,31,31 days,4,4,N/A
Gabriel Obertan,https://www.transfermarkt.com/gabriel-obertan/profil/spieler/43261,15/16,Hamstring injury,01/10/2015,19/03/2016,171,171 days,23,23,N/A
Gabriel Obertan,https://www.transfermarkt.com/gabriel-obertan/profil/spieler/43261,14/15,Hamstring injury,01/11/2014,30/01/2015,91,91 days,14,14,N/A
Gabriel Obertan,https://www.transfermarkt.com/gabriel-obertan/profil/spieler/43261,13/14,Knee injury,22/01/2014,25/04/2014,94,94 days,13,13,N/A
Gabriel Obertan,https://www.transfermarkt.com/gabriel-obertan/profil/spieler/43261,09/10,Calf problems,22/08/2009,15/10/2009,55,55 days,9,9,N/A
John Obi Mikel,https://www.transfermarkt.com/john-obi-mikel/profil/spieler/30739,19/20,Thigh problems,14/10/2019,11/11/2019,29,29 days,6,6,N/A
John Obi Mikel,https://www.transfermarkt.com/john-obi-mikel/profil/spieler/30739,19/20,Knock,15/07/2019,18/07/2019,4,4 days,0,-,N/A
John Obi Mikel,https://www.transfermarkt.com/john-obi-mikel/profil/spieler/30739,19/20,Knee problems,01/07/2019,08/07/2019,8,8 days,1,1,N/A
John Obi Mikel,https://www.transfermarkt.com/john-obi-mikel/profil/spieler/30739,17/18,Broken hand,25/06/2018,25/06/2018,1,1 days,0,-,N/A
John Obi Mikel,https://www.transfermarkt.com/john-obi-mikel/profil/spieler/30739,17/18,Abdominal problems,06/04/2017,10/08/2017,127,127 days,21,21,N/A
John Obi Mikel,https://www.transfermarkt.com/john-obi-mikel/profil/spieler/30739,14/15,Knee injury,09/02/2015,02/04/2015,53,53 days,10,10,N/A
John Obi Mikel,https://www.transfermarkt.com/john-obi-mikel/profil/spieler/30739,12/13,Knee injury,27/12/2012,03/01/2013,8,8 days,2,2,N/A
John Obi Mikel,https://www.transfermarkt.com/john-obi-mikel/profil/spieler/30739,10/11,Ligament injury,27/12/2010,13/01/2011,18,18 days,4,4,N/A
John Obi Mikel,https://www.transfermarkt.com/john-obi-mikel/profil/spieler/30739,09/10,Knee surgery,05/06/2010,05/08/2010,62,62 days,4,4,N/A
Victor Obinna,https://www.transfermarkt.com/victor-obinna/profil/spieler/35852,17/18,Hamstring injury,02/11/2017,28/11/2017,27,27 days,2,2,N/A
Victor Obinna,https://www.transfermarkt.com/victor-obinna/profil/spieler/35852,15/16,Knee problems,19/11/2015,29/02/2016,103,103 days,8,8,N/A
Victor Obinna,https://www.transfermarkt.com/victor-obinna/profil/spieler/35852,11/12,Foot injury,05/07/2011,19/07/2011,15,15 days,1,1,N/A
Peter Odemwingie,https://www.transfermarkt.com/peter-odemwingie/profil/spieler/12516,15/16,Hamstring strain,20/11/2015,12/12/2015,23,23 days,4,4,N/A
Peter Odemwingie,https://www.transfermarkt.com/peter-odemwingie/profil/spieler/12516,14/15,Cruciate ligament tear,30/08/2014,24/04/2015,238,238 days,35,35,N/A
Peter Odemwingie,https://www.transfermarkt.com/peter-odemwingie/profil/spieler/12516,12/13,Knee injury,02/04/2013,27/04/2013,26,26 days,2,2,N/A
Jonas Olsson,https://www.transfermarkt.com/jonas-olsson/profil/spieler/25248,16/17,Groin problems,28/04/2017,10/05/2017,13,13 days,2,2,N/A
Jonas Olsson,https://www.transfermarkt.com/jonas-olsson/profil/spieler/25248,15/16,Groin strain,28/09/2015,17/10/2015,20,20 days,1,1,N/A
Jonas Olsson,https://www.transfermarkt.com/jonas-olsson/profil/spieler/25248,14/15,surgery,26/11/2014,31/01/2015,67,67 days,14,14,N/A
Jonas Olsson,https://www.transfermarkt.com/jonas-olsson/profil/spieler/25248,11/12,Calf problems,27/12/2011,21/01/2012,26,26 days,5,5,N/A
Jonas Olsson,https://www.transfermarkt.com/jonas-olsson/profil/spieler/25248,10/11,Achilles tendon problems,23/10/2010,15/01/2011,85,85 days,15,15,N/A
Jonas Olsson,https://www.transfermarkt.com/jonas-olsson/profil/spieler/25248,08/09,Knee problems,17/01/2009,07/02/2009,22,22 days,5,5,N/A
Jonas Olsson,https://www.transfermarkt.com/jonas-olsson/profil/spieler/25248,07/08,Torn muscle fiber,13/04/2008,10/05/2008,28,28 days,2,2,N/A
Martin Olsson,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,24/25,Hamstring injury,20/05/2025,20/07/2025,62,62 days,8,8,N/A
Martin Olsson,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,21/22,Thigh problems,25/03/2022,01/04/2022,8,8 days,1,1,N/A
Martin Olsson,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,20/21,Broken fibula,18/05/2021,30/06/2021,44,44 days,8,8,N/A
Martin Olsson,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,20/21,sprain,01/02/2021,20/04/2021,79,79 days,9,9,N/A
Martin Olsson,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,18/19,Hamstring injury,11/12/2018,06/05/2019,147,147 days,33,33,N/A
Martin Olsson,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,17/18,Hamstring strain,24/10/2017,18/11/2017,26,26 days,2,2,N/A
Martin Olsson,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,14/15,Shoulder injury,28/05/2015,12/09/2015,108,108 days,7,7,N/A
Martin Olsson,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,11/12,Foot injury,29/02/2012,03/03/2012,4,4 days,0,-,N/A
Martin Olsson,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,08/09,Thigh problems,12/12/2008,26/12/2008,15,15 days,2,2,N/A
Martin Olsson,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,07/08,unknown injury,13/01/2008,05/04/2008,84,84 days,15,15,N/A
Martin Olsson,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,16/17,unknown injury,,10/08/2016,0,? days,0,-,N/A
Nedum Onuoha,https://www.transfermarkt.com/nedum-onuoha/profil/spieler/28810,19/20,Adductor injury,05/07/2019,31/07/2019,27,27 days,5,5,N/A
Nedum Onuoha,https://www.transfermarkt.com/nedum-onuoha/profil/spieler/28810,14/15,Hamstring injury,07/02/2015,03/03/2015,25,25 days,2,2,N/A
Nedum Onuoha,https://www.transfermarkt.com/nedum-onuoha/profil/spieler/28810,12/13,Back injury,30/01/2013,08/02/2013,10,10 days,1,1,N/A
Nedum Onuoha,https://www.transfermarkt.com/nedum-onuoha/profil/spieler/28810,09/10,Calf problems,01/01/2010,26/01/2010,26,26 days,2,2,N/A
Nedum Onuoha,https://www.transfermarkt.com/nedum-onuoha/profil/spieler/28810,09/10,Thigh problems,15/10/2009,01/11/2009,18,18 days,3,3,N/A
Nedum Onuoha,https://www.transfermarkt.com/nedum-onuoha/profil/spieler/28810,07/08,Shoulder injury,07/04/2008,01/05/2008,25,25 days,3,3,N/A
Nedum Onuoha,https://www.transfermarkt.com/nedum-onuoha/profil/spieler/28810,07/08,strain,07/03/2008,16/03/2008,10,10 days,1,1,N/A
Leon Osman,https://www.transfermarkt.com/leon-osman/profil/spieler/3620,14/15,Groin problems,11/04/2015,26/04/2015,16,16 days,1,1,N/A
Leon Osman,https://www.transfermarkt.com/leon-osman/profil/spieler/3620,14/15,Ankle injury,06/12/2014,10/01/2015,36,36 days,7,7,N/A
Leon Osman,https://www.transfermarkt.com/leon-osman/profil/spieler/3620,11/12,Bone marrow swelling,11/01/2012,03/03/2012,53,53 days,8,8,N/A
Leon Osman,https://www.transfermarkt.com/leon-osman/profil/spieler/3620,09/10,Ankle injury,20/11/2009,29/11/2009,10,10 days,2,2,N/A
Leon Osman,https://www.transfermarkt.com/leon-osman/profil/spieler/3620,08/09,Knee problems,10/09/2008,18/09/2008,9,9 days,1,1,N/A
Leon Osman,https://www.transfermarkt.com/leon-osman/profil/spieler/3620,07/08,Groin problems,07/03/2008,10/03/2008,4,4 days,1,1,N/A
Leon Osman,https://www.transfermarkt.com/leon-osman/profil/spieler/3620,07/08,Broken toe,12/12/2007,20/01/2008,40,40 days,8,8,N/A
Michael Owen,https://www.transfermarkt.com/michael-owen/profil/spieler/1397,11/12,Thigh problems,02/11/2011,10/03/2012,130,130 days,25,25,N/A
Michael Owen,https://www.transfermarkt.com/michael-owen/profil/spieler/1397,10/11,Groin problems,17/02/2011,19/03/2011,31,31 days,7,7,N/A
Michael Owen,https://www.transfermarkt.com/michael-owen/profil/spieler/1397,10/11,Groin problems,27/10/2010,27/12/2010,62,62 days,12,12,N/A
Michael Owen,https://www.transfermarkt.com/michael-owen/profil/spieler/1397,09/10,Thigh problems,28/02/2010,15/08/2010,169,169 days,13,13,N/A
Michael Owen,https://www.transfermarkt.com/michael-owen/profil/spieler/1397,08/09,Ankle injury,29/01/2009,09/03/2009,40,40 days,5,5,N/A
Michael Owen,https://www.transfermarkt.com/michael-owen/profil/spieler/1397,08/09,Groin problems,15/10/2008,03/11/2008,20,20 days,3,3,N/A
Michael Owen,https://www.transfermarkt.com/michael-owen/profil/spieler/1397,08/09,unknown injury,15/06/2008,22/08/2008,69,69 days,1,1,N/A
Michael Owen,https://www.transfermarkt.com/michael-owen/profil/spieler/1397,07/08,muscular problems,07/11/2007,23/12/2007,47,47 days,6,6,N/A
Michael Owen,https://www.transfermarkt.com/michael-owen/profil/spieler/1397,06/07,Cruciate ligament tear,21/06/2006,25/04/2007,309,309 days,63,63,N/A
Daniel Pacheco,https://www.transfermarkt.com/daniel-pacheco/profil/spieler/28285,17/18,Muscle injury,20/04/2018,04/05/2018,15,15 days,2,2,N/A
Daniel Pacheco,https://www.transfermarkt.com/daniel-pacheco/profil/spieler/28285,17/18,flu,13/03/2018,20/03/2018,8,8 days,1,1,N/A
Daniel Pacheco,https://www.transfermarkt.com/daniel-pacheco/profil/spieler/28285,17/18,Shoulder injury,10/08/2017,30/11/2017,113,113 days,14,14,N/A
Daniel Pacheco,https://www.transfermarkt.com/daniel-pacheco/profil/spieler/28285,16/17,Shoulder injury,13/03/2017,06/04/2017,25,25 days,3,3,N/A
Daniel Pacheco,https://www.transfermarkt.com/daniel-pacheco/profil/spieler/28285,16/17,Muscle injury,23/01/2017,10/03/2017,47,47 days,6,6,N/A
Daniel Pacheco,https://www.transfermarkt.com/daniel-pacheco/profil/spieler/28285,11/12,Foot injury,06/01/2012,31/01/2012,26,26 days,4,4,N/A
John Paintsil,https://www.transfermarkt.com/john-paintsil/profil/spieler/35235,09/10,Knee surgery,28/12/2009,31/03/2010,94,94 days,28,28,N/A
Scott Parker,https://www.transfermarkt.com/scott-parker/profil/spieler/3785,16/17,Ankle injury,10/09/2016,12/09/2016,3,3 days,1,1,N/A
Scott Parker,https://www.transfermarkt.com/scott-parker/profil/spieler/3785,15/16,Ankle injury,01/07/2015,30/08/2015,61,61 days,7,7,N/A
Scott Parker,https://www.transfermarkt.com/scott-parker/profil/spieler/3785,13/14,Knee injury,01/03/2014,05/04/2014,36,36 days,4,4,N/A
Scott Parker,https://www.transfermarkt.com/scott-parker/profil/spieler/3785,12/13,Achilles tendon problems,20/07/2012,17/11/2012,121,121 days,23,23,N/A
Scott Parker,https://www.transfermarkt.com/scott-parker/profil/spieler/3785,10/11,Achilles tendon problems,16/04/2011,10/05/2011,25,25 days,4,4,N/A
Scott Parker,https://www.transfermarkt.com/scott-parker/profil/spieler/3785,09/10,Achilles tendon problems,01/01/2010,10/01/2010,10,10 days,1,1,N/A
Scott Parker,https://www.transfermarkt.com/scott-parker/profil/spieler/3785,08/09,Calf problems,26/10/2008,08/11/2008,14,14 days,2,2,N/A
Scott Parker,https://www.transfermarkt.com/scott-parker/profil/spieler/3785,07/08,Knee problems,02/01/2008,10/03/2008,69,69 days,11,11,N/A
Roman Pavlyuchenko,https://www.transfermarkt.com/roman-pavlyuchenko/profil/spieler/15072,17/18,Hamstring injury,23/08/2017,04/09/2017,13,13 days,2,2,N/A
Roman Pavlyuchenko,https://www.transfermarkt.com/roman-pavlyuchenko/profil/spieler/15072,15/16,Outer ligament tear,27/01/2016,09/03/2016,43,43 days,2,2,N/A
Roman Pavlyuchenko,https://www.transfermarkt.com/roman-pavlyuchenko/profil/spieler/15072,11/12,Thigh problems,28/04/2012,28/05/2012,31,31 days,3,3,N/A
Roman Pavlyuchenko,https://www.transfermarkt.com/roman-pavlyuchenko/profil/spieler/15072,10/11,Thigh problems,23/09/2011,01/10/2011,9,9 days,1,1,N/A
Roman Pavlyuchenko,https://www.transfermarkt.com/roman-pavlyuchenko/profil/spieler/15072,09/10,Achilles tendon problems,24/03/2010,10/04/2010,18,18 days,0,-,N/A
Roman Pavlyuchenko,https://www.transfermarkt.com/roman-pavlyuchenko/profil/spieler/15072,08/09,Ankle injury,05/10/2008,22/10/2008,18,18 days,2,2,N/A
Jermaine Pennant,https://www.transfermarkt.com/jermaine-pennant/profil/spieler/3195,14/15,unknown injury,30/11/2014,30/11/2014,1,1 days,0,-,N/A
Jermaine Pennant,https://www.transfermarkt.com/jermaine-pennant/profil/spieler/3195,09/10,Muscle fiber tear,23/04/2010,14/05/2010,22,22 days,4,4,N/A
Jermaine Pennant,https://www.transfermarkt.com/jermaine-pennant/profil/spieler/3195,07/08,strain,07/04/2008,19/04/2008,13,13 days,2,2,N/A
James Perch,https://www.transfermarkt.com/james-perch/profil/spieler/49409,21/22,Skull fracture,24/08/2021,30/06/2022,311,311 days,30,30,N/A
Robin van Persie,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380,18/19,Calf injury,03/04/2019,12/04/2019,10,10 days,2,2,N/A
Robin van Persie,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380,17/18,muscle stiffness,19/03/2018,07/04/2018,20,20 days,1,1,N/A
Robin van Persie,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380,17/18,Knee injury,31/08/2017,30/11/2017,92,92 days,11,11,N/A
Robin van Persie,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380,17/18,minor knock,24/08/2017,28/08/2017,5,5 days,1,1,N/A
Robin van Persie,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380,17/18,minor knock,14/08/2017,17/08/2017,4,4 days,0,-,N/A
Robin van Persie,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380,17/18,Knee injury,20/07/2017,03/08/2017,15,15 days,1,1,N/A
Robin van Persie,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380,16/17,Knock,08/12/2016,29/12/2016,22,22 days,4,4,N/A
Robin van Persie,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380,16/17,minor knock,15/09/2016,26/09/2016,12,12 days,2,2,N/A
Robin van Persie,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380,16/17,Knock,18/07/2016,11/08/2016,25,25 days,2,2,N/A
Robin van Persie,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380,15/16,minor knock,19/05/2016,23/05/2016,5,5 days,1,1,N/A
Robin van Persie,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380,15/16,minor knock,02/05/2016,05/05/2016,4,4 days,0,-,N/A
Robin van Persie,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380,15/16,minor knock,04/04/2016,11/04/2016,8,8 days,1,1,N/A
Robin van Persie,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380,15/16,influenza,04/02/2016,11/02/2016,8,8 days,1,1,N/A
Robin van Persie,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380,15/16,minor knock,04/01/2016,11/01/2016,8,8 days,1,1,N/A
Robin van Persie,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380,15/16,Calf problems,03/12/2015,10/12/2015,8,8 days,1,1,N/A
Martin Petrov,https://www.transfermarkt.com/martin-petrov/profil/spieler/670,09/10,Knee problems,01/03/2010,20/03/2010,20,20 days,2,2,N/A
Martin Petrov,https://www.transfermarkt.com/martin-petrov/profil/spieler/670,09/10,Knee problems,20/11/2009,05/12/2009,16,16 days,3,3,N/A
Martin Petrov,https://www.transfermarkt.com/martin-petrov/profil/spieler/670,08/09,Knee problems,15/10/2008,21/02/2009,130,130 days,26,26,N/A
Martin Petrov,https://www.transfermarkt.com/martin-petrov/profil/spieler/670,08/09,Achilles tendon irritation,08/09/2008,05/10/2008,28,28 days,5,5,N/A
Stiliyan Petrov,https://www.transfermarkt.com/stiliyan-petrov/profil/spieler/3252,11/12,Cancer,24/03/2012,31/05/2016,1530,1530 days,0,-,N/A
Stiliyan Petrov,https://www.transfermarkt.com/stiliyan-petrov/profil/spieler/3252,08/09,Knee problems,29/10/2008,10/11/2008,13,13 days,3,3,N/A
Kevin Phillips,https://www.transfermarkt.com/kevin-phillips/profil/spieler/3131,10/11,Thigh problems,07/08/2010,07/09/2010,32,32 days,4,4,N/A
Matt Phillips,https://www.transfermarkt.com/matt-phillips/profil/spieler/77274,22/23,Leg injury,27/01/2023,01/06/2023,126,126 days,19,19,N/A
Matt Phillips,https://www.transfermarkt.com/matt-phillips/profil/spieler/77274,20/21,Virus,04/01/2021,25/01/2021,22,22 days,3,3,N/A
Matt Phillips,https://www.transfermarkt.com/matt-phillips/profil/spieler/77274,17/18,Hamstring injury,01/01/2018,12/01/2018,12,12 days,2,2,N/A
Matt Phillips,https://www.transfermarkt.com/matt-phillips/profil/spieler/77274,17/18,Hamstring injury,30/11/2017,25/12/2017,26,26 days,5,5,N/A
Matt Phillips,https://www.transfermarkt.com/matt-phillips/profil/spieler/77274,16/17,Hamstring injury,25/04/2017,30/06/2017,67,67 days,6,6,N/A
Matt Phillips,https://www.transfermarkt.com/matt-phillips/profil/spieler/77274,16/17,Hamstring injury,11/02/2017,04/04/2017,53,53 days,7,7,N/A
Matt Phillips,https://www.transfermarkt.com/matt-phillips/profil/spieler/77274,13/14,Broken leg,02/02/2014,02/06/2014,121,121 days,23,23,N/A
Steven Pienaar,https://www.transfermarkt.com/steven-pienaar/profil/spieler/4321,16/17,Calf strain,11/02/2017,08/04/2017,57,57 days,5,5,N/A
Steven Pienaar,https://www.transfermarkt.com/steven-pienaar/profil/spieler/4321,16/17,Hamstring injury,24/09/2016,15/10/2016,22,22 days,1,1,N/A
Steven Pienaar,https://www.transfermarkt.com/steven-pienaar/profil/spieler/4321,15/16,Thigh problems,25/07/2015,09/01/2016,169,169 days,25,25,N/A
Steven Pienaar,https://www.transfermarkt.com/steven-pienaar/profil/spieler/4321,14/15,Knee problems,11/04/2015,30/06/2015,81,81 days,6,6,N/A
Steven Pienaar,https://www.transfermarkt.com/steven-pienaar/profil/spieler/4321,14/15,Knee injury,22/12/2014,03/04/2015,103,103 days,19,19,N/A
Steven Pienaar,https://www.transfermarkt.com/steven-pienaar/profil/spieler/4321,14/15,Knee problems,07/11/2014,28/11/2014,22,22 days,3,3,N/A
Steven Pienaar,https://www.transfermarkt.com/steven-pienaar/profil/spieler/4321,14/15,Groin injury,23/08/2014,04/10/2014,43,43 days,7,7,N/A
