player_name,transfermarkt_id,transfermarkt_url,first_tier_debut_date,first_tier_debut_age,first_tier_debut_age,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_age,second_tier_debut_competition,debut_age_transfermarket
Josh Cullen,242606,https://www.transfermarkt.com/josh-cullen/profil/spieler/242606,29/08/2015,19 years 04 months 22 days,19,Premier League,6/8/2017,21,21,Championship,19
Charlie Daniels,61819,https://www.transfermarkt.com/charlie-daniels/profil/spieler/61819,8/8/2015,28 years 11 months 01 day,28,Premier League,3/8/2013,26,26,Championship,26
Karl Darlow,99397,https://www.transfermarkt.com/karl-darlow/profil/spieler/99397,28/12/2015,25 years 02 months 20 days,25,Premier League,7/5/2011,20,20,Championship,20
Matteo Darmian,54906,https://www.transfermarkt.com/matteo-darmian/profil/spieler/54906,19/05/2007,17 years 05 months 17 days,17,Serie A,28/11/2009,19,19,Serie B,17
Tom Davies,314210,https://www.transfermarkt.com/tom-davies/profil/spieler/314210,16/04/2016,17 years 09 months 17 days,17,Premier League,26/11/2024,26,26,,17
Troy Deeney,65477,https://www.transfermarkt.com/troy-deeney/profil/spieler/65477,8/8/2015,27 years 01 month 10 days,27,Premier League,6/8/2010,22,22,Championship,22
Joe Dodoo,261738,https://www.transfermarkt.com/joe-dodoo/profil/spieler/261738,29/08/2015,20 years 02 months 00 days,20,Premier League,20/09/2020,25,25,1.Lig,20
Seydou Doumbia,75287,https://www.transfermarkt.com/seydou-doumbia/profil/spieler/75287,7/4/2007,19 years 03 months 07 days,19,J1 League,7/6/2006,18,18,J2 League,18
Kieran Dowell,258916,https://www.transfermarkt.com/kieran-dowell/profil/spieler/258916,30/04/2016,18 years 06 months 20 days,18,Premier League,4/8/2017,19,19,Championship,18
Éder,369081,https://www.transfermarkt.com/der/profil/spieler/369081,16/08/2015,17 years 25 days,17,Primera División Apertura,No second tier career,No second tier career,No second tier career,No second tier career,17
Mohamed Elneny,160438,https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438,27/08/2010,18 years 01 month 16 days,18,Egyptian Premier League,No second tier career,No second tier career,No second tier career,No second tier career,18
Tommy Elphick,37152,https://www.transfermarkt.com/tommy-elphick/profil/spieler/37152,8/8/2015,27 years 11 months 01 day,27,Premier League,10/12/2005,18,18,Championship,18
Emmanuel Emenike,120630,https://www.transfermarkt.com/emmanuel-emenike/profil/spieler/120630,15/08/2010,23 years 03 months 05 days,23,Süper Lig,23/08/2009,22,22,1.Lig,22
Sam Field,387331,https://www.transfermarkt.com/sam-field/profil/spieler/387331,15/05/2016,18 years 07 days,18,Premier League,18/09/2018,20,20,Championship,18
Roberto Firmino,131789,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,26/02/2011,19 years 04 months 24 days,19,1.Bundesliga,24/10/2009,18,18,Campeonato Brasileiro Série B,18
Timothy Fosu-Mensah,315131,https://www.transfermarkt.com/timothy-fosu-mensah/profil/spieler/315131,28/02/2016,18 years 01 month 26 days,18,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,18
Simon Francis,13573,https://www.transfermarkt.com/simon-francis/profil/spieler/13573,8/8/2015,30 years 05 months 23 days,30,Premier League,16/11/2002,17,17,First Division (until 03/04),17
Christian Fuchs,6636,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636,6/12/2003,17 years 07 months 29 days,17,Bundesliga,11/8/2021,35,35,USL Championship,17
Ramiro Funes Mori,11111,https://www.transfermarkt.com/ramiro-funes-mori/profil/spieler/11111,11/8/2012,21 years 05 months 06 days,21,Torneo Inicial,5/11/2011,20,20,Primera Nacional,20
Idrissa Gana Gueye,126665,https://www.transfermarkt.com/idrissa-gana-gueye/profil/spieler/126665,24/10/2010,21 years 28 days,21,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,21
Manu García,277118,https://www.transfermarkt.com/manu-garca/profil/spieler/277118,5/3/2016,18 years 02 months 03 days,18,Premier League,16/01/2017,19,19,Keuken Kampioen Divisie,18
Joe Gomez,256178,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,9/8/2015,18 years 02 months 17 days,18,Premier League,19/08/2014,17,17,Championship,17
Lewis Grabban,35413,https://www.transfermarkt.com/lewis-grabban/profil/spieler/35413,3/9/2007,19 years 07 months 22 days,19,Scottish Premiership,20/02/2007,19,19,Championship,19
Max Gradel,28140,https://www.transfermarkt.com/max-gradel/profil/spieler/28140,10/9/2011,23 years 09 months 11 days,23,Ligue 1,28/08/2010,22,22,Championship,22
Demarai Gray,292417,https://www.transfermarkt.com/demarai-gray/profil/spieler/292417,16/01/2016,19 years 06 months 19 days,19,Premier League,1/10/2013,17,17,Championship,17
André Green,309841,https://www.transfermarkt.com/andr-green/profil/spieler/309841,13/03/2016,17 years 07 months 16 days,17,Premier League,7/8/2016,18,18,Championship,17
Rees Greenwood,320213,https://www.transfermarkt.com/rees-greenwood/profil/spieler/320213,15/05/2016,19 years 05 months 05 days,19,Premier League,4/8/2018,21,21,Scottish Championship,19
Jakob Haugaard,138335,https://www.transfermarkt.com/jakob-haugaard/profil/spieler/138335,27/07/2012,20 years 02 months 26 days,20,Superligaen,14/08/2011,19,19,1.Division,19
Son Heung-min,91845,https://www.transfermarkt.com/son-heung-min/profil/spieler/91845,30/10/2010,18 years 03 months 22 days,18,1.Bundesliga,No second tier career,No second tier career,No second tier career,No second tier career,18
José Holebas,41112,https://www.transfermarkt.com/jos-holebas/profil/spieler/41112,28/08/2010,26 years 02 months 01 day,26,Super League 1,21/09/2007,23,23,2.Bundesliga,23
George Honeyman,218140,https://www.transfermarkt.com/george-honeyman/profil/spieler/218140,15/05/2016,21 years 08 months 07 days,21,Premier League,4/8/2017,22,22,Championship,21
Víctor Ibarbo,92141,https://www.transfermarkt.com/vctor-ibarbo/profil/spieler/92141,11/7/2009,19 years 01 month 22 days,19,Liga Águila II,20/07/2019,29,29,J2 League,19
Odion Ighalo,62121,https://www.transfermarkt.com/odion-ighalo/profil/spieler/62121,16/09/2007,18 years 03 months 00 days,18,Eliteserien,7/1/2011,21,21,Segunda División,18
Kelechi Iheanacho,295330,https://www.transfermarkt.com/kelechi-iheanacho/profil/spieler/295330,29/08/2015,18 years 10 months 26 days,18,Premier League,6/8/2023,26,26,,18
Giannelli Imbula,130756,https://www.transfermarkt.com/giannelli-imbula/profil/spieler/130756,11/8/2013,20 years 10 months 30 days,20,Ligue 1,16/10/2009,17,17,Ligue 2,17
Gökhan Inler,19041,https://www.transfermarkt.com/gkhan-inler/profil/spieler/19041,20/03/2005,20 years 08 months 21 days,20,Super League,4/10/2020,36,36,1.Lig,20
Juan Iturbe,81455,https://www.transfermarkt.com/juan-iturbe/profil/spieler/81455,10/12/2011,18 years 06 months 06 days,18,Liga Portugal,30/09/2012,19,19,Ledman Liga Pro,18
Alex Iwobi,242631,https://www.transfermarkt.com/alex-iwobi/profil/spieler/242631,31/10/2015,19 years 05 months 28 days,19,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,19
Joselu,81999,https://www.transfermarkt.com/joselu/profil/spieler/81999,21/05/2011,21 years 01 month 24 days,21,LaLiga,9/5/2009,19,19,Segunda División,19
Juanmi,126737,https://www.transfermarkt.com/juanmi/profil/spieler/126737,17/01/2010,16 years 07 months 28 days,16,LaLiga,19/01/2013,19,19,Segunda División,16
Sullay Kaikai,244130,https://www.transfermarkt.com/sullay-kaikai/profil/spieler/244130,15/05/2016,20 years 08 months 19 days,20,Premier League,10/9/2016,21,21,Championship,20
N'Golo Kanté,225083,https://www.transfermarkt.com/ngolo-kant/profil/spieler/225083,9/8/2014,23 years 04 months 11 days,23,Ligue 1,18/05/2012,21,21,Ligue 2,21
Kenedy,281404,https://www.transfermarkt.com/kenedy/profil/spieler/281404,28/07/2013,17 years 05 months 20 days,17,Campeonato Brasileiro Série A,11/8/2023,27,27,Segunda División,17
Jonjoe Kenny,258883,https://www.transfermarkt.com/jonjoe-kenny/profil/spieler/258883,15/05/2016,19 years 02 months 00 days,19,Premier League,4/8/2023,26,26,2. Bundesliga,19
Yann Kermorgant,57410,https://www.transfermarkt.com/yann-kermorgant/profil/spieler/57410,7/8/2010,28 years 08 months 30 days,28,Ligue 1,29/07/2005,23,23,Ligue 2,23
Wahbi Khazri,103565,https://www.transfermarkt.com/wahbi-khazri/profil/spieler/103565,11/8/2012,21 years 06 months 03 days,21,Ligue 1,13/03/2009,18,18,Ligue 2,18
Joshua King,91059,https://www.transfermarkt.com/joshua-king/profil/spieler/91059,8/8/2015,23 years 06 months 24 days,23,Premier League,7/8/2010,18,18,Championship,18
Stephen Kingsley,184398,https://www.transfermarkt.com/stephen-kingsley/profil/spieler/184398,2/3/2016,21 years 07 months 08 days,21,Premier League,12/4/2011,16,16,Scottish Championship,16
Jan Kirchhoff,49734,https://www.transfermarkt.com/jan-kirchhoff/profil/spieler/49734,4/12/2010,20 years 02 months 03 days,20,1.Bundesliga,2/11/2008,18,18,2.Bundesliga,18
Timm Klose,65255,https://www.transfermarkt.com/timm-klose/profil/spieler/65255,17/07/2010,22 years 02 months 08 days,22,Raiffeisen Super League,26/07/2009,21,21,Brack.ch Challenge League,21
Lamine Koné,57420,https://www.transfermarkt.com/lamine-kon/profil/spieler/57420,14/08/2010,21 years 06 months 13 days,21,Ligue 1,27/04/2007,18,18,Ligue 2,18
Kyle Lafferty,36884,https://www.transfermarkt.com/kyle-lafferty/profil/spieler/36884,9/8/2008,20 years 10 months 24 days,20,Scottish Premiership,6/8/2005,17,17,Championship,17
Manuel Lanzini,135853,https://www.transfermarkt.com/manuel-lanzini/profil/spieler/135853,17/08/2011,18 years 06 months 02 days,18,Campeonato Brasileiro Série A,No second tier career,No second tier career,No second tier career,No second tier career,18
Jamaal Lascelles,183318,https://www.transfermarkt.com/jamaal-lascelles/profil/spieler/183318,3/10/2015,21 years 10 months 22 days,21,Premier League,31/01/2012,18,18,Championship,18
Miguel Layún,58576,https://www.transfermarkt.com/miguel-layn/profil/spieler/58576,29/04/2007,18 years 10 months 04 days,18,Liga MX Clausura,15/10/2006,18,18,Liga de Expansión MX Apertura,18
Jonathan Leko,314266,https://www.transfermarkt.com/jonathan-leko/profil/spieler/314266,2/4/2016,16 years 11 months 09 days,16,Premier League,9/9/2017,18,18,Championship,16
Jeremain Lens,38497,https://www.transfermarkt.com/jeremain-lens/profil/spieler/38497,3/3/2006,18 years 03 months 07 days,18,VriendenLoterij Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,18
Donald Love,179451,https://www.transfermarkt.com/donald-love/profil/spieler/179451,13/02/2016,21 years 02 months 11 days,21,Premier League,9/12/2017,23,23,Championship,21
Jordan Lyden,251289,https://www.transfermarkt.com/jordan-lyden/profil/spieler/251289,14/02/2016,20 years 15 days,20,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,20
Yann M'Vila,60573,https://www.transfermarkt.com/yann-mvila/profil/spieler/60573,16/08/2009,19 years 01 month 18 days,19,Ligue 1,16/03/2024,33,33,,19
Shaun MacDonald,10375,https://www.transfermarkt.com/shaun-macdonald/profil/spieler/10375,17/10/2015,27 years 04 months 00 days,27,Premier League,20/09/2008,20,20,Championship,20
José Manuel Jurado,28261,https://www.transfermarkt.com/jos-manuel-jurado/profil/spieler/28261,29/10/2005,19 years 04 months 00 days,19,LaLiga,27/08/2005,19,19,Segunda División,19
Anthony Martial,182877,https://www.transfermarkt.com/anthony-martial/profil/spieler/182877,3/2/2013,17 years 01 month 29 days,17,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,17
Cuco Martina,91251,https://www.transfermarkt.com/cuco-martina/profil/spieler/91251,19/08/2011,21 years 10 months 25 days,21,VriendenLoterij Eredivisie,24/10/2008,19,19,Keuken Kampioen Divisie,19
Adam Matthews,108878,https://www.transfermarkt.com/adam-matthews/profil/spieler/108878,6/8/2011,19 years 06 months 24 days,19,Scottish Premiership,15/08/2009,17,17,Championship,17
Kevin Mbabu,183321,https://www.transfermarkt.com/kevin-mbabu/profil/spieler/183321,26/09/2012,17 years 05 months 07 days,17,Super League,No second tier career,No second tier career,No second tier career,No second tier career,17
Chancel Mbemba,203348,https://www.transfermarkt.com/chancel-mbemba/profil/spieler/203348,28/07/2013,18 years 11 months 20 days,18,Jupiler Pro League,13/08/2016,22,22,Championship,18
Dieumerci Mbokani,44624,https://www.transfermarkt.com/dieumerci-mbokani/profil/spieler/44624,22/09/2006,20 years 10 months 00 days,20,Jupiler Pro League,14/10/2022,36,36,Challenger Pro League,20
Memphis,167850,https://www.transfermarkt.com/memphis/profil/spieler/167850,26/02/2012,18 years 13 days,18,VriendenLoterij Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,18
Matt Miazga,245893,https://www.transfermarkt.com/matt-miazga/profil/spieler/245893,8/9/2013,18 years 01 month 20 days,18,Major League Soccer,29/01/2019,23,23,Championship,18
Tyrone Mings,253677,https://www.transfermarkt.com/tyrone-mings/profil/spieler/253677,29/08/2015,22 years 05 months 16 days,22,Premier League,4/5/2013,20,20,Championship,20
Aleksandar Mitrović,51152,https://www.transfermarkt.com/aleksandar-mitrovi/profil/spieler/51152,18/08/2012,17 years 11 months 02 days,17,Linglong Tire Super liga Srbije,27/08/2011,16,16,Prva liga,16
Clinton N'Jie,241119,https://www.transfermarkt.com/clinton-njie/profil/spieler/241119,18/11/2012,19 years 03 months 03 days,19,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,19
Oumar Niasse,209781,https://www.transfermarkt.com/oumar-niasse/profil/spieler/209781,30/03/2012,21 years 11 months 12 days,21,Eliteserien,No second tier career,No second tier career,No second tier career,No second tier career,21
Kristoffer Nordfeldt,75890,https://www.transfermarkt.com/kristoffer-nordfeldt/profil/spieler/75890,5/4/2009,19 years 09 months 13 days,19,Allsvenskan,13/04/2008,18,18,Superettan,18
Allan Nyom,111508,https://www.transfermarkt.com/allan-nyom/profil/spieler/111508,27/08/2011,23 years 03 months 17 days,23,LaLiga,29/08/2010,22,22,Segunda División,22
Eunan O'Kane,61583,https://www.transfermarkt.com/eunan-okane/profil/spieler/61583,5/9/2009,19 years 01 month 26 days,19,Danske Bank Premiership,10/8/2013,23,23,Championship,19
Pedro Obiang,101213,https://www.transfermarkt.com/pedro-obiang/profil/spieler/101213,12/9/2010,18 years 05 months 16 days,18,Serie A,25/08/2011,19,19,Serie B,18
Vadis Odjidja-Ofoe,38388,https://www.transfermarkt.com/vadis-odjidja-ofoe/profil/spieler/38388,9/12/2007,18 years 09 months 18 days,18,Jupiler Pro League,16/09/2014,25,25,Championship,18
Angelo Ogbonna,48002,https://www.transfermarkt.com/angelo-ogbonna/profil/spieler/48002,11/2/2007,18 years 08 months 19 days,18,Serie A,12/9/2009,21,21,Serie B,18
Sheyi Ojo,236510,https://www.transfermarkt.com/sheyi-ojo/profil/spieler/236510,20/03/2016,18 years 09 months 01 day,18,Premier League,7/2/2015,17,17,Championship,17
Shinji Okazaki,79642,https://www.transfermarkt.com/shinji-okazaki/profil/spieler/79642,3/12/2005,19 years 07 months 17 days,19,J1 League,8/9/2019,33,33,Segunda División,19
Josh Onomah,243589,https://www.transfermarkt.com/josh-onomah/profil/spieler/243589,2/11/2015,18 years 06 months 06 days,18,Premier League,5/8/2017,20,20,Championship,18
Divock Origi,148368,https://www.transfermarkt.com/divock-origi/profil/spieler/148368,2/2/2013,17 years 09 months 15 days,17,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,17
Nicolás Otamendi,54781,https://www.transfermarkt.com/nicols-otamendi/profil/spieler/54781,10/5/2008,20 years 02 months 28 days,20,Torneo Final,No second tier career,No second tier career,No second tier career,No second tier career,20
Obbi Oulare,314959,https://www.transfermarkt.com/obbi-oulare/profil/spieler/314959,14/09/2014,18 years 08 months 06 days,18,Jupiler Pro League,3/4/2022,26,26,Challenger Pro League,18
Reece Oxford,314295,https://www.transfermarkt.com/reece-oxford/profil/spieler/314295,9/8/2015,16 years 07 months 24 days,16,Premier League,11/3/2017,18,18,Championship,16
Alberto Paloschi,68306,https://www.transfermarkt.com/alberto-paloschi/profil/spieler/68306,10/2/2008,18 years 01 month 06 days,18,Serie A,29/08/2008,18,18,Serie B,18
