player_name,nation,player_url_fbref,current age_fbref,dob_age_fbref,place_birth_fbref,height_fbref,citizenship_fbref,position_fbref,foot_fbref,current_club_fbref,debut_season_fbref,debut_age_fbref,first_club_fbref,debut_year_fbref,player_url_tra,slug,player_id_fbref,home_name_fbref,dob_age_tra,YEAR_tra,place_birth_tra,height_tra,citizenship_tra,position_tra,foot_tra,current_club_tra,joined_tra,contract_expires_tra,outfitter_tra,first_tier_debut_date,first_tier_debut_age,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_competition,debut_age_transfermarket,injury_count_total_tra,days_missed_total_tra,games_missed_total_tra,injury_seasons_tra,Deceased_tra,death_date,death_age,retired_tra,retirement_date_tra,year_retirement,career_lenght,career_lenght_w_actives_and_dead,shirt_number_tra,National_team,total_seasons_national,matches_national,minutes_national,goals_national,CAREER Sum of matches_played,CAREER Sum of minutes,CAREER Sum of goals
Jesús Navas,es ESP,https://fbref.com/en/players/3f10bd22/Jesus-Navas,39,11/21/1985,NA,172cm,Spain,"DF-FW-MF (AM-FB-WM, right)",Right,NA,2003-2004,17,Sevilla,2003,https://www.transfermarkt.com/jesus-navas/profil/spieler/15956,jesus-navas,15956,Jesús Navas,21/11/1985,1985,Los Palacios y Villafranca,1.7,Spain,Defender - Right-Back,right,Sevilla FC,1/1/2025,NA,New Balance,23/11/2003,18,LaLiga,No second tier career,NA,No second tier career,18,15,414,79,7,No,NA,NA,Yes,1/1/2025,2025,22,22,NA,Yes,13,35,2039,3,814,59857,36
Jesús Rueda,es ESP,https://fbref.com/en/players/9d8ba8ec/Jesus-Rueda,38,2/19/1987,NA,181cm,NA,DF-MF (CB-DM),NA,NA,2008-2009,21,Valladolid,2008,https://www.transfermarkt.com/jesus-rueda/profil/spieler/56543,jesus-rueda,56543,Jesús Rueda,19/02/1987,1987,Corte de Peleas,1.86,Spain,Defender - Centre-Back,right,CD Zafra,3/7/2025,30/06/2026,NA,26/04/2009,22,LaLiga,5/9/2009,22,Segunda División,22,1,32,6,1,No,NA,NA,No,NA,NA,NA,17,NA,No,0,Not_national_team,Not_national_team,Not_national_team,188,15807,5
Jesús Vázquez,es ESP,https://fbref.com/en/players/96b3239f/Jesus-Vazquez,45,1/18/1980,NA,182cm,NA,MF (CM),NA,NA,1998-1999,18,Extremadura,1998,https://www.transfermarkt.com/jesus-vazquez/profil/spieler/27683,jesus-vazquez,27683,Jesús Vázquez,18/01/1980 (45),1980,Santa Olalla del Cala,1.83,Spain,Midfield - Central Midfield,right,Recr. Huelva,7/5/2017,NA,NA,"27/08/2006	",26,LaLiga,"22/08/1999	",19,Segunda División,19,4,335,37,4,No,NA,NA,Yes,7/5/2017,2017,19,19,NA,No,0,Not_national_team,Not_national_team,Not_national_team,453,37180,40
Jhon Córdoba,co COL,https://fbref.com/en/players/9f381d8b/Jhon-Cordoba,32,"May 11, 1993 (Age: 32-168d)","Istmina, Colombia",188cm,Colombia,FW,Right,Krasnodar,2012-2013,19,Chiapas,2012,https://www.transfermarkt.com/jhon-cordoba/profil/spieler/185245,jhon-cordoba,185245,Jhon Córdoba,11/5/1993,1993,Istmina,1.88,Colombia,Attack - Centre-Forward,right,Krasnodar,23/07/2021,30/06/2027,Nike,7/3/1905,17,Liga Dimayor I,7/10/1905,25,1/0/1900,17,17,525,79,7,No,NA,NA,No,NA,NA,NA,13,9,Yes,3,12,628,4,341,23286,119
Jiří Jarošík,cz CZE,https://fbref.com/en/players/55ea6bb4/Jiri-Jarosik,47,10/27/1977,NA,193cm,Czech Republic,DF-MF,Right,NA,2003,25,CSKA Moscow,2003,https://www.transfermarkt.com/jiri-jarosik/profil/spieler/15581,jiri-jarosik,15581,Jiri Jarosik,27/10/1977,1977,Ústí nad Labem,1.96,Czech Republic,Defender - Centre-Back,right,Alavés,1/7/2015,NA,NA,12/8/1996,18,0,22/09/2013,35,Segunda División,18,NA,NA,NA,1/0/1900,No,NA,NA,Yes,1/7/2015,2015,12,22,NA,Yes,1,4,46,0,381,30254,49
João Cancelo,pt POR,https://fbref.com/en/players/bd6351cd/Joao-Cancelo,31,"May 27, 1994 (Age: 31-152d)","Barreiro, Portugal",182cm,Portugal,"DF-MF (CB-FB, right)",Right,Al-Hilal,2013-2014,19,Benfica,2013,https://www.transfermarkt.com/joao-cancelo/profil/spieler/182712,joao-cancelo,182712,João Cancelo,27/05/1994,1994,Barreiro,1.82,Portugal,Defender - Right-Back,right,Al-Hilal,27/08/2024,30/06/2027,Nike,10/5/2014,19,Liga Portugal,11/8/2012,18,Ledman Liga Pro,18,13,379,73,8,No,NA,NA,No,NA,NA,NA,12,20,Yes,18,62,4962,12,400,30328,20
João Pereira,pt POR,https://fbref.com/en/players/aefd0c5b/Joao-Pereira,41,2/25/1984,NA,172cm,Portugal,"DF-MF (FB, right)",Right,NA,2003-2004,19,Benfica,2003,https://www.transfermarkt.com/joao-pereira/profil/spieler/13217,joao-pereira,13217,João Pereira,25/02/1984 (41),1984,Lisboa,1.72,Portugal,Defender - Right-Back,right,Sporting,1/7/2021,NA,Nike,17/08/2003,19,Liga Portugal,1/10/2006,22,Ledman Liga Pro,19,11,192,35,6,No,NA,NA,Yes,1/7/2021,2021,18,18,NA,Yes,6,28,2485,0,475,38204,13
João Victor,br BRA,https://fbref.com/en/players/dbc94b4c/Joao-Victor,36,11/7/1988,NA,182cm,Brazil,DF-MF (DM-FB),NA,NA,2010-2011,21,Mallorca,2010,https://www.transfermarkt.com/joao-victor/profil/spieler/54996,joao-victor,54996,João Victor,07/11/1988 (36),1988,Olinda,1.79,Brazil  Spain,Midfield - Defensive Midfield,right,Without Club,1/6/2024,NA,adidas,7/1/1905,20,0,7/6/1905,25,1/0/1900,20,1,178,27,1,No,NA,NA,No,NA,NA,NA,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,164,12456,13
Joan Àngel Román,es ESP,https://fbref.com/en/players/150a54c2/Joan-Angel-Roman,32,"May 18, 1993 (Age: 32-161d)","Reus, Spain",175cm,Spain,FW-MF (WM),NA,KS Wieczysta Kraków,2012-2013,19,Barcelona B,2012,https://www.transfermarkt.com/joan-roman/profil/spieler/121411,joan-roman,121411,Joan Román,18/05/1993,1993,Reus,1.7,Spain,Midfield - Attacking Midfield,both,Wieczysta,25/07/2024,30/06/2026,NA,8/2/2014,20,LaLiga,8/9/2012,19,Segunda División,19,1,24,5,1,No,NA,NA,No,NA,NA,NA,13,10,No,0,Not_national_team,Not_national_team,Not_national_team,115,5214,16
Joan Capdevila,es ESP,https://fbref.com/en/players/69697a6d/Joan-Capdevila,47,2/3/1978,NA,182cm,Spain,"DF (FB, left)",NA,NA,1998-1999,20,Espanyol,1998,https://www.transfermarkt.com/joan-capdevila/profil/spieler/7486,joan-capdevila,7486,Joan Capdevila,3/2/1978,1978,Tàrrega,1.82,Spain,Defender - Left-Back,left,FC Santa Coloma,6/7/2017,NA,NA,31/10/1998,20,LaLiga,No second tier career,NA,No second tier career,20,2,35,6,2,No,NA,NA,Yes,6/7/2017,2017,19,19,NA,Yes,8,37,3252,2,485,39705,44
Joan Jordán,es ESP,https://fbref.com/en/players/2a0c8ba4/Joan-Jordan,31,"July 6, 1994 (Age: 31-112d)","Palamós, Spain",184cm,NA,MF (CM-DM-WM),Right,Sevilla,2014-2015,20,Espanyol,2014,https://www.transfermarkt.com/joan-jordan/profil/spieler/263727,joan-jordan,263727,Joan Jordán,6/7/1994,1994,Regencós,1.85,Spain,Midfield - Central Midfield,right,Sevilla FC,1/7/2019,30/06/2027,NA,30/08/2014,20,LaLiga,28/08/2016,22,Segunda División,20,7,236,34,6,No,NA,NA,No,NA,NA,NA,11,8,No,0,Not_national_team,Not_national_team,Not_national_team,351,24220,26
Joan Oriol,es ESP,https://fbref.com/en/players/7ccb2ef6/Joan-Oriol,38,"November 5, 1986 (Age: 38-355d)","Cambrils, Spain",175cm,NA,"DF (FB, left)",NA,Gimnàstic,2009-2010,22,Villarreal B,2009,https://www.transfermarkt.com/joan-oriol/profil/spieler/73215,joan-oriol,73215,Joan Oriol,5/11/1986,1986,Cambrils,1.75,Spain,Defender - Left-Back,left,Gimnàstic,1/7/2025,NA,NA,27/11/2010,24,LaLiga,29/08/2009,22,Segunda División,22,1,32,5,1,No,NA,NA,Yes,1/7/2025,2025,16,16,NA,No,0,Not_national_team,Not_national_team,Not_national_team,198,16009,2
Joan Tomàs,es ESP,https://fbref.com/en/players/9ada6f1d/Joan-Tomas,40,5/17/1985,NA,167cm,Spain,FW-MF (AM-WM),NA,NA,2008-2009,23,Villarreal,2008,https://www.transfermarkt.com/joan-tomas/profil/spieler/64419,joan-tomas,64419,Joan Tomás,17/05/1985,1985,Girona,1.67,Spain,Attack - Left Winger,right,CF Peralada,1/7/2023,NA,NA,1/2/2009,23,LaLiga,29/08/2009,24,Segunda División,23,NA,NA,NA,1/0/1900,No,NA,NA,Yes,1/7/2023,2023,15,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,118,4275,19
Joan Verdú,es ESP,https://fbref.com/en/players/61508522/Joan-Verdu,42,5/5/1983,NA,178cm,Spain,MF (AM-CM-WM),Right,NA,2006-2007,23,La Coruña,2006,https://www.transfermarkt.com/joan-verdu/profil/spieler/28005,joan-verdu,28005,Joan Verdú,5/5/1983,1983,Barcelona,1.72,Spain,Midfield - Attacking Midfield,right,CE L'Hospitalet,1/7/2022,NA,NA,1/10/2006,23,LaLiga,11/3/2017,33,China League One,23,NA,NA,NA,1/0/1900,No,NA,NA,Yes,1/7/2022,2022,16,16,NA,No,0,Not_national_team,Not_national_team,Not_national_team,280,20442,36
Joaquín,es ESP,https://fbref.com/en/players/4c5b14d2/Joaquin,44,7/21/1981,NA,180cm,Spain,"FW-MF (AM-WM, right)",Right,NA,2001-2002,20,Betis,2001,https://www.transfermarkt.com/joaquin/profil/spieler/7663,joaquin,7663,Joaquín,21/07/1981 (44),1981,El Puerto de Santa María,1.81,Spain,Attack - Right Winger,right,Real Betis,1/7/2023,NA,NA,26/08/2001,20,LaLiga,3/9/2000,19,Segunda División,19,14,278,45,11,No,NA,NA,Yes,1/7/2023,2023,22,22,NA,Yes,5,21,1487,1,789,52696,97
Joaquín Larrivey,ar ARG,https://fbref.com/en/players/7ae94e67/Joaquin-Larrivey,40,"August 20, 1984 (Age: 41-067d)","Gualeguay, Argentina",185cm,NA,FW,Right,Deportes Concepcion,2007-2008,22,Cagliari,2007,https://www.transfermarkt.com/joaquin-larrivey/profil/spieler/52428,joaquin-larrivey,52428,Joaquín Larrivey,20/08/1984,1984,Gualeguay,1.86,Argentina  Italy,Attack - Centre-Forward,right,D. Concepción,3/2/2025,31/12/2026,NA,2/9/2007,23,Serie A,26/02/2017,32,J2 League,23,2,22,2,2,No,NA,NA,No,NA,NA,NA,18,32,No,0,Not_national_team,Not_national_team,Not_national_team,418,26540,138
Joel Campbell,cr CRC,https://fbref.com/en/players/895ff3ca/Joel-Campbell,33,"June 26, 1992 (Age: 33-122d)","San José, Costa Rica",178cm,Costa Rica,FW-MF (AM),Left,Alajuelense,2011-2012,19,Lorient,2011,https://www.transfermarkt.com/joel-campbell/profil/spieler/131248,joel-campbell,131248,Joel Campbell,26/06/1992,1992,San José,1.78,Costa Rica,Attack - Right Winger,left,LD Alajuelense,1/7/2023,30/06/2026,Nike,15/11/2009,17,Primera División Invierno,No second tier career,NA,No second tier career,17,12,367,64,7,No,NA,NA,No,NA,NA,NA,14,12,Yes,23,104,7475,20,348,18630,36
Joel Robles,es ESP,https://fbref.com/en/players/cda0b317/Joel-Robles,35,"June 17, 1990 (Age: 35-131d)","Getafe, Spain",195cm,Spain,GK,Right,Estoril,2009-2010,19,Atlético Madrid,2009,https://www.transfermarkt.com/joel-robles/profil/spieler/101118,joel-robles,101118,Joel Robles,17/06/1990,1990,Getafe,1.94,Spain,Goalkeeper,right,Estoril,31/07/2024,30/06/2028,NA,8/5/2010,19,LaLiga,15/08/2023,33,1/0/1900,19,1,35,4,1,No,NA,NA,No,NA,NA,NA,16,1,No,0,Not_national_team,Not_national_team,Not_national_team,209,18794,0
Joel Valencia,ec ECU,https://fbref.com/en/players/03904ca0/Joel-Valencia,30,"November 16, 1994 (Age: 30-344d)","Quininde, Ecuador",175cm,Ecuador,MF (WM),Right,Znicz Pruszków,2011-2012,16,Zaragoza,2011,https://www.transfermarkt.com/joel-valencia/profil/spieler/175451,joel-valencia,175451,Joel Valencia,16/11/1994,1994,Quinindé,1.64,Ecuador  Spain,Midfield - Attacking Midfield,right,Znicz Pruszkow,3/10/2025,30/06/2026,NA,28/08/2011,16,LaLiga,31/08/2019,24,Championship,16,3,307,27,2,No,NA,NA,No,NA,NA,NA,14,33,No,0,Not_national_team,Not_national_team,Not_national_team,129,6925,10
Johan Mojica,co COL,https://fbref.com/en/players/608f2092/Johan-Mojica,32,"August 21, 1992 (Age: 33-066d)","Cali, Colombia",182cm,Colombia,"DF-MF (FB-WM, left)",Left,Mallorca,2013-2014,20,Rayo Vallecano,2013,https://www.transfermarkt.com/johan-mojica/profil/spieler/262939,johan-mojica,262939,Johan Mojica,21/08/1992,1992,Santiago de Cali,1.85,Colombia  Spain,Defender - Left-Back,left,RCD Mallorca,23/07/2024,30/06/2027,Nike,30/03/2013,20,Liga Dimayor I,23/08/2014,22,Segunda División,20,8,395,69,5,No,NA,NA,No,NA,NA,NA,12,22,Yes,11,34,2799,1,335,23409,12
Jon Aurtenetxe,es ESP,https://fbref.com/en/players/74b0e3ce/Jon-Aurtenetxe,33,"January 3, 1992 (Age: 33-296d)","Amorebieta, Spain",182cm,Spain,"DF (CB-FB, left)",Left,Amorebieta,2010-2011,18,Athletic Club,2010,https://www.transfermarkt.com/jon-aurtenetxe/profil/spieler/89726,jon-aurtenetxe,89726,Jon Aurtenetxe,3/1/1992,1992,Amorebieta-Etxano,1.83,Spain,Defender - Centre-Back,left,Without Club,1/7/2025,NA,Nike,7/2/1905,18,LaLiga,7/7/1905,23,1/0/1900,18,4,175,32,4,No,NA,NA,No,NA,NA,NA,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,178,13883,4
Jon Errasti,es ESP,https://fbref.com/en/players/4243631a/Jon-Errasti,37,6/6/1988,NA,178cm,NA,MF (DM),Right,NA,2013-2014,25,Eibar,2013,https://www.transfermarkt.com/jon-errasti/profil/spieler/158849,jon-errasti,158849,Jon Errasti,6/6/1988,1988,Eibar,1.81,Spain,Midfield - Central Midfield,right,UD Logroñés,1/7/2021,NA,NA,24/08/2014,26,LaLiga,21/09/2013,25,Segunda División,25,1,11,1,1,No,NA,NA,Yes,1/7/2021,2021,8,8,NA,No,0,Not_national_team,Not_national_team,Not_national_team,152,10827,2
Jon Gaztañaga,es ESP,https://fbref.com/en/players/806872d2/Jon-Gaztanaga,34,"June 28, 1991 (Age: 34-120d)","Andoain, Spain",182cm,Spain,DF-MF (CB-DM),Right,SD Beasain,2013-2014,22,Real Sociedad,2013,https://www.transfermarkt.com/jon-gaztanaga/profil/spieler/66110,jon-gaztanaga,66110,Jon Gaztañaga,28/06/1991,1991,Andoain,1.81,Spain,Midfield - Central Midfield,right,SD Beasain,22/08/2024,30/06/2026,NA,17/08/2013,22,LaLiga,31/01/2015,23,Segunda División,22,2,61,8,2,No,NA,NA,No,NA,NA,NA,12,8,No,0,Not_national_team,Not_national_team,Not_national_team,122,8601,2
Jonás Ramalho,es ESP,https://fbref.com/en/players/be3a0121/Jonas-Ramalho,32,"June 10, 1993 (Age: 32-138d)","Barakaldo, Spain",181cm,Spain es  Other: Angola,"DF (CB, right)",Right,Olympic Charleroi,2011-2012,18,Athletic Club,2011,https://www.transfermarkt.com/jonas-ramalho/profil/spieler/69660,jonas-ramalho,69660,Jonás Ramalho,10/6/1993,1993,Barakaldo,1.86,Spain  Angola,Defender - Centre-Back,right,Olym. Charleroi,25/09/2025,30/06/2026,NA,20/11/2011,18,LaLiga,16/08/2013,20,Segunda División,18,4,318,8,4,No,NA,NA,No,NA,NA,NA,14,12,No,0,Not_national_team,Not_national_team,Not_national_team,254,20419,5
Jonas,br BRA,https://fbref.com/en/players/9bcd6455/Jonas,41,4/1/1984,NA,181cm,Brazil,FW,Right,NA,2010-2011,26,Valencia,2010,https://www.transfermarkt.com/jonas/profil/spieler/50143,jonas,50143,Jonas,01/04/1984 (41),1984,Bebedouro,1.82,Brazil  Italy,Attack - Second Striker,right,Benfica,9/7/2019,NA,NA,6/8/2006,22,Campeonato Brasileiro Série A,No second tier career,NA,No second tier career,22,10,267,48,3,No,NA,NA,Yes,9/7/2019,2019,9,9,NA,Yes,2,2,74,1,296,20148,160
Jonathan de Guzmán,nl NED,https://fbref.com/en/players/1bcca8b8/Jonathan-de-Guzman,37,"September 13, 1987 (Age: 38-043d)","Toronto, Ontario, Canada",173cm,Netherlands nl  Other: Canada,MF (AM-CM-DM),Right,Sparta Rotterdam,2005-2006,17,Feyenoord,2005,https://www.transfermarkt.com/jonathan-de-guzman/profil/spieler/31067,jonathan-de-guzman,31067,Jonathan de Guzmán,13/09/1987,1987,"Toronto, Ontario",1.73,Netherlands  Canada,Midfield - Central Midfield,right,Sparta R.,22/07/2022,30/06/2026,NA,18/09/2005,18,VriendenLoterij Eredivisie,No second tier career,NA,No second tier career,18,29,899,138,12,No,NA,NA,No,NA,NA,NA,20,NA,Yes,4,8,464,0,485,32714,62
Jonathan dos Santos,mx MEX,https://fbref.com/en/players/91872dec/Jonathan-dos-Santos,35,"April 26, 1990 (Age: 35-183d)","Monterrey, Estado de Nuevo León, Mexico",172cm,Mexico,MF (CM-DM),Right,América,2009-2010,19,Barcelona,2009,https://www.transfermarkt.com/jonathan-dos-santos/profil/spieler/60445,jonathan-dos-santos,60445,Jonathan dos Santos,26/04/1990,1990,Monterrey,1.72,Mexico  Spain,Midfield - Defensive Midfield,right,América,1/1/2022,NA,NA,2/1/2010,19,LaLiga,28/08/2010,20,Segunda División,19,12,443,85,8,No,NA,NA,No,NA,NA,NA,16,6,Yes,14,52,3111,5,415,27058,19
Jonathan López,es ESP,https://fbref.com/en/players/5f872f11/Jonathan-Lopez,44,4/16/1981,NA,182cm,Spain,GK,Right,NA,2001-2002,20,Numancia,2001,https://www.transfermarkt.com/jonathan-lopez/profil/spieler/58064,jonathan-lopez,58064,Jonathan López,16/04/1981,1981,Riaño,1.82,Spain,Goalkeeper,right,Apollon Pontou,1/7/2018,NA,NA,8/2/2015,33,LaLiga,9/9/2001,20,Segunda División,20,2,39,6,2,No,NA,NA,Yes,1/7/2018,2018,17,17,NA,No,0,Not_national_team,Not_national_team,Not_national_team,183,16036,0
Jonathan Pereira,es ESP,https://fbref.com/en/players/806ab4b6/Jonathan-Pereira,38,5/12/1987,NA,167cm,Spain,FW,NA,NA,2006-2007,19,Villarreal,2006,https://www.transfermarkt.com/jonathan-pereira/profil/spieler/53239,jonathan-pereira,53239,Jonathan Pereira,12/5/1987,1987,Vigo,1.67,Spain,Attack - Centre-Forward,right,Gimnàstic,24/07/2021,NA,NA,21/10/2006,19,LaLiga,25/08/2007,20,Segunda División,19,1,171,26,1,No,NA,NA,Yes,24/07/2021,2021,15,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,356,20798,72
Jonathan Urretaviscaya,uy URU,https://fbref.com/en/players/6465d159/Jonathan-Urretaviscaya,35,"March 19, 1990 (Age: 35-221d)","Montevideo, Uruguay",194cm,Uruguay,"FW-MF (AM-WM, right)",Right,Juventud (Uru),2008-2009,18,Benfica,2008,https://www.transfermarkt.com/jonathan-urretaviscaya/profil/spieler/74621,jonathan-urretaviscaya,74621,Jonathan Urretaviscaya,19/03/1990,1990,Montevideo,1.72,Uruguay  Spain,Attack - Right Winger,right,Juventud,24/01/2025,31/12/2025,Nike,2/7/2008,18,Liguilla Pre-Libertadores,13/01/2013,22,Ledman Liga Pro,18,9,700,93,8,No,NA,NA,No,NA,NA,NA,17,80,Yes,4,6,360,0,344,21482,38
Jonathan Viera,es ESP,https://fbref.com/en/players/efa708aa/Jonathan-Viera,35,"October 21, 1989 (Age: 36-005d)","Las Palmas de Gran Canaria, Spain",170cm,Spain,FW-MF (AM-WM),Right,Las Palmas,2010-2011,20,Las Palmas,2010,https://www.transfermarkt.com/jonathan-viera/profil/spieler/153238,jonathan-viera,153238,Jonathan Viera,21/10/1989,1989,Las Palmas de Gran Canaria,1.71,Spain,Midfield - Attacking Midfield,right,UD Las Palmas,12/7/2025,30/06/2026,NA,2/9/2012,22,LaLiga,28/08/2010,20,Segunda División,20,10,333,50,6,No,NA,NA,No,NA,NA,NA,15,21,Yes,1,1,90,0,388,29752,107
Jonathan Vila,es ESP,https://fbref.com/en/players/7c3a3425/Jonathan-Vila,39,3/6/1986,NA,186cm,NA,DF-MF (CB-DM),NA,NA,2006-2007,20,Celta Vigo,2006,https://www.transfermarkt.com/jonathan-vila/profil/spieler/44859,jonathan-vila,44859,Jonathan Vila,6/3/1986,1986,Porriño,1.86,Spain,Midfield - Central Midfield,right,Coruxo FC,1/7/2021,NA,NA,20/12/2006,20,LaLiga,16/09/2007,21,Segunda División,20,2,56,9,2,No,NA,NA,Yes,1/7/2021,2021,15,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,182,12144,2
Jonathan Zongo,bf BFA,https://fbref.com/en/players/a5dbef51/Jonathan-Zongo,36,4/16/1989,NA,183cm,Burkina Faso,FW-MF (AM-WM),Right,NA,2011-2012,22,Almería,2011,https://www.transfermarkt.com/jonathan-zongo/profil/spieler/174706,jonathan-zongo,174706,Jonathan Zongo,16/04/1989,1989,Ouagadougou,1.83,Burkina Faso,Attack - Right Winger,right,Badalona,23/12/2020,NA,NA,7/6/1905,24,LaLiga,7/4/1905,22,1/0/1900,22,2,29,5,2,No,NA,NA,Yes,23/12/2020,2020,9,9,NA,Yes,8,21,1392,3,101,5058,7
Jonathas,br BRA,https://fbref.com/en/players/531807b3/Jonathas,36,3/6/1989,NA,190cm,NA,FW,Right,NA,2009-2010,20,AZ Alkmaar,2009,https://www.transfermarkt.com/jonathas/profil/spieler/58345,jonathas,58345,Jonathas,6/3/1989,1989,Belo Horizonte,1.92,Brazil,Attack - Centre-Forward,right,América-MG,31/03/2025,NA,NA,23/08/2006,17,Campeonato Brasileiro Série A,27/08/2011,22,Serie B,17,17,391,44,8,No,NA,NA,Yes,31/03/2025,2025,16,16,NA,No,0,Not_national_team,Not_national_team,Not_national_team,284,18535,94
Jonny Castro,es ESP,https://fbref.com/en/players/e28868f3/Jonny-Castro,31,"March 3, 1994 (Age: 31-237d)","Vigo, Spain",175cm,Spain,DF-MF (FB-WM),Right,Alavés,2012-2013,18,Celta Vigo,2012,https://www.transfermarkt.com/jonny-otto/profil/spieler/175446,jonny-otto,175446,Jonny Otto,3/3/1994,1994,Vigo,1.75,Spain,Defender - Right-Back,both,Alavés,2/7/2025,30/06/2027,NA,1/9/2012,18,LaLiga,No second tier career,NA,No second tier career,18,8,695,79,4,No,NA,NA,No,NA,NA,NA,13,17,Yes,2,3,168,0,404,32185,11
Jordan Lotiès,fr FRA,https://fbref.com/en/players/64864d05/Jordan-Loties,40,8/5/1984,NA,190cm,NA,DF (CB),Right,NA,2009-2010,24,Nancy,2009,https://www.transfermarkt.com/jordan-loties/profil/spieler/49804,jordan-loties,49804,Jordan Lotiès,5/8/1984,1984,Clermont-Ferrand,1.9,France  Martinique,Defender - Centre-Back,right,FC Chamalières,1/7/2023,NA,NA,8/8/2009,25,Ligue 1,5/9/2003,19,Ligue 2,19,2,328,38,1,No,NA,NA,Yes,1/7/2023,2023,14,14,NA,No,0,Not_national_team,Not_national_team,Not_national_team,222,17487,6
Jordi,es ESP,https://fbref.com/en/players/744a8a7c/Jordi,38,5/16/1987,NA,185cm,NA,DF (CB-FB),Left,NA,2008-2009,21,Celta Vigo,2008,https://www.transfermarkt.com/jordi-figueras/profil/spieler/62941,jordi-figueras,62941,Jordi Figueras,16/05/1987 (38),1987,Lleida,1.85,Spain,Defender - Centre-Back,left,Algeciras CF,1/7/2023,NA,NA,14/03/2010,22,Premier Liga,1/3/2009,21,Segunda División,21,7,168,22,3,No,NA,NA,Yes,1/7/2023,2023,15,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,304,26300,9
Jordi Alba,es ESP,https://fbref.com/en/players/4601e194/Jordi-Alba,36,3/21/1989,"Marmolejo, Spain",170cm,Spain,"DF-MF (FB, left)",Left,Inter Miami,2008-2009,19,Gimnàstic,2008,https://www.transfermarkt.com/jordi-alba/profil/spieler/69751,jordi-alba,69751,Jordi Alba,21/03/1989,1989,L'Hospitalet de Llobregat,1.7,Spain,Defender - Left-Back,left,Miami,20/07/2023,31/12/2027,adidas,13/09/2009,20,LaLiga,30/08/2008,19,Segunda División,19,24,440,95,11,No,NA,NA,No,NA,NA,NA,17,18,Yes,22,84,6970,9,669,52819,50
Jordi Amat,id IDN,https://fbref.com/en/players/d70a2141/Jordi-Amat,33,"March 21, 1992 (Age: 33-219d)","Canet de Mar, Spain",184cm,Indonesia id  Other: Spain,DF (CB),Right,Persija Jakarta,2009-2010,17,Espanyol,2009,https://www.transfermarkt.com/jordi-amat/profil/spieler/85289,jordi-amat,85289,Jordi Amat,21/03/1992,1992,Barcelona,1.85,Indonesia  Spain,Defender - Centre-Back,right,Persija,5/7/2025,31/05/2027,NA,24/01/2010,17,LaLiga,No second tier career,NA,No second tier career,17,8,299,35,4,No,NA,NA,No,NA,NA,NA,16,21,Yes,4,13,996,2,270,21708,3
Jordi Codina,es ESP,https://fbref.com/en/players/812088cd/Jordi-Codina,43,4/27/1982,NA,184cm,NA,GK,Right,NA,2005-2006,23,Real Madrid B,2005,https://www.transfermarkt.com/jordi-codina/profil/spieler/35462,jordi-codina,35462,Jordi Codina,27/04/1982,1982,Barcelona,1.89,Spain,Goalkeeper,right,CD Móstoles,31/01/2019,NA,NA,18/05/2008,26,LaLiga,25/09/2005,23,Segunda División,23,NA,NA,NA,1/0/1900,No,NA,NA,Yes,31/01/2019,2019,14,14,NA,No,0,Not_national_team,Not_national_team,Not_national_team,120,10660,0
Jordi Masip,es ESP,https://fbref.com/en/players/8fae77ea/Jordi-Masip,36,1/3/1989,NA,179cm,Spain,GK,Right,NA,2010-2011,21,Barcelona B,2010,https://www.transfermarkt.com/jordi-masip/profil/spieler/65263,jordi-masip,65263,Jordi Masip,3/1/1989,1989,Sabadell,1.8,Spain,Goalkeeper,right,Real Valladolid,1/7/2024,NA,NA,"23/05/2015	",26,LaLiga,"31/10/2010	",21,Segunda División,21,5,583,22,5,No,NA,NA,Yes,1/7/2024,2024,14,14,NA,No,0,Not_national_team,Not_national_team,Not_national_team,303,27205,0
Jordi Xumetra,es ESP,https://fbref.com/en/players/3b79dbdb/Jordi-Xumetra,39,10/24/1985,NA,172cm,NA,"FW-MF (WM, right)",Right,NA,2008-2009,22,Girona,2008,https://www.transfermarkt.com/jordi-xumetra/profil/spieler/73314,jordi-xumetra,73314,Jordi Xumetra,24/10/1985,1985,L'Estartit,1.77,Spain,Attack - Right Winger,right,L'Escala,1/7/2024,NA,NA,18/08/2013,27,LaLiga,30/08/2008,22,Segunda División,22,5,192,25,2,No,NA,NA,Yes,1/7/2024,2024,16,16,NA,No,0,Not_national_team,Not_national_team,Not_national_team,277,17220,21
