player_name,fbref_url,transfer_url,nationality,career_length,retired,retirement_age,age_current,debut_age,debut_year,injury_count_total,days_missed_total,games_missed_total,total_matches_club,total_matches_total,seasons_club,foot,position_simple,height,debut_age_num,height_clean,debut_year_num,injuries_per_season,foot_clean,event,debut_band,height_group,inj_band,debut_decade,nationality_clean,region
Franco Zuculini,https://fbref.com/en/players/9c31bb89/Franco-Zuculini,https://www.transfermarkt.com/franco-zuculini/profil/spieler/73083,Argentina  Italy,17,Yes,34,34,17,2009,5,1031,115,167,167,0,right,Midfield,1.76,17,1.76,2009,0,right,1,"[15,18)","[1.6,1.78]","(3,8]",2000s,Argentina Italy,EU_Major
Fredy Hinestroza,https://fbref.com/en/players/ac330d8c/Fredy-Hinestroza,https://www.transfermarkt.com/fredy-hinestroza/profil/spieler/208715,Colombia,15,No,NA,35,21,2014,1,9,2,366,368,2,left,Attack,1.78,21,1.78,2014,0.5,left,0,"[21,24)","[1.6,1.78]","[1,3]",2010s,Colombia,Rest_of_World
Gaël Kakuta,https://fbref.com/en/players/5b1bf5e3/Gael-Kakuta,https://www.transfermarkt.com/gael-kakuta/profil/spieler/74297,DR Congo  France,16,No,NA,34,18,2009,25,603,115,347,372,11,left,Attack,1.73,18,1.73,2009,2.272727273,left,0,"[18,21)","[1.6,1.78]","(8,56]",2000s,DR Congo France,EU_Major
Gabi,https://fbref.com/en/players/65d750b5/Gabi,https://www.transfermarkt.com/gabi/profil/spieler/22969,Spain,17,Yes,37,42,20,2003,1,9,1,552,552,0,right,Midfield,1.81,20,1.81,2003,0,right,1,"[18,21)","(1.78,1.83]","[1,3]",2000s,Spain,EU_Major
Gabriel Milito,https://fbref.com/en/players/095009cc/Gabriel-Milito,https://www.transfermarkt.com/gabriel-milito/profil/spieler/7968,Argentina  Italy,14,Yes,32,44,18,2003,6,1025,196,213,215,2,left,Defender,1.79,18,1.79,2003,3,left,1,"[18,21)","(1.78,1.83]","(3,8]",2000s,Argentina Italy,EU_Major
Gabriel Paulista,https://fbref.com/en/players/b7ca5c51/Gabriel-Paulista,https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498,Brazil  Spain,16,No,NA,34,19,2013,15,518,76,361,361,0,right,Defender,1.85,19,1.85,2013,0,right,0,"[18,21)","(1.83,2]","(8,56]",2010s,Brazil Spain,EU_Major
Gabriel Torje,https://fbref.com/en/players/9ef94c26/Gabriel-Torje,https://www.transfermarkt.com/gabriel-torje/profil/spieler/47184,Romania,20,No,NA,35,16,2006,7,135,17,376,418,9,both,Attack,1.67,16,1.67,2006,0.777777778,both,0,"[15,18)","[1.6,1.78]","(3,8]",2000s,Romania,Rest_of_World
Gaizka Toquero,https://fbref.com/en/players/b78144a6/Gaizka-Toquero,https://www.transfermarkt.com/gaizka-toquero/profil/spieler/71840,Spain,11,Yes,35,40,24,2008,7,178,31,289,289,0,right,Attack,1.82,24,1.82,2008,0,right,1,"[24,30]","(1.78,1.83]","(3,8]",2000s,Spain,EU_Major
Gareth Bale,https://fbref.com/en/players/a58bb1e1/Gareth-Bale,https://www.transfermarkt.com/gareth-bale/profil/spieler/39381,Wales,18,Yes,34,36,16,2005,43,1122,256,505,601,20,left,Attack,1.86,16,1.86,2005,2.15,left,1,"[15,18)","(1.83,2]","(8,56]",2000s,Wales,UK_Ireland
Garry Rodrigues,https://fbref.com/en/players/149895bf/Garry-Rodrigues,https://www.transfermarkt.com/garry-rodrigues/profil/spieler/170895,Cape Verde  Netherlands,14,No,NA,34,21,2012,26,450,78,350,397,17,right,Attack,1.73,21,1.73,2012,1.529411765,right,0,"[21,24)","[1.6,1.78]","(8,56]",2010s,Cape Verde Netherlands,EU_Major
Gary Medel,https://fbref.com/en/players/563a68ad/Gary-Medel,https://www.transfermarkt.com/gary-medel/profil/spieler/60889,Chile  Spain,20,No,NA,37,19,2010,20,620,96,440,523,16,right,Defender,1.71,19,1.71,2010,1.25,right,0,"[18,21)","[1.6,1.78]","(8,56]",2010s,Chile Spain,EU_Major
Gaspar Panadero,https://fbref.com/en/players/39b011f1/Gaspar-Panadero,https://www.transfermarkt.com/gaspar-panadero/profil/spieler/251883,Spain,13,No,NA,27,16,2014,3,216,23,70,70,0,left,Attack,1.65,16,1.65,2014,0,left,0,"[15,18)","[1.6,1.78]","[1,3]",2010s,Spain,EU_Major
Gastón Sangoy,https://fbref.com/en/players/e1f3d532/Gaston-Sangoy,https://www.transfermarkt.com/gaston-sangoy/profil/spieler/19999,Argentina,14,Yes,35,40,21,2010,2,69,5,81,81,0,right,Attack,1.78,21,1.78,2010,0,right,1,"[21,24)","[1.6,1.78]","[1,3]",2010s,Argentina,South_America
Geoffrey Kondogbia,https://fbref.com/en/players/cce181df/Geoffrey-Kondogbia,https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189,Central African Republic  France,16,No,NA,32,17,2010,30,628,109,449,473,10,left,Midfield,1.88,17,1.88,2010,3,left,0,"[15,18)","(1.83,2]","(8,56]",2010s,Central African Republic France,EU_Major
Gerónimo Rulli,https://fbref.com/en/players/625c144a/Geronimo-Rulli,https://www.transfermarkt.com/geronimo-rulli/profil/spieler/229604,Argentina  Italy,12,No,NA,33,21,2014,3,231,46,350,356,11,right,Goalkeeper,1.89,21,1.89,2014,0.272727273,right,0,"[21,24)","(1.83,2]","[1,3]",2010s,Argentina Italy,EU_Major
Gerard Bordas,https://fbref.com/en/players/56ef2fd7/Gerard-Bordas,https://www.transfermarkt.com/gerard-bordas/profil/spieler/73204,Spain,15,Yes,36,43,21,2002,1,63,4,145,145,0,right,Attack,1.77,21,1.77,2002,0,right,1,"[21,24)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Gerard Deulofeu,https://fbref.com/en/players/39583cfd/Gerard-Deulofeu,https://www.transfermarkt.com/gerard-deulofeu/profil/spieler/129476,Spain,15,No,NA,31,16,2010,15,1653,162,345,349,3,right,Attack,1.77,16,1.77,2010,5,right,0,"[15,18)","[1.6,1.78]","(8,56]",2010s,Spain,EU_Major
Gerard Moreno,https://fbref.com/en/players/81f0781e/Gerard-Moreno,https://www.transfermarkt.com/gerard-moreno/profil/spieler/177467,Spain,16,No,NA,33,18,2010,12,438,82,450,468,7,left,Attack,1.8,18,1.8,2010,1.714285714,left,0,"[18,21)","(1.78,1.83]","(8,56]",2010s,Spain,EU_Major
Gerard Piqué,https://fbref.com/en/players/adfc9123/Gerard-Pique,https://www.transfermarkt.com/gerard-pique/profil/spieler/18944,Spain,18,Yes,36,38,18,2005,21,476,99,609,691,17,right,Defender,1.94,18,1.94,2005,1.235294118,right,1,"[18,21)","(1.83,2]","(8,56]",2000s,Spain,EU_Major
Germán Lux,https://fbref.com/en/players/14ed837f/German-Lux,https://www.transfermarkt.com/german-lux/profil/spieler/19979,Argentina  Italy,19,Yes,40,43,21,2007,5,228,29,157,162,1,right,Goalkeeper,1.85,21,1.85,2007,5,right,1,"[21,24)","(1.83,2]","(3,8]",2000s,Argentina Italy,EU_Major
Germán Parreño,https://fbref.com/en/players/1561cd53/German-Parreno,https://www.transfermarkt.com/german-parreno/profil/spieler/126746,Spain,12,No,NA,32,21,2013,1,183,22,76,76,0,right,Goalkeeper,1.91,21,1.91,2013,0,right,0,"[21,24)","(1.83,2]","[1,3]",2010s,Spain,EU_Major
Gianni Zuiverloon,https://fbref.com/en/players/22d7fe43/Gianni-Zuiverloon,https://www.transfermarkt.com/gianni-zuiverloon/profil/spieler/27304,Netherlands  Suriname,18,Yes,35,38,17,2004,12,398,53,339,339,0,right,Defender,1.78,17,1.78,2004,0,right,1,"[15,18)","[1.6,1.78]","(8,56]",2000s,Netherlands Suriname,EU_Major
Gilberto García,https://fbref.com/en/players/d283458e/Gilberto-Garcia,https://www.transfermarkt.com/gilberto-garcia/profil/spieler/77207,Colombia,14,Yes,36,38,22,2013,1,63,0,224,224,0,right,Defender,1.8,22,1.8,2013,0,right,1,"[21,24)","(1.78,1.83]","[1,3]",2010s,Colombia,Rest_of_World
Giovani dos Santos,https://fbref.com/en/players/7dba6233/Giovani-dos-Santos,https://www.transfermarkt.com/giovani-dos-santos/profil/spieler/44674,Mexico  Spain,16,Yes,34,36,18,2007,13,378,73,309,369,14,left,Attack,1.75,18,1.75,2007,0.928571429,left,1,"[18,21)","[1.6,1.78]","(8,56]",2000s,Mexico Spain,EU_Major
Giuseppe Rossi,https://fbref.com/en/players/fe48a073/Giuseppe-Rossi,https://www.transfermarkt.com/giuseppe-rossi/profil/spieler/19104,Italy  United States,18,Yes,36,38,18,2005,11,1263,226,329,345,5,left,Attack,1.73,18,1.73,2005,2.2,left,1,"[18,21)","[1.6,1.78]","(8,56]",2000s,Italy United States,EU_Major
Glenn Loovens,https://fbref.com/en/players/3245e023/Glenn-Loovens,https://www.transfermarkt.com/glenn-loovens/profil/spieler/4371,Netherlands,18,Yes,36,41,18,2001,2,98,19,388,388,0,right,Defender,1.88,18,1.88,2001,0,right,1,"[18,21)","(1.83,2]","[1,3]",2000s,Netherlands,EU_Major
Gonzalo Castellani,https://fbref.com/en/players/a089163c/Gonzalo-Castellani,https://www.transfermarkt.com/gonzalo-castellani/profil/spieler/87840,Argentina,19,No,NA,37,20,2010,NA,NA,NA,329,329,0,right,Midfield,1.85,20,1.85,2010,0,right,0,"[18,21)","(1.83,2]",NA,2010s,Argentina,South_America
Gonzalo Colsa,https://fbref.com/en/players/6fa12b44/Gonzalo-Colsa,https://www.transfermarkt.com/gonzalo-colsa/profil/spieler/7813,Spain,16,Yes,34,46,18,1997,2,78,5,371,371,0,right,Midfield,1.85,18,1.85,1997,0,right,1,"[18,21)","(1.83,2]","[1,3]",1990s,Spain,EU_Major
Gonzalo Higuaín,https://fbref.com/en/players/8a08491a/Gonzalo-Higuain,https://www.transfermarkt.com/gonzalo-higuain/profil/spieler/39153,Argentina  France,19,Yes,36,37,17,2006,18,374,74,634,677,9,right,Attack,1.84,17,1.84,2006,2,right,1,"[15,18)","(1.83,2]","(8,56]",2000s,Argentina France,EU_Major
Gonzalo Rodríguez,https://fbref.com/en/players/46e6fea3/Gonzalo-Rodriguez,https://www.transfermarkt.com/gonzalo-rodriguez/profil/spieler/19998,Argentina  Spain,18,Yes,36,41,18,2004,11,586,116,466,469,2,right,Defender,1.82,18,1.82,2004,5.5,right,1,"[18,21)","(1.78,1.83]","(8,56]",2000s,Argentina Spain,EU_Major
Gorka Elustondo,https://fbref.com/en/players/7b309e55/Gorka-Elustondo,https://www.transfermarkt.com/gorka-elustondo/profil/spieler/47647,Spain,13,Yes,32,38,19,2006,8,407,62,203,203,0,right,Midfield,1.84,19,1.84,2006,0,right,1,"[18,21)","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Gorka Iraizoz,https://fbref.com/en/players/26f2473f/Gorka-Iraizoz,https://www.transfermarkt.com/gorka-iraizoz/profil/spieler/7874,Spain,15,Yes,38,44,23,2004,5,201,29,465,465,0,right,Goalkeeper,1.91,23,1.91,2004,0,right,1,"[21,24)","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Gorka Larrea,https://fbref.com/en/players/242e09b6/Gorka-Larrea,https://www.transfermarkt.com/gorka-larrea/profil/spieler/35563,Spain,13,Yes,33,41,20,2003,1,32,4,150,150,0,right,Midfield,1.84,20,1.84,2003,0,right,1,"[18,21)","(1.83,2]","[1,3]",2000s,Spain,EU_Major
Grégory Arnolin,https://fbref.com/en/players/e35dba25/Gregory-Arnolin,https://www.transfermarkt.com/gregory-arnolin/profil/spieler/25825,Martinique  France,14,Yes,37,44,23,2004,1,46,11,246,246,0,right,Defender,1.87,23,1.87,2004,0,right,1,"[21,24)","(1.83,2]","[1,3]",2000s,Martinique France,EU_Major
Grzegorz Krychowiak,https://fbref.com/en/players/580d52dd/Grzegorz-Krychowiak,https://www.transfermarkt.com/grzegorz-krychowiak/profil/spieler/45184,Poland,15,Yes,35,35,20,2010,9,149,34,450,542,21,right,Midfield,1.87,20,1.87,2010,0.428571429,right,1,"[18,21)","(1.83,2]","(8,56]",2010s,Poland,Rest_of_World
Guilherme Siqueira,https://fbref.com/en/players/3770a135/Guilherme-Siqueira,https://www.transfermarkt.com/guilherme-siqueira/profil/spieler/44373,Brazil  Italy,12,Yes,32,39,20,2006,5,129,15,243,243,0,left,Defender,1.82,20,1.82,2006,0,left,1,"[18,21)","(1.78,1.83]","(3,8]",2000s,Brazil Italy,EU_Major
Guillermo,https://fbref.com/en/players/15107141/Guillermo,https://www.transfermarkt.com/guillermo-fernandez/profil/spieler/142023,Spain,13,No,NA,32,20,2013,4,110,23,257,257,0,right,Attack,1.81,20,1.81,2013,0,right,0,"[18,21)","(1.78,1.83]","(3,8]",2010s,Spain,EU_Major
Guillermo Méndez,https://fbref.com/en/players/c8e7f6f2/Guillermo-Mendez,https://www.transfermarkt.com/guillermo-mendez/profil/spieler/92952,Spain,16,No,NA,33,18,2010,NA,NA,NA,2,2,0,right,Attack,1.78,18,1.78,2010,0,right,0,"[18,21)","[1.6,1.78]",NA,2010s,Spain,EU_Major
Guillermo Molins,https://fbref.com/en/players/cda49f68/Guillermo-Molins,https://www.transfermarkt.com/guillermo-molins/profil/spieler/51457,Sweden  Uruguay,17,Yes,35,36,18,2006,3,582,94,262,264,1,right,Attack,1.86,18,1.86,2006,3,right,1,"[18,21)","(1.83,2]","[1,3]",2000s,Sweden Uruguay,South_America
Guillermo Sara,https://fbref.com/en/players/efd66e36/Guillermo-Sara,https://www.transfermarkt.com/guillermo-sara/profil/spieler/87409,Argentina  Italy,14,Yes,35,37,21,2013,2,188,17,53,53,0,right,Goalkeeper,1.84,21,1.84,2013,0,right,1,"[21,24)","(1.83,2]","[1,3]",2010s,Argentina Italy,EU_Major
Gustavo Cabral,https://fbref.com/en/players/92b4a127/Gustavo-Cabral,https://www.transfermarkt.com/gustavo-cabral/profil/spieler/30677,Argentina  Spain,22,No,NA,39,18,2010,3,55,11,441,441,0,right,Defender,1.84,18,1.84,2010,0,right,0,"[18,21)","(1.83,2]","[1,3]",2010s,Argentina Spain,EU_Major
Gustavo Munúa,https://fbref.com/en/players/7e384992/Gustavo-Munua,https://www.transfermarkt.com/gustavo-munua/profil/spieler/9091,Uruguay  Spain,11,Yes,37,47,26,2003,1,26,3,181,181,0,right,Goalkeeper,1.88,26,1.88,2003,0,right,1,"[24,30]","(1.83,2]","[1,3]",2000s,Uruguay Spain,EU_Major
Héctor,https://fbref.com/en/players/6294bc9d/Hector,https://www.transfermarkt.com/hector-hernandez/profil/spieler/273738,Spain,13,No,NA,29,18,2014,5,230,33,155,155,0,right,Attack,1.8,18,1.8,2014,0,right,0,"[18,21)","(1.78,1.83]","(3,8]",2010s,Spain,EU_Major
Héctor Hernández,https://fbref.com/en/players/76ee80ee/Hector-Hernandez,https://www.transfermarkt.com/hector-hernandez/profil/spieler/221986,Spain,14,No,NA,34,21,2012,3,316,47,86,86,0,left,Defender,1.71,21,1.71,2012,0,left,0,"[21,24)","[1.6,1.78]","[1,3]",2010s,Spain,EU_Major
Héctor Moreno,https://fbref.com/en/players/5d311e8d/Hector-Moreno,https://www.transfermarkt.com/hector-moreno/profil/spieler/51046,Mexico  Spain,20,No,NA,37,18,2005,10,336,49,490,577,21,left,Defender,1.86,18,1.86,2005,0.476190476,left,0,"[18,21)","(1.83,2]","(8,56]",2000s,Mexico Spain,EU_Major
Héctor Rodas,https://fbref.com/en/players/dcdd3a95/Hector-Rodas,https://www.transfermarkt.com/hector-rodas/profil/spieler/72286,Spain,14,Yes,35,37,21,2008,5,225,21,195,195,0,right,Defender,1.91,21,1.91,2008,0,right,1,"[21,24)","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Héctor Yuste,https://fbref.com/en/players/f50a668a/Hector-Yuste,https://www.transfermarkt.com/hector-yuste/profil/spieler/94414,Spain,17,No,NA,37,21,2009,2,58,11,287,287,0,right,Defender,1.91,21,1.91,2009,0,right,0,"[21,24)","(1.83,2]","[1,3]",2000s,Spain,EU_Major
Hélder Barbosa,https://fbref.com/en/players/e0fd942a/Helder-Barbosa,https://www.transfermarkt.com/helder-barbosa/profil/spieler/39784,Portugal,19,Yes,37,38,18,2005,3,49,9,312,312,0,left,Attack,1.72,18,1.72,2005,0,left,1,"[18,21)","[1.6,1.78]","[1,3]",2000s,Portugal,EU_Major
Hélder Costa,https://fbref.com/en/players/f13d02a6/Helder-Costa,https://www.transfermarkt.com/helder-costa/profil/spieler/173900,Angola  Portugal,14,No,NA,31,18,2014,4,301,58,274,283,4,left,Attack,1.79,18,1.79,2014,1,left,0,"[18,21)","(1.78,1.83]","(3,8]",2010s,Angola Portugal,EU_Major
Hélder Postiga,https://fbref.com/en/players/c8504093/Helder-Postiga,https://www.transfermarkt.com/helder-postiga/profil/spieler/5169,Portugal,16,Yes,35,42,19,2000,9,257,45,419,460,11,right,Attack,1.82,19,1.82,2000,0.818181818,right,1,"[18,21)","(1.78,1.83]","(8,56]",2000s,Portugal,EU_Major
Hélder Rosário,https://fbref.com/en/players/f0d5e080/Helder-Rosario,https://www.transfermarkt.com/helder-rosario/profil/spieler/14196,Portugal  Cape Verde,11,Yes,33,45,22,2000,5,193,22,151,151,0,right,Defender,1.8,22,1.8,2000,0,right,1,"[21,24)","(1.78,1.83]","(3,8]",2000s,Portugal Cape Verde,EU_Major
Héldon Ramos,https://fbref.com/en/players/64ded08c/Heldon-Ramos,https://www.transfermarkt.com/heldon/profil/spieler/90660,Cape Verde  South Africa,17,No,NA,36,20,2010,1,20,4,251,281,11,right,Attack,1.74,20,1.74,2010,0.090909091,right,0,"[18,21)","[1.6,1.78]","[1,3]",2010s,Cape Verde South Africa,Rest_of_World
Hans Martínez,https://fbref.com/en/players/75128a26/Hans-Martinez,https://www.transfermarkt.com/hans-martinez/profil/spieler/72883,Chile,14,Yes,34,38,20,2013,2,91,13,61,61,0,right,Defender,1.78,20,1.78,2013,0,right,1,"[18,21)","[1.6,1.78]","[1,3]",2010s,Chile,Rest_of_World
Haris Seferović,https://fbref.com/en/players/a45eac1f/Haris-Seferovic,https://www.transfermarkt.com/haris-seferovic/profil/spieler/109256,Switzerland  Bosnia-Herzegovina,16,No,NA,33,17,2008,14,307,61,348,437,22,left,Attack,1.89,17,1.89,2008,0.636363636,left,0,"[15,18)","(1.83,2]","(8,56]",2000s,Switzerland Bosnia-Herzegovina,Rest_of_World
Hassan Yebda,https://fbref.com/en/players/4907d688/Hassan-Yebda,https://www.transfermarkt.com/hassan-yebda/profil/spieler/12351,Algeria  France,13,Yes,34,41,21,2006,9,417,105,188,202,5,right,Midfield,1.87,21,1.87,2006,1.8,right,1,"[21,24)","(1.83,2]","(8,56]",2000s,Algeria France,EU_Major
Hedwiges Maduro,https://fbref.com/en/players/5918cc84/Hedwiges-Maduro,https://www.transfermarkt.com/hedwiges-maduro/profil/spieler/19057,Netherlands  Aruba,13,Yes,33,40,20,2004,6,279,56,268,278,4,right,Midfield,1.88,20,1.88,2004,1.5,right,1,"[18,21)","(1.83,2]","(3,8]",2000s,Netherlands Aruba,EU_Major
Henok Goitom,https://fbref.com/en/players/c3680236/Henok-Goitom,https://www.transfermarkt.com/henok-goitom/profil/spieler/6838,Eritrea  Sweden,18,Yes,38,40,20,2004,3,118,14,461,465,2,right,Attack,1.89,20,1.89,2004,1.5,right,1,"[18,21)","(1.83,2]","[1,3]",2000s,Eritrea Sweden,Rest_of_World
Henri Bienvenu,https://fbref.com/en/players/df6b9707/Henri-Bienvenu,https://www.transfermarkt.com/henri-bienvenu/profil/spieler/65921,Cameroon,16,Yes,34,37,18,2009,5,107,17,166,166,0,right,Attack,1.8,18,1.8,2009,0,right,1,"[18,21)","(1.78,1.83]","(3,8]",2000s,Cameroon,Rest_of_World
Henrique,https://fbref.com/en/players/429163de/Henrique,https://www.transfermarkt.com/henrique/profil/spieler/52513,Brazil,17,Yes,38,38,21,2008,3,85,13,342,344,2,right,Defender,1.85,21,1.85,2008,1.5,right,1,"[21,24)","(1.83,2]","[1,3]",2000s,Brazil,South_America
Henrique Almeida,https://fbref.com/en/players/8aa2f2e3/Henrique-Almeida,https://www.transfermarkt.com/henrique-almeida/profil/spieler/103743,Brazil,17,No,NA,34,18,2011,6,425,58,252,252,0,right,Attack,1.77,18,1.77,2011,0,right,0,"[18,21)","[1.6,1.78]","(3,8]",2010s,Brazil,South_America
Hernán Bernardello,https://fbref.com/en/players/dec04537/Hernan-Bernardello,https://www.transfermarkt.com/hernan-bernardello/profil/spieler/55860,Argentina  Italy,17,Yes,37,38,20,2009,NA,NA,NA,223,223,0,right,Midfield,1.74,20,1.74,2009,0,right,1,"[18,21)","[1.6,1.78]",NA,2000s,Argentina Italy,EU_Major
Hernán Pérez,https://fbref.com/en/players/e1cea3f7/Hernan-Perez,https://www.transfermarkt.com/hernan-perez/profil/spieler/73636,Paraguay  Spain,17,No,NA,36,20,2009,8,336,39,343,365,7,right,Attack,1.74,20,1.74,2009,1.142857143,right,0,"[18,21)","[1.6,1.78]","(3,8]",2000s,Paraguay Spain,EU_Major
Hernán Pellerano,https://fbref.com/en/players/027f513e/Hernan-Pellerano,https://www.transfermarkt.com/hernan-pellerano/profil/spieler/26801,Argentina  Italy,21,Yes,40,41,19,2008,7,640,77,247,247,0,right,Defender,1.83,19,1.83,2008,0,right,1,"[18,21)","(1.78,1.83]","(3,8]",2000s,Argentina Italy,EU_Major
Hicham Khaloua,https://fbref.com/en/players/f383d568/Hicham-Khaloua,https://www.transfermarkt.com/hicham-khaloua/profil/spieler/186796,Morocco  Spain,12,No,NA,30,18,2013,4,94,12,28,28,0,right,Attack,1.74,18,1.74,2013,0,right,0,"[18,21)","[1.6,1.78]","(3,8]",2010s,Morocco Spain,EU_Major
Hiroshi Ibusuki,https://fbref.com/en/players/715bdbe9/Hiroshi-Ibusuki,https://www.transfermarkt.com/hiroshi-ibusuki/profil/spieler/98074,Japan,16,No,NA,34,18,2008,2,27,3,273,273,0,right,Attack,1.96,18,1.96,2008,0,right,0,"[18,21)","(1.83,2]","[1,3]",2000s,Japan,Rest_of_World
Hugo Fraile,https://fbref.com/en/players/168ec9a3/Hugo-Fraile,https://www.transfermarkt.com/hugo-fraile/profil/spieler/72201,Spain,13,No,NA,38,25,2011,1,231,26,175,175,0,right,Attack,1.7,25,1.7,2011,0,right,0,"[24,30]","[1.6,1.78]","[1,3]",2010s,Spain,EU_Major
Hugo Mallo,https://fbref.com/en/players/cb574619/Hugo-Mallo,https://www.transfermarkt.com/hugo-mallo/profil/spieler/119905,Spain,16,No,NA,34,18,2009,25,740,103,469,469,0,right,Defender,1.73,18,1.73,2009,0,right,0,"[18,21)","[1.6,1.78]","(8,56]",2000s,Spain,EU_Major
Humberto Osorio,https://fbref.com/en/players/72ada906/Humberto-Osorio,https://www.transfermarkt.com/humberto-osorio/profil/spieler/84133,Colombia,18,No,NA,37,19,2013,1,99,15,147,147,0,right,Attack,1.78,19,1.78,2013,0,right,0,"[18,21)","[1.6,1.78]","[1,3]",2010s,Colombia,Rest_of_World
Iñaki Goitia,https://fbref.com/en/players/2f10b901/Inaki-Goitia,https://www.transfermarkt.com/inaki-goitia/profil/spieler/29050,Spain,11,Yes,33,43,22,2003,1,24,4,298,298,0,right,Goalkeeper,1.88,22,1.88,2003,0,right,1,"[21,24)","(1.83,2]","[1,3]",2000s,Spain,EU_Major
Iñaki Williams,https://fbref.com/en/players/6a99e0b1/Inaki-Williams,https://www.transfermarkt.com/inaki-williams/profil/spieler/255508,Ghana  Spain,11,No,NA,31,20,2014,9,160,34,477,502,8,right,Attack,1.86,20,1.86,2014,1.125,right,0,"[18,21)","(1.83,2]","(8,56]",2010s,Ghana Spain,EU_Major
Iñigo Díaz de Cerio,https://fbref.com/en/players/757bd109/Inigo-Diaz-de-Cerio,https://www.transfermarkt.com/inigo-diaz-de-cerio/profil/spieler/38193,Spain,9,Yes,30,41,21,2005,2,220,29,187,187,0,right,Attack,1.8,21,1.8,2005,0,right,1,"[21,24)","(1.78,1.83]","[1,3]",2000s,Spain,EU_Major
Iñigo Martínez,https://fbref.com/en/players/3fc45c73/Inigo-Martinez,https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863,Spain,14,No,NA,34,20,2011,31,748,122,476,495,11,left,Defender,1.82,20,1.82,2011,2.818181818,left,0,"[18,21)","(1.78,1.83]","(8,56]",2010s,Spain,EU_Major
Iñigo Pérez,https://fbref.com/en/players/bc61cc65/Inigo-Perez,https://www.transfermarkt.com/inigo-perez/profil/spieler/71579,Spain,13,Yes,34,37,21,2009,6,232,33,297,297,0,left,Midfield,1.78,21,1.78,2009,0,left,1,"[21,24)","[1.6,1.78]","(3,8]",2000s,Spain,EU_Major
Iñigo Ruiz de Galarreta,https://fbref.com/en/players/91f7631f/Inigo-Ruiz-de-Galarreta,https://www.transfermarkt.com/inigo-ruiz-de-galarreta/profil/spieler/126751,Spain,14,No,NA,31,19,2012,18,1022,130,383,383,0,right,Midfield,1.75,19,1.75,2012,0,right,0,"[18,21)","[1.6,1.78]","(8,56]",2010s,Spain,EU_Major
Iago Aspas,https://fbref.com/en/players/7dcf86f6/Iago-Aspas,https://www.transfermarkt.com/iago-aspas/profil/spieler/72047,Spain,19,No,NA,37,20,2010,9,267,43,518,538,8,left,Attack,1.76,20,1.76,2010,1.125,left,0,"[18,21)","[1.6,1.78]","(8,56]",2010s,Spain,EU_Major
