transfermarkt_id,player_name,player_url,status,name_home_country_fbref,dob_age,place_birth,height,citizenship,position,foot,debut_season,debut_age,first_club,debut_year,transfermarkt_url
121385,Grant Hanley,https://fbref.com/en/players/e9254eec/Grant-Hanley,Success,Not found,"November 20, 1991 (Age: 34-005d)","Dumfries, Scotland, United Kingdom",188,Scotland sct,DF (CB),Right,2009-2010,17 years,Blackburn,2009,https://www.transfermarkt.com/grant-hanley/profil/spieler/121385
10011,Marlon Harewood,https://fbref.com/en/players/34dab521/Marlon-Harewood,Success,Not found,25-Aug-79,Not found,185,Not found,FW,Not found,1998-1999,18 years,Nott'ham Forest,1998,https://www.transfermarkt.com/marlon-harewood/profil/spieler/10011
201,Owen Hargreaves,https://fbref.com/en/players/1b2b5b86/Owen-Hargreaves,Success,Not found,20-Jan-81,Not found,180,England eng  Other: Canada,MF,Not found,2000-2001,19 years,Bayern Munich,2000,https://www.transfermarkt.com/owen-hargreaves/profil/spieler/201
3562,Steve Harper,https://fbref.com/en/players/a98f1d52/Steve-Harper,Success,Not found,14-Mar-75,Not found,188,Not found,GK,Right,1998-1999,23 years,Newcastle Utd,1998,https://www.transfermarkt.com/steve-harper/profil/spieler/3562
40204,Joe Hart,https://fbref.com/en/players/cb4f24c6/Joe-Hart,Success,Not found,19-Apr-87,Not found,196,England eng,GK,Right,2004-2005,17 years,Shrewsbury,2004,https://www.transfermarkt.com/joe-hart/profil/spieler/40204
4315,John Heitinga,https://fbref.com/en/players/2661360d/John-Heitinga,Success,Not found,15-Nov-83,Not found,180,Netherlands,DF-MF (CB),Right,2001-2002,17 years,Ajax,2001,https://www.transfermarkt.com/john-heitinga/profil/spieler/4315
13485,Bjørn Helge Riise,https://fbref.com/en/players/831674a5/Bjorn-Helge-Riise,Success,Not found,21-Jun-83,Not found,175,Norway,MF (CM),Right,2003-2004,20 years,Standard Liège,2003,https://www.transfermarkt.com/bjrn-helge-riise/profil/spieler/13485
61651,Jordan Henderson,https://fbref.com/en/players/935e6b8f/Jordan-Henderson,Success,Not found,"June 17, 1990 (Age: 35-161d)","Sunderland, England, United Kingdom",182,England eng,"MF (CM-DM-WM, right)",Right,2008-2009,18 years,Coventry City,2008,https://www.transfermarkt.com/jordan-henderson/profil/spieler/61651
45494,Wayne Hennessey,https://fbref.com/en/players/76eca7e2/Wayne-Hennessey,Success,Not found,24-Jan-87,Not found,196,Wales wls,GK,Right,2006-2007,19 years,Stockport,2006,https://www.transfermarkt.com/wayne-hennessey/profil/spieler/45494
13582,Karl Henry,https://fbref.com/en/players/5eac3bb7/Karl-Henry,Success,Not found,26-Nov-82,Not found,183,Not found,"DF-MF (DM-FB, right)",Right,2002-2003,19 years,Stoke City,2002,https://www.transfermarkt.com/karl-henry/profil/spieler/13582
61572,Chris Herd,https://fbref.com/en/players/3d5db1eb/Chris-Herd,Success,Not found,4-Apr-89,Not found,173,Australia,DF-MF,Right,2007-2008,18 years,Wycombe,2007,https://www.transfermarkt.com/chris-herd/profil/spieler/61572
50935,Javier Hernández,https://fbref.com/en/players/b68138a8/Javier-Hernandez,Success,Not found,30-Jan-04,Not found,Not found,Not found,MF,Not found,2023-2024,19 years,Espanyol,2023,https://www.transfermarkt.com/javier-hernndez/profil/spieler/50935
3142,Emile Heskey,https://fbref.com/en/players/30184789/Emile-Heskey,Success,Not found,11-Jan-78,Not found,192,England eng,FW,Right,1994-1995,16 years,Leicester City,1994,https://www.transfermarkt.com/emile-heskey/profil/spieler/3142
3614,Tony Hibbert,https://fbref.com/en/players/c878c4bf/Tony-Hibbert,Success,Not found,20-Feb-81,Not found,172,Not found,"DF (FB, right)",Right,2000-2001,19 years,Everton,2000,https://www.transfermarkt.com/tony-hibbert/profil/spieler/3614
3686,Danny Higginbotham,https://fbref.com/en/players/688135a1/Danny-Higginbotham,Success,Not found,29-Dec-78,Not found,185,Gibraltar,"DF (CB-FB, left)",Not found,1997-1998,18 years,Manchester Utd,1997,https://www.transfermarkt.com/danny-higginbotham/profil/spieler/3686
67081,Zavon Hines,https://fbref.com/en/players/29b8c15b/Zavon-Hines,Success,Not found,27-Dec-88,Not found,178,England eng  Other: Jamaica,FW-MF (WM),Not found,2007-2008,18 years,Coventry City,2007,https://www.transfermarkt.com/zavon-hines/profil/spieler/67081
1573,Thomas Hitzlsperger,https://fbref.com/en/players/2757060a/Thomas-Hitzlsperger,Success,Not found,5-Apr-82,Not found,183,Germany,MF (CM),Not found,2000-2001,18 years,Aston Villa,2000,https://www.transfermarkt.com/thomas-hitzlsperger/profil/spieler/1573
597,Alexander Hleb,https://fbref.com/en/players/35cf43aa/Alexander-Hleb,Success,Not found,1-May-81,Not found,185,Belarus,MF (AM-WM),Both,2000-2001,19 years,Stuttgart,2000,https://www.transfermarkt.com/alexander-hleb/profil/spieler/597
61573,Jonathan Hogg,https://fbref.com/en/players/9306d5ea/Jonathan-Hogg,Success,Not found,"December 6, 1988 (Age: 36-354d)","Middlesbrough, England, United Kingdom",170,Not found,MF (CM-DM),Right,2009-2010,20 years,Darlington,2009,https://www.transfermarkt.com/jonathan-hogg/profil/spieler/61573
58993,Junior Hoilett,https://fbref.com/en/players/33af5b9e/Junior-Hoilett,Success,Not found,"June 5, 1990 (Age: 35-173d)","Brampton, Ontario, Canada",174,Canada,FW-MF (AM-WM),Right,2007-2008,17 years,Paderborn 07,2007,https://www.transfermarkt.com/junior-hoilett/profil/spieler/58993
30071,Stuart Holden,https://fbref.com/en/players/b8e24504/Stuart-Holden,Success,Not found,1-Aug-85,Not found,178,United States us  Other: Scotland,MF,Right,2006,20 years,Houston Dynamo,Not found,https://www.transfermarkt.com/stuart-holden/profil/spieler/30071
4267,Tim Howard,https://fbref.com/en/players/c444465e/Tim-Howard,Success,Not found,6-Mar-79,Not found,191,United States,GK,Right,1998,18 years,MetroStars,Not found,https://www.transfermarkt.com/tim-howard/profil/spieler/4267
13465,Tom Huddlestone,https://fbref.com/en/players/464cbbc9/Tom-Huddlestone,Success,Not found,28-Dec-86,Not found,190,England eng,MF (CM-DM),Right,2003-2004,16 years,Derby County,2003,https://www.transfermarkt.com/tom-huddlestone/profil/spieler/13465
3580,Aaron Hughes,https://fbref.com/en/players/dccccccc/Aaron-Hughes,Success,Not found,8-Nov-79,Not found,183,Northern Ireland nir,DF (CB),Right,1997-1998,17 years,Newcastle Utd,1997,https://www.transfermarkt.com/aaron-hughes/profil/spieler/3580
36799,Stephen Hunt,https://fbref.com/en/players/51ac7604/Stephen-Hunt,Success,Not found,1-Aug-81,Not found,172,Republic of Ireland,FW-MF (AM-WM),Left,2002-2003,20 years,Brentford,2002,https://www.transfermarkt.com/stephen-hunt/profil/spieler/36799
110863,James Hurst,https://fbref.com/en/players/a59de39b/James-Hurst,Success,Not found,31-Jan-92,Not found,185,England eng,DF,Right,2010-2011,18 years,West Brom,2010,https://www.transfermarkt.com/james-hurst/profil/spieler/110863
2998,Robert Huth,https://fbref.com/en/players/0bd1ea64/Robert-Huth,Success,Not found,18-Aug-84,Not found,191,Germany,DF (CB),Right,2001-2002,16 years,Chelsea,2001,https://www.transfermarkt.com/robert-huth/profil/spieler/2998
9619,Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,Success,Not found,30-Nov-84,Not found,185,Scotland sct,"DF (FB, right)",Right,2002-2003,17 years,Rangers,2002,https://www.transfermarkt.com/alan-hutton/profil/spieler/9619
8116,Pablo Ibáñez,https://fbref.com/en/players/23ca89f2/Pablo-Ibanez,Success,Not found,3-Aug-81,Not found,192,Spain,DF (CB),Not found,2002-2003,20 years,Albacete,2002,https://www.transfermarkt.com/pablo-ibez/profil/spieler/8116
17432,Hérita Ilunga,https://fbref.com/en/players/1550f0e0/Herita-Ilunga,Success,Not found,25-Feb-82,Not found,180,Congo DR,"DF (FB, left)",Not found,2004-2005,22 years,Saint-Étienne,2004,https://www.transfermarkt.com/hrita-ilunga/profil/spieler/17432
34838,Stephen Ireland,https://fbref.com/en/players/bcf30f17/Stephen-Ireland,Success,Not found,22-Aug-86,Not found,173,Republic of Ireland,MF (AM),Right,2005-2006,18 years,Manchester City,2005,https://www.transfermarkt.com/stephen-ireland/profil/spieler/34838
36827,Branislav Ivanović,https://fbref.com/en/players/85f8571a/Branislav-Ivanovic,Success,Not found,22-Feb-84,Not found,188,Serbia,"DF (CB-FB, right)",Right,2006,21 years,Loko Moscow,Not found,https://www.transfermarkt.com/branislav-ivanovi/profil/spieler/36827
3692,Jussi Jääskeläinen,https://fbref.com/en/players/340d2a24/Jussi-Jaaskelainen,Success,Not found,19-Apr-75,Not found,191,Finland,GK,Right,2001-2002,26 years,Bolton,2001,https://www.transfermarkt.com/jussi-jskelinen/profil/spieler/3692
1423,Lars Jacobsen,https://fbref.com/en/players/bef72e41/Lars-Jacobsen,Success,Not found,20-Sep-79,Not found,181,Denmark,"DF (CB-FB, right)",Both,2002-2003,22 years,Hamburger SV,2002,https://www.transfermarkt.com/lars-jacobsen/profil/spieler/1423
13520,Phil Jagielka,https://fbref.com/en/players/3233eefd/Phil-Jagielka,Success,Not found,17-Aug-82,Not found,180,England eng,DF-MF (CB-DM),Right,2001-2002,18 years,Sheffield Utd,2001,https://www.transfermarkt.com/phil-jagielka/profil/spieler/13520
40429,Gonzalo Jara,https://fbref.com/en/players/9b1b4782/Gonzalo-Jara,Success,Not found,29-Aug-85,Not found,178,Chile,DF-MF (CB),Right,2009-2010,23 years,West Brom,2009,https://www.transfermarkt.com/gonzalo-jara/profil/spieler/40429
15921,Matthew Jarvis,https://fbref.com/en/players/02d6d2b4/Matthew-Jarvis,Success,Not found,22-May-86,Not found,170,England eng,"MF (WM, left)",Both,2003-2004,17 years,Gillingham,2003,https://www.transfermarkt.com/matthew-jarvis/profil/spieler/15921
3461,Jermaine Jenas,https://fbref.com/en/players/3149f712/Jermaine-Jenas,Success,Not found,18-Feb-83,Not found,181,England eng,MF,Not found,2001-2002,18 years,Nott'ham Forest,2001,https://www.transfermarkt.com/jermaine-jenas/profil/spieler/3461
35855,Cameron Jerome,https://fbref.com/en/players/680fb5ee/Cameron-Jerome,Success,Not found,14-Aug-86,Not found,185,England eng,FW,Right,2004-2005,17 years,Cardiff City,2004,https://www.transfermarkt.com/cameron-jerome/profil/spieler/35855
4592,Park Ji-sung,https://fbref.com/en/players/3de4cb30/Park-Ji-sung,Success,Not found,25-Feb-81,Not found,173,Korea Republic,MF,Not found,2002-2003,21 years,PSV Eindhoven,2002,https://www.transfermarkt.com/park-ji-sung/profil/spieler/4592
6065,Martin Jiránek,https://fbref.com/en/players/eb005dc3/Martin-Jiranek,Success,Not found,25-May-79,Not found,189,Czech Republic,"DF (CB-FB, right)",Right,2000-2001,21 years,Reggina,2000,https://www.transfermarkt.com/martin-jirnek/profil/spieler/6065
34156,Jô,Not found,No URL,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,https://www.transfermarkt.com/j/profil/spieler/34156
31579,Adam Johnson,https://fbref.com/en/players/1ba61951/Adam-Johnson,Success,Not found,14-Jul-87,Not found,181,England eng,MF (WM),Left,2005-2006,18 years,Middlesbrough,2005,https://www.transfermarkt.com/adam-johnson/profil/spieler/31579
14031,Andrew Johnson,https://fbref.com/en/players/facd1b3e/Andrew-Johnson,Success,Not found,10-Feb-81,Not found,170,England eng,FW,Right,2001-2002,20 years,Birmingham City,2001,https://www.transfermarkt.com/andrew-johnson/profil/spieler/14031
38773,Eddie Johnson,https://fbref.com/en/players/391c966a/Eddie-Johnson,Success,Not found,20-Sep-84,Not found,178,England eng,FW-MF,Not found,2003-2004,18 years,Antwerp,2003,https://www.transfermarkt.com/eddie-johnson/profil/spieler/38773
3881,Glen Johnson,https://fbref.com/en/players/8cceca90/Glen-Johnson,Success,Not found,23-Aug-84,Not found,182,England eng,"DF (FB, right)",Both,2002-2003,17 years,Millwall,2002,https://www.transfermarkt.com/glen-johnson/profil/spieler/3881
42751,Roger Johnson,https://fbref.com/en/players/f6e08a82/Roger-Johnson,Success,Not found,28-Apr-83,Not found,191,Not found,DF,Right,2002-2003,19 years,Wycombe,2002,https://www.transfermarkt.com/roger-johnson/profil/spieler/42751
24634,David Jones,https://fbref.com/en/players/2f0edbe7/David-Jones,Success,Not found,4-Nov-84,Not found,180,England eng,MF (CM),Left,2005-2006,20 years,NEC Nijmegen,2005,https://www.transfermarkt.com/david-jones/profil/spieler/24634
1321,Jermaine Jones,https://fbref.com/en/players/0c577541/Jermaine-Jones,Success,Not found,3-Nov-81,Not found,184,United States us  Other: Germany,MF (AM-DM),Both,2000-2001,18 years,Eint Frankfurt,2000,https://www.transfermarkt.com/jermaine-jones/profil/spieler/1321
28245,Kenwyne Jones,https://fbref.com/en/players/5f3b634e/Kenwyne-Jones,Success,Not found,5-Oct-84,Not found,188,Trinidad and Tobago,FW,Right,2004-2005,19 years,Sheffield Weds,2004,https://www.transfermarkt.com/kenwyne-jones/profil/spieler/28245
117996,Phil Jones,https://fbref.com/en/players/def899bd/Phil-Jones,Success,Not found,21-Feb-92,Not found,185,England eng,"DF-MF (CB, left)",Right,2009-2010,17 years,Blackburn,2009,https://www.transfermarkt.com/phil-jones/profil/spieler/117996
4672,Nigel de Jong,https://fbref.com/en/players/a0e209bc/Nigel-de-Jong,Success,Not found,30-Nov-84,Not found,174,Netherlands,MF (DM),Right,2002-2003,17 years,Ajax,2002,https://www.transfermarkt.com/nigel-de-jong/profil/spieler/4672
14933,Milan Jovanović,https://fbref.com/en/players/bd89b75e/Milan-Jovanovic,Success,Not found,18-Apr-81,Not found,183,Serbia,"FW-MF (WM, left)",Not found,2004,22 years,Loko Moscow,Not found,https://www.transfermarkt.com/milan-jovanovi/profil/spieler/14933
27114,Younès Kaboul,https://fbref.com/en/players/3680d723/Younes-Kaboul,Success,Not found,4-Jan-86,Not found,190,France,DF (CB),Right,2004-2005,18 years,Auxerre,2004,https://www.transfermarkt.com/youns-kaboul/profil/spieler/27114
74297,Gaël Kakuta,https://fbref.com/en/players/5b1bf5e3/Gael-Kakuta,Success,Not found,"June 21, 1991 (Age: 34-157d)","Lille, France",173,Congo DR cd  Other: France,FW-MF (AM-WM),Left,2009-2010,18 years,Chelsea,2009,https://www.transfermarkt.com/gal-kakuta/profil/spieler/74297
36371,Nikola Kalinić,https://fbref.com/en/players/d4931a5a/Nikola-Kalinic,Success,Not found,5-Jan-88,Not found,187,Croatia,FW,Right,2007-2008,19 years,Hajduk Split,2007,https://www.transfermarkt.com/nikola-kalini/profil/spieler/36371
7971,Salomon Kalou,https://fbref.com/en/players/2042d931/Salomon-Kalou,Success,Not found,5-Aug-85,Not found,183,Côte d'Ivoire,FW-MF (AM),Right,2004-2005,18 years,Feyenoord,2004,https://www.transfermarkt.com/salomon-kalou/profil/spieler/7971
6053,Diomansy Kamara,https://fbref.com/en/players/71e8454e/Diomansy-Kamara,Success,Not found,8-Nov-80,Not found,185,Senegal sn  Other: France,FW,Not found,2001-2002,20 years,Modena,2001,https://www.transfermarkt.com/diomansy-kamara/profil/spieler/6053
3144,Robbie Keane,https://fbref.com/en/players/f45e1bb2/Robbie-Keane,Success,Not found,8-Jul-80,Not found,175,Republic of Ireland,FW,Right,1999-2000,19 years,Coventry City,1999,https://www.transfermarkt.com/robbie-keane/profil/spieler/3144
24476,Dekel Keinan,https://fbref.com/en/players/8e3c9fb3/Dekel-Keinan,Success,Not found,15-Sep-84,Not found,184,Israel,DF (CB),Not found,2010-2011,25 years,Blackpool,2010,https://www.transfermarkt.com/dekel-keinan/profil/spieler/24476
78959,Martin Kelly,https://fbref.com/en/players/d7492450/Martin-Kelly,Success,Not found,27-Apr-90,Not found,191,England eng,"DF-MF (CB-FB, right)",Right,2008-2009,18 years,Huddersfield,2008,https://www.transfermarkt.com/martin-kelly/profil/spieler/78959
12125,Stephen Kelly,https://fbref.com/en/players/4d7dd756/Stephen-Kelly,Success,Not found,6-Sep-83,Not found,184,Republic of Ireland,"DF (FB, right)",Right,2002-2003,18 years,QPR,2002,https://www.transfermarkt.com/stephen-kelly/profil/spieler/12125
29419,Andy Keogh,https://fbref.com/en/players/c7e84594/Andy-Keogh,Success,Not found,16-May-86,Not found,183,Republic of Ireland,FW-MF (WM),Right,2004-2005,18 years,Bury,2004,https://www.transfermarkt.com/andy-keogh/profil/spieler/29419
25366,Michael Kightly,https://fbref.com/en/players/26e5c484/Michael-Kightly,Success,Not found,24-Jan-86,Not found,175,England eng,"FW-MF (WM, left)",Right,2002-2003,16 years,Southend United,2002,https://www.transfermarkt.com/michael-kightly/profil/spieler/25366
3360,Ledley King,https://fbref.com/en/players/83ca192d/Ledley-King,Success,Not found,12-Oct-80,Not found,188,England eng,DF-MF (CB-DM),Not found,1998-1999,17 years,Tottenham,1998,https://www.transfermarkt.com/ledley-king/profil/spieler/3360
7125,Richard Kingson,https://fbref.com/en/players/05380aa0/Richard-Kingson,Success,Not found,13-Jun-78,Not found,183,Ghana,GK,Not found,2001-2002,23 years,Antalyaspor,2001,https://www.transfermarkt.com/richard-kingson/profil/spieler/7125
3219,Chris Kirkland,https://fbref.com/en/players/710265d2/Chris-Kirkland,Success,Not found,2-May-81,Not found,191,England eng,GK,Right,2000-2001,19 years,Coventry City,2000,https://www.transfermarkt.com/chris-kirkland/profil/spieler/3219
690,Ivan Klasnić,https://fbref.com/en/players/214ed478/Ivan-Klasnic,Success,Not found,29-Jan-80,Not found,186,Croatia hr  Other: Germany,FW,Not found,2001-2002,21 years,Werder Bremen,2001,https://www.transfermarkt.com/ivan-klasni/profil/spieler/690
4012,Zat Knight,https://fbref.com/en/players/607efc45/Zat-Knight,Success,Not found,2-May-80,Not found,198,England eng,DF (CB),Right,2001-2002,21 years,Fulham,2001,https://www.transfermarkt.com/zat-knight/profil/spieler/4012
46156,Aleksandar Kolarov,https://fbref.com/en/players/eda40760/Aleksandar-Kolarov,Success,Not found,10-Nov-85,Not found,187,Serbia,"DF (FB, left)",Left,2007-2008,21 years,Lazio,2007,https://www.transfermarkt.com/aleksandar-kolarov/profil/spieler/46156
9594,Vincent Kompany,https://fbref.com/en/players/d2bff301/Vincent-Kompany,Success,Not found,10-Apr-86,Not found,193,Belgium,DF (CB),Right,2003-2004,17 years,Anderlecht,2003,https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594
3296,Paul Konchesky,https://fbref.com/en/players/941bcf75/Paul-Konchesky,Success,Not found,15-May-81,Not found,178,England eng,"DF-FW-MF (AM-FB, left)",Left,1998-1999,17 years,Charlton Ath,1998,https://www.transfermarkt.com/paul-konchesky/profil/spieler/3296
15881,Sergei Kornilenko,https://fbref.com/en/players/be1797d6/Sergei-Kornilenko,Success,Not found,14-Jun-83,Not found,186,Belarus,FW,Right,2003-2004,20 years,Dynamo Kyiv,2003,https://www.transfermarkt.com/sergei-kornilenko/profil/spieler/15881
76277,Laurent Koscielny,https://fbref.com/en/players/f5efb153/Laurent-Koscielny,Success,Not found,10-Sep-85,Not found,186,France,DF (CB),Right,2009-2010,23 years,Lorient,2009,https://www.transfermarkt.com/laurent-koscielny/profil/spieler/76277
9702,Radoslav Kováč,https://fbref.com/en/players/cf3f2f6d/Radoslav-Kovac,Success,Not found,27-Nov-79,Not found,189,Czech Republic,DF-MF (CB-DM),Right,2005,25 years,Spartak Moscow,Not found,https://www.transfermarkt.com/radoslav-kov/profil/spieler/9702
16746,Niko Kranjčar,https://fbref.com/en/players/403d2184/Niko-Kranjcar,Success,Not found,13-Aug-84,Not found,186,Croatia,MF (AM),Both,2006-2007,21 years,Portsmouth,2006,https://www.transfermarkt.com/niko-kranjar/profil/spieler/16746
33027,Tim Krul,https://fbref.com/en/players/f23f9d20/Tim-Krul,Success,Not found,3-Apr-88,Not found,193,Netherlands,GK,Left,2007-2008,19 years,Falkirk,2007,https://www.transfermarkt.com/tim-krul/profil/spieler/33027
12398,Shefki Kuqi,https://fbref.com/en/players/1e05027f/Shefki-Kuqi,Success,Not found,10-Nov-76,Not found,188,Finland fi  Other: Kosovo,FW,Not found,2001-2002,24 years,Sheffield Weds,2001,https://www.transfermarkt.com/shefki-kuqi/profil/spieler/12398
1320,Tomasz Kuszczak,https://fbref.com/en/players/a924380b/Tomasz-Kuszczak,Success,Not found,20-Mar-82,Not found,191,Poland,GK,Right,2004-2005,22 years,West Brom,2004,https://www.transfermarkt.com/tomasz-kuszczak/profil/spieler/1320
4010,Dirk Kuyt,https://fbref.com/en/players/cd53ecf4/Dirk-Kuyt,Success,Not found,22-Jul-80,Not found,184,Netherlands,DF-FW-MF (AM-FB),Right,2000-2001,20 years,Utrecht,2000,https://www.transfermarkt.com/dirk-kuyt/profil/spieler/4010
9706,Sotirios Kyrgiakos,https://fbref.com/en/players/2bc82fdc/Sotirios-Kyrgiakos,Success,Not found,23-Jul-79,Not found,193,Greece,DF (CB),Not found,2001-2002,22 years,Panathinaikos,2001,https://www.transfermarkt.com/sotirios-kyrgiakos/profil/spieler/9706
110865,Louis Laing,https://fbref.com/en/players/827ae666/Louis-Laing,Success,Not found,6-Mar-93,Not found,188,England eng,DF,Right,2010-2011,17 years,Sunderland,2010,https://www.transfermarkt.com/louis-laing/profil/spieler/110865
3163,Frank Lampard,https://fbref.com/en/players/268df6b1/Frank-Lampard,Success,Not found,20-Jun-78,Not found,184,England eng,MF,Both,1995-1996,17 years,West Ham,1995,https://www.transfermarkt.com/frank-lampard/profil/spieler/3163
31720,Sebastian Larsson,https://fbref.com/en/players/b26efc36/Sebastian-Larsson,Success,Not found,6-Jun-85,Not found,178,Sweden,"MF (CM-DM-WM, right)",Right,2005-2006,20 years,Arsenal,2005,https://www.transfermarkt.com/sebastian-larsson/profil/spieler/31720
122,Jens Lehmann,https://fbref.com/en/players/d1ca1129/Jens-Lehmann,Success,Not found,10-Nov-69,Not found,190,Germany,GK,Not found,1991-1992,21 years,Schalke 04,1991,https://www.transfermarkt.com/jens-lehmann/profil/spieler/122
41414,Lucas Leiva,https://fbref.com/en/players/4c78b5ed/Lucas-Leiva,Success,Not found,9-Jan-87,Not found,179,Brazil,MF (CM-DM),Right,2007-2008,20 years,Liverpool,2007,https://www.transfermarkt.com/lucas-leiva/profil/spieler/41414
14221,Aaron Lennon,https://fbref.com/en/players/2ff964a0/Aaron-Lennon,Success,Not found,16-Apr-87,Not found,165,England eng,"FW-MF (AM-WM, right)",Right,2003-2004,16 years,Leeds United,2003,https://www.transfermarkt.com/aaron-lennon/profil/spieler/14221
4241,Joleon Lescott,https://fbref.com/en/players/62393d3b/Joleon-Lescott,Success,Not found,16-Aug-82,Not found,188,England eng,DF (CB),Left,2001-2002,18 years,Wolves,2001,https://www.transfermarkt.com/joleon-lescott/profil/spieler/4241
61575,Eric Lichaj,https://fbref.com/en/players/7636a420/Eric-Lichaj,Success,Not found,17-Nov-88,Not found,180,United States,"DF (FB, right)",Right,2009-2010,20 years,Leyton Orient,2009,https://www.transfermarkt.com/eric-lichaj/profil/spieler/61575
88596,Amine Linganzi,https://fbref.com/en/players/e465378c/Amine-Linganzi,Success,Not found,16-Nov-89,Not found,186,Congo cg  Other: Algeria,MF (DM),Right,2008-2009,18 years,Saint-Étienne,2008,https://www.transfermarkt.com/amine-linganzi/profil/spieler/88596
45383,Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,Success,Not found,8-Jan-88,Not found,183,Spain,FW,Right,2006-2007,18 years,La Coruña,2006,https://www.transfermarkt.com/adrin-lpez/profil/spieler/45383
117997,Jason Lowe,https://fbref.com/en/players/e000b843/Jason-Lowe,Success,Not found,"September 2, 1991 (Age: 34-084d)","Wigan, England, United Kingdom",183,England eng,DF-MF (CM-DM-FB-WM),Left,2010-2011,18 years,Oldham Athletic,2010,https://www.transfermarkt.com/jason-lowe/profil/spieler/117997
52576,Kazenga LuaLua,https://fbref.com/en/players/d732d28a/Kazenga-LuaLua,Success,Not found,"December 10, 1990 (Age: 34-350d)","Kinshasa, Congo DR",180,Not found,"FW-MF (WM, left)",Right,2007-2008,16 years,Newcastle Utd,2007,https://www.transfermarkt.com/kazenga-lualua/profil/spieler/52576
46741,David Luiz,https://fbref.com/en/players/c0e27d1a/David-Luiz,Success,Not found,"April 22, 1987 (Age: 38-217d)","Diadema, Brazil",189,Brazil,DF-MF (CB-DM),Right,2006-2007,19 years,Benfica,2006,https://www.transfermarkt.com/david-luiz/profil/spieler/46741
121334,Craig Lynch,https://fbref.com/en/players/243a84ca/Craig-Lynch,Success,Not found,25-Mar-92,Not found,183,Not found,FW-MF,Not found,2010-2011,18 years,Sunderland,2010,https://www.transfermarkt.com/craig-lynch/profil/spieler/121334
9620,Peter Løvenkrands,https://fbref.com/en/players/609f6984/Peter-Lovenkrands,Success,Not found,29-Jan-80,Not found,180,Denmark,FW-MF (WM),Not found,2000-2001,20 years,Rangers,2000,https://www.transfermarkt.com/peter-lvenkrands/profil/spieler/9620
61887,Federico Macheda,https://fbref.com/en/players/e14daddc/Federico-Macheda,Success,Not found,"August 22, 1991 (Age: 34-095d)","Rome, Italy",184,Italy,FW,Right,2008-2009,16 years,Manchester Utd,2008,https://www.transfermarkt.com/federico-macheda/profil/spieler/61887
5648,Jean Makoun,https://fbref.com/en/players/728c9139/Jean-Makoun,Success,Not found,29-May-83,Not found,173,Cameroon,MF (DM),Right,2002-2003,19 years,Lille,2002,https://www.transfermarkt.com/jean-makoun/profil/spieler/5648
3569,Steed Malbranque,https://fbref.com/en/players/e3df61bc/Steed-Malbranque,Success,Not found,6-Jan-80,Not found,168,France fr  Other: Belgium,MF (AM-CM-WM),Right,1997-1998,17 years,Lyon,1997,https://www.transfermarkt.com/steed-malbranque/profil/spieler/3569
5461,Florent Malouda,https://fbref.com/en/players/6fe6d820/Florent-Malouda,Success,Not found,13-Jun-80,Not found,180,France fr  Other: French Guiana,"FW-MF (AM-WM, left)",Left,1997-1998,17 years,Châteauroux,1997,https://www.transfermarkt.com/florent-malouda/profil/spieler/5461
38100,Michael Mancienne,https://fbref.com/en/players/2db3ae0a/Michael-Mancienne,Success,Not found,8-Jan-88,Not found,184,Seychelles sc  Other: England,DF-MF (CB-FB),Right,2006-2007,18 years,QPR,2006,https://www.transfermarkt.com/michael-mancienne/profil/spieler/38100
5794,Obafemi Martins,https://fbref.com/en/players/70849fc2/Obafemi-Martins,Success,Not found,28-Oct-84,Not found,170,Nigeria,FW,Both,2002-2003,17 years,Inter,2002,https://www.transfermarkt.com/obafemi-martins/profil/spieler/5794
19981,Javier Mascherano,https://fbref.com/en/players/5070881b/Javier-Mascherano,Success,Not found,8-Jun-84,Not found,174,Argentina,DF-MF (CB-DM),Right,2006-2007,22 years,West Ham,2006,https://www.transfermarkt.com/javier-mascherano/profil/spieler/19981
41416,James McArthur,https://fbref.com/en/players/cee31595/James-McArthur,Success,Not found,7-Oct-87,Not found,178,Scotland sct,MF (CM-WM),Right,2007-2008,19 years,Hamilton Acad.,2007,https://www.transfermarkt.com/james-mcarthur/profil/spieler/41416
3091,Benni McCarthy,https://fbref.com/en/players/a6f401c6/Benni-McCarthy,Success,Not found,12-Nov-77,Not found,183,South Africa,FW,Not found,1999-2000,21 years,Celta Vigo,1999,https://www.transfermarkt.com/benni-mccarthy/profil/spieler/3091
45333,James McCarthy,https://fbref.com/en/players/64b08de7/James-McCarthy,Success,Not found,12-Nov-90,Not found,180,Republic of Ireland ie  Other: Scotland,MF,Right,2007-2008,16 years,Hamilton Acad.,2007,https://www.transfermarkt.com/james-mccarthy/profil/spieler/45333
128905,Josh McEachran,https://fbref.com/en/players/48565585/Josh-McEachran,Success,Not found,"March 1, 1993 (Age: 32-269d)","Oxford, England, United Kingdom",178,England eng,MF (CM-DM),Left,2010-2011,17 years,Chelsea,2010,https://www.transfermarkt.com/josh-mceachran/profil/spieler/128905
