transfermarkt_id,player_name,player_url,status,name_home_country_fbref,dob_age,place_birth,height,citizenship,position,foot,debut_season,debut_age,first_club,debut_year,transfermarkt_url
67355,Ashley Williams,https://fbref.com/en/players/a498e276/Ashley-Williams,Success,Not found,23-Aug-84,Not found,183,Wales wls  Other: England,DF (CB),Right,2003-2004,18 years,Stockport,2003,https://www.transfermarkt.com/ashley-williams/profil/spieler/67355
3224,Jonathan Woodgate,https://fbref.com/en/players/9482a3bd/Jonathan-Woodgate,Success,Not found,22-Jan-80,Not found,188,England eng,DF (CB),Right,1998-1999,18 years,Leeds United,1998,https://www.transfermarkt.com/jonathan-woodgate/profil/spieler/3224
122721,Nico Yennaris,https://fbref.com/en/players/8cc4b934/Nico-Yennaris,Success,Not found,"May 23, 1993 (Age: 32-186d)","Leytonstone, England, United Kingdom",174,China PR cn  Other: England,DF-MF (CM-DM-FB),Right,2011-2012,18 years,Arsenal,2011,https://www.transfermarkt.com/nico-yennaris/profil/spieler/122721
25523,Karim El Ahmadi,https://fbref.com/en/players/0ff9eabc/Karim-El-Ahmadi,Success,Not found,27-Jan-85,Not found,185,Morocco ma  Other: Netherlands,MF (CM-DM),Right,2003-2004,18 years,Twente,2003,https://www.transfermarkt.com/karim-el-ahmadi/profil/spieler/25523
177476,Nathan Aké,https://fbref.com/en/players/eaeca114/Nathan-Ake,Success,Not found,"February 18, 1995 (Age: 30-280d)","The Hague, Netherlands",180,Netherlands,"DF-MF (CB-FB, left)",Left,2012-2013,17 years,Chelsea,2012,https://www.transfermarkt.com/nathan-ak/profil/spieler/177476
61559,Hope Akpan,https://fbref.com/en/players/1ccbca79/Hope-Akpan,Success,Not found,14-Aug-91,Not found,180,Nigeria ng  Other: England,MF (CM),Right,2010-2011,18 years,Hull City,2010,https://www.transfermarkt.com/hope-akpan/profil/spieler/61559
30670,Vurnon Anita,https://fbref.com/en/players/2d368fd5/Vurnon-Anita,Success,Not found,4-Apr-89,Not found,167,Curaçao cw  Other: Netherlands,DF-MF (CM-DM-FB),Right,2005-2006,16 years,Ajax,2005,https://www.transfermarkt.com/vurnon-anita/profil/spieler/30670
57275,Oussama Assaidi,https://fbref.com/en/players/483322fe/Oussama-Assaidi,Success,Not found,15-Aug-88,Not found,176,Morocco,FW-MF (AM-WM),Right,2007-2008,18 years,Omniworld,2007,https://www.transfermarkt.com/oussama-assaidi/profil/spieler/57275
57500,César Azpilicueta,https://fbref.com/en/players/53cad200/Cesar-Azpilicueta,Success,Not found,"August 28, 1989 (Age: 36-089d)","Pamplona, Spain",178,Spain,"DF-MF (CB-FB, right)",Right,2006-2007,16 years,Osasuna,2006,https://www.transfermarkt.com/csar-azpilicueta/profil/spieler/57500
67421,Kyle Bartley,https://fbref.com/en/players/18e96f64/Kyle-Bartley,Success,Not found,"May 22, 1991 (Age: 34-187d)","Stockport, England, United Kingdom",191,England eng,DF (CB),Right,2009-2010,18 years,Sheffield Utd,2009,https://www.transfermarkt.com/kyle-bartley/profil/spieler/67421
71020,Luciano Becchio,https://fbref.com/en/players/3b3d4028/Luciano-Becchio,Success,Not found,28-Dec-83,Not found,187,Not found,FW,Left,2004-2005,20 years,Ciudad Murcia,2004,https://www.transfermarkt.com/luciano-becchio/profil/spieler/71020
90964,Joe Bennett,https://fbref.com/en/players/dc936144/Joe-Bennett,Success,Not found,28-Mar-90,Not found,177,England eng,"DF-MF (FB, left)",Left,2008-2009,18 years,Middlesbrough,2008,https://www.transfermarkt.com/joe-bennett/profil/spieler/90964
50201,Christian Benteke,https://fbref.com/en/players/ab070c55/Christian-Benteke,Success,Not found,"December 3, 1990 (Age: 34-357d)","Kinshasa, Congo DR",190,Belgium be  Other: Congo DR,FW,Right,2007-2008,16 years,Genk,2007,https://www.transfermarkt.com/christian-benteke/profil/spieler/50201
158697,Gaël Bigirimana,https://fbref.com/en/players/b48778f2/Gael-Bigirimana,Success,Not found,"October 22, 1993 (Age: 32-034d)","Bujumbura, Burundi",173,Burundi bi  Other: England,MF (CM),Right,2011-2012,17 years,Coventry City,2011,https://www.transfermarkt.com/gal-bigirimana/profil/spieler/158697
96754,Fabio Borini,https://fbref.com/en/players/ef5b337e/Fabio-Borini,Success,Not found,"March 29, 1991 (Age: 34-241d)","Bentivoglio, Italy",180,Italy,FW-MF (AM),Right,2009-2010,18 years,Chelsea,2009,https://www.transfermarkt.com/fabio-borini/profil/spieler/96754
15220,Artur Boruc,https://fbref.com/en/players/34ccf6fa/Artur-Boruc,Success,Not found,20-Feb-80,Not found,193,Poland,GK,Right,2002-2003,22 years,Legia Warsaw,2002,https://www.transfermarkt.com/artur-boruc/profil/spieler/15220
94655,Jordan Bowery,https://fbref.com/en/players/8f5a4e15/Jordan-Bowery,Success,Not found,"July 2, 1991 (Age: 34-146d)","Nottingham, England, United Kingdom",185,Saint Kitts and Nevis kn  Other: England,DF-FW-MF,Right,2008-2009,17 years,Chesterfield,2008,https://www.transfermarkt.com/jordan-bowery/profil/spieler/94655
245805,Izzy Brown,https://fbref.com/en/players/bf54c8cc/Izzy-Brown,Success,Not found,7-Jan-97,Not found,182,England eng,FW-MF (AM),Right,2012-2013,15 years,West Brom,2012,https://www.transfermarkt.com/izzy-brown/profil/spieler/245805
38003,Alexander Büttner,https://fbref.com/en/players/a44f7c60/Alexander-Buttner,Success,Not found,"February 11, 1989 (Age: 36-287d)","Gemeente Doetinchem, Netherlands",176,Netherlands,"DF-MF (FB, left)",Left,2007-2008,18 years,Vitesse,2007,https://www.transfermarkt.com/alexander-bttner/profil/spieler/38003
31642,Geoff Cameron,https://fbref.com/en/players/1a160ea3/Geoff-Cameron,Success,Not found,11-Jul-85,Not found,191,United States,DF-MF (CB-DM),Right,2008,22 years,Houston Dynamo,Not found,https://www.transfermarkt.com/geoff-cameron/profil/spieler/31642
42411,Lee Camp,https://fbref.com/en/players/df4b8b69/Lee-Camp,Success,Not found,22-Aug-84,Not found,185,Northern Ireland nir  Other: England,GK,Right,2003-2004,18 years,QPR,2003,https://www.transfermarkt.com/lee-camp/profil/spieler/42411
126722,Eduard Campabadal,https://fbref.com/en/players/bbf23a57/Eduard-Campabadal,Success,Not found,"January 26, 1993 (Age: 32-303d)","Tarragona, Spain",183,Spain,"DF (FB, right)",Right,2012-2013,19 years,Wigan Athletic,2012,https://www.transfermarkt.com/eduard-campabadal/profil/spieler/126722
204354,Adam Campbell,https://fbref.com/en/players/e3aa211f/Adam-Campbell,Success,Not found,"January 1, 1995 (Age: 30-328d)","North Shields, England, United Kingdom",168,England eng,FW-MF (WM),Both,2012-2013,17 years,Newcastle Utd,2012,https://www.transfermarkt.com/adam-campbell/profil/spieler/204354
37712,Daniel Carriço,https://fbref.com/en/players/e1deea75/Daniel-Carrico,Success,Not found,4-Aug-88,Not found,182,Portugal,DF-MF (CB-DM),Right,2008-2009,19 years,Sporting CP,2008,https://www.transfermarkt.com/daniel-carrio/profil/spieler/37712
121279,Tom Carroll,https://fbref.com/en/players/5a1900a4/Tom-Carroll,Success,Not found,"May 28, 1992 (Age: 33-181d)","Watford, England, United Kingdom",171,England eng,"MF (CM-DM, left)",Left,2010-2011,18 years,Leyton Orient,2010,https://www.transfermarkt.com/tom-carroll/profil/spieler/121279
15799,Santi Cazorla,https://fbref.com/en/players/e2e9c250/Santi-Cazorla,Success,Not found,"December 13, 1984 (Age: 40-347d)","Lugo de Llanera, Spain",165,Spain,MF (AM-WM),Right,2003-2004,18 years,Villarreal,2003,https://www.transfermarkt.com/santi-cazorla/profil/spieler/15799
22412,Júlio César,https://fbref.com/en/players/754ac76b/Julio-Cesar,Success,Not found,18-Nov-78,Not found,185,Not found,DF (CB),Not found,1996-1997,17 years,Valladolid,1996,https://www.transfermarkt.com/jlio-csar/profil/spieler/22412
9975,Richard Chaplow,https://fbref.com/en/players/66835431/Richard-Chaplow,Success,Not found,2-Feb-85,Not found,175,England eng,MF,Right,2002-2003,17 years,Burnley,2002,https://www.transfermarkt.com/richard-chaplow/profil/spieler/9975
85177,Nathaniel Clyne,https://fbref.com/en/players/0442183b/Nathaniel-Clyne,Success,Not found,"April 5, 1991 (Age: 34-234d)","Stockwell, England, United Kingdom",175,England eng,"DF (FB, right)",Right,2008-2009,17 years,Crystal Palace,2008,https://www.transfermarkt.com/nathaniel-clyne/profil/spieler/85177
128901,Conor Coady,https://fbref.com/en/players/2928dca2/Conor-Coady,Success,Not found,"February 25, 1993 (Age: 32-273d)","Liverpool, England, United Kingdom",185,England eng,DF-MF (CB-DM-WM),Right,2012-2013,19 years,Liverpool,2012,https://www.transfermarkt.com/conor-coady/profil/spieler/128901
40613,Jack Cork,https://fbref.com/en/players/74e12f1e/Jack-Cork,Success,Not found,25-Jun-89,Not found,185,England eng,DF-MF (CM-DM),Right,2006-2007,17 years,Bournemouth,2006,https://www.transfermarkt.com/jack-cork/profil/spieler/40613
80444,Philippe Coutinho,https://fbref.com/en/players/0ef89a37/Philippe-Coutinho,Success,Not found,"June 12, 1992 (Age: 33-166d)","Rio de Janeiro, Brazil",172,Brazil,FW-MF (AM-WM),Right,2010-2011,18 years,Inter,2010,https://www.transfermarkt.com/philippe-coutinho/profil/spieler/80444
40614,Shaun Cummings,https://fbref.com/en/players/6bfe339f/Shaun-Cummings,Success,Not found,25-Feb-89,Not found,183,Jamaica jm  Other: England,DF,Right,2008-2009,19 years,MK Dons,2008,https://www.transfermarkt.com/shaun-cummings/profil/spieler/40614
192765,Ben Davies,https://fbref.com/en/players/b99746b2/Ben-Davies,Success,Not found,27-May-81,Not found,170,Not found,DF-MF,Right,2004-2005,23 years,Chester City,2004,https://www.transfermarkt.com/ben-davies/profil/spieler/192765
13640,Kelvin Davis,https://fbref.com/en/players/33b6ee02/Kelvin-Davis,Success,Not found,29-Sep-76,Not found,185,England eng,GK,Right,2001-2002,24 years,Wimbledon,2001,https://www.transfermarkt.com/kelvin-davis/profil/spieler/13640
28973,Steven Davis,https://fbref.com/en/players/cf15bbb1/Steven-Davis,Success,Not found,1-Jan-85,Not found,170,Northern Ireland nir,MF (CM-DM),Right,2004-2005,19 years,Aston Villa,2004,https://www.transfermarkt.com/steven-davis/profil/spieler/28973
57488,Simon Dawkins,https://fbref.com/en/players/9db762f1/Simon-Dawkins,Success,Not found,1-Dec-87,Not found,178,Jamaica jm  Other: England,FW-MF,Right,2008-2009,20 years,Leyton Orient,2008,https://www.transfermarkt.com/simon-dawkins/profil/spieler/57488
41818,Steve De Ridder,https://fbref.com/en/players/7561b81d/Steve-De-Ridder,Success,Not found,25-Feb-87,Not found,179,Belgium,FW-MF (AM-WM),Right,2006-2007,19 years,Gent,2006,https://www.transfermarkt.com/steve-de-ridder/profil/spieler/41818
27306,Mathieu Debuchy,https://fbref.com/en/players/92232aad/Mathieu-Debuchy,Success,Not found,28-Jul-85,Not found,177,France,"DF (FB, right)",Right,2003-2004,18 years,Lille,2003,https://www.transfermarkt.com/mathieu-debuchy/profil/spieler/27306
13979,Ashkan Dejagah,https://fbref.com/en/players/5171db60/Ashkan-Dejagah,Success,Not found,5-Jul-86,Not found,181,Iran ir  Other: Germany,FW-MF (AM-WM),Right,2004-2005,18 years,Hertha BSC,2004,https://www.transfermarkt.com/ashkan-dejagah/profil/spieler/13979
1368,Guy Demel,https://fbref.com/en/players/605bba68/Guy-Demel,Success,Not found,13-Jun-81,Not found,189,Côte d'Ivoire ci  Other: France,"DF-MF (FB, right)",Right,2002-2003,21 years,Dortmund,2002,https://www.transfermarkt.com/guy-demel/profil/spieler/1368
1327,Alou Diarra,https://fbref.com/en/players/9b74ce00/Alou-Diarra,Success,Not found,15-Jul-81,Not found,190,France,MF (DM),Right,2002-2003,21 years,Le Havre,2002,https://www.transfermarkt.com/alou-diarra/profil/spieler/1327
50987,Maurice Edu,https://fbref.com/en/players/748dbb80/Maurice-Edu,Success,Not found,18-Apr-86,Not found,183,United States,DF-MF (CM-DM),Right,2007,20 years,Toronto FC,Not found,https://www.transfermarkt.com/maurice-edu/profil/spieler/50987
39037,Rob Elliot,https://fbref.com/en/players/9ade4dc1/Robbie-Elliott,Success,Not found,25-Dec-73,Not found,178,Not found,"DF (FB, left)",Not found,1993-1994,19 years,Newcastle Utd,1993,https://www.transfermarkt.com/rob-elliot/profil/spieler/39037
20586,Urby Emanuelson,https://fbref.com/en/players/66e83563/Urby-Emanuelson,Success,Not found,16-Jun-86,Not found,176,Netherlands,"DF-FW-MF (FB-WM, left)",Left,2004-2005,18 years,Ajax,2004,https://www.transfermarkt.com/urby-emanuelson/profil/spieler/20586
47344,Eyong Enoh,https://fbref.com/en/players/d3dcab48/Eyong-Enoh,Success,Not found,23-Mar-86,Not found,180,Cameroon,MF (DM),Right,2008-2009,22 years,Ajax,2008,https://www.transfermarkt.com/eyong-enoh/profil/spieler/47344
71096,Roger Espinoza,https://fbref.com/en/players/60b7c195/Roger-Espinoza,Success,Not found,25-Oct-86,Not found,181,Honduras,"DF-MF (CM-DM-FB-WM, right)",Left,2008,21 years,KC Wizards,Not found,https://www.transfermarkt.com/roger-espinoza/profil/spieler/71096
59340,Iago Falque,https://fbref.com/en/players/440c84ed/Iago-Falque,Success,Not found,4-Jan-90,Not found,174,Spain,FW-MF (AM-WM),Left,2010-2011,20 years,Villarreal B,2010,https://www.transfermarkt.com/iago-falque/profil/spieler/59340
4233,Adam Federici,https://fbref.com/en/players/e5ea8be7/Adam-Federici,Success,Not found,31-Jan-85,Not found,188,Australia,GK,Right,2006-2007,21 years,Reading,2006,https://www.transfermarkt.com/adam-federici/profil/spieler/4233
51681,Chico Flores,https://fbref.com/en/players/95825cf2/Chico-Flores,Success,Not found,6-Mar-87,Not found,187,Spain,DF (CB),Right,2006-2007,19 years,Cádiz,2006,https://www.transfermarkt.com/chico-flores/profil/spieler/51681
33829,José Fonte,https://fbref.com/en/players/90f87966/Jose-Fonte,Success,Not found,"December 22, 1983 (Age: 41-338d)","Penafiel, Portugal",187,Portugal,"DF (CB, right)",Right,2005-2006,21 years,Paços de Ferreira,2005,https://www.transfermarkt.com/jos-fonte/profil/spieler/33829
31553,Danny Fox,https://fbref.com/en/players/857ec97f/Danny-Fox,Success,Not found,29-May-86,Not found,183,Scotland sct  Other: England,"DF-MF (CB-FB-WM, left)",Left,2005-2006,19 years,Walsall,2005,https://www.transfermarkt.com/danny-fox/profil/spieler/31553
107350,Fraser Fyvie,https://fbref.com/en/players/c9c0913c/Fraser-Fyvie,Success,Not found,"March 27, 1993 (Age: 32-243d)","Aberdeen, Scotland, United Kingdom",172,Scotland sct,MF,Not found,2009-2010,16 years,Aberdeen,2009,https://www.transfermarkt.com/fraser-fyvie/profil/spieler/107350
36350,Javi García,https://fbref.com/en/players/8560652b/Javi-Garcia-Almendro,Success,Not found,1-Oct-69,Not found,Not found,Not found,FW,Not found,1992-1993,22 years,Rayo Vallecano,1992,https://www.transfermarkt.com/javi-garca/profil/spieler/36350
7571,Javier Garrido,https://fbref.com/en/players/3b142ce5/Javier-Garrido,Success,Not found,15-Mar-85,Not found,180,Spain,"DF (CB-FB, left)",Left,2004-2005,19 years,Real Sociedad,2004,https://www.transfermarkt.com/javier-garrido/profil/spieler/7571
195488,Paulo Gazzaniga,https://fbref.com/en/players/63d17038/Paulo-Gazzaniga,Success,Not found,"January 2, 1992 (Age: 33-327d)","Chateaubriand, Argentina",196,Argentina,GK,Right,2011-2012,19 years,Gillingham,2011,https://www.transfermarkt.com/paulo-gazzaniga/profil/spieler/195488
82442,Olivier Giroud,https://fbref.com/en/players/16ceb862/Olivier-Giroud,Success,Not found,"September 30, 1986 (Age: 39-056d)","Chambéry, France",192,France,FW,Left,2009-2010,22 years,Tours,2009,https://www.transfermarkt.com/olivier-giroud/profil/spieler/82442
159471,Serge Gnabry,https://fbref.com/en/players/88e357ef/Serge-Gnabry,Success,Not found,"July 14, 1995 (Age: 30-134d)","Stuttgart, Germany",173,Germany,FW-MF (AM-WM),Right,2012-2013,17 years,Arsenal,2012,https://www.transfermarkt.com/serge-gnabry/profil/spieler/159471
90273,Román Golobart,https://fbref.com/en/players/564f1536/Roman-Golobart,Success,Not found,21-Mar-92,Not found,193,Spain,DF (CB),Not found,2011-2012,19 years,Inverness CT,2011,https://www.transfermarkt.com/romn-golobart/profil/spieler/90273
30379,Kaspars Gorkšs,https://fbref.com/en/players/a340b996/Kaspars-Gorkss,Success,Not found,6-Nov-81,Not found,191,Latvia,DF,Right,2003,21 years,Öster,Not found,https://www.transfermarkt.com/kaspars-gorks/profil/spieler/30379
23825,Yoan Gouffran,https://fbref.com/en/players/a28d181a/Yoan-Gouffran,Success,Not found,25-May-86,Not found,176,France,FW-MF (WM),Right,2004-2005,18 years,Caen,2004,https://www.transfermarkt.com/yoan-gouffran/profil/spieler/23825
44065,Esteban Granero,https://fbref.com/en/players/1b17ed86/Esteban-Granero,Success,Not found,2-Jul-87,Not found,180,Spain,MF,Right,2006-2007,19 years,Real Madrid B,2006,https://www.transfermarkt.com/esteban-granero/profil/spieler/44065
43853,Chris Gunter,https://fbref.com/en/players/8593f88c/Christian-Gunter,Success,Not found,"February 28, 1993 (Age: 32-270d)","Villingen-Schwenningen, Germany",184,Germany,"DF-MF (FB-WM, left)",Left,2012-2013,19 years,Freiburg,2012,https://www.transfermarkt.com/chris-gunter/profil/spieler/43853
31067,Jonathan de Guzmán,https://fbref.com/en/players/1bcca8b8/Jonathan-de-Guzman,Success,Not found,"September 13, 1987 (Age: 38-073d)","Toronto, Ontario, Canada",173,Netherlands nl  Other: Canada,MF (AM-CM-DM),Right,2005-2006,17 years,Feyenoord,2005,https://www.transfermarkt.com/jonathan-de-guzmn/profil/spieler/31067
170929,Massadio Haïdara,https://fbref.com/en/players/5167c97e/Massadio-Haidara,Success,Not found,"December 2, 1992 (Age: 32-358d)","Trappes, France",179,Mali ml  Other: France,"DF-MF (FB, left)",Left,2010-2011,17 years,Nancy,2010,https://www.transfermarkt.com/massadio-hadara/profil/spieler/170929
121236,Robert Hall,https://fbref.com/en/players/89602ebf/Robert-Hall,Success,Not found,20-Oct-93,Not found,173,England eng,FW-MF (WM),Right,2011-2012,17 years,MK Dons,2011,https://www.transfermarkt.com/robert-hall/profil/spieler/121236
3634,Ian Harte,https://fbref.com/en/players/fd4fa092/Ian-Harte,Success,Not found,31-Aug-77,Not found,175,Republic of Ireland,"DF (FB, left)",Left,1995-1996,17 years,Leeds United,1995,https://www.transfermarkt.com/ian-harte/profil/spieler/3634
50202,Eden Hazard,https://fbref.com/en/players/a39bb753/Eden-Hazard,Success,Not found,7-Jan-91,Not found,173,Belgium,"FW-MF (AM-WM, left)",Right,2007-2008,16 years,Lille,2007,https://www.transfermarkt.com/eden-hazard/profil/spieler/50202
189740,Ángelo Henríquez,https://fbref.com/en/players/6f3a433e/Angelo-Henriquez,Success,Not found,"April 13, 1994 (Age: 31-226d)","Santiago, Chile",175,Chile,FW,Right,2012-2013,18 years,Wigan Athletic,2012,https://www.transfermarkt.com/ngelo-henrquez/profil/spieler/189740
46220,Pablo Hernández,https://fbref.com/en/players/c0398aca/Pablo-Hernandez,Success,Not found,11-Apr-85,Not found,173,Spain,"FW-MF (AM-WM, right)",Right,2005-2006,20 years,Valencia,2005,https://www.transfermarkt.com/pablo-hernndez/profil/spieler/46220
21496,Brett Holman,https://fbref.com/en/players/4f0d1bbe/Brett-Holman,Success,Not found,27-Mar-84,Not found,177,Australia,FW-MF (AM-WM),Right,2002-2003,18 years,Excelsior,2002,https://www.transfermarkt.com/brett-holman/profil/spieler/21496
55508,Lewis Holtby,https://fbref.com/en/players/410ab123/Lewis-Holtby,Success,Not found,"September 18, 1990 (Age: 35-068d)","Erkelenz, Germany",176,Germany,MF (AM-CM-DM-WM),Left,2007-2008,16 years,AA Aachen,2007,https://www.transfermarkt.com/lewis-holtby/profil/spieler/55508
4624,Jos Hooiveld,https://fbref.com/en/players/f544a6ab/Jos-Hooiveld,Success,Not found,22-Apr-83,Not found,193,Netherlands,DF-MF (CB),Left,2003-2004,20 years,Heerenveen,2003,https://www.transfermarkt.com/jos-hooiveld/profil/spieler/4624
12628,Noel Hunt,https://fbref.com/en/players/6825c1f9/Noel-Hunt,Success,Not found,26-Dec-82,Not found,173,Republic of Ireland,FW-MF (WM),Left,2002-2003,19 years,Dunfermline Ath.,2002,https://www.transfermarkt.com/noel-hunt/profil/spieler/12628
195652,Jordon Ibe,https://fbref.com/en/players/9f736ed2/Jordon-Ibe,Success,Not found,8-Dec-95,Not found,176,England eng,"FW-MF (WM, right)",Right,2011-2012,15 years,Wycombe,2011,https://www.transfermarkt.com/jordon-ibe/profil/spieler/195652
81785,Shinji Kagawa,https://fbref.com/en/players/5afafbfe/Shinji-Kagawa,Success,Not found,"March 17, 1989 (Age: 36-253d)","Kobe, Japan",175,Japan,FW-MF (AM-CM),Right,2010-2011,21 years,Dortmund,2010,https://www.transfermarkt.com/shinji-kagawa/profil/spieler/81785
39049,Kei Kamara,https://fbref.com/en/players/6e3f3809/Kei-Kamara,Success,Not found,"September 1, 1984 (Age: 41-085d)","Kenema, Sierra Leone",188,Sierra Leone,FW,Right,2006,21 years,Columbus Crew,Not found,https://www.transfermarkt.com/kei-kamara/profil/spieler/39049
132098,Harry Kane,https://fbref.com/en/players/21a66f6a/Harry-Kane,Success,Not found,"July 28, 1993 (Age: 32-120d)","Walthamstow, England, United Kingdom",188,England eng,FW,Right,2010-2011,17 years,Leyton Orient,2010,https://www.transfermarkt.com/harry-kane/profil/spieler/132098
61447,Jem Karacan,https://fbref.com/en/players/7027738f/Jem-Karacan,Success,Not found,21-Feb-89,Not found,178,Turkey tr  Other: England,MF (DM),Both,2007-2008,18 years,Bournemouth,2007,https://www.transfermarkt.com/jem-karacan/profil/spieler/61447
6106,Giorgos Karagounis,https://fbref.com/en/players/ed2192d0/Giorgos-Karagounis,Success,Not found,6-Mar-77,Not found,176,Greece,MF,Not found,2000-2001,23 years,Panathinaikos,2000,https://www.transfermarkt.com/giorgos-karagounis/profil/spieler/6106
33822,Jimmy Kébé,https://fbref.com/en/players/ea7c7cdf/Jimmy-Kebe,Success,Not found,19-Jan-84,Not found,187,Mali,"MF (AM-WM, right)",Not found,2007-2008,23 years,Reading,2007,https://www.transfermarkt.com/jimmy-kb/profil/spieler/33822
133392,Billy Knott,https://fbref.com/en/players/49809c96/Billy-Knott,Success,Not found,28-Nov-92,Not found,173,England eng,MF,Right,2011-2012,18 years,AFC Wimbledon,2011,https://www.transfermarkt.com/billy-knott/profil/spieler/133392
8552,Arouna Koné,https://fbref.com/en/players/f9a72ca4/Arouna-Kone,Success,Not found,11-Nov-83,Not found,182,Côte d'Ivoire,FW,Right,2003-2004,19 years,Roda JC,2003,https://www.transfermarkt.com/arouna-kon/profil/spieler/8552
43530,Adam Lallana,https://fbref.com/en/players/99813635/Adam-Lallana,Success,Not found,10-May-88,Not found,173,England eng,FW-MF (AM-CM-WM),Right,2006-2007,18 years,Southampton,2006,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530
35035,Roland Lamah,https://fbref.com/en/players/336a36fb/Roland-Lamah,Success,Not found,31-Dec-87,Not found,180,Belgium be  Other: Côte d'Ivoire,"FW-MF (WM, left)",Left,2006-2007,18 years,Anderlecht,2006,https://www.transfermarkt.com/roland-lamah/profil/spieler/35035
49655,Rickie Lambert,https://fbref.com/en/players/495de82c/Rickie-Lambert,Success,Not found,16-Feb-82,Not found,187,England eng,FW,Right,2002-2003,20 years,Stockport,2002,https://www.transfermarkt.com/rickie-lambert/profil/spieler/49655
46106,Adam le Fondre,https://fbref.com/en/players/f3a77fec/Adam-le-Fondre,Success,Not found,2-Dec-86,Not found,177,Not found,FW,Right,2004-2005,17 years,Stockport,2004,https://www.transfermarkt.com/adam-le-fondre/profil/spieler/46106
14041,Mikele Leigertwood,https://fbref.com/en/players/3cd9228b/Mikele-Leigertwood,Success,Not found,12-Nov-82,Not found,188,Antigua and Barbuda ag  Other: England,DF-MF (DM),Not found,2002-2003,19 years,Wimbledon,2002,https://www.transfermarkt.com/mikele-leigertwood/profil/spieler/14041
17965,Hugo Lloris,https://fbref.com/en/players/8f62b6ee/Hugo-Lloris,Success,Not found,"December 26, 1986 (Age: 38-334d)","Nice, France",188,France,GK,Left,2005-2006,18 years,Nice,2005,https://www.transfermarkt.com/hugo-lloris/profil/spieler/17965
102258,Matthew Lowton,https://fbref.com/en/players/9a9c05db/Matthew-Lowton,Success,Not found,9-Jun-89,Not found,180,Not found,"DF (FB, right)",Right,2009-2010,20 years,Ferencváros,2009,https://www.transfermarkt.com/matthew-lowton/profil/spieler/102258
46831,Modibo Maïga,https://fbref.com/en/players/a546477d/Modibo-Maiga,Success,Not found,3-Sep-87,Not found,185,Mali,FW-MF (WM),Left,2007-2008,19 years,Le Mans,2007,https://www.transfermarkt.com/modibo-maga/profil/spieler/46831
218144,Mikael Mandron,https://fbref.com/en/players/47a26e7c/Mikael-Mandron,Success,Not found,"October 11, 1994 (Age: 31-045d)","Boulogne-sur-Mer, France",191,Not found,FW,Right,2012-2013,17 years,Sunderland,2012,https://www.transfermarkt.com/mikael-mandron/profil/spieler/218144
4796,Kader Mangane,https://fbref.com/en/players/dbb10755/Kader-Mangane,Success,Not found,23-Mar-83,Not found,193,Senegal,DF-MF (CB),Right,2003-2004,20 years,Xamax,2003,https://www.transfermarkt.com/kader-mangane/profil/spieler/4796
33781,Vito Mannone,https://fbref.com/en/players/c4173f1a/Vito-Mannone,Success,Not found,"March 2, 1988 (Age: 37-268d)","Desio, Italy",191,Italy,GK,Right,2006-2007,18 years,Barnsley,2006,https://www.transfermarkt.com/vito-mannone/profil/spieler/33781
36233,Stanislav Manolev,https://fbref.com/en/players/42138efa/Stanislav-Manolev,Success,Not found,16-Dec-85,Not found,185,Bulgaria,"DF-MF (FB, right)",Right,2009-2010,23 years,PSV Eindhoven,2009,https://www.transfermarkt.com/stanislav-manolev/profil/spieler/36233
38145,Adrian Mariappa,https://fbref.com/en/players/8aa5f52c/Adrian-Mariappa,Success,Not found,"October 3, 1986 (Age: 39-053d)","Harrow, England, United Kingdom",180,Jamaica jm  Other: England,"DF (CB, right)",Right,2005-2006,18 years,Watford,2005,https://www.transfermarkt.com/adrian-mariappa/profil/spieler/38145
35251,Marko Marin,https://fbref.com/en/players/a022e78c/Marko-Marin,Success,Not found,13-Mar-89,Not found,170,Germany de  Other: Bosnia and Herzegovina,FW-MF (AM-WM),Right,2006-2007,17 years,Gladbach,2006,https://www.transfermarkt.com/marko-marin/profil/spieler/35251
55709,Emmanuel Mayuka,https://fbref.com/en/players/126fd532/Emmanuel-Mayuka,Success,Not found,21-Nov-90,Not found,180,Zambia,FW,Both,2010-2011,19 years,Young Boys,2010,https://www.transfermarkt.com/emmanuel-mayuka/profil/spieler/55709
27470,Stéphane Mbia,https://fbref.com/en/players/c39d9657/Stephane-Mbia,Success,Not found,20-May-86,Not found,190,Cameroon,DF-MF (CB-DM),Right,2004-2005,18 years,Rennes,2004,https://www.transfermarkt.com/stphane-mbia/profil/spieler/27470
14047,Jobi McAnuff,https://fbref.com/en/players/0f602616/Jobi-McAnuff,Success,Not found,9-Nov-81,Not found,180,Jamaica jm  Other: England,MF (CM),Right,2001-2002,19 years,Wimbledon,2001,https://www.transfermarkt.com/jobi-mcanuff/profil/spieler/14047
95976,Alex McCarthy,https://fbref.com/en/players/36c2ca73/Alex-McCarthy,Success,Not found,"December 3, 1989 (Age: 35-357d)","Guildford, England, United Kingdom",193,England eng,GK,Right,2007-2008,17 years,Woking,2007,https://www.transfermarkt.com/alex-mccarthy/profil/spieler/95976
