player_name,transfermarkt_id
Jean Makoun,5648
Steed Malbranque,3569
Florent Malouda,5461
Michael Mancienne,38100
Obafemi Martins,5794
Javier Mascherano,19981
James McArthur,41416
Benni McCarthy,3091
James McCarthy,45333
Josh McEachran,128905
James McFadden,9956
Ryan McGivern,61632
Callum McManaman,61711
Raul Meireles,13168
Abdoulaye Méïté,5315
John Mensah,5917
David Meyler,68183
Simon Mignolet,50219
Nenad Milijaš,36123
Ishmael Miller,38776
James Milner,3333
Luka Modrić,27992
Josh Morris,121391
James Morrison,27614
Victor Moses,59866
Steven Mouyokolo,58188
Fabrice Muamba,35586
Geoffrey Mujangi Bia,45455
Youssouf Mulumbu,45272
Sulley Muntari,17129
Danny Murphy,3221
David Murphy,3868
Jordon Mutch,57207
Boaz Myhill,3838
David N'Gog,41242
Charles N'Zogbia,22165
Nani,33706
Samir Nasri,18935
Ryan Nelsen,28878
Gary Neville,3403
Phil Neville,3404
Mark Noble,31835
Ryan Noble,121340
Kevin Nolan,3950
Frank Nouble,119123
Steven Nzonzi,73734
Andy O'Brien,869490
Garry O'Connor,15708
Jamie O'Hara,38090
Gary O'Neil,3995
John O'Shea,3540
Gabriel Obertan,43261
John Obi Mikel,30739
Victor Obinna,35852
Peter Odemwingie,12516
Jonas Olsson,25248
Martin Olsson,38073
Nedum Onuoha,28810
Brett Ormerod,4113
Leon Osman,3620
Michael Owen,1397
Daniel Pacheco,28285
John Paintsil,35235
Wilson Palacios,58361
Scott Parker,3785
Stuart Parnaby,3866
Roman Pavlyuchenko,15072
Jermaine Pennant,3195
James Perch,49409
Robin van Persie,4380
Martin Petrov,670
Stiliyan Petrov,3252
Kevin Phillips,3131
Matt Phillips,77274
Steven Pienaar,4321
Frédéric Piquionne,5683
Robert Pirès,3185
Mike Pollitt,32217
Christian Poulsen,1443
Danny Pugh,3546
Jason Puncheon,47995
Paul Rachubka,4098
Rafael,357164
Ramires,54170
Aaron Ramsey,50057
Nile Ranger,88750
Abdul Razak,224090
Andy Reid,10008
Steven Reid,7330
Winston Reid,37526
Pepe Reina,7825
Nigel Reo-Coker,14060
Micah Richards,32617
Kieran Richardson,3548
Sam Ricketts,30434
Liam Ridgewell,4070
Cristian Riveros,37713
Jason Roberts,3666
Jack Robinson,183299
Paul Robinson,3630
Rubén Rochina,67548
Hugo Rodallega,37934
Rodrigo,357565
Maxi Rodríguez,7895
Jack Rodwell,57079
Wayne Rooney,3332
Danny Rose,50174
Tomáš Rosický,132
Wayne Routledge,14066
Bacary Sagna,26764
Louis Saha,4015
Carlos Salcido,31434
Míchel Salgado,7515
Christopher Samba,29016
Conor Sammon,68331
Sandro,315853
Tuncay Şanlı,6934
Roque Santa Cruz,215
Paul Scharner,2953
Paul Scholes,3397
Mark Schwarzer,3357
Freddie Sears,70714
Philippe Senderos,4277
Stéphane Sessègnon,37157
Ryan Shawcross,45861
Jonjo Shelvey,71292
Nicky Shorey,13426
Ryan Shotton,92109
Mamady Sidibé,14069
Steve Sidwell,13427
David Silva,35518
Paulo da Silva,14244
Danny Simpson,37442
Martin Škrtel,24180
Chris Smalling,103427
Alan Smith,101327
Alexandre Song,27394
Keith Southern,44986
Jay Spearing,52111
Jonathan Spector,24637
Jordan Spence,61588
Sébastien Squillaci,5293
Ronnie Stam,24877
Junior Stanislas,87672
Richard Stearman,34349
Grétar Steinsson,30304
David Stockdale,67339
Daniel Sturridge,47082
Luis Suárez,44352
Ludovic Sylvestre,43248
Wojciech Szczęsny,44058
Thomas Sørensen,3473
Gabriel Tamaș,6893
Matthew Taylor,9218
Ryan Taylor,33785
Steven Taylor,17273
Gary Taylor-Fletcher,49101
Somen Tchoyi,37058
John Terry,3160
Carlos Tevez,4276
Hendry Thomas,62275
Jerome Thomas,3560
George Thorne,128910
Cheick Tioté,33478
James Tomkins,61592
Michael Tonge,13544
Fernando Torres,7767
Kolo Touré,3202
Yaya Touré,13091
Michael Turner,12127
Matt Upson,3273
Antonio Valencia,33544
Jelle Van Damme,4323
Luke Varney,14177
David Vaughan,14178
James Vaughan,30471
Carlos Vela,35773
Apostolos Vellios,124495
Thomas Vermaelen,15904
Nemanja Vidić,19726
Patrick Vieira,3183
Sam Vokes,48078
Reece Wabara,121416
Martyn Waghorn,61674
Theo Walcott,33713
Kyle Walker,95424
Jonathan Walters,3306
Stephen Ward,34691
Stephen Warnock,3308
Ben Watson,14081
Andreas Weimann,49693
Danny Welbeck,67063
David Wheater,29199
Glenn Whelan,12124
Dean Whitehead,13683
Andy Wilkinson,13616
Mike Williamson,10642
Jack Wilshere,74223
Danny Wilson,103819
Marc Wilson,30456
Chris Wood,108725
Shaun Wright-Phillips,3467
Xisco,15465
Ashley Young,14086
Luke Young,3271
Pablo Zabaleta,20007
Bobby Zamora,4205
Boudewijn Zenden,3173
Yuri Zhirkov,16760
Nikola Žigić,19729
Ronald Zubar,22645
Gianni Zuiverloon,27304
Patrick van Aanholt,52119
Sergio Agüero,26399
Kemy Agustien,24862
Patrick Agyemang,1089574
Joe Allen,51452
Ben Amos,73472
Bruno Andrade,159570
John Arne Riise,3220
Daniel Ayala,78966
Ross Barkley,131978
Leon Barnett,33484
Craig Bellamy,3297
Elliott Bennett,43193
Ryan Bennett,67252
Federico Bessone,57973
Nick Blackman,67369
Jay Bothroyd,8188
Leon Britton,40043
Ákos Buzsáky,13878
Yohan Cabaye,29434
Samir Carruthers,146488
Steven Caulker,121280
Radek Černý,21010
Park Chu-young,30982
Djibril Cissé,3966
Papiss Cissé,33952
Sebastián Coates,102427
Matthew Connolly,34559
Francis Coquelin,74869
Andrew Crofts,14003
Albert Crusat,51536
David Davis,129054
Craig Dawson,121477
Ritchie De Laet,55687
Shaun Derry,14007
Samba Diakité,136589
Mahamadou Diarra,5352
Stephen Dobbie,12693
Matt Doherty,171679
Ji Dong-won,164265
Doni,102584
Landon Donovan,68
Royston Drenthe,35631
Adam Drury,11663
Shane Duffy,119269
Nathan Dyer,37011
Chris Eagles,24635
Hogan Ephraim,31883
Alejandro Faurlín,88067
Anthony Forde,146494
Mauro Formica,55870
David Fox,4219
Kerim Frei,146844
Emmanuel Frimpong,93056
Zeki Fryers,141655
Márton Fülöp,17879
Gary Gardner,110861
David de Gea,59377
Marcel Gecov,34534
Gervinho,33481
Shay Given,3146
David Goodwillie,37677
Johnny Gorman,145488
Mark Gower,39700
Danny Graham,29152
Zdeněk Grygera,6833
Brad Guzan,39471
Fitz Hall,6580
Michael Harriman,155233
Heiðar Helguson,9886
Adam Henley,173585
Thierry Henry,3207
Henrique Hilário,13886
Clint Hill,13583
Grant Holt,13412
Wes Hoolahan,24589
Jonny Howson,45395
Robert Hulse,9980
Sam Hutchinson,40617
Carl Ikeme,26412
Simeon Jackson,44913
Nikica Jelavić,25742
Carl Jenkinson,126321
Bradley Johnson,49327
Billy Jones,36866
Brad Jones,4042
Eggert Jónsson,45298
Alexander Kačaniklić,51040
Pajtim Kasami,130108
Jake Kean,121388
Will Keane,118535
Paddy Kenny,13524
Matthew Kilgallon,4095
Cameron Lancaster,182660
Henri Lansbury,44794
Simon Lappin,14792
Anders Lindegaard,22491
Leroy Lita,20975
Jake Livermore,61832
Shane Long,37304
Romelu Lukaku,96341
Jamie Mackie,15929
Stefan Maierhofer,32660
Shaun Maloney,9508
Chris Martin,248054
Russell Martin,67303
Sylvain Marveaux,39909
Juan Mata,44068
Conor McAleny,121260
Gareth McAuley,40567
James McClean,85935
Tyrone Mears,14050
Per Mertesacker,6710
Ignasi Miquel,70245
Ryo Miyaichi,129688
Anthony Modeste,50512
Garry Monk,4111
Luke Moore,4075
Vangelis Moras,9850
Steve Morison,104725
Kyle Naughton,66219
Marcus Olsson,72264
Andrea Orlandi,29117
Bradley Orr,16091
Alex Oxlade-Chamberlain,143424
Bruno Perone,67996
Radosav Petrović,75296
Anthony Pilkington,67322
David Pizarro,5896
Paul Pogba,122153
Pavel Pogrebnyak,15074
Darren Pratley,28957
Àngel Rangel,66550
Tim Ream,145466
Jazz Richards,120241
Joe Riley,125117
Oriol Romeu,66100
Declan Rudd,74088
John Ruddy,29712
Bryan Ruiz,39642
Orlando Sá,64535
Davide Santon,84344
André Santos,54275
Stefan Savić,107010
Gylfi Sigurðsson,90466
Scott Sinclair,31552
Jordan Slew,164785
Adam Smith,61841
Tommy Smith,176056
Marvin Sordell,120599
Raheem Sterling,134425
Denis Stracqualursi,92544
Andrew Surman,29975
Adel Taarabt,45287
Taye Taiwo,28922
Alan Tate,7337
Neil Taylor,67416
Marc Tierney,67346
Armand Traoré,33783
Gerhard Tremmel,488
Marcello Trotta,129505
Ross Turnbull,29159
Josh Vela,173804
Michel Vorm,26276
Dorus de Vries,6404
Haris Vučkić,76560
Simon Vukčević,27239
Elliott Ward,15838
Keiren Westwood,15164
Zak Whitbread,22230
Connor Wickham,95435
Aaron Wilbraham,67202
Ashley Williams,67355
Jonathan Woodgate,3224
Nico Yennaris,122721
Karim El Ahmadi,25523
Nathan Aké,177476
Hope Akpan,61559
Vurnon Anita,30670
Oussama Assaidi,57275
César Azpilicueta,57500
Kyle Bartley,67421
Luciano Becchio,71020
Joe Bennett,90964
Christian Benteke,50201
Gaël Bigirimana,158697
Fabio Borini,96754
Artur Boruc,15220
Jordan Bowery,94655
Izzy Brown,245805
Alexander Büttner,38003
Geoff Cameron,31642
Lee Camp,42411
Eduard Campabadal,126722
Adam Campbell,204354
Daniel Carriço,37712
Tom Carroll,121279
Santi Cazorla,15799
Júlio César,22412
Richard Chaplow,9975
Nathaniel Clyne,85177
Conor Coady,128901
Jack Cork,40613
Philippe Coutinho,80444
Shaun Cummings,40614
Ben Davies,192765
Kelvin Davis,13640
Steven Davis,28973
Simon Dawkins,57488
Steve De Ridder,41818
Mathieu Debuchy,27306
Ashkan Dejagah,13979
Guy Demel,1368
Alou Diarra,1327
Maurice Edu,50987
Rob Elliot,39037
Urby Emanuelson,20586
Eyong Enoh,47344
Roger Espinoza,71096
Iago Falque,59340
Adam Federici,4233
Chico Flores,51681
José Fonte,33829
Danny Fox,31553
Fraser Fyvie,107350
Javi García,36350
Javier Garrido,7571
Paulo Gazzaniga,195488
Olivier Giroud,82442
Serge Gnabry,159471
Román Golobart,90273
Kaspars Gorkšs,30379
Yoan Gouffran,23825
Esteban Granero,44065
Chris Gunter,43853
Jonathan de Guzmán,31067
Massadio Haïdara,170929
Robert Hall,121236
Ian Harte,3634
Eden Hazard,50202
Ángelo Henríquez,189740
Pablo Hernández,46220
Brett Holman,21496
Lewis Holtby,55508
Jos Hooiveld,4624
Noel Hunt,12628
Jordon Ibe,195652
Shinji Kagawa,81785
Kei Kamara,39049
Harry Kane,132098
Jem Karacan,61447
Giorgos Karagounis,6106
Jimmy Kébé,33822
Billy Knott,133392
Arouna Koné,8552
Adam Lallana,43530
Roland Lamah,35035
Rickie Lambert,49655
Adam le Fondre,46106
Mikele Leigertwood,14041
Hugo Lloris,17965
Matthew Lowton,102258
Modibo Maïga,46831
Mikael Mandron,218144
Kader Mangane,4796
Vito Mannone,33781
Stanislav Manolev,36233
Adrian Mariappa,38145
Marko Marin,35251
Emmanuel Mayuka,55709
Stéphane Mbia,27470
Jobi McAnuff,14047
Alex McCarthy,95976
George McCartney,3775
Garath McCleary,69653
Michu,70789
Kevin Mirallas,33639
Adam Mitchell,154293
Nacho Monreal,43003
Sean Morrison,79723
Ján Mucha,33195
Alfred N'Diaye,77737
Steven Naismith,12763
Matija Nastasić,143559
Joey O'Brien,34672
Oscar,85314
Bryan Oviedo,124983
Alex Pearce,47768
Mladen Petrić,2874
Lucas Piazon,176485
Lukas Podolski,15185
Emanuel Pogatetz,1094
Goran Popov,19721
Dan Potts,207037
Nick Powell,134424
Guly do Prado,22801
Gastón Ramírez,123742
Iván Ramis,26066
Ben Reeves,171234
Karim Rekik,182579
Loïc Rémy,45121
Frazer Richardson,4094
Sascha Riether,1662
Joel Robles,101118
Hal Robson-Kanu,65976
Jay Rodriguez,53360
Markus Rosenberg,27505
Nuri Şahin,31095
Dominic Samuel,203784
Morgan Schneiderlin,56818
Billy Sharp,49542
Luke Shaw,183288
Brek Shea,71107
Itay Shechter,44760
Maicon Sisenando,18301
Moussa Sissoko,46001
Alex Smith,33754
Robert Snodgrass,22614
Enda Stevens,85706
Ki Sung-yueng,81796
Suso,111961
Yacouba Sylla,160080
Jay Tabb,42284
James Tavernier,62094
Stuart Taylor,3190
Alexander Tettey,12384
Dwight Tiendalli,29356
Andros Townsend,61842
Ricardo Vaz Tê,9413
Jan Vertonghen,43250
Ron Vlaar,30697
James Ward-Prowse,181579
Ashley Westwood,91317
Steven Whittaker,12704
Derrick Williams,128287
Andre Wisdom,128912
Claudio Yacob,45330
Mapou Yanga-Mbiwa,57480
Maya Yoshida,81789
Adrián,34495
Chuba Akpom,197642
Luis Alberto,44352
Jozy Altidore,39378
Sone Aluko,42198
Morgan Amalfitano,39883
Jordi Amat,85289
Fernando Amorebieta,35548
Pablo Armero,73786
Adam Armstrong,250426
Marko Arnautović,41384
Iago Aspas,72047
El-Hadji Ba,169090
Leandro Bacuna,126014
Nabil Bentaleb,245537
Saido Berahino,128897
Thievy Bifouma,181477
Kim Bo-kyung,128375
Derek Boateng,18091
Yannick Bolasie,75471
Wilfried Bony,81808
Marco Borriello,5825
George Boyd,45623
Robbie Brady,128229
Liam Bridcutt,40612
Alex Bruce,37957
Dan Burn,134270
Jack Butland,128899
Cabral,231572
Cala,237686
José Campaña,120095
José Cañas,7657
Étienne Capoue,63494
João Carlos Teixeira,132214
Ondřej Čelůstka,70131
Nacer Chadli,59631
Calum Chambers,215118
James Chester,73482
Vlad Chiricheș,123261
Aly Cissokho,57515
Larnell Cole,141650
Andreas Cornelius,203412
Don Cowie,14746
Luke Daniels,45921
Chris David,187285
Kevin De Bruyne,88755
Damien Delaney,36861
Moussa Dembélé,229004
Martín Demichelis,2963
Gerard Deulofeu,129476
Modibo Diakité,41749
Andrea Dossena,21863
Paul Dummett,170321
Marvin Emnes,37787
Christian Eriksen,69633
Samuel Eto'o,4257
Leroy Fer,63342
Fernandinho,26267
Mathieu Flamini,17396
Matty Fryatt,14013
Jay Fulton,171260
Sam Gallagher,227183
Luke Garbutt,110860
Owen Garvan,33249
Dwight Gayle,196522
Mohamed Gedo,104941
Rudy Gestede,39908
Emanuele Giaccherini,84835
Marco van Ginkel,147034
Jack Grealish,203460
John Guidetti,98596
Aron Gunnarsson,63821
Rhys Healey,238185
Nicklas Helenius,102132
Gary Hooper,42513
Mark Hudson,3640
Tom Ince,157368
Jo Inge Berget,73323
Eldin Jakupović,2857
Tom James,325105
Adnan Januzaj,177847
Mile Jedinak,28336
Declan John,238585
Luuk de Jong,72522
Stevan Jovetić,46104
Tomáš Kalas,148657
Kim Källström,3730
Robert Koren,26946
Libor Kozák,63824
William Kvist,36787
Érik Lamela,111630
Tom Lawrence,229970
Joe Ledley,34409
Elliot Lee,229826
Joe Lewis,25834
Dejan Lovren,37838
Jamar Loza,203464
Diego Lugano,13829
Antonio Luna,126516
David Marshall,9500
Nemanja Matić,74683
Charalampos Mavrias,136647
Nicky Maynard,39705
Paddy McCarthy,29974
Aiden McGeady,21333
Allan McGregor,9422
Aaron McLean,45631
Kevin McNaughton,11365
Paul McShane,24636
Gary Medel,60889
Mesca,160348
Kostas Mitroglou,34944
Ravel Morrison,128907
Dean Moxey,77559
Marc Muniesa,74228
Josh Murphy,199528
Glenn Murray,45693
Mats Møller Dæhli,190831
Jesús Navas,15956
Álvaro Negredo,18644
Antonio Nocerino,22203
Craig Noone,81202
Stuart O'Keefe,93626
Liam O'Neil,305069
Jores Okore,129085
Dani Osvaldo,37389
Mesut Özil,35664
Costel Pantilimon,47659
Jonathan Parr,41665
Paulinho,57229
Erik Pieters,43763
Alejandro Pozuelo,188853
Alex Pritchard,200777
Nick Proschwitz,31535
Stephen Quinn,43266
Răzvan Raț,14940
Nathan Redmond,129078
Harrison Reed,226973
Valentin Roberge,87422
Patrick Roberts,225452
Callum Robinson,183299
Liam Rosenior,15166
Yannick Sagbo,60591
Mamadou Sakho,47713
Mohamed Salah,148455
Yaya Sanogo,127194
André Schürrle,58205
Ignacio Scocco,51088
Brad Smith,175745
Roberto Soldado,34870
Julián Speroni,12814
Maarten Stekelenburg,4311
John Stones,186590
John Swift,197693
Muamer Tanković,198513
Andrew Taylor,29158
Kévin Théophile-Catherine,60603
Aleksandar Tonev,87282
Lacina Traoré,69006
Ryan Tunnicliffe,110868
Ben Turner,39518
Álvaro Vázquez,141835
Miloš Veljković,202228
Santiago Vergini,94783
Matěj Vydra,101500
Victor Wanyama,77760
Joel Ward,92572
Peter Whittingham,3762
Jonny Williams,170322
Willian,661171
James Wilson,39033
Magnus Wolff Eikrem,54775
Ricky van Wolfswinkel,41355
Cauley Woodrow,169801
Joseph Yobo,3270
Wilfried Zaha,145988
Elsad Zverotić,25542
Rolando Aarons,258188
Mehdi Abeid,111036
Toby Alderweireld,42710
Jak Alnwick,128895
Ricky Álvarez,76077
Scott Arfield,55291
Christian Atsu,186997
Charlie Austin,129627
Ashley Barnes,63200
Modou Barrow,189070
Héctor Bellerín,191217
Muhamed Bešić,93905
Tyler Blackett,134414
Sebastián Blanco,54576
Daley Blind,12282
Tyias Browning,156934
Will Buckley,77329
Reece Burke,264220
Willy Caballero,19948
Rémy Cabella,113707
Esteban Cambiasso,7520
Joel Campbell,131248
Emre Can,119296
Nathaniel Chalobah,128900
Andreas Christensen,196948
Brandon Comley,362809
Diego Costa,44779
Thibaut Courtois,108390
Aaron Cresswell,92571
Juan Cuadrado,91970
Jason Davidson,137669
Ángel Di María,45320
Eric Dier,175722
Michael Doughty,173832
Danny Drinkwater,73491
Michael Duff,119269
Eljero Elia,27805
Radamel Falcao,39152
Federico Fazio,45314
Federico Fernández,85475
Fernando,7767
Fraser Forster,52570
Darnell Furlong,351755
Brendan Galloway,208244
Cristian Gamboa,121686
Dominic Gape,226964
Florin Gardoș,57423
Carles Gil,127987
Bafétimbi Gomis,22388
Kenji Gorré,374889
Reece Grego-Cox,264199
Matt Grimes,265471
Ben Hamer,67283
Dean Hammond,33065
Tom Heaton,34130
Rushian Hepburn-Murphy,314237
Abel Hernández,76608
Ander Herrera,99343
Jake Hesketh,315185
Brown Ideye,64308
Danny Ings,134294
Lloyd Isgrove,226965
Mauricio Isla,43722
Matty James,73522
Daryl Janmaat,60744
Siem de Jong,45509
Lukas Jutkiewicz,33507
Michael Keane,118534
Andy King,56872
Anthony Knockaert,149237
Cheikhou Kouyaté,66934
Cole Kpekawa,347895
Andrej Kramarić,46580
Bojan Krkić,44675
Daniel Lafferty,85928
Jesse Lingard,141660
Ruben Loftus-Cheek,202886
Kevin Long,111114
Filipe Luís,21725
Harry Maguire,177907
Riyad Mahrez,171424
Ainsley Maitland-Niles,285845
Sadio Mané,200512
Eliaquim Mangala,90681
Javier Manquillo,162029
Lazar Marković,144303
Dean Marney,4055
Emiliano Martínez,111873
Ryan Mason,61834
Jason McCarthy,227185
Paddy McNair,167268
Ben Mee,74810
Jefferson Montero,77932
Liam Moore,128906
Alberto Moreno,207917
Wes Morgan,10003
Dame N'Doye,44855
Nenê,574901
David Nugent,33963
Nélson Oliveira,72768
David Ospina,73396
Gabriel Paulista,149498
Graziano Pellè,29594
Andreas Pereira,203394
Ayoze Pérez,246968
Sébastien Pocognoli,17804
Diego Poyet,183286
José Pozo,135105
Anthony Réveillère,5668
Emmanuel Rivière,61637
Andrew Robertson,234803
Marcos Rojo,93176
Diafra Sakho,120610
Georgios Samaras,6855
Alexis Sánchez,40433
Carlos Sánchez,7509
Jeffrey Schlupp,157506
Kasper Schmeichel,16911
Ryan Seager,247647
Jason Shackell,11756
Ollie Shenton,335541
Jerome Sinclair,236513
Pape Souaré,125868
Benjamin Stambouli,127160
Jed Steer,110867
Dušan Tadić,36139
Matt Targett,250478
Dionatan Teixeira,107617
Tom Thorpe,128911
Kieran Trippier,95810
Leonardo Ulloa,54890
