player_name,season,injury_type,from_date,until_date,days,days_text,games_missed,games_missed_text,club_at_injury,player_url
Bartłomiej Pawłowski,22/23,Muscle injury,09/09/2022,02/10/2022,24,24 days,1,1,N/A,https://www.transfermarkt.com/bartlomiej-pawlowski/profil/spieler/153667
Bartłomiej Pawłowski,19/20,unknown injury,21/12/2019,30/12/2019,10,10 days,1,1,N/A,https://www.transfermarkt.com/bartlomiej-pawlowski/profil/spieler/153667
Bartłomiej Pawłowski,16/17,Muscle injury,28/08/2016,31/10/2016,65,65 days,8,8,N/A,https://www.transfermarkt.com/bartlomiej-pawlowski/profil/spieler/153667
Beñat Etxebarria,19/20,muscular problems,15/06/2020,15/07/2020,31,31 days,0,-,N/A,https://www.transfermarkt.com/benat-etxebarria/profil/spieler/40888
Beñat Etxebarria,19/20,Ankle sprain,25/10/2019,13/12/2019,50,50 days,7,7,N/A,https://www.transfermarkt.com/benat-etxebarria/profil/spieler/40888
Beñat Etxebarria,17/18,Knee injury,29/10/2017,15/12/2017,48,48 days,9,9,N/A,https://www.transfermarkt.com/benat-etxebarria/profil/spieler/40888
Beñat Etxebarria,16/17,Hamstring injury,20/12/2016,05/01/2017,17,17 days,1,1,N/A,https://www.transfermarkt.com/benat-etxebarria/profil/spieler/40888
Beñat Etxebarria,16/17,Hip injury,02/11/2016,14/11/2016,13,13 days,2,2,N/A,https://www.transfermarkt.com/benat-etxebarria/profil/spieler/40888
Beñat Etxebarria,16/17,Hamstring injury,05/10/2016,22/10/2016,18,18 days,2,2,N/A,https://www.transfermarkt.com/benat-etxebarria/profil/spieler/40888
Beñat Etxebarria,13/14,Back injury,07/02/2014,14/02/2014,8,8 days,1,1,N/A,https://www.transfermarkt.com/benat-etxebarria/profil/spieler/40888
Bebé,19/20,Cruciate ligament tear,27/10/2019,07/10/2020,347,347 days,37,37,N/A,https://www.transfermarkt.com/bebe/profil/spieler/153427
Bebé,16/17,Foot injury,17/04/2017,12/05/2017,26,26 days,3,3,N/A,https://www.transfermarkt.com/bebe/profil/spieler/153427
Bebé,11/12,Cruciate ligament tear,09/08/2011,23/03/2012,228,228 days,52,52,N/A,https://www.transfermarkt.com/bebe/profil/spieler/153427
Benoît Trémoulinas,15/16,Meniscus tear,05/05/2016,22/09/2016,141,141 days,13,13,N/A,https://www.transfermarkt.com/benoit-tremoulinas/profil/spieler/43264
Benoît Trémoulinas,15/16,Thigh problems,07/04/2016,02/05/2016,26,26 days,7,7,N/A,https://www.transfermarkt.com/benoit-tremoulinas/profil/spieler/43264
Benoît Trémoulinas,15/16,minor knock,03/03/2016,10/03/2016,8,8 days,1,1,N/A,https://www.transfermarkt.com/benoit-tremoulinas/profil/spieler/43264
Benoît Trémoulinas,15/16,Rest,22/02/2016,25/02/2016,4,4 days,0,-,N/A,https://www.transfermarkt.com/benoit-tremoulinas/profil/spieler/43264
Benoît Trémoulinas,15/16,Rest,15/02/2016,18/02/2016,4,4 days,0,-,N/A,https://www.transfermarkt.com/benoit-tremoulinas/profil/spieler/43264
Benoît Trémoulinas,15/16,minor knock,04/02/2016,11/02/2016,8,8 days,1,1,N/A,https://www.transfermarkt.com/benoit-tremoulinas/profil/spieler/43264
Benoît Trémoulinas,15/16,Rest,25/01/2016,28/01/2016,4,4 days,0,-,N/A,https://www.transfermarkt.com/benoit-tremoulinas/profil/spieler/43264
Benoît Trémoulinas,15/16,Rest,18/01/2016,21/01/2016,4,4 days,0,-,N/A,https://www.transfermarkt.com/benoit-tremoulinas/profil/spieler/43264
Benoît Trémoulinas,15/16,Rest,11/01/2016,14/01/2016,4,4 days,1,1,N/A,https://www.transfermarkt.com/benoit-tremoulinas/profil/spieler/43264
Benoît Trémoulinas,15/16,minor knock,31/12/2015,04/01/2016,5,5 days,1,1,N/A,https://www.transfermarkt.com/benoit-tremoulinas/profil/spieler/43264
Benoît Trémoulinas,15/16,Rest,14/12/2015,17/12/2015,4,4 days,1,1,N/A,https://www.transfermarkt.com/benoit-tremoulinas/profil/spieler/43264
Benoît Trémoulinas,15/16,minor knock,26/11/2015,07/12/2015,12,12 days,3,3,N/A,https://www.transfermarkt.com/benoit-tremoulinas/profil/spieler/43264
Benoît Trémoulinas,15/16,Hamstring injury,05/10/2015,15/10/2015,11,11 days,0,-,N/A,https://www.transfermarkt.com/benoit-tremoulinas/profil/spieler/43264
Benoît Trémoulinas,15/16,minor knock,17/09/2015,21/09/2015,5,5 days,1,1,N/A,https://www.transfermarkt.com/benoit-tremoulinas/profil/spieler/43264
Benoît Trémoulinas,14/15,Ankle injury,09/03/2015,12/03/2015,4,4 days,0,-,N/A,https://www.transfermarkt.com/benoit-tremoulinas/profil/spieler/43264
Bernardo Espinosa,18/19,Knee injury,07/04/2019,19/04/2019,13,13 days,1,1,N/A,https://www.transfermarkt.com/bernardo-espinosa/profil/spieler/64598
Bernardo Espinosa,18/19,muscular problems,10/02/2019,24/02/2019,15,15 days,1,1,N/A,https://www.transfermarkt.com/bernardo-espinosa/profil/spieler/64598
Bernardo Espinosa,17/18,Muscle injury,05/12/2017,15/12/2017,11,11 days,1,1,N/A,https://www.transfermarkt.com/bernardo-espinosa/profil/spieler/64598
Bernardo Espinosa,15/16,Knee injury,10/01/2016,27/08/2016,231,231 days,23,23,N/A,https://www.transfermarkt.com/bernardo-espinosa/profil/spieler/64598
Beto,19/20,Hamstring strain,08/07/2020,12/07/2020,5,5 days,1,1,N/A,https://www.transfermarkt.com/beto/profil/spieler/35242
Beto,17/18,unknown injury,20/02/2018,04/03/2018,13,13 days,2,2,N/A,https://www.transfermarkt.com/beto/profil/spieler/35242
Beto,17/18,Groin problems,21/10/2017,25/10/2017,5,5 days,0,-,N/A,https://www.transfermarkt.com/beto/profil/spieler/35242
Beto,17/18,strain,25/08/2017,28/08/2017,4,4 days,1,1,N/A,https://www.transfermarkt.com/beto/profil/spieler/35242
Beto,15/16,Knee injury,11/09/2015,17/03/2016,189,189 days,47,47,N/A,https://www.transfermarkt.com/beto/profil/spieler/35242
Beto,14/15,Shoulder injury,24/04/2015,13/05/2015,20,20 days,5,5,N/A,https://www.transfermarkt.com/beto/profil/spieler/35242
Beto,14/15,Shoulder injury,05/02/2015,16/04/2015,71,71 days,16,16,N/A,https://www.transfermarkt.com/beto/profil/spieler/35242
Beto,14/15,Muscle injury,02/02/2015,03/02/2015,2,2 days,0,-,N/A,https://www.transfermarkt.com/beto/profil/spieler/35242
Beto,14/15,Torn muscle fiber,24/08/2014,20/09/2014,28,28 days,4,4,N/A,https://www.transfermarkt.com/beto/profil/spieler/35242
Beto,10/11,Calf muscle tear,02/12/2010,20/01/2011,50,50 days,10,10,N/A,https://www.transfermarkt.com/beto/profil/spieler/35242
Bojan Jokić,21/22,Muscle injury,05/12/2021,11/12/2021,7,7 days,0,-,N/A,https://www.transfermarkt.com/bojan-jokic/profil/spieler/44317
Bojan Jokić,21/22,Muscle injury,18/09/2021,22/09/2021,5,5 days,0,-,N/A,https://www.transfermarkt.com/bojan-jokic/profil/spieler/44317
Bojan Jokić,18/19,Foot injury,16/10/2018,07/01/2019,84,84 days,8,8,N/A,https://www.transfermarkt.com/bojan-jokic/profil/spieler/44317
Bojan Jokić,17/18,unknown injury,15/04/2018,21/04/2018,7,7 days,0,-,N/A,https://www.transfermarkt.com/bojan-jokic/profil/spieler/44317
Bojan Jokić,16/17,Foot injury,19/10/2016,01/01/2017,75,75 days,16,16,N/A,https://www.transfermarkt.com/bojan-jokic/profil/spieler/44317
Bojan Jokić,15/16,Knock,11/12/2015,07/01/2016,28,28 days,5,5,N/A,https://www.transfermarkt.com/bojan-jokic/profil/spieler/44317
Bojan Jokić,14/15,Arthroscopy,10/09/2014,10/03/2015,182,182 days,44,44,N/A,https://www.transfermarkt.com/bojan-jokic/profil/spieler/44317
Bojan Jokić,14/15,Torn thigh muscle,13/08/2014,03/09/2014,22,22 days,4,4,N/A,https://www.transfermarkt.com/bojan-jokic/profil/spieler/44317
Bojan Jokić,10/11,minor knock,19/04/2011,27/04/2011,9,9 days,1,1,N/A,https://www.transfermarkt.com/bojan-jokic/profil/spieler/44317
Bojan Krkić,22/23,Meniscus injury,14/07/2022,06/10/2022,85,85 days,14,14,N/A,https://www.transfermarkt.com/bojan-krkic/profil/spieler/44675
Bojan Krkić,21/22,Hamstring injury,25/10/2021,20/12/2021,57,57 days,5,5,N/A,https://www.transfermarkt.com/bojan-krkic/profil/spieler/44675
Bojan Krkić,17/18,muscular problems,18/09/2017,09/10/2017,22,22 days,3,3,N/A,https://www.transfermarkt.com/bojan-krkic/profil/spieler/44675
Bojan Krkić,14/15,Cruciate ligament tear,26/01/2015,26/07/2015,182,182 days,17,17,N/A,https://www.transfermarkt.com/bojan-krkic/profil/spieler/44675
Bojan Krkić,13/14,Thigh problems,29/09/2013,28/11/2013,61,61 days,11,11,N/A,https://www.transfermarkt.com/bojan-krkic/profil/spieler/44675
Bojan Krkić,12/13,bruise,13/04/2013,30/05/2013,48,48 days,5,5,N/A,https://www.transfermarkt.com/bojan-krkic/profil/spieler/44675
Bojan Krkić,10/11,Cruciate ligament tear,09/04/2011,06/05/2011,28,28 days,7,7,N/A,https://www.transfermarkt.com/bojan-krkic/profil/spieler/44675
Bojan Krkić,09/10,Torn muscle fiber,31/08/2009,01/10/2009,32,32 days,8,8,N/A,https://www.transfermarkt.com/bojan-krkic/profil/spieler/44675
Borja Ekiza,17/18,fracture,15/10/2017,15/11/2017,32,32 days,5,5,N/A,https://www.transfermarkt.com/borja-ekiza/profil/spieler/89318
Borja Ekiza,15/16,Broken leg,09/02/2016,07/04/2016,59,59 days,8,8,N/A,https://www.transfermarkt.com/borja-ekiza/profil/spieler/89318
Borja Ekiza,11/12,Ankle injury,01/11/2011,22/11/2011,22,22 days,3,3,N/A,https://www.transfermarkt.com/borja-ekiza/profil/spieler/89318
Borja Fernández,18/19,Hamstring injury,06/03/2019,10/04/2019,36,36 days,5,5,N/A,https://www.transfermarkt.com/borja-fernandez/profil/spieler/7512
Borja Fernández,13/14,unknown injury,22/04/2014,01/06/2014,41,41 days,1,1,N/A,https://www.transfermarkt.com/borja-fernandez/profil/spieler/7512
Borja Gómez Pérez,19/20,unknown injury,01/12/2019,31/12/2019,31,31 days,4,4,N/A,https://www.transfermarkt.com/borja-gomez/profil/spieler/65060
Borja Gómez Pérez,13/14,Knee surgery,12/11/2013,01/06/2014,202,202 days,28,28,N/A,https://www.transfermarkt.com/borja-gomez/profil/spieler/65060
Borja García,22/23,unknown injury,19/12/2022,01/03/2023,73,73 days,8,8,N/A,https://www.transfermarkt.com/borja-garcia/profil/spieler/89368
Borja García,18/19,Ankle injury,03/09/2018,03/02/2019,154,154 days,21,21,N/A,https://www.transfermarkt.com/borja-garcia/profil/spieler/89368
Borja García,23/24,Hamstring injury,20/04/2024,30/06/2024,72,72 days,7,7,N/A,https://www.transfermarkt.com/borja-garcia/profil/spieler/67808
Borja García,23/24,Partial tear of the plantar fascia,16/04/2023,13/11/2023,212,212 days,20,20,N/A,https://www.transfermarkt.com/borja-garcia/profil/spieler/67808
Borja García,21/22,Knee problems,06/06/2022,19/10/2022,136,136 days,11,11,N/A,https://www.transfermarkt.com/borja-garcia/profil/spieler/67808
Borja García,21/22,Calf injury,02/11/2021,21/12/2021,50,50 days,10,10,N/A,https://www.transfermarkt.com/borja-garcia/profil/spieler/67808
Borja García,18/19,Muscle injury,10/02/2019,24/02/2019,15,15 days,1,1,N/A,https://www.transfermarkt.com/borja-garcia/profil/spieler/67808
Borja García,18/19,Muscle injury,25/01/2019,08/02/2019,15,15 days,3,3,N/A,https://www.transfermarkt.com/borja-garcia/profil/spieler/67808
Borja Iglesias,25/26,Back injury,19/12/2025,01/01/2026,14,14 days,1,1,N/A,https://www.transfermarkt.com/borja-iglesias/profil/spieler/278359
Borja Iglesias,23/24,muscular problems,13/04/2024,29/04/2024,17,17 days,4,4,N/A,https://www.transfermarkt.com/borja-iglesias/profil/spieler/278359
Borja Iglesias,20/21,Muscle injury,22/02/2021,03/03/2021,10,10 days,1,1,N/A,https://www.transfermarkt.com/borja-iglesias/profil/spieler/278359
Borja Iglesias,19/20,Ankle sprain,19/08/2019,29/08/2019,11,11 days,1,1,N/A,https://www.transfermarkt.com/borja-iglesias/profil/spieler/278359
Borja Iglesias,17/18,Muscle injury,20/12/2017,10/01/2018,22,22 days,1,1,N/A,https://www.transfermarkt.com/borja-iglesias/profil/spieler/278359
Borja López,25/26,unknown injury,10/09/2025,18/09/2025,9,9 days,1,1,N/A,https://www.transfermarkt.com/borja-lopez/profil/spieler/214770
Borja López,16/17,Knock,31/07/2016,21/09/2016,53,53 days,5,5,N/A,https://www.transfermarkt.com/borja-lopez/profil/spieler/214770
Borja López,13/14,Knee injury,10/05/2014,01/12/2014,206,206 days,21,21,N/A,https://www.transfermarkt.com/borja-lopez/profil/spieler/214770
Borja López,13/14,Hamstring injury,29/01/2014,16/02/2014,19,19 days,3,3,N/A,https://www.transfermarkt.com/borja-lopez/profil/spieler/214770
Borja López,13/14,Hamstring injury,12/12/2013,26/01/2014,46,46 days,6,6,N/A,https://www.transfermarkt.com/borja-lopez/profil/spieler/214770
Borja Oubiña,11/12,muscular problems,01/03/2012,20/03/2012,20,20 days,3,3,N/A,https://www.transfermarkt.com/borja-oubina/profil/spieler/15715
Borja Oubiña,09/10,Knee problems,19/09/2009,25/01/2011,494,494 days,68,68,N/A,https://www.transfermarkt.com/borja-oubina/profil/spieler/15715
Borja Valero,20/21,unknown injury,17/04/2021,15/05/2021,29,29 days,6,6,N/A,https://www.transfermarkt.com/borja-valero/profil/spieler/40372
Borja Valero,20/21,unknown injury,02/10/2020,07/11/2020,37,37 days,5,5,N/A,https://www.transfermarkt.com/borja-valero/profil/spieler/40372
Borja Valero,19/20,muscular problems,30/01/2020,08/02/2020,10,10 days,1,1,N/A,https://www.transfermarkt.com/borja-valero/profil/spieler/40372
Borja Valero,18/19,unknown injury,31/01/2019,11/02/2019,12,12 days,3,3,N/A,https://www.transfermarkt.com/borja-valero/profil/spieler/40372
Borja Valero,16/17,Ankle problems,17/12/2016,09/01/2017,24,24 days,2,2,N/A,https://www.transfermarkt.com/borja-valero/profil/spieler/40372
Borja Valero,16/17,Leg injury,11/12/2016,14/12/2016,4,4 days,1,1,N/A,https://www.transfermarkt.com/borja-valero/profil/spieler/40372
Borja Valero,16/17,Bruise on ankle,12/08/2016,20/08/2016,9,9 days,0,-,N/A,https://www.transfermarkt.com/borja-valero/profil/spieler/40372
Borja Valero,13/14,muscular problems,23/01/2014,02/02/2014,11,11 days,1,1,N/A,https://www.transfermarkt.com/borja-valero/profil/spieler/40372
Borja Valero,09/10,muscular problems,06/12/2009,30/12/2009,25,25 days,2,2,N/A,https://www.transfermarkt.com/borja-valero/profil/spieler/40372
Borja Viguera,16/17,Ankle injury,01/05/2017,01/07/2017,62,62 days,3,3,N/A,https://www.transfermarkt.com/borja-viguera/profil/spieler/61344
Borja Viguera,16/17,Ankle injury,02/03/2017,08/04/2017,38,38 days,5,5,N/A,https://www.transfermarkt.com/borja-viguera/profil/spieler/61344
Borja Viguera,14/15,Hamstring injury,12/03/2015,08/04/2015,28,28 days,3,3,N/A,https://www.transfermarkt.com/borja-viguera/profil/spieler/61344
Borja Viguera,10/11,Cruciate ligament tear,13/02/2011,13/08/2011,182,182 days,18,18,N/A,https://www.transfermarkt.com/borja-viguera/profil/spieler/61344
Braian Rodríguez,13/14,Ankle injury,09/02/2014,18/02/2014,10,10 days,1,1,N/A,https://www.transfermarkt.com/braian-rodriguez/profil/spieler/76984
Braian Rodríguez,13/14,Ankle sprain,12/11/2013,08/12/2013,27,27 days,4,4,N/A,https://www.transfermarkt.com/braian-rodriguez/profil/spieler/76984
Brandon,24/25,unknown injury,25/11/2024,02/12/2024,8,8 days,2,2,N/A,https://www.transfermarkt.com/brandon-thomas/profil/spieler/251680
Brandon,24/25,Ankle injury,22/08/2024,14/10/2024,54,54 days,9,9,N/A,https://www.transfermarkt.com/brandon-thomas/profil/spieler/251680
Brandon,22/23,Hamstring muscle injury,26/09/2022,30/10/2022,35,35 days,4,4,N/A,https://www.transfermarkt.com/brandon-thomas/profil/spieler/251680
Brandon,19/20,Cruciate ligament tear,11/03/2020,21/11/2020,256,256 days,15,15,N/A,https://www.transfermarkt.com/brandon-thomas/profil/spieler/251680
Brandon,16/17,Foot bruise,13/02/2017,18/02/2017,6,6 days,0,-,N/A,https://www.transfermarkt.com/brandon-thomas/profil/spieler/251680
Braulio Nóbrega,09/10,Ankle injury,28/07/2009,10/11/2009,106,106 days,11,11,N/A,https://www.transfermarkt.com/braulio-nobrega/profil/spieler/27488
Braulio Nóbrega,08/09,Appendicitis,27/02/2009,27/03/2009,29,29 days,4,4,N/A,https://www.transfermarkt.com/braulio-nobrega/profil/spieler/27488
Brayan Angulo,19/20,Cruciate ligament tear,30/10/2019,01/06/2020,216,216 days,14,14,N/A,https://www.transfermarkt.com/brayan-angulo/profil/spieler/67866
Brayan Angulo,18/19,Torn knee ligaments,23/10/2018,14/01/2019,84,84 days,7,7,N/A,https://www.transfermarkt.com/brayan-angulo/profil/spieler/67866
Brayan Angulo,14/15,Tear of the lateral meniscus,26/11/2014,01/02/2015,68,68 days,5,5,N/A,https://www.transfermarkt.com/brayan-angulo/profil/spieler/67866
Brayan Angulo,09/10,Cruciate ligament tear,12/11/2009,12/05/2010,182,182 days,31,31,N/A,https://www.transfermarkt.com/brayan-angulo/profil/spieler/67866
Bruno,09/10,Broken ankle,15/02/2010,13/03/2010,27,27 days,6,6,N/A,https://www.transfermarkt.com/bruno-saltor/profil/spieler/51528
Bruno Gama,22/23,Achilles tendon surgery,05/09/2022,31/05/2023,269,269 days,45,45,N/A,https://www.transfermarkt.com/bruno-gama/profil/spieler/15568
Bruno Gama,18/19,Partial damage to the cruciate ligament,14/01/2019,30/08/2019,229,229 days,20,20,N/A,https://www.transfermarkt.com/bruno-gama/profil/spieler/15568
Bruno Gama,17/18,Stomach flu,18/01/2018,28/01/2018,11,11 days,2,2,N/A,https://www.transfermarkt.com/bruno-gama/profil/spieler/15568
Bruno Gama,17/18,Hamstring injury,23/11/2017,28/12/2017,36,36 days,6,6,N/A,https://www.transfermarkt.com/bruno-gama/profil/spieler/15568
Bruno Gama,16/17,Adductor pain,10/01/2017,27/01/2017,18,18 days,3,3,N/A,https://www.transfermarkt.com/bruno-gama/profil/spieler/15568
Bruno Gama,16/17,muscular problems,27/11/2016,17/12/2016,21,21 days,3,3,N/A,https://www.transfermarkt.com/bruno-gama/profil/spieler/15568
Bruno Gama,11/12,muscular problems,15/08/2011,05/09/2011,22,22 days,2,2,N/A,https://www.transfermarkt.com/bruno-gama/profil/spieler/15568
Bruno Soriano,17/18,Leg injury,03/07/2017,18/06/2020,1082,1082 days,136,136,N/A,https://www.transfermarkt.com/bruno-soriano/profil/spieler/44412
Bruno Soriano,16/17,Knee problems,01/05/2017,08/05/2017,8,8 days,1,1,N/A,https://www.transfermarkt.com/bruno-soriano/profil/spieler/44412
Bruno Soriano,16/17,Ankle injury,02/01/2017,05/01/2017,4,4 days,1,1,N/A,https://www.transfermarkt.com/bruno-soriano/profil/spieler/44412
Bruno Soriano,16/17,Back problems,18/08/2016,22/08/2016,5,5 days,1,1,N/A,https://www.transfermarkt.com/bruno-soriano/profil/spieler/44412
Bruno Soriano,15/16,Knee injury,05/10/2015,22/10/2015,18,18 days,3,3,N/A,https://www.transfermarkt.com/bruno-soriano/profil/spieler/44412
Bruno Soriano,14/15,Broken fibula,12/02/2015,07/05/2015,85,85 days,20,20,N/A,https://www.transfermarkt.com/bruno-soriano/profil/spieler/44412
Bruno Soriano,12/13,Torn muscle fiber,23/07/2012,23/08/2012,32,32 days,2,2,N/A,https://www.transfermarkt.com/bruno-soriano/profil/spieler/44412
Bruno Zuculini,25/26,muscular problems,17/11/2025,29/11/2025,13,13 days,1,1,N/A,https://www.transfermarkt.com/bruno-zuculini/profil/spieler/115507
Bruno Zuculini,25/26,Muscle injury,27/07/2025,11/08/2025,16,16 days,2,2,N/A,https://www.transfermarkt.com/bruno-zuculini/profil/spieler/115507
Bruno Zuculini,24/25,Muscle tear,19/04/2025,04/06/2025,47,47 days,7,7,N/A,https://www.transfermarkt.com/bruno-zuculini/profil/spieler/115507
Bruno Zuculini,24/25,Knee injury,01/03/2025,08/04/2025,39,39 days,8,8,N/A,https://www.transfermarkt.com/bruno-zuculini/profil/spieler/115507
Bruno Zuculini,24/25,strain,01/02/2025,05/02/2025,5,5 days,1,1,N/A,https://www.transfermarkt.com/bruno-zuculini/profil/spieler/115507
Bruno Zuculini,24/25,Hamstring strain,09/07/2024,26/07/2024,18,18 days,2,2,N/A,https://www.transfermarkt.com/bruno-zuculini/profil/spieler/115507
Bruno Zuculini,23/24,Knee injury,29/11/2023,25/12/2023,27,27 days,2,2,N/A,https://www.transfermarkt.com/bruno-zuculini/profil/spieler/115507
Bruno Zuculini,23/24,Fitness,14/08/2023,06/09/2023,24,24 days,3,3,N/A,https://www.transfermarkt.com/bruno-zuculini/profil/spieler/115507
Bruno Zuculini,22/23,Cruciate ligament tear,07/02/2023,13/08/2023,188,188 days,36,36,N/A,https://www.transfermarkt.com/bruno-zuculini/profil/spieler/115507
Bruno Zuculini,22/23,Muscle tear,07/10/2022,31/10/2022,25,25 days,4,4,N/A,https://www.transfermarkt.com/bruno-zuculini/profil/spieler/115507
Bruno Zuculini,21/22,Corona virus,25/05/2022,31/05/2022,7,7 days,1,1,N/A,https://www.transfermarkt.com/bruno-zuculini/profil/spieler/115507
Bruno Zuculini,20/21,Corona virus,15/05/2021,23/05/2021,9,9 days,2,2,N/A,https://www.transfermarkt.com/bruno-zuculini/profil/spieler/115507
Bruno Zuculini,19/20,Hamstring injury,29/09/2019,18/11/2019,51,51 days,9,9,N/A,https://www.transfermarkt.com/bruno-zuculini/profil/spieler/115507
Bruno Zuculini,17/18,muscular problems,04/12/2017,12/12/2017,9,9 days,1,1,N/A,https://www.transfermarkt.com/bruno-zuculini/profil/spieler/115507
Bruno Zuculini,15/16,Metatarsal fracture,22/02/2016,27/05/2016,96,96 days,14,14,N/A,https://www.transfermarkt.com/bruno-zuculini/profil/spieler/115507
Bryan Rabello,24/25,Ankle sprain,22/03/2025,23/04/2025,33,33 days,4,4,N/A,https://www.transfermarkt.com/bryan-rabello/profil/spieler/160217
César Sánchez,10/11,Knee problems,18/12/2010,25/01/2011,39,39 days,6,6,N/A,https://www.transfermarkt.com/cesar-sanchez/profil/spieler/7510
Cala,22/23,Tear of the lateral meniscus,10/11/2022,10/06/2023,213,213 days,25,25,N/A,https://www.transfermarkt.com/juan-cala/profil/spieler/67089
Cala,16/17,Achilles tendon problems,07/11/2016,18/11/2016,12,12 days,1,1,N/A,https://www.transfermarkt.com/juan-cala/profil/spieler/67089
Cala,15/16,Knock,15/04/2016,01/05/2016,17,17 days,3,3,N/A,https://www.transfermarkt.com/juan-cala/profil/spieler/67089
Cala,15/16,Meniscus injury,10/09/2015,18/10/2015,39,39 days,4,4,N/A,https://www.transfermarkt.com/juan-cala/profil/spieler/67089
Cala,14/15,Thigh problems,14/04/2015,17/04/2015,4,4 days,0,-,N/A,https://www.transfermarkt.com/juan-cala/profil/spieler/67089
Cala,10/11,Meniscus injury,11/05/2011,01/07/2011,52,52 days,5,5,N/A,https://www.transfermarkt.com/juan-cala/profil/spieler/67089
Cala,08/09,Cruciate ligament tear,02/11/2008,01/04/2009,151,151 days,20,20,N/A,https://www.transfermarkt.com/juan-cala/profil/spieler/67089
Cani,16/17,Torn muscle fiber,11/09/2016,11/10/2016,31,31 days,5,5,N/A,https://www.transfermarkt.com/cani/profil/spieler/7983
Cani,15/16,Hamstring injury,13/02/2016,12/03/2016,29,29 days,4,4,N/A,https://www.transfermarkt.com/cani/profil/spieler/7983
Cani,15/16,Hamstring strain,28/08/2015,24/09/2015,28,28 days,3,3,N/A,https://www.transfermarkt.com/cani/profil/spieler/7983
Cani,14/15,Ankle sprain,29/11/2014,20/01/2015,53,53 days,12,12,N/A,https://www.transfermarkt.com/cani/profil/spieler/7983
Cani,13/14,Ankle sprain,06/12/2013,12/02/2014,69,69 days,11,11,N/A,https://www.transfermarkt.com/cani/profil/spieler/7983
Cani,12/13,Torn muscle fiber,27/02/2013,20/03/2013,22,22 days,3,3,N/A,https://www.transfermarkt.com/cani/profil/spieler/7983
Cani,11/12,Knee injury,29/10/2011,10/12/2011,43,43 days,6,6,N/A,https://www.transfermarkt.com/cani/profil/spieler/7983
Carles Gil,24/25,Muscle injury,10/10/2024,10/02/2025,124,124 days,2,2,N/A,https://www.transfermarkt.com/carles-gil/profil/spieler/127987
Carles Gil,23/24,Leg injury,24/06/2024,22/08/2024,60,60 days,9,9,N/A,https://www.transfermarkt.com/carles-gil/profil/spieler/127987
Carles Gil,22/23,unknown injury,15/03/2023,22/03/2023,8,8 days,1,1,N/A,https://www.transfermarkt.com/carles-gil/profil/spieler/127987
Carles Gil,21/22,Muscle injury,03/08/2021,31/08/2021,29,29 days,6,6,N/A,https://www.transfermarkt.com/carles-gil/profil/spieler/127987
Carles Gil,20/21,Achilles tendon surgery,06/08/2020,22/10/2020,78,78 days,14,14,N/A,https://www.transfermarkt.com/carles-gil/profil/spieler/127987
Carles Gil,20/21,Achilles tendon problems,20/07/2020,05/08/2020,17,17 days,2,2,N/A,https://www.transfermarkt.com/carles-gil/profil/spieler/127987
Carles Gil,19/20,Foot injury,01/02/2020,30/06/2020,151,151 days,2,2,N/A,https://www.transfermarkt.com/carles-gil/profil/spieler/127987
Carles Gil,18/19,Muscle injury,02/09/2018,12/09/2018,11,11 days,0,-,N/A,https://www.transfermarkt.com/carles-gil/profil/spieler/127987
Carles Gil,17/18,Groin injury,19/07/2017,24/11/2017,129,129 days,13,13,N/A,https://www.transfermarkt.com/carles-gil/profil/spieler/127987
Carles Gil,16/17,Hip injury,06/04/2017,13/04/2017,8,8 days,1,1,N/A,https://www.transfermarkt.com/carles-gil/profil/spieler/127987
Carles Gil,16/17,Knee injury,19/12/2016,27/01/2017,40,40 days,6,6,N/A,https://www.transfermarkt.com/carles-gil/profil/spieler/127987
Carles Gil,16/17,Muscle injury,23/09/2016,23/10/2016,31,31 days,3,3,N/A,https://www.transfermarkt.com/carles-gil/profil/spieler/127987
Carles Gil,14/15,Dead leg,09/04/2015,18/04/2015,10,10 days,1,1,N/A,https://www.transfermarkt.com/carles-gil/profil/spieler/127987
Carles Gil,13/14,Hamstring strain,10/02/2014,10/03/2014,29,29 days,1,1,N/A,https://www.transfermarkt.com/carles-gil/profil/spieler/127987
Carles Planas,18/19,Groin injury,17/04/2019,01/05/2019,15,15 days,3,3,N/A,https://www.transfermarkt.com/carles-planas/profil/spieler/66099
Carles Planas,18/19,Muscle injury,21/02/2019,15/03/2019,23,23 days,3,3,N/A,https://www.transfermarkt.com/carles-planas/profil/spieler/66099
Carles Planas,18/19,Hamstring injury,26/11/2018,02/02/2019,69,69 days,13,13,N/A,https://www.transfermarkt.com/carles-planas/profil/spieler/66099
Carles Planas,18/19,Muscle injury,15/08/2018,15/10/2018,62,62 days,8,8,N/A,https://www.transfermarkt.com/carles-planas/profil/spieler/66099
Carles Planas,17/18,Hamstring injury,04/03/2018,04/05/2018,62,62 days,8,8,N/A,https://www.transfermarkt.com/carles-planas/profil/spieler/66099
Carles Planas,17/18,Nose injury,29/11/2017,08/12/2017,10,10 days,1,1,N/A,https://www.transfermarkt.com/carles-planas/profil/spieler/66099
Carles Planas,17/18,Hamstring injury,22/08/2017,28/09/2017,38,38 days,5,5,N/A,https://www.transfermarkt.com/carles-planas/profil/spieler/66099
