player_name,player_id,slug,transfermarkt_url
Daniel Sotres,171170,dani-sotres,https://www.transfermarkt.com/dani-sotres/profil/spieler/171170
Danijel Pranjić,25617,danijel-pranjic,https://www.transfermarkt.com/danijel-pranjic/profil/spieler/25617
Dariusz Dudka,24502,dariusz-dudka,https://www.transfermarkt.com/dariusz-dudka/profil/spieler/24502
Darwin Machís,211251,darwin-machis,https://www.transfermarkt.com/darwin-machis/profil/spieler/211251
David Abraham,58178,david-abraham,https://www.transfermarkt.com/david-abraham/profil/spieler/58178
David Albelda,7575,david-albelda,https://www.transfermarkt.com/david-albelda/profil/spieler/7575
David Barral,20346,david-barral,https://www.transfermarkt.com/david-barral/profil/spieler/20346
David Cerrajería,25041,david-cerra,https://www.transfermarkt.com/david-cerra/profil/spieler/25041
David Cobeño,37906,david-cobeno,https://www.transfermarkt.com/david-cobeno/profil/spieler/37906
David Cortés,7671,david-cortes,https://www.transfermarkt.com/david-cortes/profil/spieler/7671
David Costas,276111,david-costas,https://www.transfermarkt.com/david-costas/profil/spieler/276111
David de Gea,59377,david-de-gea,https://www.transfermarkt.com/david-de-gea/profil/spieler/59377
David García,7878,david-garcia,https://www.transfermarkt.com/david-garcia/profil/spieler/7878
David Generelo,7985,david-generelo,https://www.transfermarkt.com/david-generelo/profil/spieler/7985
David Goldar,278357,david-goldar,https://www.transfermarkt.com/david-goldar/profil/spieler/278357
David López,25462,david-lopez,https://www.transfermarkt.com/david-lopez/profil/spieler/25462
David López,129444,david-lopez,https://www.transfermarkt.com/david-lopez/profil/spieler/129444
David Lombán,63723,david-lomban,https://www.transfermarkt.com/david-lomban/profil/spieler/63723
David Mateos,45304,david-mateos,https://www.transfermarkt.com/david-mateos/profil/spieler/45304
David Navarro,7568,david-navarro,https://www.transfermarkt.com/david-navarro/profil/spieler/7568
David Rochela,58904,david-rochela,https://www.transfermarkt.com/david-rochela/profil/spieler/58904
David Rodríguez,57950,david-rodriguez,https://www.transfermarkt.com/david-rodriguez/profil/spieler/57950
David Timor,158795,david-timor,https://www.transfermarkt.com/david-timor/profil/spieler/158795
David Trezeguet,4146,david-trezeguet,https://www.transfermarkt.com/david-trezeguet/profil/spieler/4146
David Villa,7980,david-villa,https://www.transfermarkt.com/david-villa/profil/spieler/7980
David Zurutuza,59375,david-zurutuza,https://www.transfermarkt.com/david-zurutuza/profil/spieler/59375
Deivid,93330,deivid,https://www.transfermarkt.com/deivid/profil/spieler/93330
Dejan Lekić,49795,dejan-lekic,https://www.transfermarkt.com/dejan-lekic/profil/spieler/49795
Denis Cheryshev,98322,denis-cheryshev,https://www.transfermarkt.com/denis-cheryshev/profil/spieler/98322
Denis Suárez,165007,denis-suarez,https://www.transfermarkt.com/denis-suarez/profil/spieler/165007
Derek Boateng,18091,derek-boateng,https://www.transfermarkt.com/derek-boateng/profil/spieler/18091
Didier Zokora,13389,didier-zokora,https://www.transfermarkt.com/didier-zokora/profil/spieler/13389
Diego,4248,diego,https://www.transfermarkt.com/diego/profil/spieler/4248
Diego Alves,42373,diego-alves,https://www.transfermarkt.com/diego-alves/profil/spieler/42373
Diego Benito Rey,139859,diego-benito,https://www.transfermarkt.com/diego-benito/profil/spieler/139859
Diego Buonanotte,45646,diego-buonanotte,https://www.transfermarkt.com/diego-buonanotte/profil/spieler/45646
Diego Capel,27471,diego-capel,https://www.transfermarkt.com/diego-capel/profil/spieler/27471
Diego Castro,57791,diego-castro,https://www.transfermarkt.com/diego-castro/profil/spieler/57791
Diego Colotto,27453,diego-colotto,https://www.transfermarkt.com/diego-colotto/profil/spieler/27453
Diego Costa,44779,diego-costa,https://www.transfermarkt.com/diego-costa/profil/spieler/44779
Diego Forlán,3408,diego-forlan,https://www.transfermarkt.com/diego-forlan/profil/spieler/3408
Diego Godín,54928,diego-godin,https://www.transfermarkt.com/diego-godin/profil/spieler/54928
Diego Ifrán,76701,diego-ifran,https://www.transfermarkt.com/diego-ifran/profil/spieler/76701
Diego López,34370,diego-lopez,https://www.transfermarkt.com/diego-lopez/profil/spieler/34370
Diego Llorente,246291,diego-llorente,https://www.transfermarkt.com/diego-llorente/profil/spieler/246291
Diego Lugano,13829,diego-lugano,https://www.transfermarkt.com/diego-lugano/profil/spieler/13829
Diego Mainz,58070,diego-mainz,https://www.transfermarkt.com/diego-mainz/profil/spieler/58070
Diego Mariño,59349,diego-marino,https://www.transfermarkt.com/diego-marino/profil/spieler/59349
Diego Perotti,54984,diego-perotti,https://www.transfermarkt.com/diego-perotti/profil/spieler/54984
Diego Rivas,9991,diego-rivas,https://www.transfermarkt.com/diego-rivas/profil/spieler/9991
Diego Seoane,104916,diego-seoane,https://www.transfermarkt.com/diego-seoane/profil/spieler/104916
Diego Valeri,54588,diego-valeri,https://www.transfermarkt.com/diego-valeri/profil/spieler/54588
Dimitri Foulquier,170472,dimitri-foulquier,https://www.transfermarkt.com/dimitri-foulquier/profil/spieler/170472
Diogo Figueiras,172181,diogo-figueiras,https://www.transfermarkt.com/diogo-figueiras/profil/spieler/172181
Diogo Salomão,145918,diogo-salomao,https://www.transfermarkt.com/diogo-salomao/profil/spieler/145918
Dioni,164402,dioni,https://www.transfermarkt.com/dioni/profil/spieler/164402
Domingo Cisma,51535,domingo-cisma,https://www.transfermarkt.com/domingo-cisma/profil/spieler/51535
Dorlan Pabón,74667,dorlan-pabon,https://www.transfermarkt.com/dorlan-pabon/profil/spieler/74667
Douglas,58426,douglas,https://www.transfermarkt.com/douglas/profil/spieler/58426
Duško Tošić,17184,dusko-tosic,https://www.transfermarkt.com/dusko-tosic/profil/spieler/17184
Duda,7782,duda,https://www.transfermarkt.com/duda/profil/spieler/7782
Dudu Aouate,3495,dudu-aouate,https://www.transfermarkt.com/dudu-aouate/profil/spieler/3495
Eñaut Zubikarai,76076,enaut-zubikarai,https://www.transfermarkt.com/enaut-zubikarai/profil/spieler/76076
Eddy Silvestre,238865,eddy-israfilov,https://www.transfermarkt.com/eddy-israfilov/profil/spieler/238865
Eder Vilarchao,156892,eder-vilarchao,https://www.transfermarkt.com/eder-vilarchao/profil/spieler/156892
Edimar Fraga,74314,edimar,https://www.transfermarkt.com/edimar/profil/spieler/74314
Edinho,29366,edinho,https://www.transfermarkt.com/edinho/profil/spieler/29366
Edmílson,5343,edmilson,https://www.transfermarkt.com/edmilson/profil/spieler/5343
Edson Ratinho,50778,edson-ratinho,https://www.transfermarkt.com/edson-ratinho/profil/spieler/50778
Edu Albácar,57961,edu-albacar,https://www.transfermarkt.com/edu-albacar/profil/spieler/57961
Edu Bedia,74764,edu-bedia,https://www.transfermarkt.com/edu-bedia/profil/spieler/74764
Edu Caballer,73231,edu-caballer,https://www.transfermarkt.com/edu-caballer/profil/spieler/73231
Edu Oriol,95488,edu-oriol,https://www.transfermarkt.com/edu-oriol/profil/spieler/95488
Edu Ramos,85365,edu-ramos,https://www.transfermarkt.com/edu-ramos/profil/spieler/85365
Eduardo Salvio,84535,eduardo-salvio,https://www.transfermarkt.com/eduardo-salvio/profil/spieler/84535
Eduardo Vargas,89718,eduardo-vargas,https://www.transfermarkt.com/eduardo-vargas/profil/spieler/89718
Efraín Juárez,66130,efrain-juarez,https://www.transfermarkt.com/efrain-juarez/profil/spieler/66130
Elías,74600,elias,https://www.transfermarkt.com/elias/profil/spieler/74600
Eliseu,14192,eliseu,https://www.transfermarkt.com/eliseu/profil/spieler/14192
Emanuel Insúa,226006,emanuel-insua,https://www.transfermarkt.com/emanuel-insua/profil/spieler/226006
Emi Buendía,321247,emiliano-buendia,https://www.transfermarkt.com/emiliano-buendia/profil/spieler/321247
Emiliano Armenteros,30747,emiliano-armenteros,https://www.transfermarkt.com/emiliano-armenteros/profil/spieler/30747
Emiliano Insúa,45599,emiliano-insua,https://www.transfermarkt.com/emiliano-insua/profil/spieler/45599
Emiliano Velázquez,189458,emiliano-velazquez,https://www.transfermarkt.com/emiliano-velazquez/profil/spieler/189458
Emilio Nsue,59558,emilio-nsue,https://www.transfermarkt.com/emilio-nsue/profil/spieler/59558
Emir Spahić,25812,emir-spahic,https://www.transfermarkt.com/emir-spahic/profil/spieler/25812
Emmanuel Adebayor,8883,emmanuel-adebayor,https://www.transfermarkt.com/emmanuel-adebayor/profil/spieler/8883
Emre Belözoğlu,5782,emre-belozoglu,https://www.transfermarkt.com/emre-belozoglu/profil/spieler/5782
Eneko Bóveda,89313,eneko-boveda,https://www.transfermarkt.com/eneko-boveda/profil/spieler/89313
Eneko Capilla,289241,eneko-capilla,https://www.transfermarkt.com/eneko-capilla/profil/spieler/289241
Eneko Satrústegui,158792,eneko-satrustegui,https://www.transfermarkt.com/eneko-satrustegui/profil/spieler/158792
Enric Saborit,85372,enric-saborit,https://www.transfermarkt.com/enric-saborit/profil/spieler/85372
Enrique Corrales,25460,enrique-corrales,https://www.transfermarkt.com/enrique-corrales/profil/spieler/25460
Enrique de Lucas,3172,quique-de-lucas,https://www.transfermarkt.com/quique-de-lucas/profil/spieler/3172
Enrique Sola,51532,kike-sola,https://www.transfermarkt.com/kike-sola/profil/spieler/51532
Enzo Maresca,16651,enzo-maresca,https://www.transfermarkt.com/enzo-maresca/profil/spieler/16651
Enzo Pérez,56066,enzo-perez,https://www.transfermarkt.com/enzo-perez/profil/spieler/56066
Enzo Roco,186862,enzo-roco,https://www.transfermarkt.com/enzo-roco/profil/spieler/186862
Eric Bailly,286384,eric-bailly,https://www.transfermarkt.com/eric-bailly/profil/spieler/286384
Eric López,176120,eric-lopez,https://www.transfermarkt.com/eric-lopez/profil/spieler/176120
Erik Morán,67542,erik-moran,https://www.transfermarkt.com/erik-moran/profil/spieler/67542
Ernesto Galán,73009,ernesto-galan,https://www.transfermarkt.com/ernesto-galan/profil/spieler/73009
Esteban,15974,esteban,https://www.transfermarkt.com/esteban/profil/spieler/15974
Esteban Granero,44065,esteban-granero,https://www.transfermarkt.com/esteban-granero/profil/spieler/44065
Evaldo Fabiano,25106,evaldo,https://www.transfermarkt.com/evaldo/profil/spieler/25106
Ezequiel Calvente,153739,ezequiel-calvente,https://www.transfermarkt.com/ezequiel-calvente/profil/spieler/153739
Ezequiel Garay,35939,ezequiel-garay,https://www.transfermarkt.com/ezequiel-garay/profil/spieler/35939
Ezequiel Rescaldani,164477,ezequiel-rescaldani,https://www.transfermarkt.com/ezequiel-rescaldani/profil/spieler/164477
Fábio Coentrão,33648,fabio-coentrao,https://www.transfermarkt.com/fabio-coentrao/profil/spieler/33648
Fabián Orellana,60890,fabian-orellana,https://www.transfermarkt.com/fabian-orellana/profil/spieler/60890
Fabián Vargas,20006,fabian-vargas,https://www.transfermarkt.com/fabian-vargas/profil/spieler/20006
Fabinho,225693,fabinho,https://www.transfermarkt.com/fabinho/profil/spieler/225693
Fabrice Olinga,238291,fabrice-olinga,https://www.transfermarkt.com/fabrice-olinga/profil/spieler/238291
Fabricio,45882,fabri,https://www.transfermarkt.com/fabri/profil/spieler/45882
Fausto Rossi,81743,fausto-rossi,https://www.transfermarkt.com/fausto-rossi/profil/spieler/81743
Fausto Tienza,174859,fausto-tienza,https://www.transfermarkt.com/fausto-tienza/profil/spieler/174859
Fayçal Fajr,174344,faycal-fajr,https://www.transfermarkt.com/faycal-fajr/profil/spieler/174344
Fede Vico,162079,fede-vico,https://www.transfermarkt.com/fede-vico/profil/spieler/162079
Federico Cartabia,242548,fede-cartabia,https://www.transfermarkt.com/fede-cartabia/profil/spieler/242548
Federico Fazio,45314,federico-fazio,https://www.transfermarkt.com/federico-fazio/profil/spieler/45314
Federico Fernández,85475,federico-fernandez,https://www.transfermarkt.com/federico-fernandez/profil/spieler/85475
Federico Piovaccari,44514,federico-piovaccari,https://www.transfermarkt.com/federico-piovaccari/profil/spieler/44514
Felipe Caicedo,37834,felipe-caicedo,https://www.transfermarkt.com/felipe-caicedo/profil/spieler/37834
Felipe Mattioni,52432,felipe-mattioni,https://www.transfermarkt.com/felipe-mattioni/profil/spieler/52432
Fernando,15721,fernando,https://www.transfermarkt.com/fernando/profil/spieler/15721
Fernando Amorebieta,35548,fernando-amorebieta,https://www.transfermarkt.com/fernando-amorebieta/profil/spieler/35548
Fernando Cavenaghi,3852,fernando-cavenaghi,https://www.transfermarkt.com/fernando-cavenaghi/profil/spieler/3852
Fernando Gago,38954,fernando-gago,https://www.transfermarkt.com/fernando-gago/profil/spieler/38954
Fernando Llorente,35564,fernando-llorente,https://www.transfermarkt.com/fernando-llorente/profil/spieler/35564
Fernando Meira,1432,fernando-meira,https://www.transfermarkt.com/fernando-meira/profil/spieler/1432
Fernando Navarro,7593,fernando-navarro,https://www.transfermarkt.com/fernando-navarro/profil/spieler/7593
Fernando Soriano,7989,fernando-soriano,https://www.transfermarkt.com/fernando-soriano/profil/spieler/7989
Fernando Tissone,35871,fernando-tissone,https://www.transfermarkt.com/fernando-tissone/profil/spieler/35871
Fernando Torres,7767,fernando-torres,https://www.transfermarkt.com/fernando-torres/profil/spieler/7767
Ferran Corominas,15790,ferran-corominas,https://www.transfermarkt.com/ferran-corominas/profil/spieler/15790
Fidel,149231,fidel,https://www.transfermarkt.com/fidel/profil/spieler/149231
Filipe Augusto,212899,filipe-augusto,https://www.transfermarkt.com/filipe-augusto/profil/spieler/212899
Filipe Luís,21725,filipe-luis,https://www.transfermarkt.com/filipe-luis/profil/spieler/21725
Flávio Ferreira,109008,flavio-ferreira,https://www.transfermarkt.com/flavio-ferreira/profil/spieler/109008
Florent Sinama Pongolle,4216,florent-sinama-pongolle,https://www.transfermarkt.com/florent-sinama-pongolle/profil/spieler/4216
Florian Lejeune,127108,florian-lejeune,https://www.transfermarkt.com/florian-lejeune/profil/spieler/127108
Florin Andone,177065,florin-andone,https://www.transfermarkt.com/florin-andone/profil/spieler/177065
Formose Mendy,98313,formose-mendy,https://www.transfermarkt.com/formose-mendy/profil/spieler/98313
Frédéric Kanouté,3700,frederic-kanoute,https://www.transfermarkt.com/frederic-kanoute/profil/spieler/3700
Fran Mérida,42920,fran-merida,https://www.transfermarkt.com/fran-merida/profil/spieler/42920
Fran Rico,63689,fran-rico,https://www.transfermarkt.com/fran-rico/profil/spieler/63689
Fran Serrano,309007,fran-serrano,https://www.transfermarkt.com/fran-serrano/profil/spieler/309007
Fran Sol,164292,fran-sol,https://www.transfermarkt.com/fran-sol/profil/spieler/164292
Fran Vélez,147078,fran-velez,https://www.transfermarkt.com/fran-velez/profil/spieler/147078
Francesc Arnau,7770,francesc-arnau,https://www.transfermarkt.com/francesc-arnau/profil/spieler/7770
Francis,29156,francis-perez,https://www.transfermarkt.com/francis-perez/profil/spieler/29156
Francisco Portillo,138803,francisco-portillo,https://www.transfermarkt.com/francisco-portillo/profil/spieler/138803
Francisco Puñal,7739,patxi-punal,https://www.transfermarkt.com/patxi-punal/profil/spieler/7739
Francisco Rufete,7580,francisco-rufete,https://www.transfermarkt.com/francisco-rufete/profil/spieler/7580
Francisco Silva,84870,francisco-silva,https://www.transfermarkt.com/francisco-silva/profil/spieler/84870
Francisco Sutil,71211,paco-sutil,https://www.transfermarkt.com/paco-sutil/profil/spieler/71211
Franco Fragapane,226005,franco-fragapane,https://www.transfermarkt.com/franco-fragapane/profil/spieler/226005
Franco Jara,75035,franco-jara,https://www.transfermarkt.com/franco-jara/profil/spieler/75035
Franco Vázquez,76163,franco-vazquez,https://www.transfermarkt.com/franco-vazquez/profil/spieler/76163
Franco Zuculini,73083,franco-zuculini,https://www.transfermarkt.com/franco-zuculini/profil/spieler/73083
Fredy Hinestroza,208715,fredy-hinestroza,https://www.transfermarkt.com/fredy-hinestroza/profil/spieler/208715
Gaël Kakuta,74297,gael-kakuta,https://www.transfermarkt.com/gael-kakuta/profil/spieler/74297
Gabi,22969,gabi,https://www.transfermarkt.com/gabi/profil/spieler/22969
Gabriel Milito,7968,gabriel-milito,https://www.transfermarkt.com/gabriel-milito/profil/spieler/7968
Gabriel Paulista,149498,gabriel-paulista,https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498
Gabriel Torje,47184,gabriel-torje,https://www.transfermarkt.com/gabriel-torje/profil/spieler/47184
Gaizka Toquero,71840,gaizka-toquero,https://www.transfermarkt.com/gaizka-toquero/profil/spieler/71840
Gareth Bale,39381,gareth-bale,https://www.transfermarkt.com/gareth-bale/profil/spieler/39381
Garry Rodrigues,170895,garry-rodrigues,https://www.transfermarkt.com/garry-rodrigues/profil/spieler/170895
Gary Medel,60889,gary-medel,https://www.transfermarkt.com/gary-medel/profil/spieler/60889
Gaspar Panadero,251883,gaspar-panadero,https://www.transfermarkt.com/gaspar-panadero/profil/spieler/251883
Gastón Sangoy,19999,gaston-sangoy,https://www.transfermarkt.com/gaston-sangoy/profil/spieler/19999
Geoffrey Kondogbia,127189,geoffrey-kondogbia,https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189
Gerónimo Rulli,229604,geronimo-rulli,https://www.transfermarkt.com/geronimo-rulli/profil/spieler/229604
Gerard Bordas,73204,gerard-bordas,https://www.transfermarkt.com/gerard-bordas/profil/spieler/73204
Gerard Deulofeu,129476,gerard-deulofeu,https://www.transfermarkt.com/gerard-deulofeu/profil/spieler/129476
Gerard Moreno,177467,gerard-moreno,https://www.transfermarkt.com/gerard-moreno/profil/spieler/177467
Gerard Piqué,18944,gerard-pique,https://www.transfermarkt.com/gerard-pique/profil/spieler/18944
Germán Lux,19979,german-lux,https://www.transfermarkt.com/german-lux/profil/spieler/19979
Germán Parreño,126746,german-parreno,https://www.transfermarkt.com/german-parreno/profil/spieler/126746
Gianni Zuiverloon,27304,gianni-zuiverloon,https://www.transfermarkt.com/gianni-zuiverloon/profil/spieler/27304
Gilberto García,77207,gilberto-garcia,https://www.transfermarkt.com/gilberto-garcia/profil/spieler/77207
Giovani dos Santos,44674,giovani-dos-santos,https://www.transfermarkt.com/giovani-dos-santos/profil/spieler/44674
Giuseppe Rossi,19104,giuseppe-rossi,https://www.transfermarkt.com/giuseppe-rossi/profil/spieler/19104
Glenn Loovens,4371,glenn-loovens,https://www.transfermarkt.com/glenn-loovens/profil/spieler/4371
Gonzalo Castellani,87840,gonzalo-castellani,https://www.transfermarkt.com/gonzalo-castellani/profil/spieler/87840
Gonzalo Colsa,7813,gonzalo-colsa,https://www.transfermarkt.com/gonzalo-colsa/profil/spieler/7813
Gonzalo Higuaín,39153,gonzalo-higuain,https://www.transfermarkt.com/gonzalo-higuain/profil/spieler/39153
Gonzalo Rodríguez,19998,gonzalo-rodriguez,https://www.transfermarkt.com/gonzalo-rodriguez/profil/spieler/19998
Gorka Elustondo,47647,gorka-elustondo,https://www.transfermarkt.com/gorka-elustondo/profil/spieler/47647
Gorka Iraizoz,7874,gorka-iraizoz,https://www.transfermarkt.com/gorka-iraizoz/profil/spieler/7874
Gorka Larrea,35563,gorka-larrea,https://www.transfermarkt.com/gorka-larrea/profil/spieler/35563
Grégory Arnolin,25825,gregory-arnolin,https://www.transfermarkt.com/gregory-arnolin/profil/spieler/25825
Grzegorz Krychowiak,45184,grzegorz-krychowiak,https://www.transfermarkt.com/grzegorz-krychowiak/profil/spieler/45184
Guilherme Siqueira,44373,guilherme-siqueira,https://www.transfermarkt.com/guilherme-siqueira/profil/spieler/44373
Guillermo,142023,guillermo-fernandez,https://www.transfermarkt.com/guillermo-fernandez/profil/spieler/142023
Guillermo Méndez,92952,guillermo-mendez,https://www.transfermarkt.com/guillermo-mendez/profil/spieler/92952
Guillermo Molins,51457,guillermo-molins,https://www.transfermarkt.com/guillermo-molins/profil/spieler/51457
Guillermo Sara,87409,guillermo-sara,https://www.transfermarkt.com/guillermo-sara/profil/spieler/87409
Guirane N'Daw,12515,guirane-ndaw,https://www.transfermarkt.com/guirane-ndaw/profil/spieler/12515
Gustavo Cabral,30677,gustavo-cabral,https://www.transfermarkt.com/gustavo-cabral/profil/spieler/30677
Gustavo Munúa,9091,gustavo-munua,https://www.transfermarkt.com/gustavo-munua/profil/spieler/9091
Héctor,273738,hector-hernandez,https://www.transfermarkt.com/hector-hernandez/profil/spieler/273738
Héctor Hernández,221986,hector-hernandez,https://www.transfermarkt.com/hector-hernandez/profil/spieler/221986
Héctor Moreno,51046,hector-moreno,https://www.transfermarkt.com/hector-moreno/profil/spieler/51046
Héctor Rodas,72286,hector-rodas,https://www.transfermarkt.com/hector-rodas/profil/spieler/72286
Héctor Yuste,94414,hector-yuste,https://www.transfermarkt.com/hector-yuste/profil/spieler/94414
Hélder Barbosa,39784,helder-barbosa,https://www.transfermarkt.com/helder-barbosa/profil/spieler/39784
Hélder Costa,173900,helder-costa,https://www.transfermarkt.com/helder-costa/profil/spieler/173900
Hélder Postiga,5169,helder-postiga,https://www.transfermarkt.com/helder-postiga/profil/spieler/5169
Hélder Rosário,14196,helder-rosario,https://www.transfermarkt.com/helder-rosario/profil/spieler/14196
Héldon Ramos,90660,heldon,https://www.transfermarkt.com/heldon/profil/spieler/90660
Hamit Altıntop,1792,hamit-altintop,https://www.transfermarkt.com/hamit-altintop/profil/spieler/1792
Hans Martínez,72883,hans-martinez,https://www.transfermarkt.com/hans-martinez/profil/spieler/72883
Haris Medunjanin,30666,haris-medunjanin,https://www.transfermarkt.com/haris-medunjanin/profil/spieler/30666
Haris Seferović,109256,haris-seferovic,https://www.transfermarkt.com/haris-seferovic/profil/spieler/109256
Hassan Yebda,12351,hassan-yebda,https://www.transfermarkt.com/hassan-yebda/profil/spieler/12351
Hedwiges Maduro,19057,hedwiges-maduro,https://www.transfermarkt.com/hedwiges-maduro/profil/spieler/19057
Heinz Barmettler,38124,heinz-barmettler,https://www.transfermarkt.com/heinz-barmettler/profil/spieler/38124
Henok Goitom,6838,henok-goitom,https://www.transfermarkt.com/henok-goitom/profil/spieler/6838
Henri Bienvenu,65921,henri-bienvenu,https://www.transfermarkt.com/henri-bienvenu/profil/spieler/65921
Henrique,52513,henrique,https://www.transfermarkt.com/henrique/profil/spieler/52513
Henrique Almeida,103743,henrique-almeida,https://www.transfermarkt.com/henrique-almeida/profil/spieler/103743
Henrique Sereno,48931,sereno,https://www.transfermarkt.com/sereno/profil/spieler/48931
Hernán Bernardello,55860,hernan-bernardello,https://www.transfermarkt.com/hernan-bernardello/profil/spieler/55860
Hernán Pérez,73636,hernan-perez,https://www.transfermarkt.com/hernan-perez/profil/spieler/73636
Hernán Pellerano,26801,hernan-pellerano,https://www.transfermarkt.com/hernan-pellerano/profil/spieler/26801
Hicham Khaloua,186796,hicham-khaloua,https://www.transfermarkt.com/hicham-khaloua/profil/spieler/186796
Hiroshi Ibusuki,98074,hiroshi-ibusuki,https://www.transfermarkt.com/hiroshi-ibusuki/profil/spieler/98074
Hugo Fraile,72201,hugo-fraile,https://www.transfermarkt.com/hugo-fraile/profil/spieler/72201
Hugo Mallo,119905,hugo-mallo,https://www.transfermarkt.com/hugo-mallo/profil/spieler/119905
Humberto Osorio,84133,humberto-osorio,https://www.transfermarkt.com/humberto-osorio/profil/spieler/84133
Iñaki Goitia,29050,inaki-goitia,https://www.transfermarkt.com/inaki-goitia/profil/spieler/29050
Iñaki Williams,255508,inaki-williams,https://www.transfermarkt.com/inaki-williams/profil/spieler/255508
Iñigo Díaz de Cerio,38193,inigo-diaz-de-cerio,https://www.transfermarkt.com/inigo-diaz-de-cerio/profil/spieler/38193
Iñigo Martínez,158863,inigo-martinez,https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863
Iñigo Pérez,71579,inigo-perez,https://www.transfermarkt.com/inigo-perez/profil/spieler/71579
Iñigo Ruiz de Galarreta,126751,inigo-ruiz-de-galarreta,https://www.transfermarkt.com/inigo-ruiz-de-galarreta/profil/spieler/126751
Iago Aspas,72047,iago-aspas,https://www.transfermarkt.com/iago-aspas/profil/spieler/72047
Iago Bouzón,14535,iago-bouzon,https://www.transfermarkt.com/iago-bouzon/profil/spieler/14535
Iago Falque,59340,iago-falque,https://www.transfermarkt.com/iago-falque/profil/spieler/59340
Iago Herrerín,71570,iago-herrerin,https://www.transfermarkt.com/iago-herrerin/profil/spieler/71570
Ibai Gómez,127837,ibai-gomez,https://www.transfermarkt.com/ibai-gomez/profil/spieler/127837
Ibrahim Afellay,15760,ibrahim-afellay,https://www.transfermarkt.com/ibrahim-afellay/profil/spieler/15760
Ibrahima Baldé,134497,ibrahima-balde,https://www.transfermarkt.com/ibrahima-balde/profil/spieler/134497
Ignacio Camacho,58874,ignacio-camacho,https://www.transfermarkt.com/ignacio-camacho/profil/spieler/58874
Igor Gabilondo,7471,igor-gabilondo,https://www.transfermarkt.com/igor-gabilondo/profil/spieler/7471
Igor Martínez,60779,igor-martinez,https://www.transfermarkt.com/igor-martinez/profil/spieler/60779
Ikechukwu Uche,44027,ikechukwu-uche,https://www.transfermarkt.com/ikechukwu-uche/profil/spieler/44027
Iker Casillas,3979,iker-casillas,https://www.transfermarkt.com/iker-casillas/profil/spieler/3979
Iker Hernández,162043,iker-hernandez,https://www.transfermarkt.com/iker-hernandez/profil/spieler/162043
Iker Muniain,54235,iker-muniain,https://www.transfermarkt.com/iker-muniain/profil/spieler/54235
Imanol Agirretxe,37501,imanol-agirretxe,https://www.transfermarkt.com/imanol-agirretxe/profil/spieler/37501
Ion Ansotegi,37892,ion-ansotegi,https://www.transfermarkt.com/ion-ansotegi/profil/spieler/37892
Ion Echaide,59527,jon-echaide,https://www.transfermarkt.com/jon-echaide/profil/spieler/59527
Ion Vélez,54789,ion-velez,https://www.transfermarkt.com/ion-velez/profil/spieler/54789
Iriney,35515,iriney,https://www.transfermarkt.com/iriney/profil/spieler/35515
Isaías Sánchez,73037,isaias-sanchez,https://www.transfermarkt.com/isaias-sanchez/profil/spieler/73037
Isaac Cuenca,176285,isaac-cuenca,https://www.transfermarkt.com/isaac-cuenca/profil/spieler/176285
Isaac Gómez,263214,isi-gomez,https://www.transfermarkt.com/isi-gomez/profil/spieler/263214
Isaac Success,295331,isaac-success,https://www.transfermarkt.com/isaac-success/profil/spieler/295331
Isco,85288,isco,https://www.transfermarkt.com/isco/profil/spieler/85288
Isma López,54231,isma-lopez,https://www.transfermarkt.com/isma-lopez/profil/spieler/54231
Israel Puerto,126748,israel-puerto,https://www.transfermarkt.com/israel-puerto/profil/spieler/126748
Issam El Adoua,64992,issam-el-adoua,https://www.transfermarkt.com/issam-el-adoua/profil/spieler/64992
Iván Alonso,51583,ivan-alonso,https://www.transfermarkt.com/ivan-alonso/profil/spieler/51583
Iván Bolado,57675,ivan-bolado,https://www.transfermarkt.com/ivan-bolado/profil/spieler/57675
Iván Cuéllar,27493,ivan-cuellar,https://www.transfermarkt.com/ivan-cuellar/profil/spieler/27493
Iván de la Peña,8037,ivan-de-la-pena,https://www.transfermarkt.com/ivan-de-la-pena/profil/spieler/8037
Iván González,131942,ivan-gonzalez,https://www.transfermarkt.com/ivan-gonzalez/profil/spieler/131942
Iván Hernández,29066,ivan-hernandez,https://www.transfermarkt.com/ivan-hernandez/profil/spieler/29066
Iván López,203778,ivan-lopez,https://www.transfermarkt.com/ivan-lopez/profil/spieler/203778
Iván Marcano,57723,ivan-marcano,https://www.transfermarkt.com/ivan-marcano/profil/spieler/57723
Iván Ramis,26066,ivan-ramis,https://www.transfermarkt.com/ivan-ramis/profil/spieler/26066
Ivan Cavaleiro,149716,ivan-cavaleiro,https://www.transfermarkt.com/ivan-cavaleiro/profil/spieler/149716
Ivan Obradović,49802,ivan-obradovic,https://www.transfermarkt.com/ivan-obradovic/profil/spieler/49802
Ivan Rakitić,32467,ivan-rakitic,https://www.transfermarkt.com/ivan-rakitic/profil/spieler/32467
Ivi,282371,ivi-lopez,https://www.transfermarkt.com/ivi-lopez/profil/spieler/282371
Ivica Dragutinović,13453,ivica-dragutinovic,https://www.transfermarkt.com/ivica-dragutinovic/profil/spieler/13453
