player_name,transfermarkt_id,transfermarkt_url,player_url
Marek Čech,21354,https://www.transfermarkt.com/marek-ech/profil/spieler/21354,https://fbref.com/en/players/bc9fd7f1/Marek-Cech
Petr Čech,5658,https://www.transfermarkt.com/petr-ech/profil/spieler/5658,https://fbref.com/en/players/71672fa0/Petr-Cech
Marouane Chamakh,19085,https://www.transfermarkt.com/marouane-chamakh/profil/spieler/19085,https://fbref.com/en/players/790ca5f3/Marouane-Chamakh
Pascal Chimbonda,18875,https://www.transfermarkt.com/pascal-chimbonda/profil/spieler/18875,https://fbref.com/en/players/5cbb464e/Pascal-Chimbonda
Ciaran Clark,98240,https://www.transfermarkt.com/ciaran-clark/profil/spieler/98240,https://fbref.com/en/players/2b91cf8e/Ciaran-Clark
Tom Cleverley,73484,https://www.transfermarkt.com/tom-cleverley/profil/spieler/73484,https://fbref.com/en/players/6cdd8245/Tom-Cleverley
Gaël Clichy,7449,https://www.transfermarkt.com/gal-clichy/profil/spieler/7449,https://fbref.com/en/players/450ad405/Gael-Clichy
Tamir Cohen,24209,https://www.transfermarkt.com/tamir-cohen/profil/spieler/24209,https://fbref.com/en/players/d1b983de/Tamir-Cohen
Jack Colback,61644,https://www.transfermarkt.com/jack-colback/profil/spieler/61644,https://fbref.com/en/players/963a9201/Jack-Colback
Ashley Cole,3182,https://www.transfermarkt.com/ashley-cole/profil/spieler/3182,https://fbref.com/en/players/be091289/Ashley-Cole
Carlton Cole,3179,https://www.transfermarkt.com/carlton-cole/profil/spieler/3179,https://fbref.com/en/players/51b2effb/Carlton-Cole
Joe Cole,3876,https://www.transfermarkt.com/joe-cole/profil/spieler/3876,https://fbref.com/en/players/2c2f117b/Joe-Cole
Séamus Coleman,68390,https://www.transfermarkt.com/samus-coleman/profil/spieler/68390,https://fbref.com/en/players/0420d84f/Seamus-Coleman
Danny Collins,26183,https://www.transfermarkt.com/danny-collins/profil/spieler/26183,https://fbref.com/en/players/b89cd819/Danny-Collins
James Collins,12691,https://www.transfermarkt.com/james-collins/profil/spieler/12691,https://fbref.com/en/players/95471a13/James-Collins
Jack Collison,61568,https://www.transfermarkt.com/jack-collison/profil/spieler/61568,https://fbref.com/en/players/0566f8a9/Jack-Collison
