player_name,transfermarkt_id,transfermarkt_url
Frank Lampard,3163,https://www.transfermarkt.com/frank-lampard/profil/spieler/3163
Sebastian Larsson,31720,https://www.transfermarkt.com/sebastian-larsson/profil/spieler/31720
Jens Lehmann,122,https://www.transfermarkt.com/jens-lehmann/profil/spieler/122
Lucas Leiva,41414,https://www.transfermarkt.com/lucas-leiva/profil/spieler/41414
Aaron Lennon,14221,https://www.transfermarkt.com/aaron-lennon/profil/spieler/14221
Joleon Lescott,4241,https://www.transfermarkt.com/joleon-lescott/profil/spieler/4241
Eric Lichaj,61575,https://www.transfermarkt.com/eric-lichaj/profil/spieler/61575
Amine Linganzi,88596,https://www.transfermarkt.com/amine-linganzi/profil/spieler/88596
Adrián López,45383,https://www.transfermarkt.com/adrin-lpez/profil/spieler/45383
Jason Lowe,117997,https://www.transfermarkt.com/jason-lowe/profil/spieler/117997
Kazenga LuaLua,52576,https://www.transfermarkt.com/kazenga-lualua/profil/spieler/52576
