fbref_url,transfermarkt_id,player_name,name_home_country,dob_age,place_birth,height,citizenship,position,foot,debut_season,debut_age,first_club,debut_year,explanation
https://fbref.com/en/players/f5781978/Dimitar-Berbatov,65,Dimitar Berbatov,Not found,30-Jan-81,Not found,189,Bulgaria,FW,Right,2000-2001,19 years,Leverkusen,2000,first scrap players fbref
https://fbref.com/en/players/594d4046/Landon-Donovan,68,Landon Donovan,Not found,4-Mar-82,Not found,173,United States,FW-MF (AM-WM),Both,2001,18 years,SJ Earthquakes,Not found,first scrap players fbref
https://fbref.com/en/players/d1ca1129/Jens-Lehmann,122,Jens Lehmann,Not found,10-Nov-69,Not found,190,Germany,GK,Not found,1991-1992,21 years,Schalke 04,1991,first scrap players fbref
https://fbref.com/en/players/dbb688e3/Tomas-Rosicky,132,Tomáš Rosický,Not found,4-Oct-80,Not found,180,Czech Republic,MF (AM-WM),Both,2000-2001,19 years,Dortmund,2000,first scrap players fbref
https://fbref.com/en/players/1b2b5b86/Owen-Hargreaves,201,Owen Hargreaves,Not found,20-Jan-81,Not found,180,England eng  Other: Canada,MF,Not found,2000-2001,19 years,Bayern Munich,2000,first scrap players fbref
https://fbref.com/en/players/7f2107eb/Roque-Santa-Cruz,215,Roque Santa Cruz,Not found,"August 16, 1981 (Age: 44-101d)","Luque, Paraguay",191,Paraguay,FW,Right,1999-2000,17 years,Bayern Munich,1999,first scrap players fbref
https://fbref.com/en/players/4370cecc/Gerhard-Tremmel,488,Gerhard Tremmel,Not found,16-Nov-78,Not found,190,Not found,GK,Right,1999-2000,20 years,Unterhaching,1999,first scrap players fbref
https://fbref.com/en/players/35cf43aa/Alexander-Hleb,597,Alexander Hleb,Not found,1-May-81,Not found,185,Belarus,MF (AM-WM),Both,2000-2001,19 years,Stuttgart,2000,first scrap players fbref
https://fbref.com/en/players/011360ce/Martin-Petrov,670,Martin Petrov,Not found,15-Jan-79,Not found,179,Bulgaria,"FW-MF (WM, left)",Not found,2001-2002,22 years,Wolfsburg,2001,first scrap players fbref
https://fbref.com/en/players/214ed478/Ivan-Klasnic,690,Ivan Klasnić,Not found,29-Jan-80,Not found,186,Croatia hr  Other: Germany,FW,Not found,2001-2002,21 years,Werder Bremen,2001,first scrap players fbref
https://fbref.com/en/players/6b08d120/Emanuel-Pogatetz,1094,Emanuel Pogatetz,Not found,16-Jan-83,Not found,190,Austria,"DF (CB-FB, left)",Left,2003-2004,20 years,Grazer AK,2003,first scrap players fbref
https://fbref.com/en/players/a924380b/Tomasz-Kuszczak,1320,Tomasz Kuszczak,Not found,20-Mar-82,Not found,191,Poland,GK,Right,2004-2005,22 years,West Brom,2004,first scrap players fbref
https://fbref.com/en/players/0c577541/Jermaine-Jones,1321,Jermaine Jones,Not found,3-Nov-81,Not found,184,United States us  Other: Germany,MF (AM-DM),Both,2000-2001,18 years,Eint Frankfurt,2000,first scrap players fbref
https://fbref.com/en/players/9b74ce00/Alou-Diarra,1327,Alou Diarra,Not found,15-Jul-81,Not found,190,France,MF (DM),Right,2002-2003,21 years,Le Havre,2002,first scrap players fbref
https://fbref.com/en/players/605bba68/Guy-Demel,1368,Guy Demel,Not found,13-Jun-81,Not found,189,Côte d'Ivoire ci  Other: France,"DF-MF (FB, right)",Right,2002-2003,21 years,Dortmund,2002,first scrap players fbref
https://fbref.com/en/players/88b3f52c/Michael-Owen,1397,Michael Owen,Not found,14-Dec-79,Not found,172,England eng,FW,Not found,1996-1997,16 years,Liverpool,1996,first scrap players fbref
https://fbref.com/en/players/bef72e41/Lars-Jacobsen,1423,Lars Jacobsen,Not found,20-Sep-79,Not found,181,Denmark,"DF (CB-FB, right)",Both,2002-2003,22 years,Hamburger SV,2002,first scrap players fbref
https://fbref.com/en/players/4b83b362/Christian-Poulsen,1443,Christian Poulsen,Not found,28-Feb-80,Not found,182,Denmark,MF (DM),Not found,2002-2003,22 years,Schalke 04,2002,first scrap players fbref
https://fbref.com/en/players/2757060a/Thomas-Hitzlsperger,1573,Thomas Hitzlsperger,Not found,5-Apr-82,Not found,183,Germany,MF (CM),Not found,2000-2001,18 years,Aston Villa,2000,first scrap players fbref
https://fbref.com/en/players/3cb009c5/Sascha-Riether,1662,Sascha Riether,Not found,23-Mar-83,Not found,174,Germany,"DF-MF (CM-FB, right)",Right,2003-2004,20 years,Freiburg,2003,first scrap players fbref
https://fbref.com/en/players/ccc22fea/Bastian-Schweinsteiger,2514,Bastian Schweinsteiger,Not found,1-Aug-84,Not found,183,Germany,DF-MF (CB),Right,2002-2003,17 years,Bayern Munich,2002,first scrap players fbref
https://fbref.com/en/players/1148323a/Eldin-Jakupovic,2857,Eldin Jakupović,Not found,"October 2, 1984 (Age: 41-054d)","Kozarac, Bosnia and Herzegovina",191,Switzerland ch  Other: Bosnia and Herzegovina,GK,Right,2004-2005,19 years,Grasshopper,2004,first scrap players fbref
https://fbref.com/en/players/2cc63c53/Mladen-Petric,2874,Mladen Petrić,Not found,1-Jan-81,Not found,185,Croatia hr  Other: Bosnia and Herzegovina,FW,Left,2003-2004,22 years,Grasshopper,2003,first scrap players fbref
https://fbref.com/en/players/d8bcce3d/Paul-Scharner,2953,Paul Scharner,Not found,11-Mar-80,Not found,191,Austria,DF-MF (CB-DM),Not found,2003-2004,23 years,Austria Wien,2003,first scrap players fbref
https://fbref.com/en/players/e9c7102a/Martin-Demichelis,2963,Martín Demichelis,Not found,20-Dec-80,Not found,184,Argentina,DF-MF (CB-DM),Right,2003-2004,22 years,Bayern Munich,2003,first scrap players fbref
https://fbref.com/en/players/0bd1ea64/Robert-Huth,2998,Robert Huth,Not found,18-Aug-84,Not found,191,Germany,DF (CB),Right,2001-2002,16 years,Chelsea,2001,first scrap players fbref
https://fbref.com/en/players/a6f401c6/Benni-McCarthy,3091,Benni McCarthy,Not found,12-Nov-77,Not found,183,South Africa,FW,Not found,1999-2000,21 years,Celta Vigo,1999,first scrap players fbref
https://fbref.com/en/players/d97fe8bd/Jason-Euell,3092,Jason Euell,Not found,6-Feb-77,Not found,180,Jamaica jm  Other: England,FW-MF (CM),Not found,1995-1996,18 years,Wimbledon,1995,first scrap players fbref
https://fbref.com/en/players/caeb5442/Steven-Gerrard,3109,Steven Gerrard,Not found,30-May-80,Not found,183,England eng,MF,Right,1998-1999,18 years,Liverpool,1998,first scrap players fbref
https://fbref.com/en/players/7c881089/James-Beattie,3112,James Beattie,Not found,27-Feb-78,Not found,185,England eng,FW,Not found,1996-1997,18 years,Blackburn,1996,first scrap players fbref
https://fbref.com/en/players/90b5a2f2/Kieron-Dyer,3118,Kieron Dyer,Not found,29-Dec-78,Not found,173,England eng,MF (AM-WM),Not found,1999-2000,20 years,Newcastle Utd,1999,first scrap players fbref
https://fbref.com/en/players/83ac7c3c/Titus-Bramble,3130,Titus Bramble,Not found,31-Jul-81,Not found,185,England eng,DF (CB),Not found,2000-2001,19 years,Ipswich Town,2000,first scrap players fbref
https://fbref.com/en/players/23d97ca1/Kevin-Phillips,3131,Kevin Phillips,Not found,25-Jul-73,Not found,170,England eng,FW,Not found,1999-2000,26 years,Sunderland,1999,first scrap players fbref
https://fbref.com/en/players/30184789/Emile-Heskey,3142,Emile Heskey,Not found,11-Jan-78,Not found,192,England eng,FW,Right,1994-1995,16 years,Leicester City,1994,first scrap players fbref
https://fbref.com/en/players/f45e1bb2/Robbie-Keane,3144,Robbie Keane,Not found,8-Jul-80,Not found,175,Republic of Ireland,FW,Right,1999-2000,19 years,Coventry City,1999,first scrap players fbref
https://fbref.com/en/players/0db918ff/Shay-Given,3146,Shay Given,Not found,20-Apr-76,Not found,185,Republic of Ireland,GK,Right,1996-1997,20 years,Blackburn,1996,first scrap players fbref
https://fbref.com/en/players/df77463a/Carlo-Cudicini,3151,Carlo Cudicini,Not found,6-Sep-73,Not found,185,Italy,GK,Not found,1996-1997,22 years,Lazio,1996,first scrap players fbref
https://fbref.com/en/players/286fb7e0/William-Gallas,3156,William Gallas,Not found,17-Aug-77,Not found,181,France,DF (CB),Not found,1996-1997,18 years,Caen,1996,first scrap players fbref
https://fbref.com/en/players/68517cfd/John-Terry,3160,John Terry,Not found,7-Dec-80,Not found,187,England eng,DF (CB),Right,1998-1999,17 years,Chelsea,1998,first scrap players fbref
https://fbref.com/en/players/268df6b1/Frank-Lampard,3163,Frank Lampard,Not found,20-Jun-78,Not found,184,England eng,MF,Both,1995-1996,17 years,West Ham,1995,first scrap players fbref
https://fbref.com/en/players/4e27a622/Boudewijn-Zenden,3173,Boudewijn Zenden,Not found,15-Aug-76,Not found,174,Netherlands,"DF-FW-MF (AM-FB-WM, left)",Not found,1998-1999,21 years,Barcelona,1998,first scrap players fbref
https://fbref.com/en/players/32fc9ff2/Eidur-Gudjohnsen,3176,Eiður Guðjohnsen,Not found,15-Sep-78,Not found,187,Iceland,FW-MF (AM),Right,2000-2001,21 years,Chelsea,2000,first scrap players fbref
https://fbref.com/en/players/51b2effb/Carlton-Cole,3179,Carlton Cole,Not found,12-Oct-83,Not found,191,England eng,FW,Right,2001-2002,17 years,Chelsea,2001,first scrap players fbref
https://fbref.com/en/players/be091289/Ashley-Cole,3182,Ashley Cole,Not found,20-Dec-80,Not found,176,England eng,"DF (FB, left)",Left,1999-2000,18 years,Arsenal,1999,first scrap players fbref
https://fbref.com/en/players/f90f1086/Patrick-Vieira,3183,Patrick Vieira,Not found,23-Jun-76,Not found,193,France fr  Other: Senegal,MF (CM-DM),Right,1995-1996,19 years,Cannes,1995,players corrected fbref
https://fbref.com/en/players/59bfafcf/Robert-Pires,3185,Robert Pirès,Not found,29-Oct-73,Not found,185,France,FW-MF (AM-WM),Not found,1995-1996,21 years,Metz,1995,first scrap players fbref
https://fbref.com/en/players/30871c08/Stuart-Taylor,3190,Stuart Taylor,Not found,28-Nov-80,Not found,196,England eng,GK,Right,2001-2002,20 years,Arsenal,2001,first scrap players fbref
https://fbref.com/en/players/c6043950/Jermaine-Pennant,3195,Jermaine Pennant,Not found,15-Jan-83,Not found,175,England eng,"MF (AM-WM, right)",Right,2001-2002,18 years,Watford,2001,first scrap players fbref
https://fbref.com/en/players/3e3b2fbd/Sol-Campbell,3198,Sol Campbell,Not found,18-Sep-74,Not found,188,England eng,DF-FW (CB),Not found,1992-1993,17 years,Tottenham,1992,first scrap players fbref
https://fbref.com/en/players/3301c9f4/Kolo-Toure,3202,Kolo Touré,Not found,19-Mar-81,Not found,183,Côte d'Ivoire,DF (CB),Right,2002-2003,21 years,Arsenal,2002,first scrap players fbref
https://fbref.com/en/players/a00fbcec/David-Bentley,3205,David Bentley,Not found,27-Aug-84,Not found,175,England eng,MF (AM-WM),Right,2003-2004,18 years,Arsenal,2003,first scrap players fbref
https://fbref.com/en/players/c0c5ee74/Thierry-Henry,3207,Thierry Henry,Not found,17-Aug-77,Not found,188,France,FW,Not found,1995-1996,17 years,Monaco,1995,first scrap players fbref
https://fbref.com/en/players/710265d2/Chris-Kirkland,3219,Chris Kirkland,Not found,2-May-81,Not found,191,England eng,GK,Right,2000-2001,19 years,Coventry City,2000,first scrap players fbref
https://fbref.com/en/players/9bf988c2/John-Arne-Riise,3220,John Arne Riise,Not found,24-Sep-80,Not found,185,Norway,"DF-MF (FB-WM, left)",Not found,1998-1999,17 years,Monaco,1998,first scrap players fbref
https://fbref.com/en/players/03a97c40/Danny-Murphy,3221,Danny Murphy,Not found,18-Mar-77,Not found,175,England eng,MF (CM),Not found,1997-1998,20 years,Liverpool,1997,first scrap players fbref
https://fbref.com/en/players/9482a3bd/Jonathan-Woodgate,3224,Jonathan Woodgate,Not found,22-Jan-80,Not found,188,England eng,DF (CB),Right,1998-1999,18 years,Leeds United,1998,first scrap players fbref
https://fbref.com/en/players/931ed5e9/Nicolas-Anelka,3226,Nicolas Anelka,Not found,14-Mar-79,Not found,186,France,FW,Right,1995-1996,16 years,Paris S-G,1995,first scrap players fbref
https://fbref.com/en/players/52465662/Rio-Ferdinand,3235,Rio Ferdinand,Not found,7-Nov-78,Not found,189,England eng,DF (CB),Right,1995-1996,16 years,West Ham,1995,first scrap players fbref
https://fbref.com/en/players/61e5c1a8/Stiliyan-Petrov,3252,Stiliyan Petrov,Not found,5-Jul-79,Not found,180,Bulgaria,MF,Not found,2000-2001,21 years,Celtic,2000,first scrap players fbref
https://fbref.com/en/players/057a6936/Damien-Duff,3259,Damien Duff,Not found,2-Mar-79,Not found,176,Republic of Ireland,"FW-MF (WM, left & right)",Not found,1996-1997,17 years,Blackburn,1996,first scrap players fbref
https://fbref.com/en/players/acd633df/Joseph-Yobo,3270,Joseph Yobo,Not found,6-Sep-80,Not found,188,Nigeria,DF (CB),Right,2001-2002,20 years,Marseille,2001,first scrap players fbref
https://fbref.com/en/players/409a29d7/Luke-Young,3271,Luke Young,Not found,19-Jul-79,Not found,180,England eng,"DF (FB, right)",Not found,1998-1999,19 years,Tottenham,1998,first scrap players fbref
https://fbref.com/en/players/1a6e6d03/Matt-Upson,3273,Matt Upson,Not found,18-Apr-79,Not found,185,England eng,DF (CB),Left,1997-1998,18 years,Arsenal,1997,first scrap players fbref
https://fbref.com/en/players/e79a368b/Shola-Ameobi,3276,Shola Ameobi,Not found,12-Oct-81,Not found,191,Nigeria ng  Other: England,FW,Both,2000-2001,18 years,Newcastle Utd,2000,first scrap players fbref
https://fbref.com/en/players/7dbbe367/Gareth-Barry,3291,Gareth Barry,Not found,23-Feb-81,Not found,183,England eng,MF (CM-DM),Left,1997-1998,16 years,Aston Villa,1997,first scrap players fbref
https://fbref.com/en/players/93bfa675/Joey-Barton,3292,Joey Barton,Not found,2-Sep-82,Not found,180,England eng,MF (CM),Right,2002-2003,19 years,Manchester City,2002,first scrap players fbref
https://fbref.com/en/players/941bcf75/Paul-Konchesky,3296,Paul Konchesky,Not found,15-May-81,Not found,178,England eng,"DF-FW-MF (AM-FB, left)",Left,1998-1999,17 years,Charlton Ath,1998,first scrap players fbref
https://fbref.com/en/players/b9eae55b/Craig-Bellamy,3297,Craig Bellamy,Not found,13-Jul-79,Not found,175,Wales wls,FW,Not found,2000-2001,21 years,Coventry City,2000,first scrap players fbref
https://fbref.com/en/players/0356cf4f/Jonathan-Walters,3306,Jonathan Walters,Not found,20-Sep-83,Not found,183,Republic of Ireland ie  Other: England,"FW-MF (WM, right)",Right,2002-2003,18 years,Bolton,2002,first scrap players fbref
https://fbref.com/en/players/07869028/Stephen-Warnock,3308,Stephen Warnock,Not found,12-Dec-81,Not found,180,England eng,"DF (FB, left)",Left,2002-2003,20 years,Bradford City,2002,first scrap players fbref
https://fbref.com/en/players/f07be45a/Wayne-Rooney,3332,Wayne Rooney,Not found,24-Oct-85,Not found,176,England eng,FW-MF (AM),Right,2002-2003,16 years,Everton,2002,first scrap players fbref
https://fbref.com/en/players/2f90f6b8/James-Milner,3333,James Milner,Not found,"January 4, 1986 (Age: 39-325d)","Leeds, England, United Kingdom",176,England eng,DF-MF (CM-FB-WM),Right,2002-2003,16 years,Leeds United,2002,first scrap players fbref
https://fbref.com/en/players/002d06bb/Sylvain-Distin,3356,Sylvain Distin,Not found,16-Dec-77,Not found,192,Not found,DF (CB),Left,2000-2001,22 years,Paris S-G,2000,first scrap players fbref
https://fbref.com/en/players/da409c6f/Mark-Schwarzer,3357,Mark Schwarzer,Not found,6-Oct-72,Not found,194,Australia,GK,Right,1994-1995,21 years,Dresden,1994,first scrap players fbref
https://fbref.com/en/players/83ca192d/Ledley-King,3360,Ledley King,Not found,12-Oct-80,Not found,188,England eng,DF-MF (CB-DM),Not found,1998-1999,17 years,Tottenham,1998,first scrap players fbref
https://fbref.com/en/players/24a3a72c/Paul-Scholes,3397,Paul Scholes,Not found,16-Nov-74,Not found,171,England eng,MF (CM),Not found,1994-1995,19 years,Manchester Utd,1994,first scrap players fbref
https://fbref.com/en/players/1b013e33/Gary-Neville,3403,Gary Neville,Not found,18-Feb-75,Not found,180,England eng,"DF (FB, right)",Not found,1993-1994,18 years,Manchester Utd,1993,first scrap players fbref
https://fbref.com/en/players/3db5e0ec/Phil-Neville,3404,Phil Neville,Not found,21-Jan-77,Not found,180,England eng,DF-MF,Right,1994-1995,17 years,Manchester Utd,1994,first scrap players fbref
https://fbref.com/en/players/659ccc97/Wes-Brown,3405,Wes Brown,Not found,13-Oct-79,Not found,185,England eng,DF (CB),Right,1997-1998,17 years,Manchester Utd,1997,first scrap players fbref
https://fbref.com/en/players/561de8d0/Ryan-Giggs,3406,Ryan Giggs,Not found,29-Nov-73,Not found,180,Wales wls  Other: England,FW-MF (WM),Not found,1992-1993,18 years,Manchester Utd,1992,first scrap players fbref
https://fbref.com/en/players/59ab6332/Luis-Boa-Morte,3422,Luís Boa Morte,Not found,4-Aug-77,Not found,178,Portugal,FW-MF (AM-WM),Not found,1997-1998,19 years,Arsenal,1997,first scrap players fbref
https://fbref.com/en/players/3149f712/Jermaine-Jenas,3461,Jermaine Jenas,Not found,18-Feb-83,Not found,181,England eng,MF,Not found,2001-2002,18 years,Nott'ham Forest,2001,first scrap players fbref
https://fbref.com/en/players/6839f68e/Steven-Caldwell,3462,Steven Caldwell,Not found,12-Sep-80,Not found,180,Scotland sct,DF (CB-FB),Right,2000-2001,19 years,Newcastle Utd,2000,first scrap players fbref
https://fbref.com/en/players/e1e0b05f/Shaun-Wright-Phillips,3467,Shaun Wright-Phillips,Not found,25-Oct-81,Not found,166,England eng,"FW-MF (AM-WM, right)",Right,2000-2001,18 years,Manchester City,2000,first scrap players fbref
https://fbref.com/en/players/31d82fec/Thomas-Sorensen,3473,Thomas Sørensen,Not found,12-Jun-76,Not found,193,Denmark,GK,Right,1999-2000,23 years,Sunderland,1999,first scrap players fbref
https://fbref.com/en/players/b8c0a975/Brad-Friedel,3476,Brad Friedel,Not found,18-May-71,Not found,188,United States,GK,Right,1996,24 years,Columbus Crew,Not found,first scrap players fbref
https://fbref.com/en/players/ddc0a1fd/Robbie-Blake,3490,Robbie Blake,Not found,4-Mar-76,Not found,175,Not found,FW-MF (AM),Not found,1999-2000,23 years,Bradford City,1999,first scrap players fbref
https://fbref.com/en/players/98ee8a67/Edwin-van-der-Sar,3516,Edwin van der Sar,Not found,29-Oct-70,Not found,197,Netherlands,GK,Right,1999-2000,28 years,Juventus,1999,first scrap players fbref
https://fbref.com/en/players/7c1f4685/John-OShea,3540,John O'Shea,Not found,30-Apr-81,Not found,192,Republic of Ireland,DF-MF (CB),Right,2001-2002,20 years,Manchester Utd,2001,first scrap players fbref
https://fbref.com/en/players/7f60e79c/Danny-Pugh,3546,Danny Pugh,Not found,19-Oct-82,Not found,183,Not found,"DF-MF (CM-FB, left)",Right,2002-2003,19 years,Manchester Utd,2002,first scrap players fbref
https://fbref.com/en/players/184e4970/Darren-Fletcher,3547,Darren Fletcher,Not found,1-Feb-84,Not found,184,Scotland sct,MF (DM),Right,2003-2004,19 years,Manchester Utd,2003,first scrap players fbref
https://fbref.com/en/players/d2bf40b4/Kieran-Richardson,3548,Kieran Richardson,Not found,21-Oct-84,Not found,175,England eng,"DF-MF (WM, left)",Left,2002-2003,17 years,Manchester Utd,2002,first scrap players fbref
https://fbref.com/en/players/94cf0dab/Jerome-Thomas,3560,Jerome Thomas,Not found,23-Mar-83,Not found,178,England eng,"FW-MF (WM, left)",Left,2002-2003,19 years,QPR,2002,first scrap players fbref
https://fbref.com/en/players/a98f1d52/Steve-Harper,3562,Steve Harper,Not found,14-Mar-75,Not found,188,Not found,GK,Right,1998-1999,23 years,Newcastle Utd,1998,first scrap players fbref
https://fbref.com/en/players/e3df61bc/Steed-Malbranque,3569,Steed Malbranque,Not found,6-Jan-80,Not found,168,France fr  Other: Belgium,MF (AM-CM-WM),Right,1997-1998,17 years,Lyon,1997,first scrap players fbref
https://fbref.com/en/players/91ef929d/John-Carew,3570,John Carew,Not found,5-Sep-79,Not found,193,Norway,FW,Not found,2000,20 years,Rosenborg,Not found,first scrap players fbref
https://fbref.com/en/players/dccccccc/Aaron-Hughes,3580,Aaron Hughes,Not found,8-Nov-79,Not found,183,Northern Ireland nir,DF (CB),Right,1997-1998,17 years,Newcastle Utd,1997,first scrap players fbref
https://fbref.com/en/players/d0ebce19/Jamie-Carragher,3597,Jamie Carragher,Not found,28-Jan-78,Not found,185,England eng,"DF-MF (CB-DM-FB, right)",Not found,1996-1997,18 years,Liverpool,1996,first scrap players fbref
https://fbref.com/en/players/acc326da/Salif-Diao,3600,Salif Diao,Not found,10-Feb-77,Not found,186,Senegal,MF (DM),Not found,1996-1997,19 years,Monaco,1996,first scrap players fbref
https://fbref.com/en/players/c878c4bf/Tony-Hibbert,3614,Tony Hibbert,Not found,20-Feb-81,Not found,172,Not found,"DF (FB, right)",Right,2000-2001,19 years,Everton,2000,first scrap players fbref
https://fbref.com/en/players/a014c247/Leon-Osman,3620,Leon Osman,Not found,17-May-81,Not found,174,England eng,MF,Right,2002-2003,21 years,Carlisle United,2002,first scrap players fbref
https://fbref.com/en/players/3515ba56/Paul-Robinson,3630,Paul Robinson,Not found,15-Oct-79,Not found,193,England eng,GK,Right,1998-1999,18 years,Leeds United,1998,players corrected fbref
https://fbref.com/en/players/fd4fa092/Ian-Harte,3634,Ian Harte,Not found,31-Aug-77,Not found,175,Republic of Ireland,"DF (FB, left)",Left,1995-1996,17 years,Leeds United,1995,first scrap players fbref
https://fbref.com/en/players/e4e3de44/Mark-Hudson,3640,Mark Hudson,Not found,30-Mar-82,Not found,185,Not found,DF (CB),Right,2003-2004,21 years,Oldham Athletic,2003,first scrap players fbref
https://fbref.com/en/players/62487637/Jason-Roberts,3666,Jason Roberts,Not found,25-Jan-78,Not found,185,Grenada gd  Other: England,FW,Not found,2001-2002,23 years,West Brom,2001,first scrap players fbref
https://fbref.com/en/players/86b982bc/Wayne-Bridge,3682,Wayne Bridge,Not found,5-Aug-80,Not found,178,England eng,"DF (FB, left)",Not found,1998-1999,17 years,Southampton,1998,first scrap players fbref
https://fbref.com/en/players/688135a1/Danny-Higginbotham,3686,Danny Higginbotham,Not found,29-Dec-78,Not found,185,Gibraltar,"DF (CB-FB, left)",Not found,1997-1998,18 years,Manchester Utd,1997,first scrap players fbref
https://fbref.com/en/players/340d2a24/Jussi-Jaaskelainen,3692,Jussi Jääskeläinen,Not found,19-Apr-75,Not found,191,Finland,GK,Right,2001-2002,26 years,Bolton,2001,first scrap players fbref
https://fbref.com/en/players/d1891093/Anton-Ferdinand,3698,Anton Ferdinand,Not found,18-Feb-85,Not found,186,England eng,DF (CB),Right,2003-2004,18 years,West Ham,2003,first scrap players fbref
https://fbref.com/en/players/c9880157/Kim-Kallstrom,3730,Kim Källström,Not found,24-Aug-82,Not found,185,Sweden,MF (DM),Left,2001,18 years,Häcken,Not found,first scrap players fbref
https://fbref.com/en/players/f2286f20/Peter-Whittingham,3762,Peter Whittingham,Not found,8-Sep-84,Not found,178,England eng,MF (WM),Left,2002-2003,17 years,Aston Villa,2002,first scrap players fbref
https://fbref.com/en/players/f6c4946d/George-McCartney,3775,George McCartney,Not found,29-Apr-81,Not found,183,Northern Ireland nir,DF,Left,2000-2001,19 years,Sunderland,2000,first scrap players fbref
https://fbref.com/en/players/65faf2a1/Scott-Parker,3785,Scott Parker,Not found,13-Oct-80,Not found,175,England eng,MF (DM),Right,1998-1999,17 years,Charlton Ath,1998,first scrap players fbref
https://fbref.com/en/players/ef616df9/Matthew-Etherington,3788,Matthew Etherington,Not found,14-Aug-81,Not found,178,England eng,"MF (WM, left)",Not found,1999-2000,17 years,Tottenham,1999,first scrap players fbref
https://fbref.com/en/players/5dc37f4a/Gary-Caldwell,3791,Gary Caldwell,Not found,12-Apr-82,Not found,180,Scotland sct,DF-MF,Right,2001-2002,19 years,Hibernian,2001,first scrap players fbref
https://fbref.com/en/players/6cbc015d/Richard-Dunne,3807,Richard Dunne,Not found,21-Sep-79,Not found,188,Republic of Ireland,DF (CB),Right,1996-1997,16 years,Everton,1996,first scrap players fbref
https://fbref.com/en/players/7ca2d989/Boaz-Myhill,3838,Boaz Myhill,Not found,9-Nov-82,Not found,191,"Wales wls  Other: England , United States",GK,Right,2002-2003,19 years,Bradford City,2002,first scrap players fbref
https://fbref.com/en/players/892c1d7a/Jonathan-Greening,3865,Jonathan Greening,Not found,2-Jan-79,Not found,180,England eng,MF,Not found,1998-1999,19 years,Manchester Utd,1998,first scrap players fbref
https://fbref.com/en/players/389cc3d7/Stuart-Parnaby,3866,Stuart Parnaby,Not found,19-Jul-82,Not found,178,England eng,"DF (FB, right)",Not found,2002-2003,20 years,Middlesbrough,2002,first scrap players fbref
https://fbref.com/en/players/b05e73d5/David-Murphy,3868,David Murphy,Not found,1-Mar-84,Not found,185,England eng,"DF (FB, left)",Not found,2001-2002,17 years,Middlesbrough,2001,first scrap players fbref
https://fbref.com/en/players/f1e8372d/Jermain-Defoe,3875,Jermain Defoe,Not found,7-Oct-82,Not found,170,England eng,FW,Right,2000-2001,17 years,West Ham,2000,first scrap players fbref
https://fbref.com/en/players/2c2f117b/Joe-Cole,3876,Joe Cole,Not found,8-Nov-81,Not found,175,England eng,MF (AM-WM),Right,1998-1999,16 years,West Ham,1998,first scrap players fbref
https://fbref.com/en/players/f4fd57ba/Lee-Bowyer,3877,Lee Bowyer,Not found,3-Jan-77,Not found,175,England eng,MF (AM),Not found,1996-1997,19 years,Leeds United,1996,first scrap players fbref
https://fbref.com/en/players/ab7263c1/Michael-Carrick,3878,Michael Carrick,Not found,28-Jul-81,Not found,188,England eng,MF (CM-DM),Both,1999-2000,18 years,West Ham,1999,first scrap players fbref
https://fbref.com/en/players/8cceca90/Glen-Johnson,3881,Glen Johnson,Not found,23-Aug-84,Not found,182,England eng,"DF (FB, right)",Both,2002-2003,17 years,Millwall,2002,first scrap players fbref
https://fbref.com/en/players/459b0b19/Habib-Beye,3923,Habib Beye,Not found,19-Oct-77,Not found,182,Senegal sn  Other: France,"DF (FB, right)",Not found,1997-1998,19 years,Paris S-G,1997,first scrap players fbref
https://fbref.com/en/players/945dea33/Didier-Drogba,3924,Didier Drogba,Not found,11-Mar-78,Not found,189,Côte d'Ivoire,FW,Right,2001-2002,23 years,Guingamp,2001,first scrap players fbref
https://fbref.com/en/players/3d307105/Kevin-Nolan,3950,Kevin Nolan,Not found,24-Jun-82,Not found,183,England eng,MF (AM),Right,2001-2002,19 years,Bolton,2001,first scrap players fbref
https://fbref.com/en/players/7e6917be/Djibril-Cisse,3966,Djibril Cissé,Not found,12-Aug-81,Not found,182,France,FW,Right,1998-1999,16 years,Auxerre,1998,first scrap players fbref
https://fbref.com/en/players/754d4ac4/Gary-O'Neil,3995,Gary O'Neil,Not found,18-May-83,Not found,178,England eng,MF (AM),Right,2001-2002,18 years,Portsmouth,2001,first scrap players fbref
https://fbref.com/en/players/cd53ecf4/Dirk-Kuyt,4010,Dirk Kuyt,Not found,22-Jul-80,Not found,184,Netherlands,DF-FW-MF (AM-FB),Right,2000-2001,20 years,Utrecht,2000,first scrap players fbref
https://fbref.com/en/players/607efc45/Zat-Knight,4012,Zat Knight,Not found,2-May-80,Not found,198,England eng,DF (CB),Right,2001-2002,21 years,Fulham,2001,first scrap players fbref
https://fbref.com/en/players/7106e4fe/Louis-Saha,4015,Louis Saha,Not found,8-Aug-78,Not found,183,France,FW,Not found,1997-1998,18 years,Metz,1997,first scrap players fbref
https://fbref.com/en/players/ffc1c226/Brad-Jones,4042,Brad Jones,Not found,19-Mar-82,Not found,191,Australia,GK,Left,2002-2003,20 years,Stockport,2002,first scrap players fbref
https://fbref.com/en/players/eb0ae1e9/Stephen-Carr,4046,Stephen Carr,Not found,29-Aug-76,Not found,175,Republic of Ireland,"DF (FB, right)",Not found,1993-1994,16 years,Tottenham,1993,first scrap players fbref
