player_name,season,squad,position,age,nation,minutes,rank,player_url_fbref,current age_fbref,dob_age_fbref,place_birth_fbref,height_fbref,citizenship_fbref,position_fbref,foot_fbref,current_club_fbref,debut_season_fbref,debut_age_fbref,first_club_fbref,debut_year_fbref,player_url_tra,slug,player_id_fbref,home_name_fbref,dob_age_tra,fecha americana,YEAR_tra,place_birth_tra,height_tra,citizenship_tra,position_tra,foot_tra,current_club_tra,joined_tra,contract_expires_tra,outfitter_tra,first_tier_debut_date,first_tier_debut_age,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_competition,debut_age_transfermarket,injury_count_total_tra,days_missed_total_tra,games_missed_total_tra,injury_seasons_tra,Deceased_tra,death_date,death_age,retired_tra,retirement_date_tra,year_retirement,career_lenght,career_lenght_w_actives_and_dead,shirt_number_tra,National_team,total_seasons_national,matches_national,minutes_national,goals_national,CAREER Sum of matches_played,CAREER Sum of minutes,CAREER Sum of goals
Óliver Torres,2012-2013,Atlético Madrid,"FW,MF",17,es ESP,177,536,https://fbref.com/en/players/58a9a4d9/Oliver-Torres,30,"November 10, 1994 (Age: 30-350d)","Navalmoral de la Mata, Spain",178cm,Spain,FW-MF (AM-CM-WM),Right,Monterrey,2012-2013,17,Atlético Madrid,2012,https://www.transfermarkt.com/oliver-torres/profil/spieler/214775,oliver-torres,214775,Óliver Torres,10/11/1994 (30),34648,1994,Navalmoral de la Mata,"1,75",Spain,Midfield - Central Midfield,right,Monterrey,45298,30/06/2027,NA,19/08/2012,17,LaLiga,No second tier career,NA,No second tier career,17,8,254,42,6,No,NA,NA,No,NA,NA,NA,13,8,No,0,Not_national_team,Not_national_team,Not_national_team,436,24868,28
Óliver Torres,2013-2014,Atlético Madrid,"FW,MF",18,es ESP,216,517,https://fbref.com/en/players/58a9a4d9/Oliver-Torres,30,"November 10, 1994 (Age: 30-350d)","Navalmoral de la Mata, Spain",178cm,Spain,FW-MF (AM-CM-WM),Right,Monterrey,2012-2013,17,Atlético Madrid,2012,https://www.transfermarkt.com/oliver-torres/profil/spieler/214775,oliver-torres,214775,Óliver Torres,10/11/1994 (30),34648,1994,Navalmoral de la Mata,"1,75",Spain,Midfield - Central Midfield,right,Monterrey,45298,30/06/2027,NA,19/08/2012,17,LaLiga,No second tier career,NA,No second tier career,17,8,254,42,6,No,NA,NA,No,NA,NA,NA,13,8,No,0,Not_national_team,Not_national_team,Not_national_team,436,24868,28
Óliver Torres,2013-2014,Villarreal,"FW,MF",18,es ESP,502,516,https://fbref.com/en/players/58a9a4d9/Oliver-Torres,30,"November 10, 1994 (Age: 30-350d)","Navalmoral de la Mata, Spain",178cm,Spain,FW-MF (AM-CM-WM),Right,Monterrey,2012-2013,17,Atlético Madrid,2012,https://www.transfermarkt.com/oliver-torres/profil/spieler/214775,oliver-torres,214775,Óliver Torres,10/11/1994 (30),34648,1994,Navalmoral de la Mata,"1,75",Spain,Midfield - Central Midfield,right,Monterrey,45298,30/06/2027,NA,19/08/2012,17,LaLiga,No second tier career,NA,No second tier career,17,8,254,42,6,No,NA,NA,No,NA,NA,NA,13,8,No,0,Not_national_team,Not_national_team,Not_national_team,436,24868,28
Óscar,2012-2013,Valladolid,MF,29,es ESP,2937,404,https://fbref.com/en/players/627650df/Oscar,2/11/1900,30267,NA,181cm,Spain,MF (AM-WM),NA,NA,2001-2002,18,Valladolid,2001,https://www.transfermarkt.com/oscar-gonzalez/profil/spieler/7818,oscar-gonzalez,7818,Óscar González,12/11/1982 (42),30267,1982,Salamanca,"1,75",Spain,Midfield - Attacking Midfield,right,Real Valladolid,42376,-,NA,37082,18,LaLiga,19/09/2010,1/27/1900,Segunda División,18,2,42,6,2,No,NA,NA,Yes,42376,2016,15,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,449,28425,87
Óscar,2013-2014,Valladolid,MF,30,es ESP,1630,374,https://fbref.com/en/players/627650df/Oscar,2/11/1900,30267,NA,181cm,Spain,MF (AM-WM),NA,NA,2001-2002,18,Valladolid,2001,https://www.transfermarkt.com/oscar-gonzalez/profil/spieler/7818,oscar-gonzalez,7818,Óscar González,12/11/1982 (42),30267,1982,Salamanca,"1,75",Spain,Midfield - Attacking Midfield,right,Real Valladolid,42376,-,NA,37082,18,LaLiga,19/09/2010,1/27/1900,Segunda División,18,2,42,6,2,No,NA,NA,Yes,42376,2016,15,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,449,28425,87
Óscar Díaz,2013-2014,Almería,"FW,MF",29,es ESP,1212,145,https://fbref.com/en/players/5a5ed410/Oscar-Diaz,2/10/1900,30796,NA,180cm,NA,FW-MF (AM-WM),NA,NA,2005-2006,21,Real Madrid B,2005,https://www.transfermarkt.com/oscar-diaz/profil/spieler/30802,oscar-diaz,30802,Óscar Díaz,24/04/1984,30796,1984,Madrid,"1,83",Spain,Attack - Centre-Forward,right,Unknown,44933,-,NA,19/08/2013,29,LaLiga,20/12/2005,21,Segunda División,21,1,7,1,1,No,NA,NA,No,NA,NA,NA,20,NA,No,0,Not_national_team,Not_national_team,Not_national_team,307,17161,44
Óscar de Marcos,2010-2011,Athletic Club,"DF,FW",21,es ESP,540,339,https://fbref.com/en/players/9f323c71/Oscar-de-Marcos,2/5/1900,32612,NA,180cm,Spain,"DF-FW-MF (DM-FB, right)",Right,NA,2008-2009,19,Alavés,2008,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,oscar-de-marcos,96718,Óscar de Marcos,14/04/1989 (36),32612,1989,Laguardia,"1,82",Spain,Defender - Right-Back,right,Athletic Club,45664,-,NA,30/08/2009,20,LaLiga,21/12/2008,1/19/1900,Segunda División,19,25,668,91,10,No,NA,NA,Yes,45664,2025,17,17,NA,No,0,Not_national_team,Not_national_team,Not_national_team,557,41273,38
Óscar de Marcos,2011-2012,Athletic Club,"DF,FW",22,es ESP,2915,328,https://fbref.com/en/players/9f323c71/Oscar-de-Marcos,2/5/1900,32612,NA,180cm,Spain,"DF-FW-MF (DM-FB, right)",Right,NA,2008-2009,19,Alavés,2008,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,oscar-de-marcos,96718,Óscar de Marcos,14/04/1989 (36),32612,1989,Laguardia,"1,82",Spain,Defender - Right-Back,right,Athletic Club,45664,-,NA,30/08/2009,20,LaLiga,21/12/2008,1/19/1900,Segunda División,19,25,668,91,10,No,NA,NA,Yes,45664,2025,17,17,NA,No,0,Not_national_team,Not_national_team,Not_national_team,557,41273,38
Óscar de Marcos,2012-2013,Athletic Club,"DF,FW",23,es ESP,3136,332,https://fbref.com/en/players/9f323c71/Oscar-de-Marcos,2/5/1900,32612,NA,180cm,Spain,"DF-FW-MF (DM-FB, right)",Right,NA,2008-2009,19,Alavés,2008,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,oscar-de-marcos,96718,Óscar de Marcos,14/04/1989 (36),32612,1989,Laguardia,"1,82",Spain,Defender - Right-Back,right,Athletic Club,45664,-,NA,30/08/2009,20,LaLiga,21/12/2008,1/19/1900,Segunda División,19,25,668,91,10,No,NA,NA,Yes,45664,2025,17,17,NA,No,0,Not_national_team,Not_national_team,Not_national_team,557,41273,38
Óscar de Marcos,2013-2014,Athletic Club,"DF,FW",24,es ESP,1982,310,https://fbref.com/en/players/9f323c71/Oscar-de-Marcos,2/5/1900,32612,NA,180cm,Spain,"DF-FW-MF (DM-FB, right)",Right,NA,2008-2009,19,Alavés,2008,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,oscar-de-marcos,96718,Óscar de Marcos,14/04/1989 (36),32612,1989,Laguardia,"1,82",Spain,Defender - Right-Back,right,Athletic Club,45664,-,NA,30/08/2009,20,LaLiga,21/12/2008,1/19/1900,Segunda División,19,25,668,91,10,No,NA,NA,Yes,45664,2025,17,17,NA,No,0,Not_national_team,Not_national_team,Not_national_team,557,41273,38
Óscar de Marcos,2014-2015,Athletic Club,"DF,FW",25,es ESP,2948,355,https://fbref.com/en/players/9f323c71/Oscar-de-Marcos,2/5/1900,32612,NA,180cm,Spain,"DF-FW-MF (DM-FB, right)",Right,NA,2008-2009,19,Alavés,2008,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,oscar-de-marcos,96718,Óscar de Marcos,14/04/1989 (36),32612,1989,Laguardia,"1,82",Spain,Defender - Right-Back,right,Athletic Club,45664,-,NA,30/08/2009,20,LaLiga,21/12/2008,1/19/1900,Segunda División,19,25,668,91,10,No,NA,NA,Yes,45664,2025,17,17,NA,No,0,Not_national_team,Not_national_team,Not_national_team,557,41273,38
Óscar Serrano,2010-2011,Racing Sant,MF,28,es ESP,57,505,https://fbref.com/en/players/c862ecc5/Oscar-Serrano,2/12/1900,29859,NA,175cm,NA,"MF (AM-WM, left)",NA,NA,2004-2005,22,Espanyol,2004,https://www.transfermarkt.com/oscar-serrano/profil/spieler/26373,oscar-serrano,26373,Óscar Serrano,30/09/1981 (44),29859,1981,Blanes,"1,78",Spain,Midfield - Left Midfield,left,Alavés,41646,-,NA,28/08/2004,22,LaLiga,16/08/2013,1/31/1900,Segunda División,22,2,396,44,2,No,NA,NA,Yes,41646,2014,10,10,NA,No,0,Not_national_team,Not_national_team,Not_national_team,235,15036,17
Óscar Serrano,2011-2012,Levante,MF,29,es ESP,234,504,https://fbref.com/en/players/c862ecc5/Oscar-Serrano,2/12/1900,29859,NA,175cm,NA,"MF (AM-WM, left)",NA,NA,2004-2005,22,Espanyol,2004,https://www.transfermarkt.com/oscar-serrano/profil/spieler/26373,oscar-serrano,26373,Óscar Serrano,30/09/1981 (44),29859,1981,Blanes,"1,78",Spain,Midfield - Left Midfield,left,Alavés,41646,-,NA,28/08/2004,22,LaLiga,16/08/2013,1/31/1900,Segunda División,22,2,396,44,2,No,NA,NA,Yes,41646,2014,10,10,NA,No,0,Not_national_team,Not_national_team,Not_national_team,235,15036,17
Óscar Serrano,2011-2012,Racing Sant,MF,29,es ESP,411,505,https://fbref.com/en/players/c862ecc5/Oscar-Serrano,2/12/1900,29859,NA,175cm,NA,"MF (AM-WM, left)",NA,NA,2004-2005,22,Espanyol,2004,https://www.transfermarkt.com/oscar-serrano/profil/spieler/26373,oscar-serrano,26373,Óscar Serrano,30/09/1981 (44),29859,1981,Blanes,"1,78",Spain,Midfield - Left Midfield,left,Alavés,41646,-,NA,28/08/2004,22,LaLiga,16/08/2013,1/31/1900,Segunda División,22,2,396,44,2,No,NA,NA,Yes,41646,2014,10,10,NA,No,0,Not_national_team,Not_national_team,Not_national_team,235,15036,17
Óscar Trejo,2011-2012,Sporting Gijón,"FW,MF",23,ar ARG,2325,539,https://fbref.com/en/players/fc647b34/Oscar-Trejo,37,"April 26, 1988 (Age: 37-183d)","Santiago del Estero, Argentina",177cm,NA,FW-MF (AM),Right,Rayo Vallecano,2006-2007,18,Mallorca,2006,https://www.transfermarkt.com/oscar-trejo/profil/spieler/30321,oscar-trejo,30321,Óscar Trejo,26/04/1988 (37),32259,1988,Santiago del Estero,"1,80",Argentina  Italy,Midfield - Attacking Midfield,right,Rayo Vallecano,42742,30/06/2026,NA,38418,17,Torneo Final,30/08/2009,21,Segunda División,17,5,75,12,3,No,NA,NA,No,NA,NA,NA,19,8,No,0,Not_national_team,Not_national_team,Not_national_team,589,38157,70
Óscar Ustari,2010-2011,Getafe,GK,24,ar ARG,1364,549,https://fbref.com/en/players/40e417fa/Oscar-Ustari,39,"July 3, 1986 (Age: 39-115d)","america, Argentina",184cm,Argentina,GK,Right,Inter Miami,2007-2008,21,Getafe,2007,https://www.transfermarkt.com/oscar-ustari/profil/spieler/3755,oscar-ustari,3755,Óscar Ustari,03/07/1986 (39),31596,1986,América,"1,83",Argentina  Italy,Goalkeeper,right,Miami,45544,31/12/2026,NA,2005,19,Torneo Inicial,NA,NA,NA,19,8,840,131,7,No,NA,NA,No,NA,NA,NA,18,19,No,0,Not_national_team,Not_national_team,Not_national_team,304,26753,0
Édgar Méndez,2014-2015,Almería,"FW,MF",24,es ESP,(blank),382,https://fbref.com/en/players/aed746df/Edgar-Mendez,35,"January 2, 1990 (Age: 35-297d)","Arafo, Spain",188cm,NA,FW-MF (AM-WM),Right,Prachuap FC,2014-2015,24,Almería,2014,https://www.transfermarkt.com/edgar-mendez/profil/spieler/133794,edgar-mendez,133794,Edgar Méndez,2/1/1990,32875,1990,Arafo,"1,87",Spain,Attack - Right Winger,right,PT Prachuap FC,27/08/2025,30/06/2026,NA,23/08/2014,24,LaLiga,25/08/2013,23,Segunda División,23,3,68,12,3,No,NA,NA,No,NA,NA,NA,11,17,No,0,Not_national_team,Not_national_team,Not_national_team,258,14907,39
Éric Abidal,2010-2011,Barcelona,DF,30,fr FRA,2023,3,https://fbref.com/en/players/016828bd/Eric-Abidal,2/14/1900,29109,NA,186cm,France,"DF (FB, left)",Right,NA,2000-2001,20,Monaco,2000,https://www.transfermarkt.com/eric-abidal/profil/spieler/5283,eric-abidal,5283,Éric Abidal,11/09/1979 (46),29109,1979,Lyon,"1,86",France  Martinique,Defender - Left-Back,left,Olympiacos,42005,-,NA,16/09/2000,21,Ligue 1,No second tier career,NA,No second tier career,21,10,583,125,7,No,NA,NA,Yes,42005,2015,15,15,NA,Yes,8,34,3009,0,381,31478,0
Éric Abidal,2011-2012,Barcelona,DF,31,fr FRA,1762,2,https://fbref.com/en/players/016828bd/Eric-Abidal,2/14/1900,29109,NA,186cm,France,"DF (FB, left)",Right,NA,2000-2001,20,Monaco,2000,https://www.transfermarkt.com/eric-abidal/profil/spieler/5283,eric-abidal,5283,Éric Abidal,11/09/1979 (46),29109,1979,Lyon,"1,86",France  Martinique,Defender - Left-Back,left,Olympiacos,42005,-,NA,16/09/2000,21,Ligue 1,No second tier career,NA,No second tier career,21,10,583,125,7,No,NA,NA,Yes,42005,2015,15,15,NA,Yes,8,34,3009,0,381,31478,0
Éric Abidal,2012-2013,Barcelona,DF,32,fr FRA,187,2,https://fbref.com/en/players/016828bd/Eric-Abidal,2/14/1900,29109,NA,186cm,France,"DF (FB, left)",Right,NA,2000-2001,20,Monaco,2000,https://www.transfermarkt.com/eric-abidal/profil/spieler/5283,eric-abidal,5283,Éric Abidal,11/09/1979 (46),29109,1979,Lyon,"1,86",France  Martinique,Defender - Left-Back,left,Olympiacos,42005,-,NA,16/09/2000,21,Ligue 1,No second tier career,NA,No second tier career,21,10,583,125,7,No,NA,NA,Yes,42005,2015,15,15,NA,Yes,8,34,3009,0,381,31478,0
Éver Banega,2010-2011,Valencia,MF,22,ar ARG,1737,64,https://fbref.com/en/players/fa937f7a/Ever-Banega,37,"June 29, 1988 (Age: 37-119d)","Rosario, Argentina",174cm,Argentina,MF (AM-CM-DM-WM),Right,Newell's Old Boys,2007-2008,19,Valencia,2007,https://www.transfermarkt.com/ever-banega/profil/spieler/12249,ever-banega,12249,Éver Banega,29/06/1988 (37),32323,1988,Rosario,"1,74",Argentina  Spain,Midfield - Central Midfield,right,Newell's,21/01/2024,31/12/2025,Nike,39210,19,Torneo Inicial,No second tier career,NA,No second tier career,19,9,350,67,6,No,NA,NA,No,NA,NA,NA,18,5,Yes,8,37,2203,4,599,43408,66
Éver Banega,2011-2012,Valencia,MF,23,ar ARG,1053,62,https://fbref.com/en/players/fa937f7a/Ever-Banega,37,"June 29, 1988 (Age: 37-119d)","Rosario, Argentina",174cm,Argentina,MF (AM-CM-DM-WM),Right,Newell's Old Boys,2007-2008,19,Valencia,2007,https://www.transfermarkt.com/ever-banega/profil/spieler/12249,ever-banega,12249,Éver Banega,29/06/1988 (37),32323,1988,Rosario,"1,74",Argentina  Spain,Midfield - Central Midfield,right,Newell's,21/01/2024,31/12/2025,Nike,39210,19,Torneo Inicial,No second tier career,NA,No second tier career,19,9,350,67,6,No,NA,NA,No,NA,NA,NA,18,5,Yes,8,37,2203,4,599,43408,66
Éver Banega,2012-2013,Valencia,MF,24,ar ARG,1983,65,https://fbref.com/en/players/fa937f7a/Ever-Banega,37,"June 29, 1988 (Age: 37-119d)","Rosario, Argentina",174cm,Argentina,MF (AM-CM-DM-WM),Right,Newell's Old Boys,2007-2008,19,Valencia,2007,https://www.transfermarkt.com/ever-banega/profil/spieler/12249,ever-banega,12249,Éver Banega,29/06/1988 (37),32323,1988,Rosario,"1,74",Argentina  Spain,Midfield - Central Midfield,right,Newell's,21/01/2024,31/12/2025,Nike,39210,19,Torneo Inicial,No second tier career,NA,No second tier career,19,9,350,67,6,No,NA,NA,No,NA,NA,NA,18,5,Yes,8,37,2203,4,599,43408,66
Éver Banega,2013-2014,Valencia,MF,25,ar ARG,1149,51,https://fbref.com/en/players/fa937f7a/Ever-Banega,37,"June 29, 1988 (Age: 37-119d)","Rosario, Argentina",174cm,Argentina,MF (AM-CM-DM-WM),Right,Newell's Old Boys,2007-2008,19,Valencia,2007,https://www.transfermarkt.com/ever-banega/profil/spieler/12249,ever-banega,12249,Éver Banega,29/06/1988 (37),32323,1988,Rosario,"1,74",Argentina  Spain,Midfield - Central Midfield,right,Newell's,21/01/2024,31/12/2025,Nike,39210,19,Torneo Inicial,No second tier career,NA,No second tier career,19,9,350,67,6,No,NA,NA,No,NA,NA,NA,18,5,Yes,8,37,2203,4,599,43408,66
Éver Banega,2014-2015,Sevilla,MF,26,ar ARG,2200,59,https://fbref.com/en/players/fa937f7a/Ever-Banega,37,"June 29, 1988 (Age: 37-119d)","Rosario, Argentina",174cm,Argentina,MF (AM-CM-DM-WM),Right,Newell's Old Boys,2007-2008,19,Valencia,2007,https://www.transfermarkt.com/ever-banega/profil/spieler/12249,ever-banega,12249,Éver Banega,29/06/1988 (37),32323,1988,Rosario,"1,74",Argentina  Spain,Midfield - Central Midfield,right,Newell's,21/01/2024,31/12/2025,Nike,39210,19,Torneo Inicial,No second tier career,NA,No second tier career,19,9,350,67,6,No,NA,NA,No,NA,NA,NA,18,5,Yes,8,37,2203,4,599,43408,66
Íñigo López,2011-2012,Granada,DF,29,es ESP,2457,307,https://fbref.com/en/players/8c61ca86/Inigo-Lopez,2/12/1900,30155,NA,185cm,NA,DF (CB),Right,NA,2010-2011,28,Granada,2010,https://www.transfermarkt.com/inigo-lopez/profil/spieler/75238,inigo-lopez,75238,Iñigo López,23/07/1982,30155,1982,Logroño,"1,85",Spain,Defender - Centre-Back,right,UD Sanse,44197,-,NA,40553,29,LaLiga,29/08/2010,1/28/1900,Segunda División,28,NA,NA,NA,0,No,NA,NA,Yes,44197,2021,11,11,NA,No,0,Not_national_team,Not_national_team,Not_national_team,196,16402,12
Íñigo López,2012-2013,Granada,DF,30,es ESP,1911,303,https://fbref.com/en/players/8c61ca86/Inigo-Lopez,2/12/1900,30155,NA,185cm,NA,DF (CB),Right,NA,2010-2011,28,Granada,2010,https://www.transfermarkt.com/inigo-lopez/profil/spieler/75238,inigo-lopez,75238,Iñigo López,23/07/1982,30155,1982,Logroño,"1,85",Spain,Defender - Centre-Back,right,UD Sanse,44197,-,NA,40553,29,LaLiga,29/08/2010,1/28/1900,Segunda División,28,NA,NA,NA,0,No,NA,NA,Yes,44197,2021,11,11,NA,No,0,Not_national_team,Not_national_team,Not_national_team,196,16402,12
Íñigo López,2013-2014,Celta Vigo,DF,31,es ESP,570,289,https://fbref.com/en/players/8c61ca86/Inigo-Lopez,2/12/1900,30155,NA,185cm,NA,DF (CB),Right,NA,2010-2011,28,Granada,2010,https://www.transfermarkt.com/inigo-lopez/profil/spieler/75238,inigo-lopez,75238,Iñigo López,23/07/1982,30155,1982,Logroño,"1,85",Spain,Defender - Centre-Back,right,UD Sanse,44197,-,NA,40553,29,LaLiga,29/08/2010,1/28/1900,Segunda División,28,NA,NA,NA,0,No,NA,NA,Yes,44197,2021,11,11,NA,No,0,Not_national_team,Not_national_team,Not_national_team,196,16402,12
Íñigo López,2014-2015,Córdoba,DF,32,es ESP,1787,328,https://fbref.com/en/players/8c61ca86/Inigo-Lopez,2/12/1900,30155,NA,185cm,NA,DF (CB),Right,NA,2010-2011,28,Granada,2010,https://www.transfermarkt.com/inigo-lopez/profil/spieler/75238,inigo-lopez,75238,Iñigo López,23/07/1982,30155,1982,Logroño,"1,85",Spain,Defender - Centre-Back,right,UD Sanse,44197,-,NA,40553,29,LaLiga,29/08/2010,1/28/1900,Segunda División,28,NA,NA,NA,0,No,NA,NA,Yes,44197,2021,11,11,NA,No,0,Not_national_team,Not_national_team,Not_national_team,196,16402,12
Ádám Pintér,2010-2011,Zaragoza,"DF,MF",22,hu HUN,373,432,https://fbref.com/en/players/fdbcd938/Adam-Pinter,2/6/1900,32306,NA,190cm,Hungary,DF-MF (CB-DM),Right,NA,2006-2007,18,MTK Budapest,2006,https://www.transfermarkt.com/adam-pinter/profil/spieler/63209,adam-pinter,63209,Ádám Pintér,12/6/1988,32306,1988,Balassagyarmat,"1,90",Hungary,Defender - Centre-Back,right,MTK Budapest,44203,-,Nike,29/07/2006,18,Nemzeti Bajnokság,42796,1/28/1900,2.Bundesliga,18,8,162,25,4,No,NA,NA,Yes,44203,2021,15,15,NA,Yes,7,20,979,0,242,17508,6
Ádám Pintér,2011-2012,Zaragoza,"DF,MF",23,hu HUN,1260,439,https://fbref.com/en/players/fdbcd938/Adam-Pinter,2/6/1900,32306,NA,190cm,Hungary,DF-MF (CB-DM),Right,NA,2006-2007,18,MTK Budapest,2006,https://www.transfermarkt.com/adam-pinter/profil/spieler/63209,adam-pinter,63209,Ádám Pintér,12/6/1988,32306,1988,Balassagyarmat,"1,90",Hungary,Defender - Centre-Back,right,MTK Budapest,44203,-,Nike,29/07/2006,18,Nemzeti Bajnokság,42796,1/28/1900,2.Bundesliga,18,8,162,25,4,No,NA,NA,Yes,44203,2021,15,15,NA,Yes,7,20,979,0,242,17508,6
Ádám Pintér,2012-2013,Zaragoza,"DF,MF",24,hu HUN,1352,434,https://fbref.com/en/players/fdbcd938/Adam-Pinter,2/6/1900,32306,NA,190cm,Hungary,DF-MF (CB-DM),Right,NA,2006-2007,18,MTK Budapest,2006,https://www.transfermarkt.com/adam-pinter/profil/spieler/63209,adam-pinter,63209,Ádám Pintér,12/6/1988,32306,1988,Balassagyarmat,"1,90",Hungary,Defender - Centre-Back,right,MTK Budapest,44203,-,Nike,29/07/2006,18,Nemzeti Bajnokság,42796,1/28/1900,2.Bundesliga,18,8,162,25,4,No,NA,NA,Yes,44203,2021,15,15,NA,Yes,7,20,979,0,242,17508,6
Álex Bergantiños,2012-2013,La Coruña,MF,27,es ESP,2060,79,https://fbref.com/en/players/65ea8868/Alex-Bergantinos,2/9/1900,31205,NA,177cm,NA,MF (DM),Right,NA,2009-2010,24,Xerez,2009,https://www.transfermarkt.com/alex-bergantinos/profil/spieler/72189,alex-bergantinos,72189,Álex Bergantiños,7/6/1985,31205,1985,A Coruña,"1,76",Spain,Midfield - Defensive Midfield,right,Dep. La Coruña,44933,-,NA,"30/08/2009	",24,LaLiga,"14/09/2008	",1/23/1900,Segunda División,23,2,28,4,2,No,NA,NA,Yes,44933,2023,14,14,NA,No,0,Not_national_team,Not_national_team,Not_national_team,316,25278,10
Álex Bergantiños,2014-2015,La Coruña,MF,29,es ESP,2647,72,https://fbref.com/en/players/65ea8868/Alex-Bergantinos,2/9/1900,31205,NA,177cm,NA,MF (DM),Right,NA,2009-2010,24,Xerez,2009,https://www.transfermarkt.com/alex-bergantinos/profil/spieler/72189,alex-bergantinos,72189,Álex Bergantiños,7/6/1985,31205,1985,A Coruña,"1,76",Spain,Midfield - Defensive Midfield,right,Dep. La Coruña,44933,-,NA,"30/08/2009	",24,LaLiga,"14/09/2008	",1/23/1900,Segunda División,23,2,28,4,2,No,NA,NA,Yes,44933,2023,14,14,NA,No,0,Not_national_team,Not_national_team,Not_national_team,316,25278,10
Álex Campos,2014-2015,Rayo Vallecano,GK,23,es ESP,(blank),99,https://fbref.com/en/players/24ad632c/Alex-Campos,2/3/1900,33417,"Madrid, Spain",180cm,Spain,GK,Right,NA,2014-2015,23,Rayo Vallecano,2014,https://www.transfermarkt.com/alex-campos/profil/spieler/249466,alex-campos,249466,Álex Campos,28/06/1991 (34),33417,1991,Madrid,"1,80",Spain,Goalkeeper,NA,Marchamalo,43107,-,NA,0,NA,NA,NA,NA,NA,not played,NA,NA,NA,0,No,NA,NA,Yes,43107,2018,4,11,NA,No,0,Not_national_team,Not_national_team,Not_national_team,0,0,0
Álex Fernández,2010-2011,Real Madrid,"DF,MF",17,es ESP,3,191,https://fbref.com/en/players/aa677a35/Alex-Fernandez,32,"October 15, 1992 (Age: 33-011d)","Madrid, Spain",180cm,Spain,DF-MF (AM-CM-DM),Right,Cádiz,2010-2011,17,Real Madrid,2010,https://www.transfermarkt.com/alex-fernandez/profil/spieler/89733,alex-fernandez,89733,Álex Fernández,15/10/1992,33892,1992,Alcalá de Henares,"1,83",Spain,Midfield - Central Midfield,right,Cádiz CF,42924,30/06/2026,NA,40697,18,LaLiga,17/08/2012,19,Segunda División,18,NA,NA,NA,0,No,NA,NA,No,NA,NA,NA,15,8,No,0,Not_national_team,Not_national_team,Not_national_team,259,19918,9
Álex Fernández,2013-2014,Espanyol,"DF,MF",20,es ESP,639,168,https://fbref.com/en/players/aa677a35/Alex-Fernandez,32,"October 15, 1992 (Age: 33-011d)","Madrid, Spain",180cm,Spain,DF-MF (AM-CM-DM),Right,Cádiz,2010-2011,17,Real Madrid,2010,https://www.transfermarkt.com/alex-fernandez/profil/spieler/89733,alex-fernandez,89733,Álex Fernández,15/10/1992,33892,1992,Alcalá de Henares,"1,83",Spain,Midfield - Central Midfield,right,Cádiz CF,42924,30/06/2026,NA,40697,18,LaLiga,17/08/2012,19,Segunda División,18,NA,NA,NA,0,No,NA,NA,No,NA,NA,NA,15,8,No,0,Not_national_team,Not_national_team,Not_national_team,259,19918,9
Álex Fernández,2014-2015,Espanyol,"DF,MF",21,es ESP,167,190,https://fbref.com/en/players/aa677a35/Alex-Fernandez,32,"October 15, 1992 (Age: 33-011d)","Madrid, Spain",180cm,Spain,DF-MF (AM-CM-DM),Right,Cádiz,2010-2011,17,Real Madrid,2010,https://www.transfermarkt.com/alex-fernandez/profil/spieler/89733,alex-fernandez,89733,Álex Fernández,15/10/1992,33892,1992,Alcalá de Henares,"1,83",Spain,Midfield - Central Midfield,right,Cádiz CF,42924,30/06/2026,NA,40697,18,LaLiga,17/08/2012,19,Segunda División,18,NA,NA,NA,0,No,NA,NA,No,NA,NA,NA,15,8,No,0,Not_national_team,Not_national_team,Not_national_team,259,19918,9
Álex Gálvez,2011-2012,Sporting Gijón,"DF,MF",22,es ESP,980,201,https://fbref.com/en/players/960fb42d/Alex-Galvez,2/5/1900,32665,NA,188cm,NA,DF-MF (CB-DM),Right,NA,2011-2012,22,Sporting Gijón,2011,https://www.transfermarkt.com/alejandro-galvez/profil/spieler/128488,alejandro-galvez,128488,Alejandro Gálvez,06/06/1989 (36),32665,1989,Granada,"1,90",Spain,Defender - Centre-Back,right,Armilla,45664,30/06/2026,NA,15/01/2012,22,LaLiga,44479,32,Segunda División,22,13,243,27,6,No,NA,NA,No,NA,NA,NA,14,NA,No,0,Not_national_team,Not_national_team,Not_national_team,201,15222,8
Álex Gálvez,2012-2013,Rayo Vallecano,"DF,MF",23,es ESP,2246,202,https://fbref.com/en/players/960fb42d/Alex-Galvez,2/5/1900,32665,NA,188cm,NA,DF-MF (CB-DM),Right,NA,2011-2012,22,Sporting Gijón,2011,https://www.transfermarkt.com/alejandro-galvez/profil/spieler/128488,alejandro-galvez,128488,Alejandro Gálvez,06/06/1989 (36),32665,1989,Granada,"1,90",Spain,Defender - Centre-Back,right,Armilla,45664,30/06/2026,NA,15/01/2012,22,LaLiga,44479,32,Segunda División,22,13,243,27,6,No,NA,NA,No,NA,NA,NA,14,NA,No,0,Not_national_team,Not_national_team,Not_national_team,201,15222,8
