player_name,player_url,season_simple,squad,National_team,squad_url,age,matches_played,minutes,goals,assists,retired
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2005,Real Madrid B,0,https://www.transfermarkt.com/real-madrid-b-castilla-/startseite/verein/6767,19,25,1306,4,0,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2006,Real Madrid B,0,https://www.transfermarkt.com/real-madrid-b-castilla-/startseite/verein/6767,20,40,3327,18,3,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2007,Almería,0,https://www.transfermarkt.mx/ud-almeria/startseite/verein/3302,21,36,2843,12,3,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2008,Almería,0,https://www.transfermarkt.mx/ud-almeria/startseite/verein/3302,22,34,2811,19,5,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2009,Sevilla,0,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368,23,42,2326,12,4,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2010,es Spain,1,,24,2,126,2,0,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2010,Sevilla,0,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368,24,44,2930,21,8,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2011,Sevilla,0,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368,25,30,2318,14,3,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2012,es Spain,1,,26,3,115,2,0,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2012,Sevilla,0,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368,26,36,3025,25,1,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2013,Manchester City,0,https://www.transfermarkt.com/manchester-city/startseite/verein/281,27,40,2049,14,4,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2014,es Spain,1,,28,4,170,3,0,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2014,Valencia,0,https://www.transfermarkt.mx/fc-valencia/startseite/verein/1049,28,34,1751,6,4,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2015,Valencia,0,https://www.transfermarkt.mx/fc-valencia/startseite/verein/1049,29,38,2093,11,1,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2016,Middlesbrough,0,https://www.transfermarkt.com/fc-middlesbrough/startseite/verein/641,30,39,3030,10,6,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2017,Beşiktaş,0,https://www.transfermarkt.com/besiktas-jk/startseite/verein/114,31,36,1534,8,7,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2018,Beşiktaş,0,https://www.transfermarkt.com/besiktas-jk/startseite/verein/114,32,4,350,2,1,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2020,Cádiz,0,https://www.transfermarkt.mx/cadiz-cf/startseite/verein/2687,34,35,2198,8,4,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2021,Cádiz,0,https://www.transfermarkt.mx/cadiz-cf/startseite/verein/2687,35,39,2418,10,4,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2022,Cádiz,0,https://www.transfermarkt.mx/cadiz-cf/startseite/verein/2687,36,22,825,2,2,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2023,Cádiz,0,https://www.transfermarkt.mx/cadiz-cf/startseite/verein/2687,37,8,144,0,0,Yes
Álvaro Negredo,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,2023,Valladolid,0,https://www.transfermarkt.com/real-valladolid/startseite/verein/366,37,12,583,1,0,Yes
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2010,Espanyol,0,https://www.transfermarkt.com/espanyol-barcelona/startseite/verein/714,19,30,1221,4,1,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2011,Espanyol,0,https://www.transfermarkt.com/espanyol-barcelona/startseite/verein/714,20,28,1605,5,1,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2012,Espanyol,0,https://www.transfermarkt.com/espanyol-barcelona/startseite/verein/714,21,2,139,1,0,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2012,Getafe,0,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709,21,29,1316,4,0,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2013,Getafe,0,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709,22,1,29,0,0,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2013,Swansea City,0,https://www.transfermarkt.com/swansea-city/startseite/verein/2288,22,16,531,0,1,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2014,Getafe,0,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709,23,26,1965,9,0,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2015,Getafe,0,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709,24,35,2075,6,4,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2016,Espanyol,0,https://www.transfermarkt.com/espanyol-barcelona/startseite/verein/714,25,10,318,0,1,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2016,Getafe,0,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709,25,1,24,0,0,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2017,Espanyol,0,https://www.transfermarkt.com/espanyol-barcelona/startseite/verein/714,26,2,144,0,0,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2017,Gimnàstic,0,https://www.transfermarkt.mx/gimnastic-de-tarragona/startseite/verein/5648,26,18,1156,6,2,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2018,Zaragoza,0,https://www.transfermarkt.mx/real-zaragoza/startseite/verein/142,27,33,2462,10,0,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2019,Sporting Gijón,0,https://www.transfermarkt.com/sporting-gijon/startseite/verein/2448,28,37,1686,5,2,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2020,Sabadell,0,https://www.transfermarkt.com/ce-sabadell/startseite/verein/11422,29,9,406,0,0,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2020,Sporting Gijón,0,https://www.transfermarkt.com/sporting-gijon/startseite/verein/2448,29,18,422,1,0,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2021,Kerala Blasters,0,https://www.transfermarkt.com/kerala-blasters-fc/startseite/verein/45277,30,20,1567,8,1,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2021,Sporting Gijón,0,https://www.transfermarkt.com/sporting-gijon/startseite/verein/2448,30,0,0,0,0,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2022,Goa,0,https://www.transfermarkt.com/fcgoa/startseite/verein/45321,31,17,795,1,3,No
Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,2025,Arenas Club de Getxo,0,https://www.transfermarkt.mx/arenas-club/startseite/verein/16122,34,1,17,0,0,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2007,Benfica,0,https://www.transfermarkt.com/benfica-lissabon/startseite/verein/294,19,36,1836,1,5,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2008,Benfica,0,https://www.transfermarkt.com/benfica-lissabon/startseite/verein/294,20,29,1582,3,1,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2009,Benfica,0,https://www.transfermarkt.com/benfica-lissabon/startseite/verein/294,21,38,3221,8,17,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2010,ar Argentina,1,,22,5,354,0,0,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2010,Real Madrid,0,https://www.transfermarkt.com/real-madrid/startseite/verein/418,22,45,3021,9,13,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2011,Real Madrid,0,https://www.transfermarkt.com/real-madrid/startseite/verein/418,23,30,1781,7,15,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2012,Real Madrid,0,https://www.transfermarkt.com/real-madrid/startseite/verein/418,24,43,2760,7,13,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2013,Real Madrid,0,https://www.transfermarkt.com/real-madrid/startseite/verein/418,25,45,3179,7,23,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2014,ar Argentina,1,,25,18,1418,4,4,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2014,ar Argentina,1,,26,5,426,1,0,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2014,Manchester Utd,0,https://www.transfermarkt.com/manchester-united/startseite/verein/985,26,32,1995,4,11,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2015,ar Argentina,1,,26,3,240,2,1,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2015,Paris S-G,0,https://www.transfermarkt.mx/fc-paris-saint-germain/startseite/verein/583,27,46,3303,15,23,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2016,ar Argentina,1,,27,1,90,0,0,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2016,Paris S-G,0,https://www.transfermarkt.mx/fc-paris-saint-germain/startseite/verein/583,28,42,3057,13,14,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2017,ar Argentina,1,,28,3,239,1,1,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2017,Paris S-G,0,https://www.transfermarkt.mx/fc-paris-saint-germain/startseite/verein/583,29,45,3105,21,12,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2018,ar Argentina,1,,29,20,1516,2,2,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2018,ar Argentina,1,,30,3,235,1,0,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2018,Paris S-G,0,https://www.transfermarkt.mx/fc-paris-saint-germain/startseite/verein/583,30,45,3474,19,16,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2019,ar Argentina,1,,30,0,0,0,0,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2019,Paris S-G,0,https://www.transfermarkt.mx/fc-paris-saint-germain/startseite/verein/583,31,41,3238,13,22,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2020,Paris S-G,0,https://www.transfermarkt.mx/fc-paris-saint-germain/startseite/verein/583,32,43,2931,5,15,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2021,Paris S-G,0,https://www.transfermarkt.mx/fc-paris-saint-germain/startseite/verein/583,33,31,1904,5,8,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2022,ar Argentina,1,,33,15,830,5,2,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2022,ar Argentina,1,,34,5,288,1,1,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2022,Juventus,0,https://www.transfermarkt.com/juventus-turin/startseite/verein/506,34,40,2242,8,7,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2023,ar Argentina,1,,34,3,141,1,0,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2023,Benfica,0,https://www.transfermarkt.com/benfica-lissabon/startseite/verein/294,35,39,3193,14,12,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2024,ar Argentina,1,,35,4,255,2,2,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2024,Benfica,0,https://www.transfermarkt.com/benfica-lissabon/startseite/verein/294,36,34,2191,9,7,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2025,Benfica,0,https://www.transfermarkt.com/benfica-lissabon/startseite/verein/294,36,4,372,4,0,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2025,Rosario Central,0,https://www.transfermarkt.com/club-atletico-rosario-central/startseite/verein/1418,36,15,1295,7,3,No
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2026,ar Argentina,1,,37,4,170,0,2,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2013,Barcelona,0,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131,17,2,18,0,0,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2013,Barcelona B,0,https://www.transfermarkt.com/fc-barcelona-b/startseite/verein/2464,17,26,1446,5,3,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2014,Barcelona,0,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131,18,2,77,1,0,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2014,Barcelona B,0,https://www.transfermarkt.com/fc-barcelona-b/startseite/verein/2464,18,37,2818,3,12,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2015,Aston Villa,0,https://www.transfermarkt.com/aston-villa/startseite/verein/405,19,11,252,1,1,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2016,Aston Villa,0,https://www.transfermarkt.com/aston-villa/startseite/verein/405,20,1,17,0,0,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2016,Middlesbrough,0,https://www.transfermarkt.com/fc-middlesbrough/startseite/verein/641,20,31,1793,0,2,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2017,Middlesbrough,0,https://www.transfermarkt.com/fc-middlesbrough/startseite/verein/641,21,38,2596,5,12,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2018,Wolves,0,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543,22,36,1302,1,3,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2019,Wolves,0,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543,23,49,3407,6,10,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2020,es Spain,1,,24,5,201,0,0,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2020,Wolves,0,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543,24,41,2857,3,2,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2021,Barcelona,0,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131,25,17,735,0,4,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2021,es Spain,1,,25,1,14,0,0,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2021,Wolves,0,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543,25,23,1218,1,0,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2022,es Spain,1,,26,2,60,0,0,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2022,Wolves,0,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543,26,40,1899,3,1,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2023,Fulham,0,https://www.transfermarkt.com/fc-fulham/startseite/verein/931,27,18,437,2,3,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2024,Fulham,0,https://www.transfermarkt.com/fc-fulham/startseite/verein/931,28,41,1962,2,8,No
Adama Traoré,https://fbref.com/en/players/9a28eba4/Adama-Traore,2025,Fulham,0,https://www.transfermarkt.com/fc-fulham/startseite/verein/931,29,13,491,0,0,No
Adrián,https://fbref.com/en/players/f76e6b4e/Adrian,2012,Betis,0,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150,25,32,2869,0,0,No
Adrián,https://fbref.com/en/players/f76e6b4e/Adrian,2013,West Ham,0,https://www.transfermarkt.com/west-ham-united/startseite/verein/379,26,20,1800,0,0,No
Adrián,https://fbref.com/en/players/f76e6b4e/Adrian,2014,West Ham,0,https://www.transfermarkt.com/west-ham-united/startseite/verein/379,27,42,3782,0,0,No
Adrián,https://fbref.com/en/players/f76e6b4e/Adrian,2015,West Ham,0,https://www.transfermarkt.com/west-ham-united/startseite/verein/379,28,33,3000,0,0,No
Adrián,https://fbref.com/en/players/f76e6b4e/Adrian,2016,West Ham,0,https://www.transfermarkt.com/west-ham-united/startseite/verein/379,29,18,1620,0,0,No
Adrián,https://fbref.com/en/players/f76e6b4e/Adrian,2017,West Ham,0,https://www.transfermarkt.com/west-ham-united/startseite/verein/379,30,22,1980,0,0,No
Adrián,https://fbref.com/en/players/f76e6b4e/Adrian,2018,West Ham,0,https://www.transfermarkt.com/west-ham-united/startseite/verein/379,31,5,450,0,0,No
Adrián,https://fbref.com/en/players/f76e6b4e/Adrian,2019,Liverpool,0,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31,32,18,1565,0,0,No
Adrián,https://fbref.com/en/players/f76e6b4e/Adrian,2020,Liverpool,0,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31,33,6,540,0,0,No
Adrián,https://fbref.com/en/players/f76e6b4e/Adrian,2021,Liverpool,0,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31,34,1,90,0,0,No
Adrián,https://fbref.com/en/players/f76e6b4e/Adrian,2022,Liverpool,0,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31,35,1,90,0,0,No
Adrián,https://fbref.com/en/players/f76e6b4e/Adrian,2024,Betis,0,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150,37,26,2340,0,0,No
Adrián,https://fbref.com/en/players/f76e6b4e/Adrian,2025,Betis,0,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150,38,2,180,0,0,No
Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,2006,La Coruña,0,https://www.transfermarkt.com/deportivo-la-coruna/startseite/verein/897,18,15,758,1,1,Yes
Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,2007,Alavés,0,https://www.transfermarkt.com/deportivo-alaves/startseite/verein/1108,19,10,740,3,0,Yes
Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,2007,La Coruña,0,https://www.transfermarkt.com/deportivo-la-coruna/startseite/verein/897,19,9,487,0,0,Yes
Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,2008,Málaga,0,https://www.transfermarkt.mx/malaga-cf/startseite/verein/1084,20,28,1792,3,2,Yes
Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,2009,La Coruña,0,https://www.transfermarkt.com/deportivo-la-coruna/startseite/verein/897,21,34,2044,4,0,Yes
Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,2010,La Coruña,0,https://www.transfermarkt.com/deportivo-la-coruna/startseite/verein/897,22,36,2647,8,3,Yes
Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,2011,Atlético Madrid,0,https://www.transfermarkt.es/club-atletico-de-madrid/startseite/verein/13,23,51,3539,15,4,Yes
Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,2012,Atlético Madrid,0,https://www.transfermarkt.es/club-atletico-de-madrid/startseite/verein/13,24,40,2195,3,3,Yes
Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,2013,Atlético Madrid,0,https://www.transfermarkt.es/club-atletico-de-madrid/startseite/verein/13,25,31,1294,3,4,Yes
Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,2014,Porto,0,https://www.transfermarkt.com/fc-porto/startseite/verein/720,26,14,462,1,2,Yes
Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,2015,Villarreal,0,https://www.transfermarkt.com/fc-villarreal/startseite/verein/1050,27,23,947,5,4,Yes
Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,2016,Porto,0,https://www.transfermarkt.com/fc-porto/startseite/verein/720,28,6,217,0,0,Yes
Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,2016,Villarreal,0,https://www.transfermarkt.com/fc-villarreal/startseite/verein/1050,28,17,725,2,1,Yes
Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,2017,La Coruña,0,https://www.transfermarkt.com/deportivo-la-coruna/startseite/verein/897,29,31,2373,9,6,Yes
Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,2018,Porto,0,https://www.transfermarkt.com/fc-porto/startseite/verein/720,30,15,427,2,0,Yes
Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,2019,Osasuna,0,https://www.transfermarkt.com/ca-osasuna/startseite/verein/331,31,27,1460,2,0,Yes
Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,2020,Osasuna,0,https://www.transfermarkt.com/ca-osasuna/startseite/verein/331,32,17,481,1,1,Yes
Adrián López,https://fbref.com/en/players/88a359d4/Adrian-Lopez,2021,Málaga,0,https://www.transfermarkt.mx/malaga-cf/startseite/verein/1084,33,2,37,0,0,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2002,Rangers,0,https://www.transfermarkt.com/rangers-fc/startseite/verein/124,17,1,46,0,0,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2003,Rangers,0,https://www.transfermarkt.com/rangers-fc/startseite/verein/124,18,11,900,1,1,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2004,Rangers,0,https://www.transfermarkt.com/rangers-fc/startseite/verein/124,19,11,722,0,0,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2005,Rangers,0,https://www.transfermarkt.com/rangers-fc/startseite/verein/124,20,19,1472,0,1,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2006,Rangers,0,https://www.transfermarkt.com/rangers-fc/startseite/verein/124,21,41,3580,2,5,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2007,Rangers,0,https://www.transfermarkt.com/rangers-fc/startseite/verein/124,22,26,2340,0,3,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2007,Tottenham,0,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148,22,14,1215,0,1,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2008,sct Scotland,1,,23,4,360,0,0,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2008,Tottenham,0,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148,23,10,766,0,0,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2009,Sunderland,0,https://www.transfermarkt.mx/afc-sunderland/startseite/verein/289,24,11,945,0,1,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2009,Tottenham,0,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148,24,8,237,0,0,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2010,sct Scotland,1,,25,5,378,0,0,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2010,Tottenham,0,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148,25,25,2066,2,1,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2011,Aston Villa,0,https://www.transfermarkt.com/aston-villa/startseite/verein/405,26,31,2592,0,2,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2012,Mallorca,0,https://www.transfermarkt.com/rcd-mallorca/startseite/verein/237,27,17,1485,0,0,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2012,Nott'ham Forest,0,https://www.transfermarkt.mx/nottinghamforest/startseite/verein/703,27,7,630,0,1,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2012,sct Scotland,1,,27,6,540,0,0,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2013,Bolton,0,https://www.transfermarkt.com/bolton-wanderers/startseite/verein/355,28,9,793,0,0,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2014,Aston Villa,0,https://www.transfermarkt.com/aston-villa/startseite/verein/405,29,35,2870,1,0,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2014,sct Scotland,1,,29,11,966,0,0,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2015,Aston Villa,0,https://www.transfermarkt.com/aston-villa/startseite/verein/405,30,30,2541,0,1,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2015,sct Scotland,1,,30,0,0,0,0,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2016,Aston Villa,0,https://www.transfermarkt.com/aston-villa/startseite/verein/405,31,36,2995,0,1,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2016,sct Scotland,1,,31,10,900,0,1,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2017,Aston Villa,0,https://www.transfermarkt.com/aston-villa/startseite/verein/405,32,30,2441,0,2,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2018,Aston Villa,0,https://www.transfermarkt.com/aston-villa/startseite/verein/405,33,34,2962,2,1,Yes
Alan Hutton,https://fbref.com/en/players/688ae34c/Alan-Hutton,2018,sct Scotland,1,,33,0,0,0,0,Yes
Albert Crusat,https://fbref.com/en/players/ba027002/Albert-Crusat,2002,Espanyol,0,https://www.transfermarkt.com/espanyol-barcelona/startseite/verein/714,20,5,143,0,0,Yes
Albert Crusat,https://fbref.com/en/players/ba027002/Albert-Crusat,2003,Rayo Vallecano,0,https://www.transfermarkt.com/rayo-vallecano/startseite/verein/367,21,5,210,1,0,Yes
Albert Crusat,https://fbref.com/en/players/ba027002/Albert-Crusat,2004,Lleida,0,https://www.transfermarkt.com/ce-atletic-lleida-2019/startseite/verein/92869,22,34,2241,4,5,Yes
Albert Crusat,https://fbref.com/en/players/ba027002/Albert-Crusat,2005,Almería,0,https://www.transfermarkt.mx/ud-almeria/startseite/verein/3302,23,34,2881,8,6,Yes
Albert Crusat,https://fbref.com/en/players/ba027002/Albert-Crusat,2006,Almería,0,https://www.transfermarkt.mx/ud-almeria/startseite/verein/3302,24,34,2751,11,6,Yes
Albert Crusat,https://fbref.com/en/players/ba027002/Albert-Crusat,2007,Almería,0,https://www.transfermarkt.mx/ud-almeria/startseite/verein/3302,25,34,2687,3,3,Yes
