player_name.x,transfermarkt_id.x,transfermarkt_url,fbref_url,first_tier_debut_date,first_tier_debut_age,first_tier_debut_age.1,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_age.1,second_tier_debut_competition,debut_age_transfermarket,explanation.x,player_name.y,status,transfermarkt_id.y,player_slug,home_name,dob_age.x,place_birth.x,height.x,citizenship.x,position.x,foot.x,agent,current_club,joined,contract_expires,outfitter,injury_count_total,days_missed_total,games_missed_total,retired,retirement_date,shirt_number,injury_seasons,explanation.y,transfermarkt_id,player_name.x.x,name_home_country,dob_age.y,place_birth.y,height.y,citizenship.y,position.y,foot.y,debut_season,debut_age,first_club,debut_year,explanation,player_name.y.y,matches_national,minutes_national,goals_national,seasons_national,total_matches_club,total_minutes_club,total_goals_club,seasons_club,clubs_club,player_name,deceased,death_date,death_age,total_matches_total,total_minutes_total,total_goals_total,position_clean,position_simple,dob,age_current,retirement_date_clean,retirement_age,career_length
Fabrice Muamba,35586,https://www.transfermarkt.com/fabrice-muamba/profil/spieler/35586,https://fbref.com/en/players/f5a2bebe/Fabrice-Muamba,39424,19 years 04 months 06 days,19,Premier League,38968,18,18,Championship,18,first scrap players,Fabrice Muamba,Success,35586,spieler,Fabrice Muamba,32298,Kinshasa,"1,88",England  DR Congo,Midfield - Central Midfield,right,Not found,Bolton,15/08/2012,-,Not found,0,0,0,Yes,15/08/2012,Not found,0,first scrap players transfer,35586,Fabrice Muamba,Not found,32239,Not found,188,England eng,MF (CM-DM),Not found,2006-2007,18 years,Birmingham City,2006,first scrap players fbref,NA,NA,NA,NA,NA,201,15288,5,6,2,Fabrice Muamba,No,Not found,NA,201,15288,5,Midfield - Central Midfield,Midfield,32239,37,41136,24,6
Geoffrey Mujangi Bia,45455,https://www.transfermarkt.com/geoffrey-mujangi-bia/profil/spieler/45455,https://fbref.com/en/players/3a90713b/Geoffrey-Mujangi-Bia,17/12/2006,17 years 04 months 05 days,17,Jupiler Pro League,22/12/2012,23,23,Championship,17,first scrap players,Geoffrey Mujangi Bia,Success,45455,spieler,Geoffrey Mujangi Bia,32850,Kinshasa,"1,80",Belgium  DR Congo,Attack - Right Winger,right,Not found,Career break,45664,-,Nike,7,243,37,No,Not found,Not found,4,first scrap players transfer,45455,Geoffrey Mujangi Bia,Not found,32732,Not found,175,Belgium,MF (AM-WM),Right,2006-2007,16 years,Charleroi,2006,first scrap players fbref,NA,NA,NA,NA,NA,227,12947,50,14,9,Geoffrey Mujangi Bia,No,Not found,NA,227,12947,50,Attack - Right Winger,Attack,32732,36,NA,NA,19
Youssouf Mulumbu,45272,https://www.transfermarkt.com/youssouf-mulumbu/profil/spieler/45272,https://fbref.com/en/players/a275b145/Youssouf-Mulumbu,22/10/2006,19 years 08 months 27 days,19,Ligue 1,21/09/2007,20,20,Ligue 2,19,first scrap players,Youssouf Mulumbu,Success,45272,spieler,Youssouf Mulumbu,25/01/1987,Kinshasa,"1,77",DR Congo  France,Midfield - Defensive Midfield,right,Not found,Without Club,45298,-,Not found,7,614,23,No,Not found,Not found,5,first scrap players transfer,45272,Youssouf Mulumbu,Not found,31802,Not found,177,Congo DR cd  Other: France,MF (CM-DM),Right,2006-2007,19 years,Paris S-G,2006,first scrap players fbref,Youssouf Mulumbu,23,1675,0,6,291,21311,16,14,5,Youssouf Mulumbu,No,Not found,NA,314,22986,16,Midfield - Defensive Midfield,Midfield,31802,38,NA,NA,19
Sulley Muntari,17129,https://www.transfermarkt.com/sulley-muntari/profil/spieler/17129,https://fbref.com/en/players/e185aa52/Sulley-Muntari,37418,18 years 02 months 10 days,18,Serie A,43711,34,34,Segunda División,18,first scrap players,Sulley Muntari,Success,17129,spieler,Sulley Muntari,27/08/1984,Konongo,"1,79",Ghana,Midfield - Central Midfield,left,Not found,Hearts of Oak,44568,-,Not found,12,327,56,Yes,44568,Not found,6,first scrap players transfer,17129,Sulley Muntari,Not found,30921,Not found,179,Ghana,MF (CB-DM),Left,2002-2003,17 years,Udinese,2002,first scrap players fbref,Sulley Muntari,22,1365,5,4,376,24584,35,17,9,Sulley Muntari,No,Not found,NA,398,25949,40,Midfield - Central Midfield,Midfield,30921,41,44743,37,19
Danny Murphy,3221,https://www.transfermarkt.com/danny-murphy/profil/spieler/3221,https://fbref.com/en/players/03a97c40/Danny-Murphy,35681,20 years 04 months 22 days,20,Premier League,13/02/1999,21,21,,20,first scrap players,Danny Murphy,Success,3221,spieler,Danny Murphy,18/03/1977,Chester,"1,77",England,Midfield - Central Midfield,right,Not found,Blackburn,41281,-,Not found,4,91,22,Yes,41281,Not found,3,first scrap players transfer,3221,Danny Murphy,Not found,28202,Not found,175,England eng,MF (CM),Not found,1997-1998,20 years,Liverpool,1997,first scrap players fbref,NA,NA,NA,NA,NA,511,37628,58,16,5,Danny Murphy,No,Not found,NA,511,37628,58,Midfield - Central Midfield,Midfield,28202,48,41456,36,16
David Murphy,3868,https://www.transfermarkt.com/david-murphy/profil/spieler/3868,https://fbref.com/en/players/b05e73d5/David-Murphy,19/02/2002,17 years 11 months 20 days,17,Premier League,39699,24,24,Championship,17,first scrap players,David Murphy,Success,3868,spieler,David Murphy,30684,Hartlepool,"1,85",England,Defender - Left-Back,left,Not found,Birmingham,41701,-,Not found,2,329,38,Yes,41701,Not found,1,first scrap players transfer,3868,David Murphy,Not found,30742,Not found,185,England eng,"DF (FB, left)",Not found,2001-2002,17 years,Middlesbrough,2001,first scrap players fbref,NA,NA,NA,NA,NA,243,19787,14,12,4,David Murphy,No,Not found,NA,243,19787,14,Defender - Left-Back,Defender,30742,41,41701,30,13
Jordon Mutch,57207,https://www.transfermarkt.com/jordon-mutch/profil/spieler/57207,https://fbref.com/en/players/37c408cc/Jordon-Mutch,22/01/2011,19 years 01 month 20 days,19,Premier League,26/01/2010,18,18,Championship,18,first scrap players,Jordon Mutch,Success,57207,spieler,Jordon Mutch,33281,Alvaston,"1,84",England,Midfield - Central Midfield,right,Not found,Without Club,30/12/2024,-,adidas,11,657,114,No,Not found,Not found,6,first scrap players transfer,57207,Jordon Mutch,Not found,33574,Not found,175,England eng,MF,Right,2009-2010,17 years,Hereford United,2009,first scrap players fbref,NA,NA,NA,NA,NA,250,14445,23,15,14,Jordon Mutch,No,Not found,NA,250,14445,23,Midfield - Central Midfield,Midfield,33574,34,NA,NA,16
Boaz Myhill,3838,https://www.transfermarkt.com/boaz-myhill/profil/spieler/3838,https://fbref.com/en/players/7ca2d989/Boaz-Myhill,16/08/2008,25 years 09 months 07 days,25,Premier League,23/11/2002,20,20,First Division (until 03/04),20,first scrap players,Boaz Myhill,Success,3838,spieler,Boaz Myhill,30205,"Modesto, Kalifornien","1,91",Wales  United States,Goalkeeper,right,Not found,West Brom,43472,-,Not found,3,130,21,Yes,43472,Not found,3,first scrap players transfer,3838,Boaz Myhill,Not found,30264,Not found,191,"Wales wls  Other: England , United States",GK,Right,2002-2003,19 years,Bradford City,2002,first scrap players fbref,Boaz Myhill,7,630,0,3,398,35723,0,17,6,Boaz Myhill,No,Not found,NA,405,36353,0,Goalkeeper,Goalkeeper,30264,43,43647,36,16
David N'Gog,41242,https://www.transfermarkt.com/david-ngog/profil/spieler/41242,https://fbref.com/en/players/beec2968/David-NGog,18/11/2006,17 years 07 months 17 days,17,Ligue 1,15/09/2012,23,23,Championship,17,first scrap players,David N'Gog,Success,41242,spieler,David N'Gog,32512,Gennevilliers,"1,90",France  Cameroon,Attack - Centre-Forward,right,Not found,Panionios,44933,-,Not found,1,216,8,Yes,44933,Not found,1,first scrap players transfer,41242,David N'Gog,Not found,32599,Not found,189,France,FW,Right,2006-2007,17 years,Paris S-G,2006,first scrap players fbref,NA,NA,NA,NA,NA,282,13659,49,14,8,David N'Gog,No,Not found,NA,282,13659,49,Attack - Centre-Forward,Attack,32599,36,45108,34,17
Charles N'Zogbia,22165,https://www.transfermarkt.com/charles-nzogbia/profil/spieler/22165,https://fbref.com/en/players/4e31f3e2/Charles-NZogbia,38300,18 years 03 months 14 days,18,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players,Charles N'Zogbia,Success,22165,spieler,Charles N'Zogbia,28/05/1986,Harfleur,"1,71",France  DR Congo,Attack - Right Winger,left,Not found,Aston Villa,42376,-,adidas,7,3790,81,Yes,42376,Not found,4,first scrap players transfer,22165,Charles N'Zogbia,Not found,31560,Not found,170,France,"DF-FW-MF (FB-WM, left)",Left,2004-2005,18 years,Newcastle Utd,2004,first scrap players fbref,NA,NA,NA,NA,NA,295,20251,28,11,3,Charles N'Zogbia,No,Not found,NA,295,20251,28,Attack - Right Winger,Attack,31560,39,42552,30,12
Nani,33706,https://www.transfermarkt.com/nani/profil/spieler/33706,https://fbref.com/en/players/15e9c7e6/Nani,28/08/2005,18 years 09 months 11 days,18,Liga Portugal,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players,Nani,Success,33706,spieler,Nani,17/11/1986,Amadora,"1,77",Portugal  Cape Verde,Attack - Left Winger,both,Not found,Estrela Amadora,45516,-,Not found,27,753,131,Yes,45516,Not found,13,first scrap players transfer,33706,Nani,Not found,31733,Not found,175,Portugal,FW-MF (AM-WM),Right,2005-2006,18 years,Sporting CP,2005,players corrected fbref,Nani,86,5962,20,8,545,36047,107,21,10,Nani,No,Not found,NA,631,42009,127,Attack - Left Winger,Attack,31733,39,45634,38,20
Samir Nasri,18935,https://www.transfermarkt.com/samir-nasri/profil/spieler/18935,https://fbref.com/en/players/165bed61/Samir-Nasri,38330,17 years 02 months 17 days,17,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,17,first scrap players,Samir Nasri,Success,18935,spieler,Samir Nasri,26/06/1987,Marseille,"1,77",France  Algeria,Midfield - Attacking Midfield,right,Not found,RSC Anderlecht,26/09/2021,-,New Balance,30,1148,191,Yes,26/09/2021,Not found,12,first scrap players transfer,18935,Samir Nasri,Not found,31954,Not found,175,France,FW-MF (AM),Right,2004-2005,17 years,Marseille,2004,first scrap players fbref,Samir Nasri,24,1388,4,4,462,32639,61,16,7,Samir Nasri,No,Not found,NA,486,34027,65,Midfield - Attacking Midfield,Attack,31954,38,44465,34,17
Ryan Nelsen,28878,https://www.transfermarkt.com/ryan-nelsen/profil/spieler/28878,https://fbref.com/en/players/510f2c7c/Ryan-Nelsen,37076,23 years 05 months 20 days,23,Major League Soccer,No second tier career,No second tier career,No second tier career,No second tier career,23,first scrap players,Ryan Nelsen,Success,28878,spieler,Ryan Nelsen,18/10/1977,Christchurch,"1,85",New Zealand,Defender - Centre-Back,right,Not found,QPR,31/01/2013,-,Not found,6,414,60,Yes,31/01/2013,Not found,6,first scrap players transfer,28878,Ryan Nelsen,Not found,28416,Not found,185,New Zealand,DF (CB),Not found,2001,23 years,D.C. United,Not found,first scrap players fbref,Ryan Nelsen,6,540,0,2,282,24149,16,13,4,Ryan Nelsen,No,Not found,NA,288,24689,16,Defender - Centre-Back,Defender,28416,48,41305,35,12
Gary Neville,3403,https://www.transfermarkt.com/gary-neville/profil/spieler/3403,https://fbref.com/en/players/1b013e33/Gary-Neville,34551,19 years 02 months 20 days,19,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players,Gary Neville,Success,3403,spieler,Gary Neville,18/02/1975,Bury,"1,80",England,Defender - Right-Back,right,Not found,Man Utd,40576,-,Not found,3,377,79,Yes,40576,Not found,3,first scrap players transfer,3403,Gary Neville,Not found,27443,Not found,180,England eng,"DF (FB, right)",Not found,1993-1994,18 years,Manchester Utd,1993,first scrap players fbref,Gary Neville,20,1829,0,6,512,42691,6,19,1,Gary Neville,No,Not found,NA,532,44520,6,Defender - Right-Back,Defender,27443,50,40576,35,16
Phil Neville,3404,https://www.transfermarkt.com/phil-neville/profil/spieler/3404,https://fbref.com/en/players/3db5e0ec/Phil-Neville,35005,18 years 21 days,18,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players,Phil Neville,Success,3404,spieler,Phil Neville,21/01/1977,Bury,"1,80",England,Defender - Right-Back,right,Not found,Everton,41281,-,Not found,6,262,49,Yes,41281,Not found,3,first scrap players transfer,3404,Phil Neville,Not found,28146,Not found,180,England eng,DF-MF,Right,1994-1995,17 years,Manchester Utd,1994,first scrap players fbref,Phil Neville,11,635,0,4,577,44846,11,19,2,Phil Neville,No,Not found,NA,588,45481,11,Defender - Right-Back,Defender,28146,48,41456,36,18
Mark Noble,31835,https://www.transfermarkt.com/mark-noble/profil/spieler/31835,https://fbref.com/en/players/ff527768/Mark-Noble,13/08/2005,18 years 03 months 05 days,18,Premier League,15/01/2005,17,17,Championship,17,first scrap players,Mark Noble,Success,31835,spieler,Mark Noble,31994,London,"1,80",England  Ireland,Midfield - Central Midfield,right,Not found,West Ham,44568,-,adidas,13,283,53,Yes,44568,Not found,9,first scrap players transfer,31835,Mark Noble,Not found,31905,Not found,180,England eng,MF (AM-CM-DM),Right,2004-2005,17 years,West Ham,2004,first scrap players fbref,NA,NA,NA,NA,NA,521,40286,57,18,2,Mark Noble,No,Not found,NA,521,40286,57,Midfield - Central Midfield,Midfield,31905,38,44743,35,18
Ryan Noble,121340,https://www.transfermarkt.com/ryan-noble/profil/spieler/121340,https://fbref.com/en/players/7f758194/Ryan-Noble,26/02/2011,19 years 08 months 15 days,19,Premier League,40219,19,19,Championship,19,first scrap players,Ryan Noble,Success,121340,spieler,Ryan Noble,33548,Sunderland,"1,82",England,Attack - Centre-Forward,right,Not found,Billingham Syn.,-,-,Not found,0,0,0,Yes,-,Not found,0,first scrap players transfer,121340,Ryan Noble,Not found,33400,Not found,182,England eng,FW,Not found,2010-2011,19 years,Derby County,2010,first scrap players fbref,NA,NA,NA,NA,NA,37,1811,4,4,5,Ryan Noble,No,Not found,NA,37,1811,4,Attack - Centre-Forward,Attack,33400,34,NA,NA,NA
Kevin Nolan,3950,https://www.transfermarkt.com/kevin-nolan/profil/spieler/3950,https://fbref.com/en/players/3d307105/Kevin-Nolan,18/08/2001,19 years 01 month 25 days,19,Premier League,36619,17,17,,17,first scrap players,Kevin Nolan,Success,3950,spieler,Kevin Nolan,24/06/1982,Liverpool,"1,83",England,Midfield - Attacking Midfield,right,Not found,Notts County,26/08/2018,-,Not found,3,87,18,Yes,26/08/2018,Not found,3,first scrap players transfer,3950,Kevin Nolan,Not found,30126,Not found,183,England eng,MF (AM),Right,2001-2002,19 years,Bolton,2001,first scrap players fbref,NA,NA,NA,NA,NA,517,41136,100,15,4,Kevin Nolan,No,Not found,NA,517,41136,100,Midfield - Attacking Midfield,Attack,30126,43,43338,36,19
Frank Nouble,119123,https://www.transfermarkt.com/frank-nouble/profil/spieler/119123,https://fbref.com/en/players/0a8e46da/Frank-Nouble,15/08/2009,17 years 10 months 22 days,17,Premier League,40423,18,18,Championship,17,first scrap players,Frank Nouble,Success,119123,spieler,Frank Nouble,24/09/1991,London,"1,90",England  Cote d'Ivoire,Attack - Centre-Forward,right,Not found,Gateshead,22/03/2025,30/06/2026,Not found,1,45,7,No,Not found,14,1,first scrap players transfer,119123,Frank Nouble,Not found,"September 24, 1991 (Age: 34-062d)","Lewisham, England, United Kingdom",191,England eng,FW-MF (AM),Right,2009-2010,17 years,West Brom,2009,first scrap players fbref,NA,NA,NA,NA,NA,487,31138,60,16,18,Frank Nouble,No,Not found,NA,487,31138,60,Attack - Centre-Forward,Attack,33505,34,NA,NA,17
Steven Nzonzi,73734,https://www.transfermarkt.com/steven-nzonzi/profil/spieler/73734,https://fbref.com/en/players/c7526c18/Steven-Nzonzi,15/08/2009,20 years 08 months 00 days,20,Premier League,22/04/2008,19,19,Ligue 2,19,first scrap players,Steven Nzonzi,Success,73734,spieler,Steven Nzonzi,15/12/1988,Colombes,"1,96",France  DR Congo,Midfield - Defensive Midfield,right,Not found,Stoke City,45877,30/06/2026,Not found,5,55,11,No,Not found,15,3,first scrap players transfer,73734,Steven Nzonzi,Not found,"December 15, 1988 (Age: 36-345d)","La Garenne-Colombes, France",197,France,MF (CM-DM),Right,2009-2010,20 years,Blackburn,2009,first scrap players fbref,Steven Nzonzi,20,897,0,6,499,40485,28,15,8,Steven Nzonzi,No,Not found,NA,519,41382,28,Midfield - Defensive Midfield,Midfield,32492,36,NA,NA,17
Garry O'Connor,15708,https://www.transfermarkt.com/garry-oconnor/profil/spieler/15708,https://fbref.com/en/players/07fffbc5/Garry-OConnor,29/04/2001,17 years 11 months 22 days,17,Scottish Premiership,39699,25,25,Championship,17,first scrap players,Garry O'Connor,Success,15708,spieler,Garry O'Connor,30502,Edinburgh,"1,86",Scotland,Attack - Centre-Forward,right,Not found,Selkirk FC,42625,-,Not found,2,160,29,Yes,42625,Not found,1,first scrap players transfer,15708,Garry O'Connor,Not found,30443,Not found,185,Scotland sct,FW,Not found,2000-2001,17 years,Hibernian,2000,first scrap players fbref,Garry O'Connor,9,298,2,3,293,18691,79,15,5,Garry O'Connor,No,Not found,NA,302,18989,81,Attack - Centre-Forward,Attack,30443,42,42713,33,16
Jamie O'Hara,38090,https://www.transfermarkt.com/jamie-ohara/profil/spieler/38090,https://fbref.com/en/players/7578d85c/Jamie-OHara,15/12/2007,21 years 02 months 20 days,21,Premier League,26/12/2012,26,26,Championship,21,first scrap players,Jamie O'Hara,Success,38090,spieler,Jamie O'Hara,25/09/1986,Dartford,"1,80",England,Midfield - Central Midfield,left,Not found,Billericay,16/09/2019,-,Not found,4,73,16,Yes,16/09/2019,Not found,3,first scrap players transfer,38090,Jamie O'Hara,Not found,31680,Not found,180,England eng,"MF (WM, left)",Left,2005-2006,18 years,Chesterfield,2005,first scrap players fbref,NA,NA,NA,NA,NA,227,16303,21,13,9,Jamie O'Hara,No,Not found,NA,227,16303,21,Midfield - Central Midfield,Midfield,31680,39,43724,32,11
Gary O'Neil,3995,https://www.transfermarkt.com/gary-oneil/profil/spieler/3995,https://fbref.com/en/players/754d4ac4/Gary-O'Neil,37844,20 years 05 months 21 days,20,Premier League,29/01/2000,16,16,,16,first scrap players,Gary O'Neil,Success,3995,spieler,Gary O'Neil,18/05/1983,London,"1,74",England,Midfield - Central Midfield,right,Not found,Bolton,43472,-,Not found,4,335,50,Yes,43472,Not found,3,first scrap players transfer,3995,Gary O'Neil,Not found,30454,Not found,178,England eng,MF (AM),Right,2001-2002,18 years,Portsmouth,2001,first scrap players fbref,NA,NA,NA,NA,NA,491,35651,32,18,10,Gary O'Neil,No,Not found,NA,491,35651,32,Midfield - Central Midfield,Midfield,30454,42,43647,36,20
John O'Shea,3540,https://www.transfermarkt.com/john-oshea/profil/spieler/3540,https://fbref.com/en/players/7c1f4685/John-OShea,27/01/2001,19 years 08 months 28 days,19,Jupiler Pro League,13/08/2017,36,36,Championship,19,first scrap players,John O'Shea,Success,3540,spieler,John O'Shea,30/04/1981,Waterford,"1,92",Ireland,Defender - Centre-Back,right,Not found,Reading,43651,-,Nike,6,247,29,Yes,43651,Not found,5,first scrap players transfer,3540,John O'Shea,Not found,29706,Not found,192,Republic of Ireland,DF-MF (CB),Right,2001-2002,20 years,Manchester Utd,2001,first scrap players fbref,John O'Shea,76,6202,2,9,579,43160,16,18,3,John O'Shea,No,Not found,NA,655,49362,18,Defender - Centre-Back,Defender,29706,44,43592,38,19
Gabriel Obertan,43261,https://www.transfermarkt.com/gabriel-obertan/profil/spieler/43261,https://fbref.com/en/players/adc264a8/Gabriel-Obertan,30/09/2006,17 years 07 months 04 days,17,Ligue 1,14/02/2017,27,27,Championship,17,first scrap players,Gabriel Obertan,Success,43261,spieler,Gabriel Obertan,26/02/1989,Pantin,"1,86",France  Guadeloupe,Attack - Right Winger,right,Not found,Without Club,45303,-,Nike,8,537,104,No,Not found,Not found,7,first scrap players transfer,43261,Gabriel Obertan,Not found,32565,Not found,186,France,FW-MF (AM-WM),Right,2006-2007,17 years,Bordeaux,2006,first scrap players fbref,NA,NA,NA,NA,NA,344,18990,31,18,10,Gabriel Obertan,No,Not found,NA,344,18990,31,Attack - Right Winger,Attack,32565,36,NA,NA,19
John Obi Mikel,30739,https://www.transfermarkt.com/john-obi-mikel/profil/spieler/30739,https://fbref.com/en/players/424d5f72/John-Obi-Mikel,24/04/2005,18 years 02 days,18,Eliteserien,43498,31,31,Championship,18,first scrap players,John Obi Mikel,Success,30739,spieler,John Obi Mikel,22/04/1987,Jos,"1,88",Nigeria  England,Midfield - Defensive Midfield,right,Not found,Kuwait SC,27/09/2022,-,Not found,9,310,49,Yes,27/09/2022,Not found,6,first scrap players transfer,30739,John Obi Mikel,Not found,31889,Not found,189,Nigeria,MF (CM-DM),Right,2005,17 years,Lyn,Not found,first scrap players fbref,John Obi Mikel,48,4008,3,7,440,31542,8,16,6,John Obi Mikel,No,Not found,NA,488,35550,11,Midfield - Defensive Midfield,Midfield,31889,38,44831,35,17
